welcome_mouse.x,welcome_mouse.y,welcome_mouse.leftButton,welcome_mouse.midButton,welcome_mouse.rightButton,"ID",date,expName,psychopyVersion,OS,frameRate,participant,trainInstr_mouse.x,trainInstr_mouse.y,trainInstr_mouse.leftButton,trainInstr_mouse.midButton,trainInstr_mouse.rightButton,translation_key.keys,translation_key.corr,translation_key.rt,word_rsp.text,trWrd_mouse.x,trWrd_mouse.y,trWrd_mouse.leftButton,trWrd_mouse.midButton,trWrd_mouse.rightButton,train_loop.thisRepN,train_loop.thisTrialN,train_loop.thisN,train_loop.thisIndex,train_loop.ran,nlWrd,brWrd,cbWrd,test,testResp,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,testInstr_mouse.x,testInstr_mouse.y,testInstr_mouse.leftButton,testInstr_mouse.midButton,testInstr_mouse.rightButton,test_mouse.x,test_mouse.y,test_mouse.leftButton,test_mouse.midButton,test_mouse.rightButton,test_response.text,test_loop.thisRepN,test_loop.thisTrialN,test_loop.thisN,test_loop.thisIndex,test_loop.ran
0.026851852,-0.096296296,1,0,0,,2023-09-27_20h52.27.941,vbt_B2_day3,2022.2.4,Win32,59.13310863,55978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2023-09-27_20h52.27.941,vbt_B2_day3,2022.2.4,Win32,59.13310863,55978,0.026851852,-0.096296296,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2023-09-27_20h52.27.941,vbt_B2_day3,2022.2.4,Win32,59.13310863,55978,,,,,,down,0,14.7391,,0.026851852,-0.096296296,1,0,0,0,0,0,145,1,invloed,images/br_invloed.png,images/cb_invloed.png,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2023-09-27_20h52.27.941,vbt_B2_day3,2022.2.4,Win32,59.13310863,55978,,,,,,down,0,2.9187,,0.026851852,-0.096296296,1,0,0,0,1,1,177,1,maaltijd,images/br_maaltijd.png,images/cb_maaltijd.png,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2023-09-27_20h52.27.941,vbt_B2_day3,2022.2.4,Win32,59.13310863,55978,,,,,,down,0,2.1259,,0.026851852,-0.096296296,1,0,0,0,2,2,107,1,maling,images/br_maling.png,images/cb_maling.png,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2023-09-27_20h52.27.941,vbt_B2_day3,2022.2.4,Win32,59.13310863,55978,,,,,,down,0,3.8841,,0.026851852,-0.096296296,1,0,0,0,3,3,147,1,komisch,images/br_komisch.png,images/cb_komisch.png,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2023-09-27_20h52.27.941,vbt_B2_day3,2022.2.4,Win32,59.13310863,55978,,,,,,down,0,3.9365,,0.026851852,-0.096296296,1,0,0,0,4,4,85,1,heilig,images/br_heilig.png,images/cb_heilig.png,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2023-09-27_20h52.27.941,vbt_B2_day3,2022.2.4,Win32,59.13310863,55978,,,,,,down,0,1.6681,,0.026851852,-0.096296296,1,0,0,0,5,5,158,1,innemen,images/br_innemen.png,images/cb_innemen.png,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2023-09-27_20h52.27.941,vbt_B2_day3,2022.2.4,Win32,59.13310863,55978,,,,,,down,0,2.4428,,0.026851852,-0.096296296,1,0,0,0,6,6,173,1,apparaat,images/br_apparaat.png,images/cb_apparaat.png,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2023-09-27_20h52.27.941,vbt_B2_day3,2022.2.4,Win32,59.13310863,55978,,,,,,down,0,1.8604,,0.026851852,-0.096296296,1,0,0,0,7,7,174,1,stemming,images/br_stemming.png,images/cb_stemming.png,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2023-09-27_20h52.27.941,vbt_B2_day3,2022.2.4,Win32,59.13310863,55978,,,,,,down,0,0.1509,,0.026851852,-0.096296296,1,0,0,0,8,8,28,1,stal,images/br_stal.png,images/cb_stal.png,0,,,,,,,,,,,,,,,,,,,,,,
