welcome_mouse.x,welcome_mouse.y,welcome_mouse.leftButton,welcome_mouse.midButton,welcome_mouse.rightButton,"ID",date,expName,psychopyVersion,OS,frameRate,participant,trainInstr_mouse.x,trainInstr_mouse.y,trainInstr_mouse.leftButton,trainInstr_mouse.midButton,trainInstr_mouse.rightButton,translation_key.keys,translation_key.corr,translation_key.rt,word_rsp.text,trWrd_mouse.x,trWrd_mouse.y,trWrd_mouse.leftButton,trWrd_mouse.midButton,trWrd_mouse.rightButton,train_loop.thisRepN,train_loop.thisTrialN,train_loop.thisN,train_loop.thisIndex,train_loop.ran,nlWrd,brWrd,cbWrd,test,testResp,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,testInstr_mouse.x,testInstr_mouse.y,testInstr_mouse.leftButton,testInstr_mouse.midButton,testInstr_mouse.rightButton,test_mouse.x,test_mouse.y,test_mouse.leftButton,test_mouse.midButton,test_mouse.rightButton,test_response.text,test_loop.thisRepN,test_loop.thisTrialN,test_loop.thisN,test_loop.thisIndex,test_loop.ran
-0.203996249,-0.250547543,1,0,0,,2023-07-27_24h05.08.528,vbt_B2_day3,2022.2.4,Linux armv81,61.06497313,52204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2023-07-27_24h05.08.528,vbt_B2_day3,2022.2.4,Linux armv81,61.06497313,52204,0.601923527,-0.111873943,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2023-07-27_24h05.08.528,vbt_B2_day3,2022.2.4,Linux armv81,61.06497313,52204,,,,,,down,0,2.9823,,0.518333354,0.042717677,1,0,0,0,0,0,37,1,mijn,images/br_mijn.png,images/cb_mijn.png,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2023-07-27_24h05.08.528,vbt_B2_day3,2022.2.4,Linux armv81,61.06497313,52204,,,,,,down,0,0.298,,0.09541959,0.001278401,1,0,0,0,1,1,38,1,baai,images/br_baai.png,images/cb_baai.png,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2023-07-27_24h05.08.528,vbt_B2_day3,2022.2.4,Linux armv81,61.06497313,52204,,,,,,down,0,0.0921,,0.09541959,0.001278401,1,0,0,0,2,2,138,1,akkoord,images/br_akkoord.png,images/cb_akkoord.png,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2023-07-27_24h05.08.528,vbt_B2_day3,2022.2.4,Linux armv81,61.06497313,52204,,,,,,down,0,0.4316,,0.121530326,0.130868932,1,0,0,0,3,3,24,1,jurk,images/br_jurk.png,images/cb_jurk.png,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2023-07-27_24h05.08.528,vbt_B2_day3,2022.2.4,Linux armv81,61.06497313,52204,,,,,,down,0,0.7254,,0.121530326,0.130868932,1,0,0,0,4,4,121,1,twijfel,images/br_twijfel.png,images/cb_twijfel.png,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2023-07-27_24h05.08.528,vbt_B2_day3,2022.2.4,Linux armv81,61.06497313,52204,,,,,,down,0,27.5973,,0.499202007,0.26331642,1,0,0,0,5,5,183,1,getuigen,images/br_getuigen.png,images/cb_getuigen.png,1,getuigen,,,,,,,,,,,,,,,,,,,,,
,,,,,,2023-07-27_24h05.08.528,vbt_B2_day3,2022.2.4,Linux armv81,61.06497313,52204,,,,,,down,0,1.7756,,0.198586693,0.296165272,1,0,0,0,6,6,65,1,parel,images/br_parel.png,images/cb_parel.png,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2023-07-27_24h05.08.528,vbt_B2_day3,2022.2.4,Linux armv81,61.06497313,52204,,,,,,down,0,0.814,,0.113628477,0.262198592,1,0,0,0,7,7,127,1,doodmoe,images/br_doodmoe.png,images/cb_doodmoe.png,0,,,,,,,,,,,,,,,,,,,,,,
