nlLet,letter,readingTime,checkingTime
n,n,1.521099999427804,3.021000000000001
y,y,1.5064000005721994,7.452199999809267
c,c,1.5109999999999957,5.046599999427798
z,z,1.5088000001907318,4.832199999809262
r,r,1.5064000005722136,3.951199999809262
s,s,1.5054999999999978,5.435300000190736
t,t,1.5215000000000032,3.635399999618528
x,x,1.5069000005722017,2.4443999996185255
v,v,1.5228000001907418,2.0135999994277967
p,p,1.4997000007629424,1.7767999992370562
e,e,1.5086000003814632,5.883300000190744
h,h,1.520699999809267,3.1351000003814704
f,f,1.5061999998092688,2.2963000001907403
j,j,1.5232999992370537,4.78810000038149
u,u,1.5114999999999839,9.875300000190748
o,o,1.5060000000000002,2.2295000000000016
g,g,1.513399999618514,5.789300000190735
q,q,1.5241999998092695,3.8049000005721894
l,l,1.5131999998092738,1.9870999994278122
a,a,1.5064000005721994,4.41139999961851
w,w,1.5130000000000052,4.2848000001907565
d,d,1.5043000001907103,8.632300000190753
m,m,1.5193999996185141,3.31660000038147
i,i,1.5093999996185516,5.36319999980924
b,b,1.508800000190746,3.6988999996185328
k,k,1.5092000007629451,3.000499999999988
p,p,1.5067999992370744,8.34680000019074
n,n,1.504800000190727,6.399100000381452
r,r,1.505500000000012,4.13300000000001
t,t,1.50819999980925,2.8530000000000086
c,c,1.5073000001907246,6.044899999618536
d,d,1.5088999996185066,4.211100000381521
i,i,1.5118000001907035,4.568599999427818
q,q,1.5059000005721828,2.1610000000000014
a,a,1.5250999994278231,3.899800000190737
x,x,1.5254999999999654,2.850300000190771
e,e,1.5254999999999654,6.496500000000026
m,m,1.523899999618493,5.054900000572218
j,j,1.5093999996185516,1.829900000572195
l,l,1.5135999994278109,2.4704999999999586
k,k,1.5074999999999932,3.5026000003815057
w,w,1.5049999999999955,3.2195999994277713
h,h,1.5061000003814797,6.5341000003815
b,b,1.5199999999999818,4.186099999427768
s,s,1.5048000001907553,1.7723999996185285
z,z,1.5056000003814916,5.0846999998092315
o,o,1.5046999998093042,2.5532000007628994
g,g,1.507299999237091,1.7871000003814856
y,y,1.5084999999999695,24.101800000190735
f,f,1.5071999998092451,8.880399999618533
u,u,1.5278000001907799,6.134600000381454
v,v,1.4973999996184943,4.52010000038149
t,t,1.5258999996185594,1.8548000001907212
g,g,1.5231000003814756,3.089999999999975
a,a,1.5120000000000005,2.0530999994277863
o,o,1.503800000190779,2.7620000000000005
s,s,1.5096000003814538,4.968099999427807
n,n,1.5324000005721814,2.8777999992370837
r,r,1.520700000762929,1.7472999992370433
x,x,1.51400000000001,3.5192000007629645
l,l,1.5226999998092197,2.753699999809271
e,e,1.5228000001907276,3.1723999996185626
q,q,1.5121000003814515,2.569899999618542
j,j,1.5056999998092806,3.2860000000000014
f,f,1.5061000003814229,4.089300000190747
i,i,1.5191999998093024,3.1366000003814634
k,k,1.5056999998092238,1.7965999994278263
u,u,1.5157000007629335,2.986699999809275
y,y,1.5218999996185403,3.680600000381446
h,h,1.5113999996185044,5.698800000190772
b,b,1.506399999618509,1.945100000381501
d,d,1.5154999999999745,1.753500000000031
v,v,1.5073999996184853,1.7760000000000105
m,m,1.5204000005722378,3.267099999427785
p,p,1.5049000005722064,4.187300000190703
w,w,1.5061999998092688,2.704599999427785
z,z,1.5053000001907435,5.0608000001907385
c,c,1.5128999996185826,8.280499999999904
l,l,1.5223000001907394,1.962199999809286
p,p,1.5132000007629358,3.6340000000000146
m,m,1.5049999999999955,3.087199999809286
z,z,1.5079999999999245,2.0536999998092824
b,b,1.5088000001907176,1.9021999998093406
i,i,1.506600000381468,3.0184999999999036
a,a,1.509999999999991,3.15659999942784
q,q,1.5096999998092997,2.156800000190742
n,n,1.5124000005721427,1.9050999994278754
s,s,1.5044999999998936,5.453800000190768
g,g,1.5198000001907985,2.338999999999942
e,e,1.5050999994277845,3.0045000000000073
h,h,1.52049999999997,5.335000000000036
y,y,1.5132000007629358,3.7207999992371015
w,w,1.5134000005722328,1.8766999998092615
c,c,1.5254999999999654,2.101600000381495
u,u,1.5260999994277427,7.596800000190797
t,t,1.516399999618443,2.3274000005721973
k,k,1.5135000000000218,3.3770000000000664
j,j,1.5233999996185048,3.287100000381429
f,f,1.5143000001907012,2.3465000000001055
v,v,1.5078999996185303,2.3963999996184384
d,d,1.518100000381537,2.1783000001906885
r,r,1.5251999998092742,2.024199999809298
o,o,1.5114000005721664,2.4290999994277627
x,x,1.5231999998093215,1.7141000003814497
z,z,1.514100000381518,1.7578999996185303
x,x,1.5126999998092288,1.6696000003814788
m,m,1.5060999994277608,8.955200000762943
g,g,1.5137999992371078,2.608300000190752
y,y,1.5261000003814615,1.6638000001906903
t,t,1.5145999994277872,1.7841000003814997
q,q,1.5185999994278063,2.1704999999999472
n,n,1.5062000007629877,5.321799999237101
v,v,1.517100000381447,1.687100000381406
o,o,1.5085000000000264,1.9271999998093179
e,e,1.5260999994277427,1.65590000057216
k,k,1.5220999994278372,1.7875000000000227
c,c,1.5239000005722119,6.416399999618534
f,f,1.513600000381416,2.4593000001907512
r,r,1.5250999994277663,1.7670000000000528
i,i,1.5113000001907722,2.7401000003814033
j,j,1.5101999998092879,2.2749999999999773
p,p,1.528199999809317,4.391600000381459
b,b,1.5156999998092715,2.288399999618491
h,h,1.5219000005722592,2.380899999618464
l,l,1.5293999996185903,2.221499999999992
s,s,1.5149000005721973,2.646199999809255
w,w,1.5085000000000264,2.2658000001906657
u,u,1.524800000190794,3.2477999992370314
a,a,1.527600000381426,2.233399999618541
d,d,1.518100000381537,1.6711000003814434
p,p,1.5069999999999482,31.234199999809334
d,d,1.5228000001907276,2.3795999994277963
e,e,1.4974000005721564,2.989099999427822
z,z,1.5119000005721546,1.5793999996185448
t,t,1.5146999998092952,2.1366000003814634
k,k,1.5080999994278272,1.555800000190743
i,i,1.5056000003814916,2.0958999996184957
u,u,1.5154999999999745,2.0296999998092815
l,l,1.5144000005722091,12.499199999809207
y,y,1.5113999996185612,4.210800000190716
a,a,1.5234000005722237,3.0372999992371206
c,c,1.513700000762924,3.143000000000029
m,m,1.523599999427688,4.271300000190763
x,x,1.5109999999999673,4.1651000003814715
h,h,1.5085999994278154,1.6126999998092515
g,g,1.524600000381497,2.249300000190715
f,f,1.5183000001907203,2.222399999618574
q,q,1.5051999998092924,3.1571999998092224
v,v,1.521200000762974,1.6738999996184702
s,s,1.5186000003815252,1.5135999994278109
w,w,1.5196000003815016,1.8658000001906885
j,j,1.516799999237037,1.7249000005722337
r,r,1.5118000001907603,6.05329999923697
o,o,1.5097000007630186,3.7277999992370496
b,b,1.5058000001906748,1.941500000000019
n,n,1.5273000001907349,1.531399999618543
o,o,1.5135000000000218,1.6369999999999436
h,h,1.5115000000000691,13.186400000572235
m,m,1.5114999999999554,1.6461999998092551
y,y,1.527800000190723,1.618300000190743
t,t,1.5061999998092688,1.8966999998092433
j,j,1.514199999809307,1.7008000001907249
a,a,1.5185000000000173,1.9918000001906648
n,n,1.52409999942779,1.7877000007630386
q,q,1.5186999998092006,2.2065000000000055
w,w,1.5078000001907412,3.798199999809299
d,d,1.5069999999999482,4.562599999427789
g,g,1.51040000057219,2.9286999998092824
l,l,1.5231999998093215,2.2169999999999845
e,e,1.527199999809227,1.8607000007630177
k,k,1.5088999996185066,1.6781000003813915
v,v,1.524799999237075,1.64290000057224
i,i,1.5103999996185848,2.66599999999994
z,z,1.5191999998093024,1.8139000005721755
b,b,1.513800000190713,2.034299999237078
p,p,1.5184000005722282,4.7936999998092915
c,c,1.5213000001906494,1.6406999998092715
f,f,1.5154999999999745,4.973100000381578
s,s,1.5137999992369942,1.76040000057219
u,u,1.5260999994278563,2.2162000007629103
r,r,1.5195999994277827,8.863400000572256
x,x,1.5191999998091887,1.885699999809276
