nlLet,letter,readingTime,checkingTime
y,y,1.512,3.10499999999999
t,t,1.51600000000002,3.119
h,h,1.50999999999999,2.88900000000001
u,u,1.517,2.71699999999998
z,z,1.52000000000001,1.66200000000001
n,n,1.50200000000001,1.51299999999998
l,l,1.52000000000001,2.114
j,j,1.501,3.64999999999998
i,i,1.50200000000001,2.59999999999999
s,s,1.524,1.672
k,k,1.50400000000002,2.31899999999999
b,b,1.517,1.84800000000001
o,o,1.51499999999999,2.71700000000001
a,a,1.52699999999999,1.94
v,v,1.50500000000002,2.52799999999999
p,p,1.52099999999999,2.44800000000001
r,r,1.50300000000001,2.12799999999999
e,e,1.505,1.89500000000001
f,f,1.53,2.09
w,w,1.5,2.01900000000001
g,g,1.51399999999998,2.11500000000001
x,x,1.524,4.946
c,c,1.51900000000001,2.82899999999998
d,d,1.50200000000001,2.49799999999999
q,q,1.51900000000001,1.798
m,m,1.50899999999999,2.09800000000001
