nlWrd,test,testResp,score,word,readingTime,checkingTime,tested,writingTime,attempts
site,1,site,1,site,NaN,2.63160000014304,1,8.59289999985695,
grappen,0,,0,grappen,5.33290000009538,0.758700000047682,0,NaN,
graaf,0,,0,graaf,5.00309999990461,0.522800000190756,0,NaN,
schaamte,0,,0,schaamte,4.91510000014307,0.920999999999992,0,NaN,
eenhoorn,0,,0,eenhoorn,10.434100000143,0.878099999904634,0,NaN,
flirt,1,flirt,1,flirt,NaN,0.644299999952324,1,7.86690000009534,
invloed,0,,0,invloed,7.36559999990462,0.52810000014307,0,NaN,
loyaal,0,,0,loyaal,4.56470000004768,0.356199999809263,0,NaN,
slagen,0,,0,slagen,3.36660000014305,0.419799999952318,0,NaN,
bleek,0,,0,bleek,8.76170000004768,0.607899999856954,0,NaN,
goedkoop,0,,0,goedkoop,8.14750000000001,0.828400000095343,0,NaN,
laken,0,,0,laken,3.64479999995234,0.572100000143053,0,NaN,
attentie,0,,0,attentie,3.69270000004769,0.525900000095362,0,NaN,
knielen,1,knielen,1,knielen,NaN,0.492099999904639,1,7.59679999995231,
gedicht,0,,0,gedicht,8.72920000004768,0.757399999856943,0,NaN,
traag,0,,0,traag,2.75049999999999,0.527000000000015,0,NaN,
bloeien,0,,0,bloeien,4.04340000009537,0.607299999952318,0,NaN,
taal,0,,0,taal,2.90050000000002,0.57479999995229,0,NaN,
poes,0,,0,poes,2.59539999985697,0.774400000095369,0,NaN,
wagon,0,,0,wagon,12.9464000000954,0.690599999904606,0,NaN,
mand,0,,0,mand,2.94600000000005,0.543300000190698,0,NaN,
smullen,0,,0,smullen,3.5432000000477,0.43779999995229,0,NaN,
feestdag,0,,0,feestdag,8.64639999985695,0.708900000095355,0,NaN,
zout,1,zout,1,zout,NaN,0.486799999952325,1,4.30289999985695,
bijkomen,1,bijkomen,1,bijkomen,NaN,0.571299999952316,1,12.381,
driemaal,0,,0,driemaal,7.178,0.457799999952329,0,NaN,
vuur,0,,0,vuur,3.94790000009539,0.609200000047679,0,NaN,
stof,1,stof,1,stof,NaN,1.35990000009537,1,7.01279999995234,
uien,0,,0,uien,2.92879999995233,1.07920000004765,0,NaN,
hechten,1,,0,hechten,NaN,0.656000000000006,1,7.09879999995235,
wegen,0,,0,wegen,3.27860000014306,0.755899999856979,0,NaN,
rijp,0,,0,rijp,6.2257999999523,0.567399999856946,0,NaN,
vreten,0,,0,vreten,16.9951000001431,3.16019999980927,0,NaN,
ijdel,0,,0,ijdel,15.1763000001907,1.09069999980926,0,NaN,
stemming,0,,0,stemming,4.79579999995235,0.386600000143005,0,NaN,
zwart,0,,0,zwart,3.74220000004772,0.577099999904647,0,NaN,
steel,0,,0,steel,8.31259999990465,0.874400000095363,0,NaN,
gezond,0,,0,gezond,5.44070000004768,0.577700000047685,0,NaN,
uitlaat,0,,0,uitlaat,4.42859999990463,0.509299999952304,0,NaN,
geld,0,,0,geld,2.61090000009534,0.425000000000011,0,NaN,
aanraden,0,,0,aanraden,19.7785,0.524099999904593,0,NaN,
eetlust,0,,0,eetlust,2.54399999999998,0.532699999809267,0,NaN,
kreeft,0,,0,kreeft,4.4973999998569,0.423100000143052,0,NaN,
anarchie,0,,0,anarchie,8.02850000000001,0.608000000000004,0,NaN,
zweven,0,,0,zweven,3.97989999985691,0.507200000047703,0,NaN,
blik,0,,0,blik,5.38129999995232,0.541599999904633,0,NaN,
jaar,0,,0,jaar,3.19800000000004,0.759500000000003,0,NaN,
mijn,0,,0,mijn,3.05079999995235,0.522999999999968,0,NaN,
laag,0,,0,laag,2.62959999990466,0.504299999952309,0,NaN,
komisch,0,,0,komisch,6.6467000000477,0.593700000047647,0,NaN,
slak,0,,0,slak,2.54770000004771,0.646299999952305,0,NaN,
verhaal,0,,0,verhaal,4.61030000019076,0.492599999904655,0,NaN,
bisschop,0,,0,bisschop,4.47920000004768,0.475399999856961,0,NaN,
rechten,0,,0,rechten,3.91360000014305,1.02479999995228,0,NaN,
knie,0,,0,knie,2.69589999985698,0.530700000047659,0,NaN,
blad,0,,0,blad,2.91729999995232,0.59090000009536,0,NaN,
kust,0,,0,kust,5.1635,0.955799999952319,0,NaN,
woning,0,,0,woning,6.14699999999993,0.656900000095447,0,NaN,
aarzelen,0,,0,aarzelen,2.64460000014299,0.607699999809256,0,NaN,
lokken,0,,0,lokken,3.34470000004762,0.560500000000047,0,NaN,
twijfel,0,,0,twijfel,2.67719999980932,0.590000000000032,0,NaN,
hier,0,,0,hier,2.75240000009535,0.553799999952275,0,NaN,
oprotten,0,,0,oprotten,5.37759999990465,0.60970000004761,0,NaN,
jurk,0,,0,jurk,3.63279999995234,0.606799999952273,0,NaN,
mode,0,,0,mode,3.24709999990466,0.521100000143065,0,NaN,
zingen,0,,0,zingen,7.55020000004765,0.490099999904714,0,NaN,
wijlen,0,,0,wijlen,5.7257999999523,1.11020000004771,0,NaN,
toeval,0,,0,toeval,3.99920000004761,0.538900000095396,0,NaN,
vervoer,0,,0,vervoer,5.01379999995231,0.824399999856951,0,NaN,
opheffen,0,,0,opheffen,8.84829999995225,0.523299999952428,0,NaN,
waken,0,,0,waken,11.1466000001431,0.639199999809307,0,NaN,
mist,1,mist,1,mist,NaN,0.445400000095333,1,4.19600000000003,
geheim,0,,0,geheim,9.32879999995237,1.09299999999996,0,NaN,
baas,0,,0,baas,4.11179999995227,0.519499999999994,0,NaN,
kasteel,0,,0,kasteel,5.54630000019074,0.672599999904719,0,NaN,
strekken,0,,0,strekken,4.66660000014303,0.920599999904653,0,NaN,
nodig,0,,0,nodig,2.57759999990469,0.569999999999936,0,NaN,
middelen,0,,0,middelen,2.58410000014305,0.619000000000028,0,NaN,
praat,0,,0,praat,3.73220000004767,0.539499999999975,0,NaN,
spanning,0,,0,spanning,3.00409999990461,0.702700000047685,0,NaN,
ticket,0,,0,ticket,6.01179999995236,0.54099999999994,0,NaN,
klauw,0,,0,klauw,5.12859999990462,0.507400000095345,0,NaN,
huisdier,0,,0,huisdier,7.92690000009532,1.25879999995232,0,NaN,
aflopen,0,,0,aflopen,4.29989999985696,0.518700000047716,0,NaN,
diep,0,,0,diep,3.4330999999047,0.952400000095395,0,NaN,
waarvan,0,,0,waarvan,7.98209999990456,0.658500000000004,0,NaN,
toegeven,1,toegeven,1,toegeven,NaN,0.558799999952271,1,7.46370000004777,
beseffen,0,,0,beseffen,4.30079999995235,1.05379999995239,0,NaN,
maken,0,,0,maken,3.62890000009531,0.542599999904724,0,NaN,
tekst,0,,0,tekst,3.45259999990458,0.539799999952379,0,NaN,
kaal,0,,0,kaal,2.74300000000005,0.577299999952288,0,NaN,
voorraad,0,,0,voorraad,4.92170000004762,0.503000000000043,0,NaN,
kring,0,,0,kring,5.46179999995229,0.769800000190799,0,NaN,
dubbel,0,,0,dubbel,3.9809000000954,0.523799999952303,0,NaN,
vullen,0,,0,vullen,4.53540000009536,0.539200000047686,0,NaN,
mijnheer,0,,0,mijnheer,6.68059999990464,0.557299999952306,0,NaN,
legaal,1,legaal,1,legaal,NaN,0.788599999904704,1,7.50510000014299,
nakijken,0,,0,nakijken,73.63,0.327100000143105,0,NaN,
plek,0,,0,plek,2.76550000000009,0.380200000047694,0,NaN,
dans,0,,0,dans,4.19790000009539,0.672500000000014,0,NaN,
piste,0,,0,piste,5.2979000000953,0.772000000000048,0,NaN,
excuus,0,,0,excuus,7.78559999990466,0.54229999995232,0,NaN,
kennis,0,,0,kennis,9.27729999995233,0.591600000142989,0,NaN,
schuilen,0,,0,schuilen,7.61500000000001,0.590100000143025,0,NaN,
koppen,0,,0,koppen,4.93079999995234,1.02020000004768,0,NaN,
joggen,1,joggen,1,joggen,NaN,0.389099999904602,1,4.46720000004768,
totaal,0,,0,totaal,4.06650000000002,1.07369999980926,0,NaN,
palm,0,,0,palm,2.86470000004761,0.9375,0,NaN,
vinger,0,,0,vinger,4.11289999985695,0.574200000047654,0,NaN,
akkoord,0,,0,akkoord,3.07949999999994,0.457799999952385,0,NaN,
koffie,0,,0,koffie,2.99429999995232,0.695900000095435,0,NaN,
klimmen,0,,0,klimmen,4.07960000014305,0.590699999809203,0,NaN,
gerucht,0,,0,gerucht,2.91310000014312,0.574799999952234,0,NaN,
