nlWrd,test,testResp,score,word,readingTime,checkingTime,tested,writingTime,attempts
geluid,0,,0,geluid,5.87719999998808,0.627100000008937,0,NaN,
schaamte,0,,0,schaamte,6.10029999999702,0.404600000008941,0,NaN,
stof,0,,0,stof,3.64969999998809,0.339700000002978,0,NaN,
groen,0,,0,groen,4.27210000000895,0.566699999988074,0,NaN,
zout,0,,0,zout,3.63220000000298,0.440799999997026,0,NaN,
maken,0,,0,maken,4.41559999999403,0.310600000008947,0,NaN,
zuster,0,,0,zuster,4.66470000000298,0.724400000005957,0,NaN,
kleren,0,,0,kleren,9.62620000000298,0.798099999994037,0,NaN,
techniek,0,,0,techniek,9.413,0.592600000008943,0,NaN,
akkoord,0,,0,akkoord,6.82729999999701,0.53909999999405,0,NaN,
openbaar,0,,0,openbaar,4.91,0.289400000005969,0,NaN,
volop,0,,0,volop,4.38260000000892,0.433399999991082,0,NaN,
wijlen,1,wijlen,1,wijlen,NaN,0.390799999997029,1,5.89780000001193,
hiervan,0,,0,hiervan,7.21659999999403,0.372100000008942,0,NaN,
boeien,0,,0,boeien,13.883099999994,0.388900000005947,0,NaN,
laken,0,,0,laken,13.514600000009,0.559499999999986,0,NaN,
kanjer,0,,0,kanjer,5.53309999999402,0.439599999994044,0,NaN,
gerucht,0,,0,gerucht,5.83409999999404,0.373600000008935,0,NaN,
leek,0,,0,leek,4.41900000000001,2.45470000000299,0,NaN,
smullen,0,,0,smullen,10.380299999997,0.493100000008951,0,NaN,
baas,0,,0,baas,4.48409999999404,0.441100000008959,0,NaN,
geheim,0,,0,geheim,8.16680000001193,0.573499999999996,0,NaN,
besmet,0,,0,besmet,4.61149999999998,0.626700000002984,0,NaN,
vlek,0,,0,vlek,4.73190000000596,0.592399999991045,0,NaN,
aanzoek,0,,0,aanzoek,4.09019999998807,0.643900000005971,0,NaN,
geduld,0,,0,geduld,9.32940000000602,0.292700000002981,0,NaN,
opzicht,0,,0,opzicht,5.01970000000296,0.56890000000601,0,NaN,
weeshuis,0,,0,weeshuis,4.34129999999703,0.60899999999998,0,NaN,
lust,0,,0,lust,4.64910000000896,0.490599999994004,0,NaN,
traag,0,,0,traag,3.82630000001194,0.34229999999701,0,NaN,
goedkoop,0,,0,goedkoop,14.6986999999881,0.523600000008912,0,NaN,
steek,0,,0,steek,4.381299999997,1.44310000000894,0,NaN,
flits,0,,0,flits,7.86950000000002,2.52320000000299,0,NaN,
woestijn,0,,0,woestijn,8.17920000000299,1.70979999999702,0,NaN,
nakijken,0,,0,nakijken,8.23150000000004,0.591700000002959,0,NaN,
waarop,0,,0,waarop,4.55950000000001,0.595499999999959,0,NaN,
dans,1,dans,1,dans,NaN,0.308500000000038,1,5.29210000000893,
schat,0,,0,schat,4.36320000000302,1.99349999999998,0,NaN,
ticket,0,,0,ticket,5.6321000000089,0.626399999991065,0,NaN,
loyaal,0,,0,loyaal,4.74800000000005,0.493200000002957,0,NaN,
soda,0,,0,soda,4.57429999999704,0.610100000008913,0,NaN,
laag,0,,0,laag,5.03250000000003,0.274499999999989,0,NaN,
geliefd,0,,0,geliefd,4.31070000000301,0.426999999999964,0,NaN,
knielen,0,,0,knielen,5.56220000000297,0.558900000005963,0,NaN,
anarchie,0,,0,anarchie,8.47600000000006,0.391400000005945,0,NaN,
bleek,0,,0,bleek,7.09810000000897,0.393200000002992,0,NaN,
flirt,0,,0,flirt,4.08100000000002,0.540599999994015,0,NaN,
maaltijd,0,,0,maaltijd,4.92970000000298,0.659100000008948,0,NaN,
vinger,0,,0,vinger,4.43359999999399,0.64100000000002,0,NaN,
blad,0,,0,blad,3.54829999999703,0.527400000005969,0,NaN,
baron,0,,0,baron,4.47579999999704,0.624600000008911,0,NaN,
staren,0,,0,staren,4.76470000000302,0.909299999997017,0,NaN,
blijven,0,,0,blijven,7.01649999999995,0.39269999998811,0,NaN,
weigeren,0,,0,weigeren,7.23069999998808,0.675900000005925,0,NaN,
trekker,0,,0,trekker,6.04329999999703,0.461000000000013,0,NaN,
bisschop,0,,0,bisschop,5.147700000003,0.562700000002962,0,NaN,
wegen,1,wegen,1,wegen,NaN,0.348500000000001,1,4.24079999999702,
eetlust,1,eetlust,1,eetlust,NaN,0.289899999991064,1,5.06660000000892,
site,0,,0,site,4.14460000000895,0.376399999991065,0,NaN,
afnemen,0,,0,afnemen,6.29379999999702,0.415099999994027,0,NaN,
zweven,1,zweven,1,zweven,NaN,0.295000000000016,1,5.24659999999403,
lever,1,lever,1,lever,NaN,0.274499999999989,1,4.48209999999403,
vervoer,0,,0,vervoer,9.44470000000297,0.875600000009001,0,NaN,
poes,0,,0,poes,4.98140000000586,0.541500000000042,0,NaN,
heengaan,0,,0,heengaan,4.256900000006,0.376599999994028,0,NaN,
vullen,0,,0,vullen,3.81299999999999,0.430799999997021,0,NaN,
leuk,1,leuk,1,leuk,NaN,0.341900000005921,1,4.23109999999406,
stemming,0,,0,stemming,6.29490000000601,0.427000000000021,0,NaN,
slak,0,,0,slak,3.90910000000895,0.545899999990979,0,NaN,
daarheen,0,,0,daarheen,5.01460000000895,0.662599999993972,0,NaN,
parel,1,parel,1,parel,NaN,0.307599999994068,1,3.84390000000587,
taal,0,,0,taal,4.03419999998812,0.639700000003018,0,NaN,
bever,0,,0,bever,6.69589999999107,0.29380000001197,0,NaN,
kasteel,0,,0,kasteel,4.0625,0.37589999999102,0,NaN,
aflopen,0,,0,aflopen,7.38659999999402,0.402500000000032,0,NaN,
stal,0,,0,stal,3.67820000000302,0.422199999988038,0,NaN,
schep,0,,0,schep,5.61460000000898,0.291500000000042,0,NaN,
oprotten,0,,0,oprotten,4.44979999999703,0.340100000008874,0,NaN,
apparaat,0,,0,apparaat,7.35730000001195,0.425499999999943,0,NaN,
excuus,0,,0,excuus,7.61580000001186,0.659399999991138,0,NaN,
