nlLet,letter,readingTime,checkingTime
d,d,1.53129999995232,10.3526000000238
s,s,1.51660000002384,8.54679999995231
q,q,1.53039999997615,12.7166000000238
g,g,1.50630000007153,4.63019999992846
t,t,1.51960000002384,4.398
a,a,1.52939999997616,3.22070000004769
y,y,1.51919999992847,3.71250000000001
h,h,1.53090000009536,6.38779999995231
u,u,1.5122000000477,4.44049999999999
e,e,1.52619999992848,5.96860000002386
o,o,1.5152999999523,1.82570000004768
i,i,1.50850000000003,2.45589999997614
p,p,1.52660000002385,3.72460000002386
v,v,1.52519999992847,1.56649999999999
j,j,1.51690000009538,5.4972999999523
b,b,1.51920000004768,11.956
r,r,1.51069999992848,4.78910000002384
f,f,1.5275,4.01439999997615
w,w,1.50889999997617,2.89749999999998
l,l,1.52940000009539,16.4285999999046
m,m,1.52180000007155,7.33579999995231
z,z,1.53039999997614,2.62260000002385
x,x,1.5275,3.10660000002386
n,n,1.52670000004764,2.48689999997617
k,k,1.53000000000003,7.37449999999995
c,c,1.52569999992852,4.68549999999999
v,v,1.51480000007149,2.60369999992849
w,w,1.52940000009539,3.33679999995229
d,d,1.52970000004768,3.55409999990462
l,l,1.52920000004769,3.45520000004768
x,x,1.52819999992846,1.77700000000004
o,o,1.52320000004767,2.74919999992846
p,p,1.51749999999998,1.92150000000004
h,h,1.5116000000238,5.80580000007154
f,f,1.51169999992845,3.52070000004773
s,s,1.51739999997613,3.77739999997618
n,n,1.50780000007148,3.19619999992847
u,u,1.52120000004771,2.62650000000002
k,k,1.52139999997615,3.23589999997614
g,g,1.51410000002386,1.54579999995229
y,y,1.51540000009538,4.13719999992844
b,b,1.51870000004772,3.46029999995233
r,r,1.50799999999998,3.11270000004771
t,t,1.51889999997616,6.74970000004765
i,i,1.52789999997617,1.83639999997615
j,j,1.52160000002385,2.42750000000001
q,q,1.52239999997613,2.59710000002383
c,c,1.52779999995232,3.48530000007156
z,z,1.53179999995228,2.76660000002386
e,e,1.51669999992845,1.7669000000954
a,a,1.50539999997613,4.75200000000001
m,m,1.52600000000001,11.5161000000238
i,i,1.5168999999762,11.3763999999761
t,t,1.52389999997615,1.94980000007155
f,f,1.50689999997616,2.38760000002384
u,u,1.51369999992846,4.82020000004769
o,o,1.51249999999999,4.71719999992848
w,w,1.51410000002386,2.16130000007155
v,v,1.52239999997613,3.50679999995231
x,x,1.51249999999999,1.89170000004771
e,e,1.517,3.39060000002382
k,k,1.52619999992851,2.43649999999997
n,n,1.52089999997617,2.81140000009538
y,y,1.50509999990464,2.59240000009538
s,s,1.50609999990462,19.8606000000239
j,j,1.51720000004769,1.84939999997613
z,z,1.51710000002385,2.22639999997614
a,a,1.52370000004771,3.03709999990463
l,l,1.52940000009539,4.07539999997613
q,q,1.52439999997614,1.71220000004769
m,m,1.51049999999998,2.23959999990473
c,c,1.52140000009535,4.05519999992839
h,h,1.51800000000003,1.92060000002391
b,b,1.51229999995223,2.44349999999997
r,r,1.50580000007153,3.4061999999285
p,p,1.51270000004774,2.6347000000477
d,d,1.51579999995226,2.51139999997611
g,g,1.52139999997621,5.1589000000954
u,u,1.50619999992841,1.63750000000005
