nlLet,letter,readingTime,checkingTime
a,a,1.51,2.138
o,o,1.509,1.942
r,r,1.508,1.922
x,x,1.51,2.047
l,l,1.519,1.585
m,m,1.515,12.769
i,i,1.512,1.864
t,t,1.502,2.242
k,k,1.508,2.80500000000001
b,b,1.50999999999999,13.838
q,q,1.51100000000001,3.48699999999999
c,c,1.511,1.87100000000001
v,v,1.514,4.706
n,n,1.509,2.374
d,d,1.508,2.30500000000001
u,u,1.511,5.244
p,p,1.50700000000001,2.03999999999999
w,w,1.509,2.02000000000001
z,z,1.512,2.24799999999999
g,g,1.52000000000001,5.83399999999999
s,s,1.51400000000001,15.302
h,h,1.51300000000001,2.34700000000001
f,f,1.517,1.56999999999999
e,e,1.51400000000001,1.88799999999998
j,j,1.51000000000002,2.41
y,y,1.50999999999999,1.56300000000002
t,t,1.51899999999998,2.13600000000002
q,q,1.512,4.50399999999999
w,w,1.51300000000001,6.31899999999999
m,m,1.512,1.631
z,z,1.52000000000001,2.25700000000001
g,g,1.50999999999999,5.43899999999999
c,c,1.50700000000001,1.905
p,p,1.51400000000001,1.97899999999998
o,o,1.518,1.893
r,r,1.50800000000001,2.35599999999999
b,b,1.50999999999999,4.39000000000001
y,y,1.50899999999999,1.94
s,s,1.50900000000001,5.619
j,j,1.51399999999998,9.33600000000001
u,u,1.51300000000001,4.291
k,k,1.50999999999999,1.91800000000001
e,e,1.51300000000001,2.042
f,f,1.50700000000001,8.053
a,a,1.512,2.24799999999999
h,h,1.51900000000001,2.322
n,n,1.50999999999999,1.976
x,x,1.50799999999998,1.87600000000003
v,v,1.50700000000001,2.65799999999996
i,i,1.50800000000004,1.92399999999998
d,d,1.50799999999998,1.548
l,l,1.51900000000001,1.54000000000002
e,e,1.50999999999999,1.947
b,b,1.50200000000001,2.08699999999999
v,v,1.512,2.44200000000001
m,m,1.50700000000001,2.10699999999997
g,g,1.51000000000005,2.11999999999995
c,c,1.51300000000003,2.24099999999999
x,x,1.50900000000001,19.068
l,l,1.51300000000003,2.22899999999998
z,z,1.51900000000001,2.79199999999997
p,p,1.50900000000001,1.57999999999998
k,k,1.51900000000001,4.858
d,d,1.50700000000001,2.041
r,r,1.50900000000001,2.18599999999998
h,h,1.51400000000001,2.73599999999999
n,n,1.51300000000003,1.98899999999998
f,f,1.51100000000002,2.08499999999998
o,o,1.51299999999998,1.76500000000004
y,y,1.51999999999998,2.03499999999997
a,a,1.51300000000003,2.12700000000001
u,u,1.50700000000001,2.10599999999999
q,q,1.51099999999997,2.33600000000001
w,w,1.51299999999998,2.197
j,j,1.51900000000001,4.48599999999999
t,t,1.51300000000003,1.892
i,i,1.50799999999998,2.05799999999999
s,s,1.50600000000003,3.77499999999998
x,x,1.50900000000001,1.642
z,z,1.50799999999998,4.11800000000005
b,b,1.51399999999995,1.81999999999999
o,o,1.512,1.94900000000001
s,s,1.51800000000003,3.29300000000001
v,v,1.50599999999997,4.209
t,t,1.50900000000001,1.73000000000002
k,k,1.51899999999995,2.21700000000004
j,j,1.51599999999996,1.85200000000003
u,u,1.51299999999998,2.625
e,e,1.50900000000001,2.02100000000002
l,l,1.50999999999999,1.96499999999997
y,y,1.51900000000001,1.85900000000004
c,c,1.50699999999995,2.14300000000003
h,h,1.50599999999997,2.32000000000005
m,m,1.51299999999998,5.05700000000002
d,d,1.50899999999996,2.12
n,n,1.51300000000003,10.192
f,f,1.50700000000001,2.16399999999999
i,i,1.51799999999997,1.83699999999999
w,w,1.51300000000003,2.25200000000001
r,r,1.51399999999995,1.90300000000002
q,q,1.51400000000001,1.84699999999998
p,p,1.52000000000004,1.625
g,g,1.50599999999997,4.33600000000001
a,a,1.51299999999998,1.73099999999999
l,l,1.50299999999999,1.68600000000004
x,x,1.51499999999999,1.60400000000004
y,y,1.50900000000001,1.61599999999999
o,o,1.50199999999995,1.68500000000006
p,p,1.51400000000001,1.81399999999996
j,j,1.50199999999995,2.15800000000002
z,z,1.50800000000004,2.05399999999997
w,w,1.51300000000003,10.355
v,v,1.51099999999997,1.64599999999996
m,m,1.51999999999998,8.92000000000007
f,f,1.51099999999997,1.61400000000003
d,d,1.51800000000003,1.62599999999998
a,a,1.50799999999992,1.81400000000008
k,k,1.51900000000001,2.36899999999991
n,n,1.51200000000006,2.08799999999997
b,b,1.51300000000003,1.80700000000002
q,q,1.50799999999992,2.20400000000006
h,h,1.51400000000001,3.92399999999998
g,g,1.50900000000001,4.73599999999999
c,c,1.51300000000003,2.4079999999999
s,s,1.50700000000006,5.57399999999996
t,t,1.50900000000001,1.63099999999997
e,e,1.51900000000001,1.85200000000009
u,u,1.51299999999992,2.09100000000001
r,r,1.50999999999999,1.80600000000004
i,i,1.50999999999999,2.06399999999996
g,g,1.50200000000007,1.87
k,k,1.51199999999994,1.976
q,q,1.50700000000006,2.78699999999992
a,a,1.51200000000006,1.77199999999993
w,w,1.51200000000006,1.86500000000001
p,p,1.51900000000001,2.67099999999994
z,z,1.5100000000001,7.96899999999994
h,h,1.51499999999999,1.846
o,o,1.51900000000001,1.625
f,f,1.50800000000004,5.52199999999993
d,d,1.50900000000001,1.74200000000008
v,v,1.5089999999999,1.86900000000003
r,r,1.51400000000001,1.88
b,b,1.51900000000001,1.54300000000001
n,n,1.50699999999995,1.98700000000008
x,x,1.51199999999994,1.798
e,e,1.51700000000005,1.68899999999996
s,s,1.51200000000006,2.84100000000001
j,j,1.5089999999999,2.55200000000002
m,m,1.51300000000003,6.75999999999999
t,t,1.505,1.95500000000004
c,c,1.51199999999994,1.53100000000006
u,u,1.50399999999991,1.65800000000002
i,i,1.50700000000006,1.96899999999994
l,l,1.51300000000003,1.84799999999996
y,y,1.50200000000007,1.63699999999994
z,z,1.51200000000006,2.40699999999993
a,a,1.51100000000008,2.16800000000001
t,t,1.51599999999996,1.745
s,s,1.50199999999995,2.8370000000001
g,g,1.5139999999999,1.57900000000006
e,e,1.51900000000001,1.80599999999993
y,y,1.51100000000008,1.78099999999995
u,u,1.51700000000005,3.25699999999995
b,b,1.50999999999999,1.73099999999999
w,w,1.51800000000003,2.39300000000003
n,n,1.50699999999995,2.34100000000001
j,j,1.50900000000001,2.77499999999998
f,f,1.50800000000004,2.173
x,x,1.50900000000001,1.58699999999999
o,o,1.51199999999994,1.83199999999999
r,r,1.51900000000001,1.97500000000002
k,k,1.50800000000004,1.95299999999997
l,l,1.51400000000001,1.83899999999994
p,p,1.5100000000001,1.64699999999993
c,c,1.51800000000003,1.81999999999994
q,q,1.51300000000003,1.71400000000006
d,d,1.51999999999998,2.024
i,i,1.50799999999992,2.10300000000007
m,m,1.51300000000003,3.64099999999996
v,v,1.50999999999999,1.98000000000002
h,h,1.51900000000001,1.95699999999999
