nlLet,letter,readingTime,checkingTime
n,n,1.512,2.575
m,m,1.52000000000001,1.797
f,f,1.51899999999999,1.64700000000001
b,b,1.502,1.54899999999999
a,a,1.50200000000001,1.93200000000002
i,i,1.51799999999997,1.56400000000002
u,u,1.50199999999998,4.733
p,p,1.501,1.91400000000002
r,r,1.505,2.01399999999998
w,w,1.51900000000001,2.44800000000001
y,y,1.50200000000001,1.899
d,d,1.5,3.482
e,e,1.50199999999998,4.499
q,q,1.501,2.465
o,o,1.50200000000001,1.84899999999999
k,k,1.50300000000001,4.68099999999998
x,x,1.518,1.63200000000001
t,t,1.518,2.68199999999999
l,l,1.51700000000002,2.84999999999999
j,j,1.518,1.648
s,s,1.50299999999999,2.697
g,g,1.50200000000001,1.916
z,z,1.518,2.01500000000001
c,c,1.51899999999998,2.59900000000002
h,h,1.51900000000001,1.76399999999998
v,v,1.50200000000001,2.364
