nlLet,letter,readingTime,checkingTime
c,c,1.5178999996185354,3.0453999996185246
u,u,1.516600000381473,5.515500000000003
a,a,1.5158999996185258,1.6839000015258847
e,e,1.5165999984741205,2.433100000381458
m,m,1.5207000007629432,1.8456000003814665
s,s,1.5156999988555953,2.6500000000000057
b,b,1.516999999999996,3.082800001144406
g,g,1.5161999988555976,2.1666000003814645
z,z,1.519200000762936,5.579699998855588
v,v,1.5171000003814754,2.915600000381474
q,q,1.4920000000000044,2.7413999996185225
y,y,1.5166000003814872,2.115000000000009
k,k,1.5176000003814636,2.3195999984741036
x,x,1.5133000011444153,1.56629999923706
r,r,1.5167000007629383,2.299100000381486
n,n,1.517399999618533,1.999600000381463
p,p,1.5165000000000077,3.0483999996185105
l,l,1.5176999988555906,2.049100000381486
h,h,1.5167000007629383,2.000100000381451
i,i,1.5167999992370653,1.6657000007629392
w,w,1.5167999992370653,1.6835000000000093
d,d,1.5162000007629217,2.56629999923706
f,f,1.5167000007629383,8.248799999237065
o,o,1.5022000007629401,2.1137999992370737
t,t,1.5167000007629383,2.216799999237054
j,j,1.5161000003814706,2.5871999988555956
