nlLet,letter,readingTime,checkingTime
d,d,1.5109999999999957,18.279000000000025
e,e,1.516999999999996,25.568000000000012
b,b,1.5149999999999864,10.835999999999984
o,o,1.5170000000000243,9.765999999999991
u,u,1.516999999999996,14.169000000000011
a,a,1.5159999999999911,18.718000000000018
p,p,1.516999999999996,6.650000000000006
f,f,1.5149999999999864,27.585000000000008
n,n,1.518999999999977,8.84899999999999
y,y,1.5009999999999764,45.95100000000002
w,w,1.5020000000000095,9.151999999999987
k,k,1.516999999999996,10.115000000000009
c,c,1.5009999999999764,30.96900000000005
g,g,1.5159999999999627,8.600999999999999
j,j,1.516999999999996,13.300000000000011
z,z,1.5020000000000095,12.466999999999985
x,x,1.516999999999996,7.0160000000000196
l,l,1.5009999999999764,3.9979999999999905
m,m,1.5030000000000427,7.896999999999991
t,t,1.502999999999986,2.216000000000008
s,s,1.5009999999999764,2.3490000000000464
h,h,1.5009999999999764,2.6000000000000227
v,v,1.516999999999996,4.048000000000002
r,r,1.5020000000000095,8.898999999999944
q,q,1.5020000000000095,4.75
i,i,1.5010000000000332,15.432999999999993
d,d,1.5009999999999764,2.5649999999999977
w,w,1.5010000000000332,3.6829999999999927
i,i,1.5009999999999764,2.16700000000003
j,j,1.5009999999999764,3.9990000000000236
v,v,1.5009999999999764,10.983000000000061
m,m,1.5010000000000332,4.616999999999962
k,k,1.5170000000000528,2.8999999999999773
n,n,1.5,6.566000000000031
c,c,1.516999999999939,2.0670000000000073
a,a,1.5,2.4500000000000455
b,b,1.5009999999999764,2.9489999999999554
p,p,1.5170000000000528,4.317999999999984
z,z,1.516999999999939,1.9810000000001082
r,r,1.5019999999999527,4.250999999999976
o,o,1.4990000000000236,2.548999999999978
u,u,1.5020000000000664,3.4319999999999027
f,f,1.4990000000000236,14.40300000000002
q,q,1.5009999999999764,5.018000000000029
s,s,1.5149999999999864,13.000999999999976
t,t,1.5,2.9840000000000373
e,e,1.5,5.33299999999997
h,h,1.5170000000000528,1.8009999999999309
g,g,1.5170000000000528,1.58299999999997
l,l,1.5160000000000764,2.5009999999999764
x,x,1.5159999999999627,2.33299999999997
y,y,1.5020000000000664,3.115000000000009
s,s,1.5009999999999764,2.8339999999999463
i,i,1.5160000000000764,1.8840000000000146
n,n,1.516999999999939,5.169999999999959
d,d,1.51400000000001,3.215000000000032
t,t,1.5009999999999764,4.033999999999992
b,b,1.5170000000000528,1.7160000000000082
z,z,1.516999999999939,16.701000000000022
g,g,1.5009999999999764,4.966000000000008
c,c,1.5,2.483000000000061
l,l,1.5019999999999527,2.298999999999978
w,w,1.50100000000009,12.91599999999994
y,y,1.5,2.384999999999991
u,u,1.5160000000000764,2.099999999999909
e,e,1.5170000000000528,2.6499999999999773
h,h,1.518000000000029,3.766999999999939
j,j,1.5,13.865999999999985
a,a,1.50100000000009,8.450999999999908
v,v,1.5160000000000764,1.5499999999999545
x,x,1.5,2.4500000000000455
