nlLet,letter,readingTime,checkingTime
l,l,1.5120000000000005,2.7439999999999998
o,o,1.5210000000000008,1.578000000000003
x,x,1.5239999999999938,1.6280000000000001
f,f,1.5190000000000126,4.695999999999991
j,j,1.5200000000000031,1.9969999999999999
i,i,1.5039999999999978,3.8789999999999907
c,c,1.519999999999996,3.247
b,b,1.5190000000000055,2.5289999999999964
z,z,1.5220000000000056,2.2950000000000017
s,s,1.5049999999999955,2.5790000000000077
w,w,1.5209999999999866,2.413000000000011
y,y,1.519999999999996,1.5960000000000036
p,p,1.5210000000000008,5.079999999999998
m,m,1.5219999999999914,4.563000000000002
g,g,1.5190000000000055,1.725999999999999
r,r,1.524000000000001,2.3430000000000177
e,e,1.5049999999999812,2.679000000000002
u,u,1.519999999999996,4.064000000000007
t,t,1.5219999999999914,1.8780000000000001
n,n,1.519999999999996,1.5790000000000077
k,k,1.5210000000000008,1.6129999999999995
d,d,1.5039999999999907,1.8300000000000125
h,h,1.5229999999999961,2.563999999999993
q,q,1.5180000000000007,1.896000000000015
a,a,1.5199999999999818,1.5960000000000036
v,v,1.5200000000000102,1.5339999999999918
