nlWrd,test,testResp,score,word,readingTime,checkingTime,tested,writingTime,attempts
knielen,0,,0,knielen,9.25390000003576,0.677299999952325,0,NaN,
slak,0,,0,slak,5.083,1.71600000000001,0,NaN,
slapen,0,,0,slapen,4.61590000003577,1.083,0,NaN,
doodmoe,0,,0,doodmoe,7.98259999996425,1.08340000003575,0,NaN,
samen,0,,0,samen,5.89929999995232,1.91690000003575,0,NaN,
lust,0,,0,lust,4.4665,0.617000000000004,0,NaN,
schuilen,0,,0,schuilen,6.899,1.34959999996423,0,NaN,
tekst,0,,0,tekst,3.98269999998807,1.01920000004769,0,NaN,
hiervan,0,,0,hiervan,8.64870000004767,3.8521999999881,0,NaN,
soda,0,,0,soda,11.6156999999881,1.53289999997614,0,NaN,
staren,0,,0,staren,5.21659999996425,3.76619999998809,0,NaN,
zaal,0,,0,zaal,5.54980000001191,0.683199999988091,0,NaN,
laag,0,,0,laag,4.51650000000001,2.67019999998809,0,NaN,
jurk,1,jurk,1,jurk,NaN,8.54900000000001,1,7.04930000001193,
kring,0,,0,kring,4.49980000001193,3.98239999997614,0,NaN,
afnemen,0,,0,afnemen,14.5646999999881,0.93359999996423,0,NaN,
mijn,0,,0,mijn,4.4665,1.14949999999999,0,NaN,
bedoelen,0,,0,bedoelen,9.61589999997616,4.96620000004768,0,NaN,
stoom,0,,0,stoom,5.06610000002385,1.20019999998806,0,NaN,
zout,0,,0,zout,9.24919999998806,3.43940000003579,0,NaN,
parel,1,parel,1,parel,NaN,2.5825999999642,1,6.48260000002387,
attentie,0,,0,attentie,10.9155999999642,0.750400000035768,0,NaN,
kaal,0,,0,kaal,4.1166999999881,1.83299999999997,0,NaN,
site,0,,0,site,7.21540000003574,0.9171999999881,0,NaN,
huisdier,0,,0,huisdier,12.8323999999761,0.63510000002384,0,NaN,
lokken,0,,0,lokken,4.48289999997615,2.26580000001195,0,NaN,
nakijken,0,,0,nakijken,19.4478999999761,0.716699999988066,0,NaN,
waarop,0,,0,waarop,4.98289999997615,1.95010000002384,0,NaN,
kasteel,0,,0,kasteel,6.21569999998809,1.04980000001194,0,NaN,
trekker,0,,0,trekker,6.91569999998808,0.787100000023827,0,NaN,
zingen,1,zingen,1,zingen,NaN,4.68340000003576,1,4.74959999996423,
jaar,0,,0,jaar,3.71600000000001,1.81670000004772,0,NaN,
excuus,0,,0,excuus,8.09899999999999,0.584199999988073,0,NaN,
aanraden,0,,0,aanraden,6.2161000000238,0.600899999976207,0,NaN,
volop,0,,0,volop,5.19900000000001,1.15180000001192,0,NaN,
opheffen,0,,0,opheffen,18.2818999999761,2.1825,0,NaN,
maaltijd,0,,0,maaltijd,6.96609999996423,0.933100000023842,0,NaN,
stiekem,0,,0,stiekem,4.63249999999999,0.833699999988085,0,NaN,
toeval,0,,0,toeval,5.11640000003575,3.63279999995234,0,NaN,
lukken,0,,0,lukken,5.18269999998807,1.04969999998804,0,NaN,
feestdag,0,,0,feestdag,13.9818999999762,0.816499999999962,0,NaN,
voorraad,1,voorraad,1,voorraad,NaN,2.05289999997615,1,5.21600000000001,
blik,0,,0,blik,3.54959999996424,0.916400000035765,0,NaN,
waarvan,0,,0,waarvan,4.73279999995236,1.03299999999996,0,NaN,
kabel,0,,0,kabel,4.01620000004772,3.01659999996423,0,NaN,
steek,0,,0,steek,3.78300000000002,1.05009999996423,0,NaN,
hechten,0,,0,hechten,13.1986999999881,5.26800000000003,0,NaN,
wagon,0,,0,wagon,3.74969999998802,0.649800000011965,0,NaN,
traag,0,,0,traag,6.4828999999761,3.88280000001191,0,NaN,
geduld,0,,0,geduld,5.21660000002385,2.01649999999995,0,NaN,
eenhoorn,0,,0,eenhoorn,4.14989999997624,1.04920000004768,0,NaN,
ijdel,0,,0,ijdel,4.73269999998809,2.03439999997613,0,NaN,
eetlust,1,eetlust,1,eetlust,NaN,1.18600000000004,1,5.49939999997616,
gebit,0,,0,gebit,4.49950000000001,2.48360000002378,0,NaN,
komisch,1,komisch,1,komisch,NaN,5.70249999999999,1,8.2816000000239,
vullen,0,,0,vullen,4.99909999996419,0.683400000035817,0,NaN,
lever,1,lever,1,lever,NaN,2.79999999999995,1,4.94869999998809,
leuk,1,leuk,1,leuk,NaN,1.13279999995234,1,4.71660000002385,
laken,0,,0,laken,3.71640000003572,0.750300000011975,0,NaN,
driemaal,0,,0,driemaal,6.06550000000004,4.73369999998806,0,NaN,
redding,0,,0,redding,7.0159000000358,1.01669999998808,0,NaN,
rechten,0,,0,rechten,6.83270000004768,1.66659999996432,0,NaN,
keihard,0,,0,keihard,5.18280000001198,4.23510000002375,0,NaN,
bever,0,,0,bever,7.09929999995234,8.1155,0,NaN,
boeien,0,,0,boeien,4.19969999998807,0.386099999964244,0,NaN,
waken,0,,0,waken,3.7165,0.701000000000022,0,NaN,
aanzien,0,,0,aanzien,5.94949999999994,4.66580000001193,0,NaN,
loyaal,0,,0,loyaal,4.58330000001183,1.44939999997621,0,NaN,
plek,1,plek,1,plek,NaN,3.86659999996425,1,5.03290000003574,
bisschop,0,,0,bisschop,12.5153999999761,0.565900000035754,0,NaN,
opzicht,0,,0,opzicht,4.96619999998802,0.949900000035768,0,NaN,
goedkoop,0,,0,goedkoop,7.7820999999642,5.23519999998814,0,NaN,
jagen,0,,0,jagen,4.08249999999998,1.63630000001183,0,NaN,
palm,0,,0,palm,4.44950000000006,3.18299999999999,0,NaN,
schatten,0,,0,schatten,4.39980000001185,1.73380000001202,0,NaN,
vuur,0,,0,vuur,5.08280000001196,2.51619999998809,0,NaN,
rijp,0,,0,rijp,7.26609999996424,2.98610000002384,0,NaN,
bloeien,0,,0,bloeien,5.88219999998807,0.649899999976128,0,NaN,
heilig,0,,0,heilig,6.31600000000003,3.29969999998809,0,NaN,
taal,0,,0,taal,5.49950000000001,1.20100000000002,0,NaN,
ticket,0,,0,ticket,7.1825,0.78369999998813,0,NaN,
wijlen,1,wijlen,1,wijlen,NaN,3.91859999996416,1,5.36630000001196,
gezond,0,,0,gezond,4.13269999998806,0.949800000011919,0,NaN,
klimmen,0,,0,klimmen,3.93289999997614,0.703399999976114,0,NaN,
schaamte,0,,0,schaamte,5.0998000000119,1.33299999999997,0,NaN,
maken,0,,0,maken,3.7666000000238,0.784899999976119,0,NaN,
bleek,0,,0,bleek,6.21639999997615,2.4168000000119,0,NaN,
smullen,0,,0,smullen,8.16549999999995,0.568900000035796,0,NaN,
praat,0,,0,praat,17.1983999999761,1.69969999998807,0,NaN,
joggen,0,,0,joggen,4.36609999996426,0.916999999999916,0,NaN,
uitdelen,0,,0,uitdelen,5.89910000002385,0.666399999976079,0,NaN,
twijfel,0,,0,twijfel,5.21619999998813,0.617999999999938,0,NaN,
daarheen,0,,0,daarheen,29.4805,4.16639999997619,0,NaN,
innemen,0,,0,innemen,4.8158000000119,0.916399999976193,0,NaN,
gegeven,0,,0,gegeven,4.01619999998809,0.949300000011931,0,NaN,
uien,0,,0,uien,5.9491000000238,1.03319999998803,0,NaN,
schat,0,,0,schat,3.69949999999994,1.20040000003576,0,NaN,
geit,0,,0,geit,4.84929999995234,1.19980000001192,0,NaN,
dans,1,dans,1,dans,NaN,0.983300000011923,1,4.79989999997611,
geluid,0,,0,geluid,6.66620000004764,1.06650000000002,0,NaN,
knie,0,,0,knie,3.88269999998806,0.551800000012008,0,NaN,
