welcome_mouse.x,welcome_mouse.y,welcome_mouse.leftButton,welcome_mouse.midButton,welcome_mouse.rightButton,welcome_mouse.time,"ID",date,expName,psychopyVersion,OS,frameRate,participant,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.time,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.time,train_mouse.x,train_mouse.y,train_mouse.leftButton,train_mouse.midButton,train_mouse.rightButton,train_mouse.time,braille_mouse.x,braille_mouse.y,braille_mouse.leftButton,braille_mouse.midButton,braille_mouse.rightButton,braille_mouse.time,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,nlLet,brLet,cbLet,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,testInstr_mouse.x,testInstr_mouse.y,testInstr_mouse.leftButton,testInstr_mouse.midButton,testInstr_mouse.rightButton,test_mouse.x,test_mouse.y,test_mouse.leftButton,test_mouse.midButton,test_mouse.rightButton,test_response.text,testResp,test_loop.thisRepN,test_loop.thisTrialN,test_loop.thisN,test_loop.thisIndex,test_loop.ran,nlWrd,brWrd,cbWrd
0.093518504,-0.059259273,1,0,0,33.761,55888,2023-09-24_13h34.28.163,vbt_B1_day1,2022.2.4,Win32,59.54862145,55888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,55888,2023-09-24_13h34.28.163,vbt_B1_day1,2022.2.4,Win32,59.54862145,55888,0.005555541,-0.217592593,1,0,0,13.429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,55888,2023-09-24_13h34.28.163,vbt_B1_day1,2022.2.4,Win32,59.54862145,55888,,,,,,,0.145370413,-0.27870369,1,0,0,58.5144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,55888,2023-09-24_13h34.28.163,vbt_B1_day1,2022.2.4,Win32,59.54862145,55888,,,,,,,,,,,,,0.157407407,-0.025000007,1,0,0,40.1534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,55888,2023-09-24_13h34.28.163,vbt_B1_day1,2022.2.4,Win32,59.54862145,55888,,,,,,,,,,,,,,,,,,,0.14907406,-0.166666667,1,0,0,6.7499,0,0,0,20,1,u,images/br_u.png,images/cb_u.png,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,55888,2023-09-24_13h34.28.163,vbt_B1_day1,2022.2.4,Win32,59.54862145,55888,,,,,,,,,,,,,,,,,,,0.136111153,-0.165740755,1,0,0,3.8335,0,1,1,21,1,v,images/br_v.png,images/cb_v.png,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,55888,2023-09-24_13h34.28.163,vbt_B1_day1,2022.2.4,Win32,59.54862145,55888,,,,,,,,,,,,,,,,,,,0.115740741,-0.228703746,1,0,0,9.2338,0,2,2,13,1,n,images/br_n.png,images/cb_n.png,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,55888,2023-09-24_13h34.28.163,vbt_B1_day1,2022.2.4,Win32,59.54862145,55888,,,,,,,,,,,,,,,,,,,0.115740741,-0.228703746,1,0,0,7.1508,0,3,3,15,1,p,images/br_p.png,images/cb_p.png,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,55888,2023-09-24_13h34.28.163,vbt_B1_day1,2022.2.4,Win32,59.54862145,55888,,,,,,,,,,,,,,,,,,,0.126851894,-0.165740755,1,0,0,4.8659,0,4,4,23,1,x,images/br_x.png,images/cb_x.png,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,55888,2023-09-24_13h34.28.163,vbt_B1_day1,2022.2.4,Win32,59.54862145,55888,,,,,,,,,,,,,,,,,,,0.193518533,-0.167592578,1,0,0,5.9332,0,5,5,0,1,a,images/br_a.png,images/cb_a.png,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,55888,2023-09-24_13h34.28.163,vbt_B1_day1,2022.2.4,Win32,59.54862145,55888,,,,,,,,,,,,,,,,,,,0.180555556,-0.217592593,1,0,0,3.5834,0,6,6,3,1,d,images/br_d.png,images/cb_d.png,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,55888,2023-09-24_13h34.28.163,vbt_B1_day1,2022.2.4,Win32,59.54862145,55888,,,,,,,,,,,,,,,,,,,0.257407436,-0.239814829,1,0,0,4.1504,0,7,7,10,1,k,images/br_k.png,images/cb_k.png,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,55888,2023-09-24_13h34.28.163,vbt_B1_day1,2022.2.4,Win32,59.54862145,55888,,,,,,,,,,,,,,,,,,,0.222222222,-0.204629616,1,0,0,4.8999,0,8,8,11,1,l,images/br_l.png,images/cb_l.png,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,55888,2023-09-24_13h34.28.163,vbt_B1_day1,2022.2.4,Win32,59.54862145,55888,,,,,,,,,,,,,,,,,,,0.214814857,-0.207407422,1,0,0,2.0494,0,9,9,2,1,c,images/br_c.png,images/cb_c.png,,,,,,,,,,,,,,,,,,,,,,,,,
