welcome_mouse.x,welcome_mouse.y,welcome_mouse.leftButton,welcome_mouse.midButton,welcome_mouse.rightButton,welcome_mouse.time,"ID",date,expName,psychopyVersion,OS,frameRate,participant,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.time,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.time,train_mouse.x,train_mouse.y,train_mouse.leftButton,train_mouse.midButton,train_mouse.rightButton,train_mouse.time,braille_mouse.x,braille_mouse.y,braille_mouse.leftButton,braille_mouse.midButton,braille_mouse.rightButton,braille_mouse.time,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,nlLet,brLet,cbLet,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,testInstr_mouse.x,testInstr_mouse.y,testInstr_mouse.leftButton,testInstr_mouse.midButton,testInstr_mouse.rightButton,test_mouse.x,test_mouse.y,test_mouse.leftButton,test_mouse.midButton,test_mouse.rightButton,test_response.text,testResp,test_loop.thisRepN,test_loop.thisTrialN,test_loop.thisN,test_loop.thisIndex,test_loop.ran,nlWrd,brWrd,cbWrd
-0.146296254,-0.356481481,1,0,0,21.9425,53500,2023-07-19_21h00.44.458,vbt_B1_day1,2022.2.4,Win32,60.15037594,53500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,53500,2023-07-19_21h00.44.458,vbt_B1_day1,2022.2.4,Win32,60.15037594,53500,-0.146296254,-0.356481481,1,0,0,8.6808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,53500,2023-07-19_21h00.44.458,vbt_B1_day1,2022.2.4,Win32,60.15037594,53500,,,,,,,0.118518547,-0.35092594,1,0,0,20.1319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,53500,2023-07-19_21h00.44.458,vbt_B1_day1,2022.2.4,Win32,60.15037594,53500,,,,,,,,,,,,,0.236111111,-0.353703746,1,0,0,3.2801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,53500,2023-07-19_21h00.44.458,vbt_B1_day1,2022.2.4,Win32,60.15037594,53500,,,,,,,,,,,,,,,,,,,0.174074102,-0.162037037,1,0,0,11.5334,0,0,0,2,1,c,images/br_c.png,images/cb_c.png,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,53500,2023-07-19_21h00.44.458,vbt_B1_day1,2022.2.4,Win32,60.15037594,53500,,,,,,,,,,,,,,,,,,,0.173148191,-0.150925954,1,0,0,3.4504,0,1,1,12,1,m,images/br_m.png,images/cb_m.png,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,53500,2023-07-19_21h00.44.458,vbt_B1_day1,2022.2.4,Win32,60.15037594,53500,,,,,,,,,,,,,,,,,,,0.173148191,-0.150925954,1,0,0,17.4838,0,2,2,0,1,a,images/br_a.png,images/cb_a.png,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,53500,2023-07-19_21h00.44.458,vbt_B1_day1,2022.2.4,Win32,60.15037594,53500,,,,,,,,,,,,,,,,,,,0.173148191,-0.150925954,1,0,0,5.9836,0,3,3,17,1,r,images/br_r.png,images/cb_r.png,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,53500,2023-07-19_21h00.44.458,vbt_B1_day1,2022.2.4,Win32,60.15037594,53500,,,,,,,,,,,,,,,,,,,0.335185157,-0.268518519,1,0,0,21.2843,0,4,4,13,1,n,images/br_n.png,images/cb_n.png,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,53500,2023-07-19_21h00.44.458,vbt_B1_day1,2022.2.4,Win32,60.15037594,53500,,,,,,,,,,,,,,,,,,,0.335185157,-0.268518519,1,0,0,10.2169,0,5,5,4,1,e,images/br_e.png,images/cb_e.png,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,53500,2023-07-19_21h00.44.458,vbt_B1_day1,2022.2.4,Win32,60.15037594,53500,,,,,,,,,,,,,,,,,,,0.335185157,-0.268518519,1,0,0,6.6836,0,6,6,5,1,f,images/br_f.png,images/cb_f.png,,,,,,,,,,,,,,,,,,,,,,,,,
