nlLet,letter,readingTime,checkingTime
x,x,1.575400000095371,4.961700000047685
l,l,1.5267000000476827,3.8857999999523116
i,i,1.5140999999046443,13.183299999952311
z,z,1.5169000000953616,19.985200000047683
k,k,1.5150999999046348,15.888600000143043
m,m,1.5285999999046282,19.46950000000001
s,s,1.5305999999046378,20.341300000190728
r,r,1.5257999999523122,4.143899999856956
f,f,1.5228000001907276,16.63889999985696
p,p,1.527400000095355,13.824799999952319
u,u,1.5262999999523004,14.470900000095384
y,y,1.5290999999046164,14.389000000000038
h,h,1.5279000000953147,59.60279999995237
o,o,1.531499999999994,5.634999999999991
v,v,1.5150999999046348,140.67720000004766
n,n,1.5249000000953856,18.92349999999999
t,t,1.5270999999046353,11.506299999952319
b,b,1.5269999999999868,26.005200000047694
w,w,1.5287000000477065,43.70609999990472
a,a,1.527800000190723,10.77239999985693
q,q,1.5277000000476164,50.33809999990467
j,j,1.5294999999999845,24.41590000009535
c,c,1.5177999999523308,8.803900000095382
d,d,1.5288999998570034,23.223700000047643
e,e,1.5272999999523336,60.07170000004771
g,g,1.5294000000952792,22.172000000000025
r,r,1.52829999995231,1.5492000000476764
f,f,1.5175999999046326,11.820799999952328
w,w,1.5294999999999845,34.57130000019072
v,v,1.5292999999524,31.198499999999967
q,q,1.518599999904609,3.650900000095362
n,n,1.5157000000476728,7.6515000000000555
a,a,1.5320999999046307,2.612400000095363
g,g,1.5210999999046635,1.899900000095272
m,m,1.5166999998093615,5.450300000190737
k,k,1.5331999998091987,31.430600000143045
d,d,1.5198999998569889,3.3343000001907512
i,i,1.532299999952329,4.683399999856874
x,x,1.5167000000477628,1.566600000143012
c,c,1.5168999998569461,3.979900000095313
b,b,1.52020000004768,2.428799999952389
p,p,1.521299999952248,11.598900000095455
j,j,1.5175999999046326,1.7000999999046371
u,u,1.5166000001430575,15.720899999856897
s,s,1.5296000001430912,17.984200000047622
z,z,1.5162999999523663,19.848099999904548
e,e,1.5187999999523072,14.487300000190771
t,t,1.5295999999045762,2.905099999904678
o,o,1.5282000000477183,1.5857000000476091
y,y,1.502999999999929,2.948900000095364
l,l,1.529199999809407,1.7984999999998763
h,h,1.5183000001907203,21.267000000000053
s,s,1.5164999999999509,7.963500000000067
i,i,1.5200999999046871,1.7455999999044707
r,r,1.5232000000478365,2.362400000095249
f,f,1.5180999999047344,6.168799999952171
k,k,1.5319000000954475,7.73440000009532
c,c,1.5156999998093852,2.5327000000477256
u,u,1.5179000000953238,2.3193999998568415
x,x,1.5199999999999818,1.8259000000953165
q,q,1.5177999999523308,34.036799999952336
b,b,1.5197000000478056,1.5642999999522544
y,y,1.5174000000954493,2.197499999999991
d,d,1.5315999999045289,3.3633000001907476
w,w,1.5201999998093925,3.068200000047682
j,j,1.5166000001429438,2.3142999999522544
h,h,1.5177999999523308,26.53540000009548
z,z,1.5048999998568888,1.9306000001431585
v,v,1.5182999999522053,3.50909999990472
e,e,1.5184999999999036,2.5957999999523054
o,o,1.521600000143053,1.7997000000477783
a,a,1.516399999856958,1.7902000000476619
g,g,1.5269000000953383,2.114299999952209
m,m,1.5190000000000055,2.960399999856918
l,l,1.5230000000001382,1.6899000000953492
t,t,1.52670000004764,1.634399999856896
p,p,1.5157000000476728,14.503400000095553
n,n,1.5198999998567615,5.075100000143266
c,c,1.5187000000476019,4.6826999998093015
d,d,1.5176000001429202,13.535299999952485
w,w,1.5314000000953456,19.12649999999985
h,h,1.5230000000001382,1.6997999999523472
b,b,1.516799999952127,2.034099999904811
k,k,1.5169000000953474,3.5787999999522526
n,n,1.5202999999523854,3.995300000190582
p,p,1.5223999998570434,3.119100000143135
t,t,1.5199999999999818,1.6923999998568888
i,i,1.5187000000476019,1.8314000000955275
v,v,1.5184999999999036,8.300799999952233
j,j,1.5160999999047817,4.484200000047622
s,s,1.5325000000000273,3.80009999990466
x,x,1.5164000000952456,1.9825000000000728
e,e,1.5175999999046326,4.352400000095258
y,y,1.5215999999047654,2.640400000095269
m,m,1.519299999952409,9.469000000000051
u,u,1.52079999995226,2.180600000142931
q,q,1.5185999999048363,3.9257999999522326
r,r,1.518000000000029,2.3832000000477365
g,g,1.5177000000476255,1.5667000000476037
f,f,1.517200000047751,1.6653999998568452
o,o,1.5175000000001546,1.8164999999999054
z,z,1.5167000000476492,1.6492999999522908
l,l,1.5172999999524563,2.19990000009534
a,a,1.5170999999045307,2.747300000190762
k,k,1.519399999856887,7.599100000143153
q,q,1.5174999999999272,2.150299999952267
l,l,1.5167000000478765,1.8985000000000127
u,u,1.518099999904507,1.6157000000478092
m,m,1.5178999998568088,2.3610000000001037
z,z,1.5223000001906257,1.8165000000001328
i,i,1.5166999998091342,2.3798000001906985
d,d,1.5202999999523854,3.9478999998568725
r,r,1.5189000000955275,1.633700000047611
e,e,1.516399999856958,2.9162000000476382
a,a,1.5171000001430457,14.738599999904636
y,y,1.5282999999524236,2.08329999995226
g,g,1.5167000000476492,1.5507999999522326
j,j,1.5327000000477256,1.683100000143213
o,o,1.5170999999045307,1.649499999999989
w,w,1.517099999904758,2.23310000014294
h,h,1.5170000000000528,1.5490999999046835
b,b,1.5174999999999272,1.885799999952269
t,t,1.5213000001906494,1.741299999952389
c,c,1.5183999998569107,2.3236000001431876
x,x,1.5264999999999418,1.616399999856867
f,f,1.5160000000000764,1.634400000095411
s,s,1.532400000095322,2.5340999999045835
v,v,1.5167000000476492,3.4170000000001437
p,p,1.5165999999046562,2.029600000142864
n,n,1.5205000000000837,2.4156999998092488
q,q,1.5177000000476255,2.934700000047769
u,u,1.5317000000477492,1.8834999999999127
p,p,1.5167999999523545,2.0162000000477747
l,l,1.5162000000475473,1.5509999999999309
r,r,1.5166999998093615,2.1324000000954584
o,o,1.5175999999046326,1.832800000190673
h,h,1.517199999809236,2.4974999999999454
m,m,1.5195000000001073,5.282999999999902
