welcome_mouse.x,welcome_mouse.y,welcome_mouse.leftButton,welcome_mouse.midButton,welcome_mouse.rightButton,welcome_mouse.time,"ID",date,expName,psychopyVersion,OS,frameRate,refresh_mouse.x,refresh_mouse.y,refresh_mouse.leftButton,refresh_mouse.midButton,refresh_mouse.rightButton,refresh_mouse.time,braille_mouse.x,braille_mouse.y,braille_mouse.leftButton,braille_mouse.midButton,braille_mouse.rightButton,braille_mouse.time,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,nlLet,brLet,cbLet,trainInstr_mouse.x,trainInstr_mouse.y,trainInstr_mouse.leftButton,trainInstr_mouse.midButton,trainInstr_mouse.rightButton,trainInstr_mouse.time,translation_key.keys,translation_key.corr,translation_key.rt,testResp,word_rsp.text,word_mouse.x,word_mouse.y,word_mouse.leftButton,word_mouse.midButton,word_mouse.rightButton,word_mouse.time,train_loop.thisRepN,train_loop.thisTrialN,train_loop.thisN,train_loop.thisIndex,train_loop.ran,nlWrd,brWrd,cbWrd,test,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,testInstr_mouse.x,testInstr_mouse.y,testInstr_mouse.leftButton,testInstr_mouse.midButton,testInstr_mouse.rightButton,test_mouse.x,test_mouse.y,test_mouse.leftButton,test_mouse.midButton,test_mouse.rightButton,test_response.text,test_loop.thisRepN,test_loop.thisTrialN,test_loop.thisN,test_loop.thisIndex,test_loop.ran
0.022222222,-0.164444444,1,0,0,17.537,00083,2023-10-24_14h47.32.107,vbt_B1_day2,2022.2.4,MacIntel,25.64102564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,00083,2023-10-24_14h47.32.107,vbt_B1_day2,2022.2.4,MacIntel,25.64102564,0.022222222,-0.164444444,1,0,0,9.906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,00083,2023-10-24_14h47.32.107,vbt_B1_day2,2022.2.4,MacIntel,25.64102564,,,,,,,0.071111111,-0.118888889,1,0,0,3.798,0,0,0,1,1,b,images/br_b.png,images/cb_b.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,00083,2023-10-24_14h47.32.107,vbt_B1_day2,2022.2.4,MacIntel,25.64102564,,,,,,,0.138888889,-0.101111111,1,0,0,8.143,0,1,1,19,1,t,images/br_t.png,images/cb_t.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,00083,2023-10-24_14h47.32.107,vbt_B1_day2,2022.2.4,MacIntel,25.64102564,,,,,,,0.138888889,-0.101111111,1,0,0,0.8,0,2,2,20,1,u,images/br_u.png,images/cb_u.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,00083,2023-10-24_14h47.32.107,vbt_B1_day2,2022.2.4,MacIntel,25.64102564,,,,,,,0.138888889,-0.101111111,1,0,0,0.882,0,3,3,10,1,k,images/br_k.png,images/cb_k.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,00083,2023-10-24_14h47.32.107,vbt_B1_day2,2022.2.4,MacIntel,25.64102564,,,,,,,0.138888889,-0.101111111,1,0,0,0.649,0,4,4,7,1,h,images/br_h.png,images/cb_h.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,00083,2023-10-24_14h47.32.107,vbt_B1_day2,2022.2.4,MacIntel,25.64102564,,,,,,,0.138888889,-0.101111111,1,0,0,3.881,0,5,5,18,1,s,images/br_s.png,images/cb_s.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,00083,2023-10-24_14h47.32.107,vbt_B1_day2,2022.2.4,MacIntel,25.64102564,,,,,,,0.138888889,-0.101111111,1,0,0,0.151,0,6,6,24,1,y,images/br_y.png,images/cb_y.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,00083,2023-10-24_14h47.32.107,vbt_B1_day2,2022.2.4,MacIntel,25.64102564,,,,,,,0.138888889,-0.101111111,1,0,0,0.417,0,7,7,25,1,z,images/br_z.png,images/cb_z.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
