welcome_mouse.x,welcome_mouse.y,welcome_mouse.leftButton,welcome_mouse.midButton,welcome_mouse.rightButton,welcome_mouse.time,"ID",date,expName,psychopyVersion,OS,frameRate,participant,refresh_mouse.x,refresh_mouse.y,refresh_mouse.leftButton,refresh_mouse.midButton,refresh_mouse.rightButton,refresh_mouse.time,braille_mouse.x,braille_mouse.y,braille_mouse.leftButton,braille_mouse.midButton,braille_mouse.rightButton,braille_mouse.time,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,nlLet,brLet,cbLet,trainInstr_mouse.x,trainInstr_mouse.y,trainInstr_mouse.leftButton,trainInstr_mouse.midButton,trainInstr_mouse.rightButton,trainInstr_mouse.time,translation_key.keys,translation_key.corr,translation_key.rt,word_rsp.text,word_mouse.x,word_mouse.y,word_mouse.leftButton,word_mouse.midButton,word_mouse.rightButton,word_mouse.time,train_loop.thisRepN,train_loop.thisTrialN,train_loop.thisN,train_loop.thisIndex,train_loop.ran,nlWrd,brWrd,cbWrd,test,testResp,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,testInstr_mouse.x,testInstr_mouse.y,testInstr_mouse.leftButton,testInstr_mouse.midButton,testInstr_mouse.rightButton,test_mouse.x,test_mouse.y,test_mouse.leftButton,test_mouse.midButton,test_mouse.rightButton,test_response.text,test_loop.thisRepN,test_loop.thisTrialN,test_loop.thisN,test_loop.thisIndex,test_loop.ran
-0.57,-0.103333333,1,0,0,13.454,,2023-09-26_08h55.50.291,vbt_B1_day2,2022.2.4,MacIntel,61.05006105,55918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,2023-09-26_08h55.50.291,vbt_B1_day2,2022.2.4,MacIntel,61.05006105,55918,-0.603333333,-0.142222222,1,0,0,20.423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,2023-09-26_08h55.50.291,vbt_B1_day2,2022.2.4,MacIntel,61.05006105,55918,,,,,,,-0.603333333,-0.145555556,1,0,0,0.533,0,0,0,23,1,x,images/br_x.png,images/cb_x.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,2023-09-26_08h55.50.291,vbt_B1_day2,2022.2.4,MacIntel,61.05006105,55918,,,,,,,-0.297777778,-0.013333333,1,0,0,1.301,0,1,1,22,1,w,images/br_w.png,images/cb_w.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,2023-09-26_08h55.50.291,vbt_B1_day2,2022.2.4,MacIntel,61.05006105,55918,,,,,,,-0.288888889,0.02,1,0,0,0.732,0,2,2,9,1,j,images/br_j.png,images/cb_j.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,2023-09-26_08h55.50.291,vbt_B1_day2,2022.2.4,MacIntel,61.05006105,55918,,,,,,,-0.287777778,0.02,1,0,0,0.017,0,3,3,19,1,t,images/br_t.png,images/cb_t.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,2023-09-26_08h55.50.291,vbt_B1_day2,2022.2.4,MacIntel,61.05006105,55918,,,,,,,-0.29,0.023333333,1,0,0,0.183,0,4,4,7,1,h,images/br_h.png,images/cb_h.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,2023-09-26_08h55.50.291,vbt_B1_day2,2022.2.4,MacIntel,61.05006105,55918,,,,,,,-0.29,0.023333333,1,0,0,0.767,0,5,5,24,1,y,images/br_y.png,images/cb_y.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,2023-09-26_08h55.50.291,vbt_B1_day2,2022.2.4,MacIntel,61.05006105,55918,,,,,,,-0.29,0.022222222,1,0,0,0.434,0,6,6,6,1,g,images/br_g.png,images/cb_g.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,2023-09-26_08h55.50.291,vbt_B1_day2,2022.2.4,MacIntel,61.05006105,55918,,,,,,,-0.29,0.023333333,1,0,0,0.533,0,7,7,13,1,n,images/br_n.png,images/cb_n.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,2023-09-26_08h55.50.291,vbt_B1_day2,2022.2.4,MacIntel,61.05006105,55918,,,,,,,-0.29,0.022222222,1,0,0,1.383,0,8,8,1,1,b,images/br_b.png,images/cb_b.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,2023-09-26_08h55.50.291,vbt_B1_day2,2022.2.4,MacIntel,61.05006105,55918,,,,,,,-0.225555556,0.036666667,1,0,0,0.516,0,9,9,18,1,s,images/br_s.png,images/cb_s.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,2023-09-26_08h55.50.291,vbt_B1_day2,2022.2.4,MacIntel,61.05006105,55918,,,,,,,-0.227777778,0.036666667,1,0,0,0.383,0,10,10,2,1,c,images/br_c.png,images/cb_c.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,2023-09-26_08h55.50.291,vbt_B1_day2,2022.2.4,MacIntel,61.05006105,55918,,,,,,,-0.228888889,0.036666667,1,0,0,0.299,0,11,11,17,1,r,images/br_r.png,images/cb_r.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,2023-09-26_08h55.50.291,vbt_B1_day2,2022.2.4,MacIntel,61.05006105,55918,,,,,,,-0.228888889,0.036666667,1,0,0,1.216,0,12,12,0,1,a,images/br_a.png,images/cb_a.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,2023-09-26_08h55.50.291,vbt_B1_day2,2022.2.4,MacIntel,61.05006105,55918,,,,,,,-0.231111111,0.035555556,1,0,0,3.967,0,13,13,16,1,q,images/br_q.png,images/cb_q.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,2023-09-26_08h55.50.291,vbt_B1_day2,2022.2.4,MacIntel,61.05006105,55918,,,,,,,-0.231111111,0.036666667,1,0,0,0.902,0,14,14,4,1,e,images/br_e.png,images/cb_e.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,2023-09-26_08h55.50.291,vbt_B1_day2,2022.2.4,MacIntel,61.05006105,55918,,,,,,,-0.231111111,0.038888889,1,0,0,6.934,0,15,15,5,1,f,images/br_f.png,images/cb_f.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,2023-09-26_08h55.50.291,vbt_B1_day2,2022.2.4,MacIntel,61.05006105,55918,,,,,,,-0.243333333,0.035555556,1,0,0,0.483,0,16,16,12,1,m,images/br_m.png,images/cb_m.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,2023-09-26_08h55.50.291,vbt_B1_day2,2022.2.4,MacIntel,61.05006105,55918,,,,,,,-0.244444444,0.034444444,1,0,0,0.466,0,17,17,10,1,k,images/br_k.png,images/cb_k.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,2023-09-26_08h55.50.291,vbt_B1_day2,2022.2.4,MacIntel,61.05006105,55918,,,,,,,-0.25,0.035555556,1,0,0,0.101,0,18,18,20,1,u,images/br_u.png,images/cb_u.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,2023-09-26_08h55.50.291,vbt_B1_day2,2022.2.4,MacIntel,61.05006105,55918,,,,,,,-0.248888889,0.031111111,1,0,0,0.484,0,19,19,3,1,d,images/br_d.png,images/cb_d.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,2023-09-26_08h55.50.291,vbt_B1_day2,2022.2.4,MacIntel,61.05006105,55918,,,,,,,-0.248888889,0.035555556,1,0,0,0.05,0,20,20,25,1,z,images/br_z.png,images/cb_z.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,2023-09-26_08h55.50.291,vbt_B1_day2,2022.2.4,MacIntel,61.05006105,55918,,,,,,,-0.25,0.036666667,1,0,0,0.582,0,21,21,15,1,p,images/br_p.png,images/cb_p.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,2023-09-26_08h55.50.291,vbt_B1_day2,2022.2.4,MacIntel,61.05006105,55918,,,,,,,-0.25,0.036666667,1,0,0,0.35,0,22,22,11,1,l,images/br_l.png,images/cb_l.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,2023-09-26_08h55.50.291,vbt_B1_day2,2022.2.4,MacIntel,61.05006105,55918,,,,,,,-0.251111111,0.036666667,1,0,0,0.651,0,23,23,14,1,o,images/br_o.png,images/cb_o.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,2023-09-26_08h55.50.291,vbt_B1_day2,2022.2.4,MacIntel,61.05006105,55918,,,,,,,-0.25,0.036666667,1,0,0,0.6,0,24,24,21,1,v,images/br_v.png,images/cb_v.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,2023-09-26_08h55.50.291,vbt_B1_day2,2022.2.4,MacIntel,61.05006105,55918,,,,,,,-0.25,0.036666667,1,0,0,4.099,0,25,25,8,1,i,images/br_i.png,images/cb_i.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,2023-09-26_08h55.50.291,vbt_B1_day2,2022.2.4,MacIntel,61.05006105,55918,,,,,,,,,,,,,,,,,,,,,-0.592222222,0.024444444,1,0,0,32.275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,2023-09-26_08h55.50.291,vbt_B1_day2,2022.2.4,MacIntel,61.05006105,55918,,,,,,,,,,,,,,,,,,,,,,,,,,,down,0,70.878,,-0.051111111,-0.374444444,1,0,0,4.634,0,0,0,167,1,eenhoorn,images/br_eenhoorn.png,images/cb_eenhoorn.png,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,2023-09-26_08h55.50.291,vbt_B1_day2,2022.2.4,MacIntel,61.05006105,55918,,,,,,,,,,,,,,,,,,,,,,,,,,,down,0,12.377,,-0.044444444,-0.344444444,1,0,0,2.668,0,1,1,190,1,goedkoop,images/br_goedkoop.png,images/cb_goedkoop.png,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,2023-09-26_08h55.50.291,vbt_B1_day2,2022.2.4,MacIntel,61.05006105,55918,,,,,,,,,,,,,,,,,,,,,,,,,,,down,0,6.091,,-0.044444444,-0.344444444,1,0,0,0.968,0,2,2,9,1,hier,images/br_hier.png,images/cb_hier.png,0,,,,,,,,,,,,,,,,,,,,,,
