welcome_mouse.x,welcome_mouse.y,welcome_mouse.leftButton,welcome_mouse.midButton,welcome_mouse.rightButton,welcome_mouse.time,"ID",date,expName,psychopyVersion,OS,frameRate,participant,refresh_mouse.x,refresh_mouse.y,refresh_mouse.leftButton,refresh_mouse.midButton,refresh_mouse.rightButton,refresh_mouse.time,braille_mouse.x,braille_mouse.y,braille_mouse.leftButton,braille_mouse.midButton,braille_mouse.rightButton,braille_mouse.time,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,nlLet,brLet,cbLet,trainInstr_mouse.x,trainInstr_mouse.y,trainInstr_mouse.leftButton,trainInstr_mouse.midButton,trainInstr_mouse.rightButton,trainInstr_mouse.time,translation_key.keys,translation_key.corr,translation_key.rt,word_rsp.text,word_mouse.x,word_mouse.y,word_mouse.leftButton,word_mouse.midButton,word_mouse.rightButton,word_mouse.time,train_loop.thisRepN,train_loop.thisTrialN,train_loop.thisN,train_loop.thisIndex,train_loop.ran,nlWrd,brWrd,cbWrd,test,testResp,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,testInstr_mouse.x,testInstr_mouse.y,testInstr_mouse.leftButton,testInstr_mouse.midButton,testInstr_mouse.rightButton,test_mouse.x,test_mouse.y,test_mouse.leftButton,test_mouse.midButton,test_mouse.rightButton,test_response.text,test_loop.thisRepN,test_loop.thisTrialN,test_loop.thisN,test_loop.thisIndex,test_loop.ran
-0.163888861,-0.252777806,1,0,0,16.1057,55678,2023-08-12_20h22.43.372,vbt_B1_day2,2022.2.4,Win32,60.39376736,55678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,55678,2023-08-12_20h22.43.372,vbt_B1_day2,2022.2.4,Win32,60.39376736,55678,-0.163888861,-0.252777806,1,0,0,12.8173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,55678,2023-08-12_20h22.43.372,vbt_B1_day2,2022.2.4,Win32,60.39376736,55678,,,,,,,-0.163888861,-0.252777806,1,0,0,0.9333,0,0,0,3,1,d,images/br_d.png,images/cb_d.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,55678,2023-08-12_20h22.43.372,vbt_B1_day2,2022.2.4,Win32,60.39376736,55678,,,,,,,-0.163888861,-0.252777806,1,0,0,5.8946,0,1,1,22,1,w,images/br_w.png,images/cb_w.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,55678,2023-08-12_20h22.43.372,vbt_B1_day2,2022.2.4,Win32,60.39376736,55678,,,,,,,-0.163888861,-0.252777806,1,0,0,13.9578,0,2,2,7,1,h,images/br_h.png,images/cb_h.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,55678,2023-08-12_20h22.43.372,vbt_B1_day2,2022.2.4,Win32,60.39376736,55678,,,,,,,-0.163888861,-0.252777806,1,0,0,5.5405,0,3,3,20,1,u,images/br_u.png,images/cb_u.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,55678,2023-08-12_20h22.43.372,vbt_B1_day2,2022.2.4,Win32,60.39376736,55678,,,,,,,-0.163888861,-0.252777806,1,0,0,2.6179,0,4,4,13,1,n,images/br_n.png,images/cb_n.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,55678,2023-08-12_20h22.43.372,vbt_B1_day2,2022.2.4,Win32,60.39376736,55678,,,,,,,-0.163888861,-0.252777806,1,0,0,1.3487,0,5,5,15,1,p,images/br_p.png,images/cb_p.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,55678,2023-08-12_20h22.43.372,vbt_B1_day2,2022.2.4,Win32,60.39376736,55678,,,,,,,-0.163888861,-0.252777806,1,0,0,1.7693,0,6,6,4,1,e,images/br_e.png,images/cb_e.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,55678,2023-08-12_20h22.43.372,vbt_B1_day2,2022.2.4,Win32,60.39376736,55678,,,,,,,-0.163888861,-0.252777806,1,0,0,2.6809,0,7,7,17,1,r,images/br_r.png,images/cb_r.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,55678,2023-08-12_20h22.43.372,vbt_B1_day2,2022.2.4,Win32,60.39376736,55678,,,,,,,-0.163888861,-0.252777806,1,0,0,0.8953,0,8,8,1,1,b,images/br_b.png,images/cb_b.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,55678,2023-08-12_20h22.43.372,vbt_B1_day2,2022.2.4,Win32,60.39376736,55678,,,,,,,-0.163888861,-0.252777806,1,0,0,2.4645,0,9,9,18,1,s,images/br_s.png,images/cb_s.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,55678,2023-08-12_20h22.43.372,vbt_B1_day2,2022.2.4,Win32,60.39376736,55678,,,,,,,-0.163888861,-0.252777806,1,0,0,4.4162,0,10,10,9,1,j,images/br_j.png,images/cb_j.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,55678,2023-08-12_20h22.43.372,vbt_B1_day2,2022.2.4,Win32,60.39376736,55678,,,,,,,-0.163888861,-0.252777806,1,0,0,1.0154,0,11,11,0,1,a,images/br_a.png,images/cb_a.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,55678,2023-08-12_20h22.43.372,vbt_B1_day2,2022.2.4,Win32,60.39376736,55678,,,,,,,-0.163888861,-0.252777806,1,0,0,1.1159,0,12,12,23,1,x,images/br_x.png,images/cb_x.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,55678,2023-08-12_20h22.43.372,vbt_B1_day2,2022.2.4,Win32,60.39376736,55678,,,,,,,-0.163888861,-0.252777806,1,0,0,1.1658,0,13,13,14,1,o,images/br_o.png,images/cb_o.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
