welcome_mouse.x,welcome_mouse.y,welcome_mouse.leftButton,welcome_mouse.midButton,welcome_mouse.rightButton,welcome_mouse.time,"ID",date,expName,psychopyVersion,OS,frameRate,participant,refresh_mouse.x,refresh_mouse.y,refresh_mouse.leftButton,refresh_mouse.midButton,refresh_mouse.rightButton,refresh_mouse.time,braille_mouse.x,braille_mouse.y,braille_mouse.leftButton,braille_mouse.midButton,braille_mouse.rightButton,braille_mouse.time,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,nlLet,brLet,cbLet,trainInstr_mouse.x,trainInstr_mouse.y,trainInstr_mouse.leftButton,trainInstr_mouse.midButton,trainInstr_mouse.rightButton,trainInstr_mouse.time,translation_key.keys,translation_key.corr,translation_key.rt,word_rsp.text,word_mouse.x,word_mouse.y,word_mouse.leftButton,word_mouse.midButton,word_mouse.rightButton,word_mouse.time,train_loop.thisRepN,train_loop.thisTrialN,train_loop.thisN,train_loop.thisIndex,train_loop.ran,nlWrd,brWrd,cbWrd,test,testResp,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,testInstr_mouse.x,testInstr_mouse.y,testInstr_mouse.leftButton,testInstr_mouse.midButton,testInstr_mouse.rightButton,test_mouse.x,test_mouse.y,test_mouse.leftButton,test_mouse.midButton,test_mouse.rightButton,test_response.text,test_loop.thisRepN,test_loop.thisTrialN,test_loop.thisN,test_loop.thisIndex,test_loop.ran
0.22173913,-0.22173913,1,0,0,8.266,,2023-09-25_16h45.46.632,vbt_B1_day2,2022.2.4,MacIntel,62.5,55879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,2023-09-25_16h45.46.632,vbt_B1_day2,2022.2.4,MacIntel,62.5,55879,0.22826087,-0.145652174,1,0,0,9.975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,2023-09-25_16h45.46.632,vbt_B1_day2,2022.2.4,MacIntel,62.5,55879,,,,,,,0.231521739,-0.133695652,1,0,0,1.25,0,0,0,11,1,l,images/br_l.png,images/cb_l.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,2023-09-25_16h45.46.632,vbt_B1_day2,2022.2.4,MacIntel,62.5,55879,,,,,,,0.277173913,-0.138043478,1,0,0,0.084,0,1,1,14,1,o,images/br_o.png,images/cb_o.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,2023-09-25_16h45.46.632,vbt_B1_day2,2022.2.4,MacIntel,62.5,55879,,,,,,,0.276086957,-0.136956522,1,0,0,0.134,0,2,2,23,1,x,images/br_x.png,images/cb_x.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,2023-09-25_16h45.46.632,vbt_B1_day2,2022.2.4,MacIntel,62.5,55879,,,,,,,0.276086957,-0.136956522,1,0,0,3.2,0,3,3,5,1,f,images/br_f.png,images/cb_f.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,2023-09-25_16h45.46.632,vbt_B1_day2,2022.2.4,MacIntel,62.5,55879,,,,,,,0.279347826,-0.139130435,1,0,0,0.499,0,4,4,9,1,j,images/br_j.png,images/cb_j.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,2023-09-25_16h45.46.632,vbt_B1_day2,2022.2.4,MacIntel,62.5,55879,,,,,,,0.279347826,-0.139130435,1,0,0,2.366,0,5,5,8,1,i,images/br_i.png,images/cb_i.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,2023-09-25_16h45.46.632,vbt_B1_day2,2022.2.4,MacIntel,62.5,55879,,,,,,,0.279347826,-0.139130435,1,0,0,1.75,0,6,6,2,1,c,images/br_c.png,images/cb_c.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,2023-09-25_16h45.46.632,vbt_B1_day2,2022.2.4,MacIntel,62.5,55879,,,,,,,0.216304348,-0.147826087,1,0,0,1.033,0,7,7,1,1,b,images/br_b.png,images/cb_b.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,2023-09-25_16h45.46.632,vbt_B1_day2,2022.2.4,MacIntel,62.5,55879,,,,,,,0.211956522,-0.173913043,1,0,0,0.8,0,8,8,25,1,z,images/br_z.png,images/cb_z.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,2023-09-25_16h45.46.632,vbt_B1_day2,2022.2.4,MacIntel,62.5,55879,,,,,,,0.211956522,-0.173913043,1,0,0,1.083,0,9,9,18,1,s,images/br_s.png,images/cb_s.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,2023-09-25_16h45.46.632,vbt_B1_day2,2022.2.4,MacIntel,62.5,55879,,,,,,,0.211956522,-0.173913043,1,0,0,0.916,0,10,10,22,1,w,images/br_w.png,images/cb_w.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,2023-09-25_16h45.46.632,vbt_B1_day2,2022.2.4,MacIntel,62.5,55879,,,,,,,0.211956522,-0.173913043,1,0,0,0.1,0,11,11,24,1,y,images/br_y.png,images/cb_y.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,2023-09-25_16h45.46.632,vbt_B1_day2,2022.2.4,MacIntel,62.5,55879,,,,,,,0.211956522,-0.173913043,1,0,0,3.583,0,12,12,15,1,p,images/br_p.png,images/cb_p.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,2023-09-25_16h45.46.632,vbt_B1_day2,2022.2.4,MacIntel,62.5,55879,,,,,,,0.210869565,-0.173913043,1,0,0,3.066,0,13,13,12,1,m,images/br_m.png,images/cb_m.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,2023-09-25_16h45.46.632,vbt_B1_day2,2022.2.4,MacIntel,62.5,55879,,,,,,,0.19673913,-0.154347826,1,0,0,0.233,0,14,14,6,1,g,images/br_g.png,images/cb_g.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
