welcome_mouse.x,welcome_mouse.y,welcome_mouse.leftButton,welcome_mouse.midButton,welcome_mouse.rightButton,welcome_mouse.time,"ID",date,expName,psychopyVersion,OS,frameRate,refresh_mouse.x,refresh_mouse.y,refresh_mouse.leftButton,refresh_mouse.midButton,refresh_mouse.rightButton,refresh_mouse.time,braille_mouse.x,braille_mouse.y,braille_mouse.leftButton,braille_mouse.midButton,braille_mouse.rightButton,braille_mouse.time,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,nlLet,brLet,cbLet,trainInstr_mouse.x,trainInstr_mouse.y,trainInstr_mouse.leftButton,trainInstr_mouse.midButton,trainInstr_mouse.rightButton,trainInstr_mouse.time,translation_key.keys,translation_key.corr,translation_key.rt,word_rsp.text,word_mouse.x,word_mouse.y,word_mouse.leftButton,word_mouse.midButton,word_mouse.rightButton,word_mouse.time,train_loop.thisRepN,train_loop.thisTrialN,train_loop.thisN,train_loop.thisIndex,train_loop.ran,nlWrd,brWrd,cbWrd,test,testResp,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,testInstr_mouse.x,testInstr_mouse.y,testInstr_mouse.leftButton,testInstr_mouse.midButton,testInstr_mouse.rightButton,test_mouse.x,test_mouse.y,test_mouse.leftButton,test_mouse.midButton,test_mouse.rightButton,test_response.text,test_loop.thisRepN,test_loop.thisTrialN,test_loop.thisN,test_loop.thisIndex,test_loop.ran
0.143518519,-0.318518533,1,0,0,17.3166,00063,2023-10-17_20h09.56.240,vbt_B1_day2,2022.2.4,Win32,59.86590038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,00063,2023-10-17_20h09.56.240,vbt_B1_day2,2022.2.4,Win32,59.86590038,0.143518519,-0.318518533,1,0,0,10.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,00063,2023-10-17_20h09.56.240,vbt_B1_day2,2022.2.4,Win32,59.86590038,,,,,,,0.575925898,-0.030555548,1,0,0,5.07,0,0,0,17,1,r,images/br_r.png,images/cb_r.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,00063,2023-10-17_20h09.56.240,vbt_B1_day2,2022.2.4,Win32,59.86590038,,,,,,,0.575925898,-0.030555548,1,0,0,1.9914,0,1,1,23,1,x,images/br_x.png,images/cb_x.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,00063,2023-10-17_20h09.56.240,vbt_B1_day2,2022.2.4,Win32,59.86590038,,,,,,,0.575925898,-0.030555548,1,0,0,4.0837,0,2,2,1,1,b,images/br_b.png,images/cb_b.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,00063,2023-10-17_20h09.56.240,vbt_B1_day2,2022.2.4,Win32,59.86590038,,,,,,,0.575925898,-0.030555548,1,0,0,8.1508,0,3,3,13,1,n,images/br_n.png,images/cb_n.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,00063,2023-10-17_20h09.56.240,vbt_B1_day2,2022.2.4,Win32,59.86590038,,,,,,,0.575925898,-0.030555548,1,0,0,2.417,0,4,4,0,1,a,images/br_a.png,images/cb_a.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,00063,2023-10-17_20h09.56.240,vbt_B1_day2,2022.2.4,Win32,59.86590038,,,,,,,0.575925898,-0.030555548,1,0,0,4.7747,0,5,5,7,1,h,images/br_h.png,images/cb_h.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,00063,2023-10-17_20h09.56.240,vbt_B1_day2,2022.2.4,Win32,59.86590038,,,,,,,0.575925898,-0.030555548,1,0,0,5.9006,0,6,6,3,1,d,images/br_d.png,images/cb_d.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,00063,2023-10-17_20h09.56.240,vbt_B1_day2,2022.2.4,Win32,59.86590038,,,,,,,0.575925898,-0.030555548,1,0,0,2.4838,0,7,7,20,1,u,images/br_u.png,images/cb_u.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,00063,2023-10-17_20h09.56.240,vbt_B1_day2,2022.2.4,Win32,59.86590038,,,,,,,0.575925898,-0.030555548,1,0,0,5.8505,0,8,8,21,1,v,images/br_v.png,images/cb_v.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,00063,2023-10-17_20h09.56.240,vbt_B1_day2,2022.2.4,Win32,59.86590038,,,,,,,0.575925898,-0.030555548,1,0,0,5.2173,0,9,9,4,1,e,images/br_e.png,images/cb_e.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,00063,2023-10-17_20h09.56.240,vbt_B1_day2,2022.2.4,Win32,59.86590038,,,,,,,0.575925898,-0.030555548,1,0,0,5.3671,0,10,10,9,1,j,images/br_j.png,images/cb_j.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,00063,2023-10-17_20h09.56.240,vbt_B1_day2,2022.2.4,Win32,59.86590038,,,,,,,0.575925898,-0.030555548,1,0,0,3.6337,0,11,11,6,1,g,images/br_g.png,images/cb_g.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,00063,2023-10-17_20h09.56.240,vbt_B1_day2,2022.2.4,Win32,59.86590038,,,,,,,0.575925898,-0.030555548,1,0,0,4.4004,0,12,12,22,1,w,images/br_w.png,images/cb_w.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,00063,2023-10-17_20h09.56.240,vbt_B1_day2,2022.2.4,Win32,59.86590038,,,,,,,0.575925898,-0.030555548,1,0,0,3.8001,0,13,13,19,1,t,images/br_t.png,images/cb_t.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
