welcome_mouse.x,welcome_mouse.y,welcome_mouse.leftButton,welcome_mouse.midButton,welcome_mouse.rightButton,welcome_mouse.time,"ID",date,expName,psychopyVersion,OS,frameRate,participant,refresh_mouse.x,refresh_mouse.y,refresh_mouse.leftButton,refresh_mouse.midButton,refresh_mouse.rightButton,refresh_mouse.time,braille_mouse.x,braille_mouse.y,braille_mouse.leftButton,braille_mouse.midButton,braille_mouse.rightButton,braille_mouse.time,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,nlLet,brLet,cbLet,trainInstr_mouse.x,trainInstr_mouse.y,trainInstr_mouse.leftButton,trainInstr_mouse.midButton,trainInstr_mouse.rightButton,trainInstr_mouse.time,translation_key.keys,translation_key.corr,translation_key.rt,word_rsp.text,word_mouse.x,word_mouse.y,word_mouse.leftButton,word_mouse.midButton,word_mouse.rightButton,word_mouse.time,train_loop.thisRepN,train_loop.thisTrialN,train_loop.thisN,train_loop.thisIndex,train_loop.ran,nlWrd,brWrd,cbWrd,test,testResp,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,testInstr_mouse.x,testInstr_mouse.y,testInstr_mouse.leftButton,testInstr_mouse.midButton,testInstr_mouse.rightButton,test_mouse.x,test_mouse.y,test_mouse.leftButton,test_mouse.midButton,test_mouse.rightButton,test_response.text,test_loop.thisRepN,test_loop.thisTrialN,test_loop.thisN,test_loop.thisIndex,test_loop.ran
0.055555556,-0.252777806,1,0,0,10.6135,55891,2023-09-25_12h09.54.832,vbt_B1_day2,2022.2.4,Win32,60.15761295,55891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,55891,2023-09-25_12h09.54.832,vbt_B1_day2,2022.2.4,Win32,60.15761295,55891,0.055555556,-0.252777806,1,0,0,17.4241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,55891,2023-09-25_12h09.54.832,vbt_B1_day2,2022.2.4,Win32,60.15761295,55891,,,,,,,0.165740755,-0.238888917,1,0,0,0.467,0,0,0,12,1,m,images/br_m.png,images/cb_m.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,55891,2023-09-25_12h09.54.832,vbt_B1_day2,2022.2.4,Win32,60.15761295,55891,,,,,,,0.165740755,-0.238888917,1,0,0,0.7843,0,1,1,23,1,x,images/br_x.png,images/cb_x.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,55891,2023-09-25_12h09.54.832,vbt_B1_day2,2022.2.4,Win32,60.15761295,55891,,,,,,,0.165740755,-0.238888917,1,0,0,0.3975,0,2,2,0,1,a,images/br_a.png,images/cb_a.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,55891,2023-09-25_12h09.54.832,vbt_B1_day2,2022.2.4,Win32,60.15761295,55891,,,,,,,0.165740755,-0.238888917,1,0,0,0.3834,0,3,3,24,1,y,images/br_y.png,images/cb_y.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,55891,2023-09-25_12h09.54.832,vbt_B1_day2,2022.2.4,Win32,60.15761295,55891,,,,,,,0.165740755,-0.238888917,1,0,0,0.3474,0,4,4,18,1,s,images/br_s.png,images/cb_s.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,55891,2023-09-25_12h09.54.832,vbt_B1_day2,2022.2.4,Win32,60.15761295,55891,,,,,,,0.165740755,-0.238888917,1,0,0,0.1472,0,5,5,21,1,v,images/br_v.png,images/cb_v.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,55891,2023-09-25_12h09.54.832,vbt_B1_day2,2022.2.4,Win32,60.15761295,55891,,,,,,,0.165740755,-0.238888917,1,0,0,0.0808,0,6,6,20,1,u,images/br_u.png,images/cb_u.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,55891,2023-09-25_12h09.54.832,vbt_B1_day2,2022.2.4,Win32,60.15761295,55891,,,,,,,0.165740755,-0.238888917,1,0,0,0.1202,0,7,7,14,1,o,images/br_o.png,images/cb_o.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,55891,2023-09-25_12h09.54.832,vbt_B1_day2,2022.2.4,Win32,60.15761295,55891,,,,,,,0.160185213,-0.240740741,1,0,0,0.5008,0,8,8,11,1,l,images/br_l.png,images/cb_l.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,55891,2023-09-25_12h09.54.832,vbt_B1_day2,2022.2.4,Win32,60.15761295,55891,,,,,,,0.270370413,-0.266666695,1,0,0,0.3312,0,9,9,6,1,g,images/br_g.png,images/cb_g.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,55891,2023-09-25_12h09.54.832,vbt_B1_day2,2022.2.4,Win32,60.15761295,55891,,,,,,,0.270370413,-0.266666695,1,0,0,0.15,0,10,10,5,1,f,images/br_f.png,images/cb_f.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,55891,2023-09-25_12h09.54.832,vbt_B1_day2,2022.2.4,Win32,60.15761295,55891,,,,,,,0.270370413,-0.266666695,1,0,0,0.1841,0,11,11,1,1,b,images/br_b.png,images/cb_b.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
