welcome_mouse.x,welcome_mouse.y,welcome_mouse.leftButton,welcome_mouse.midButton,welcome_mouse.rightButton,welcome_mouse.time,"ID",date,expName,psychopyVersion,OS,frameRate,refresh_mouse.x,refresh_mouse.y,refresh_mouse.leftButton,refresh_mouse.midButton,refresh_mouse.rightButton,refresh_mouse.time,braille_mouse.x,braille_mouse.y,braille_mouse.leftButton,braille_mouse.midButton,braille_mouse.rightButton,braille_mouse.time,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,nlLet,brLet,cbLet,trainInstr_mouse.x,trainInstr_mouse.y,trainInstr_mouse.leftButton,trainInstr_mouse.midButton,trainInstr_mouse.rightButton,trainInstr_mouse.time,translation_key.keys,translation_key.corr,translation_key.rt,testResp,word_rsp.text,word_mouse.x,word_mouse.y,word_mouse.leftButton,word_mouse.midButton,word_mouse.rightButton,word_mouse.time,train_loop.thisRepN,train_loop.thisTrialN,train_loop.thisN,train_loop.thisIndex,train_loop.ran,nlWrd,brWrd,cbWrd,test,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,testInstr_mouse.x,testInstr_mouse.y,testInstr_mouse.leftButton,testInstr_mouse.midButton,testInstr_mouse.rightButton,test_mouse.x,test_mouse.y,test_mouse.leftButton,test_mouse.midButton,test_mouse.rightButton,test_response.text,test_loop.thisRepN,test_loop.thisTrialN,test_loop.thisN,test_loop.thisIndex,test_loop.ran
-0.192592578,-0.288888889,1,0,0,15.573,00019,2023-08-22_23h26.38.607,vbt_B1_day2,2022.2.4,Win32,60.16485169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,00019,2023-08-22_23h26.38.607,vbt_B1_day2,2022.2.4,Win32,60.16485169,-0.192592578,-0.288888889,1,0,0,10.8836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,00019,2023-08-22_23h26.38.607,vbt_B1_day2,2022.2.4,Win32,60.16485169,,,,,,,-0.192592578,-0.288888889,1,0,0,1.1168,0,0,0,23,1,x,images/br_x.png,images/cb_x.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,00019,2023-08-22_23h26.38.607,vbt_B1_day2,2022.2.4,Win32,60.16485169,,,,,,,-0.192592578,-0.288888889,1,0,0,11.2408,0,1,1,22,1,w,images/br_w.png,images/cb_w.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,00019,2023-08-22_23h26.38.607,vbt_B1_day2,2022.2.4,Win32,60.16485169,,,,,,,-0.192592578,-0.288888889,1,0,0,0.3331,0,2,2,0,1,a,images/br_a.png,images/cb_a.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,00019,2023-08-22_23h26.38.607,vbt_B1_day2,2022.2.4,Win32,60.16485169,,,,,,,-0.192592578,-0.288888889,1,0,0,0.5149,0,3,3,25,1,z,images/br_z.png,images/cb_z.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,00019,2023-08-22_23h26.38.607,vbt_B1_day2,2022.2.4,Win32,60.16485169,,,,,,,-0.192592578,-0.288888889,1,0,0,0.3497,0,4,4,15,1,p,images/br_p.png,images/cb_p.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,00019,2023-08-22_23h26.38.607,vbt_B1_day2,2022.2.4,Win32,60.16485169,,,,,,,-0.192592578,-0.288888889,1,0,0,2.0993,0,5,5,20,1,u,images/br_u.png,images/cb_u.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,00019,2023-08-22_23h26.38.607,vbt_B1_day2,2022.2.4,Win32,60.16485169,,,,,,,-0.192592578,-0.288888889,1,0,0,2.2341,0,6,6,11,1,l,images/br_l.png,images/cb_l.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,00019,2023-08-22_23h26.38.607,vbt_B1_day2,2022.2.4,Win32,60.16485169,,,,,,,-0.192592578,-0.288888889,1,0,0,3.6335,0,7,7,10,1,k,images/br_k.png,images/cb_k.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
