nlLet,letter,readingTime,checkingTime
m,m,1.5168000000715267,2.133299999952314
p,p,1.517100000023845,8.182500000000005
l,l,1.5173999999761492,2.8331000000238475
i,i,1.5167999999523119,2.167399999976155
v,v,1.515900000095371,9.917599999904638
c,c,1.5166000000238427,2.3671000000238394
k,k,1.515700000047687,6.61789999997616
j,j,1.5156999999284722,4.367700000047677
r,r,1.5157999999523213,2.1345000000000027
y,y,1.515900000095371,4.000599999904651
t,t,1.5161000000238403,3.7668000000715267
f,f,1.5178999999761515,5.299999999999983
g,g,1.5160000000000196,2.2502999999523183
d,d,1.516200000047661,7.484399999976176
e,e,1.5162999999523095,3.103900000095365
u,u,1.5035000000000025,1.6810000000000116
o,o,1.5180999999046207,3.4014999999999986
b,b,1.51400000000001,18.851
z,z,1.5114000000953638,1.883199999928479
w,w,1.516999999999996,3.0498999999761622
h,h,1.5164000000953592,9.600099999904643
x,x,1.5164999999999793,3.9014999999999986
q,q,1.5214000000953831,14.82879999995231
a,a,1.516799999952326,2.283400000095355
s,s,1.5001999999284692,3.0491000000238557
n,n,1.5168999999761468,2.650700000047692
