nlLet,letter,readingTime,checkingTime
f,f,1.5039999999999978,2.3980000000000032
j,j,1.5200000000000031,6.7109999999999985
q,q,1.519999999999996,1.7290000000000063
a,a,1.5039999999999978,1.5830000000000055
d,d,1.5179999999999865,1.7490000000000094
p,p,1.5150000000000006,1.5120000000000005
s,s,1.5090000000000003,2.1799999999999926
i,i,1.5180000000000007,1.6800000000000068
g,g,1.5189999999999912,1.7650000000000006
z,z,1.5230000000000103,27.745999999999995
u,u,1.5210000000000008,2.0559999999999974
n,n,1.5210000000000008,1.899000000000001
e,e,1.5210000000000008,1.6119999999999948
x,x,1.5210000000000008,1.6629999999999967
k,k,1.5200000000000102,1.512999999999991
y,y,1.5170000000000101,2.0149999999999864
w,w,1.5200000000000102,1.5490000000000066
o,o,1.516999999999996,1.7319999999999993
r,r,1.5200000000000102,1.9760000000000275
m,m,1.5209999999999582,1.8170000000000073
h,h,1.516999999999996,1.796999999999997
c,c,1.5010000000000048,1.5989999999999895
l,l,1.5200000000000102,1.877999999999986
b,b,1.5220000000000198,1.7779999999999916
t,t,1.5190000000000055,2.198999999999984
v,v,1.521000000000015,1.8429999999999893
