nlLet,letter,readingTime,checkingTime
n,n,1.5120000000000005,2.575000000000003
m,m,1.5200000000000102,1.796999999999997
f,f,1.5189999999999912,1.6470000000000056
b,b,1.5019999999999953,1.5489999999999924
a,a,1.5020000000000095,1.9320000000000164
i,i,1.5179999999999723,1.5640000000000214
u,u,1.5019999999999811,4.733000000000004
p,p,1.5010000000000048,1.9140000000000157
r,r,1.5049999999999955,2.0139999999999816
w,w,1.5190000000000055,2.4480000000000075
y,y,1.5020000000000095,1.899000000000001
d,d,1.5,3.4819999999999993
e,e,1.5019999999999811,4.498999999999995
q,q,1.5010000000000048,2.4650000000000034
o,o,1.5020000000000095,1.8489999999999895
k,k,1.5030000000000143,4.680999999999983
x,x,1.5180000000000007,1.632000000000005
t,t,1.5180000000000007,2.681999999999988
l,l,1.5170000000000243,2.8499999999999943
j,j,1.5180000000000007,1.6479999999999961
s,s,1.502999999999986,2.6970000000000027
g,g,1.5020000000000095,1.9159999999999968
z,z,1.5180000000000007,2.015000000000015
c,c,1.518999999999977,2.599000000000018
h,h,1.5190000000000055,1.7639999999999816
v,v,1.5020000000000095,2.3640000000000043
