welcome_mouse.x,welcome_mouse.y,welcome_mouse.leftButton,welcome_mouse.midButton,welcome_mouse.rightButton,welcome_mouse.time,"ID",date,expName,psychopyVersion,OS,frameRate,participant,refresh_mouse.x,refresh_mouse.y,refresh_mouse.leftButton,refresh_mouse.midButton,refresh_mouse.rightButton,refresh_mouse.time,braille_mouse.x,braille_mouse.y,braille_mouse.leftButton,braille_mouse.midButton,braille_mouse.rightButton,braille_mouse.time,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,nlLet,brLet,cbLet,trainInstr_mouse.x,trainInstr_mouse.y,trainInstr_mouse.leftButton,trainInstr_mouse.midButton,trainInstr_mouse.rightButton,trainInstr_mouse.time,translation_key.keys,translation_key.corr,translation_key.rt,word_rsp.text,word_mouse.x,word_mouse.y,word_mouse.leftButton,word_mouse.midButton,word_mouse.rightButton,word_mouse.time,train_loop.thisRepN,train_loop.thisTrialN,train_loop.thisN,train_loop.thisIndex,train_loop.ran,nlWrd,brWrd,cbWrd,test,testResp,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,testInstr_mouse.x,testInstr_mouse.y,testInstr_mouse.leftButton,testInstr_mouse.midButton,testInstr_mouse.rightButton,test_mouse.x,test_mouse.y,test_mouse.leftButton,test_mouse.midButton,test_mouse.rightButton,test_response.text,test_loop.thisRepN,test_loop.thisTrialN,test_loop.thisN,test_loop.thisIndex,test_loop.ran
-0.139814815,-0.226851852,1,0,0,10.9178,,2023-09-26_21h27.53.945,vbt_B2_day2,2022.2.4,Win32,60.35003018,55978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,2023-09-26_21h27.53.945,vbt_B2_day2,2022.2.4,Win32,60.35003018,55978,-0.139814815,-0.226851852,1,0,0,12.7249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,2023-09-26_21h27.53.945,vbt_B2_day2,2022.2.4,Win32,60.35003018,55978,,,,,,,-0.139814815,-0.226851852,1,0,0,0.5164,0,0,0,25,1,z,images/br_z.png,images/cb_z.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,2023-09-26_21h27.53.945,vbt_B2_day2,2022.2.4,Win32,60.35003018,55978,,,,,,,-0.028703704,-0.192592593,1,0,0,1.7001,0,1,1,20,1,u,images/br_u.png,images/cb_u.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,2023-09-26_21h27.53.945,vbt_B2_day2,2022.2.4,Win32,60.35003018,55978,,,,,,,-0.00462963,-0.218518519,1,0,0,0.9377,0,2,2,12,1,m,images/br_m.png,images/cb_m.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,2023-09-26_21h27.53.945,vbt_B2_day2,2022.2.4,Win32,60.35003018,55978,,,,,,,-0.00462963,-0.218518519,1,0,0,0.1883,0,3,3,2,1,c,images/br_c.png,images/cb_c.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,2023-09-26_21h27.53.945,vbt_B2_day2,2022.2.4,Win32,60.35003018,55978,,,,,,,-0.00462963,-0.218518519,1,0,0,0.7018,0,4,4,9,1,j,images/br_j.png,images/cb_j.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,2023-09-26_21h27.53.945,vbt_B2_day2,2022.2.4,Win32,60.35003018,55978,,,,,,,-0.00462963,-0.218518519,1,0,0,0.4662,0,5,5,14,1,o,images/br_o.png,images/cb_o.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,2023-09-26_21h27.53.945,vbt_B2_day2,2022.2.4,Win32,60.35003018,55978,,,,,,,-0.00462963,-0.218518519,1,0,0,0.7042,0,6,6,1,1,b,images/br_b.png,images/cb_b.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,2023-09-26_21h27.53.945,vbt_B2_day2,2022.2.4,Win32,60.35003018,55978,,,,,,,-0.00462963,-0.218518519,1,0,0,0.8004,0,7,7,16,1,q,images/br_q.png,images/cb_q.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,2023-09-26_21h27.53.945,vbt_B2_day2,2022.2.4,Win32,60.35003018,55978,,,,,,,-0.00462963,-0.218518519,1,0,0,0.9347,0,8,8,0,1,a,images/br_a.png,images/cb_a.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,2023-09-26_21h27.53.945,vbt_B2_day2,2022.2.4,Win32,60.35003018,55978,,,,,,,-0.00462963,-0.218518519,1,0,0,0.2005,0,9,9,22,1,w,images/br_w.png,images/cb_w.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,2023-09-26_21h27.53.945,vbt_B2_day2,2022.2.4,Win32,60.35003018,55978,,,,,,,-0.00462963,-0.218518519,1,0,0,0.1995,0,10,10,4,1,e,images/br_e.png,images/cb_e.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,2023-09-26_21h27.53.945,vbt_B2_day2,2022.2.4,Win32,60.35003018,55978,,,,,,,-0.00462963,-0.218518519,1,0,0,1.518,0,11,11,11,1,l,images/br_l.png,images/cb_l.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,2023-09-26_21h27.53.945,vbt_B2_day2,2022.2.4,Win32,60.35003018,55978,,,,,,,-0.00462963,-0.218518519,1,0,0,0.0325,0,12,12,10,1,k,images/br_k.png,images/cb_k.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,2023-09-26_21h27.53.945,vbt_B2_day2,2022.2.4,Win32,60.35003018,55978,,,,,,,-0.00462963,-0.218518519,1,0,0,0.2506,0,13,13,19,1,t,images/br_t.png,images/cb_t.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,2023-09-26_21h27.53.945,vbt_B2_day2,2022.2.4,Win32,60.35003018,55978,,,,,,,-0.00462963,-0.218518519,1,0,0,1.595,0,14,14,7,1,h,images/br_h.png,images/cb_h.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,2023-09-26_21h27.53.945,vbt_B2_day2,2022.2.4,Win32,60.35003018,55978,,,,,,,-0.00462963,-0.218518519,1,0,0,0.2177,0,15,15,23,1,x,images/br_x.png,images/cb_x.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,2023-09-26_21h27.53.945,vbt_B2_day2,2022.2.4,Win32,60.35003018,55978,,,,,,,-0.00462963,-0.218518519,1,0,0,0.8134,0,16,16,13,1,n,images/br_n.png,images/cb_n.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,2023-09-26_21h27.53.945,vbt_B2_day2,2022.2.4,Win32,60.35003018,55978,,,,,,,-0.00462963,-0.218518519,1,0,0,1.2511,0,17,17,8,1,i,images/br_i.png,images/cb_i.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,2023-09-26_21h27.53.945,vbt_B2_day2,2022.2.4,Win32,60.35003018,55978,,,,,,,-0.00462963,-0.218518519,1,0,0,0.0556,0,18,18,18,1,s,images/br_s.png,images/cb_s.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,2023-09-26_21h27.53.945,vbt_B2_day2,2022.2.4,Win32,60.35003018,55978,,,,,,,-0.00462963,-0.218518519,1,0,0,0.0672,0,19,19,17,1,r,images/br_r.png,images/cb_r.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,2023-09-26_21h27.53.945,vbt_B2_day2,2022.2.4,Win32,60.35003018,55978,,,,,,,-0.00462963,-0.218518519,1,0,0,0.9499,0,20,20,6,1,g,images/br_g.png,images/cb_g.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,2023-09-26_21h27.53.945,vbt_B2_day2,2022.2.4,Win32,60.35003018,55978,,,,,,,-0.00462963,-0.218518519,1,0,0,0.2682,0,21,21,24,1,y,images/br_y.png,images/cb_y.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,2023-09-26_21h27.53.945,vbt_B2_day2,2022.2.4,Win32,60.35003018,55978,,,,,,,-0.00462963,-0.218518519,1,0,0,0.638,0,22,22,3,1,d,images/br_d.png,images/cb_d.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,2023-09-26_21h27.53.945,vbt_B2_day2,2022.2.4,Win32,60.35003018,55978,,,,,,,-0.00462963,-0.218518519,1,0,0,0.5171,0,23,23,15,1,p,images/br_p.png,images/cb_p.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,2023-09-26_21h27.53.945,vbt_B2_day2,2022.2.4,Win32,60.35003018,55978,,,,,,,-0.00462963,-0.218518519,1,0,0,0.7503,0,24,24,5,1,f,images/br_f.png,images/cb_f.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,2023-09-26_21h27.53.945,vbt_B2_day2,2022.2.4,Win32,60.35003018,55978,,,,,,,-0.00462963,-0.218518519,1,0,0,1.1662,0,25,25,21,1,v,images/br_v.png,images/cb_v.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,2023-09-26_21h27.53.945,vbt_B2_day2,2022.2.4,Win32,60.35003018,55978,,,,,,,,,,,,,,,,,,,,,-0.00462963,-0.218518519,1,0,0,37.593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,2023-09-26_21h27.53.945,vbt_B2_day2,2022.2.4,Win32,60.35003018,55978,,,,,,,,,,,,,,,,,,,,,,,,,,,down,0,4.5281,,-0.00462963,-0.218518519,1,0,0,2.0493,0,0,0,21,1,mist,images/br_mist.png,images/cb_mist.png,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,2023-09-26_21h27.53.945,vbt_B2_day2,2022.2.4,Win32,60.35003018,55978,,,,,,,,,,,,,,,,,,,,,,,,,,,down,0,7.0949,,-0.00462963,-0.218518519,1,0,0,1.8825,0,1,1,137,1,trekker,images/br_trekker.png,images/cb_trekker.png,1,trekker,,,,,,,,,,,,,,,,,,,,,
,,,,,,,2023-09-26_21h27.53.945,vbt_B2_day2,2022.2.4,Win32,60.35003018,55978,,,,,,,,,,,,,,,,,,,,,,,,,,,down,0,13.3366,,-0.00462963,-0.218518519,1,0,0,2.1164,0,2,2,105,1,wijlen,images/br_wijlen.png,images/cb_wijlen.png,0,,,,,,,,,,,,,,,,,,,,,,
