welcome_mouse.x,welcome_mouse.y,welcome_mouse.leftButton,welcome_mouse.midButton,welcome_mouse.rightButton,welcome_mouse.time,"ID",date,expName,psychopyVersion,OS,frameRate,participant,refresh_mouse.x,refresh_mouse.y,refresh_mouse.leftButton,refresh_mouse.midButton,refresh_mouse.rightButton,refresh_mouse.time,braille_mouse.x,braille_mouse.y,braille_mouse.leftButton,braille_mouse.midButton,braille_mouse.rightButton,braille_mouse.time,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,nlLet,brLet,cbLet,trainInstr_mouse.x,trainInstr_mouse.y,trainInstr_mouse.leftButton,trainInstr_mouse.midButton,trainInstr_mouse.rightButton,trainInstr_mouse.time,translation_key.keys,translation_key.corr,translation_key.rt,word_rsp.text,word_mouse.x,word_mouse.y,word_mouse.leftButton,word_mouse.midButton,word_mouse.rightButton,word_mouse.time,train_loop.thisRepN,train_loop.thisTrialN,train_loop.thisN,train_loop.thisIndex,train_loop.ran,nlWrd,brWrd,cbWrd,test,testResp,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,testInstr_mouse.x,testInstr_mouse.y,testInstr_mouse.leftButton,testInstr_mouse.midButton,testInstr_mouse.rightButton,test_mouse.x,test_mouse.y,test_mouse.leftButton,test_mouse.midButton,test_mouse.rightButton,test_response.text,test_loop.thisRepN,test_loop.thisTrialN,test_loop.thisN,test_loop.thisIndex,test_loop.ran
-0.205555556,-0.262037065,1,0,0,22.6286,55987,2023-09-28_09h06.29.234,vbt_B2_day2,2022.2.4,Win32,60.5107104,55987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,55987,2023-09-28_09h06.29.234,vbt_B2_day2,2022.2.4,Win32,60.5107104,55987,-0.205555556,-0.262037065,1,0,0,16.0983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,55987,2023-09-28_09h06.29.234,vbt_B2_day2,2022.2.4,Win32,60.5107104,55987,,,,,,,-0.205555556,-0.262037065,1,0,0,0.6334,0,0,0,12,1,m,images/br_m.png,images/cb_m.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,55987,2023-09-28_09h06.29.234,vbt_B2_day2,2022.2.4,Win32,60.5107104,55987,,,,,,,-0.205555556,-0.262037065,1,0,0,6.6831,0,1,1,15,1,p,images/br_p.png,images/cb_p.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,55987,2023-09-28_09h06.29.234,vbt_B2_day2,2022.2.4,Win32,60.5107104,55987,,,,,,,-0.205555556,-0.262037065,1,0,0,1.3333,0,2,2,11,1,l,images/br_l.png,images/cb_l.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,55987,2023-09-28_09h06.29.234,vbt_B2_day2,2022.2.4,Win32,60.5107104,55987,,,,,,,-0.205555556,-0.262037065,1,0,0,0.6664,0,3,3,8,1,i,images/br_i.png,images/cb_i.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,55987,2023-09-28_09h06.29.234,vbt_B2_day2,2022.2.4,Win32,60.5107104,55987,,,,,,,-0.205555556,-0.262037065,1,0,0,8.417,0,4,4,21,1,v,images/br_v.png,images/cb_v.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,55987,2023-09-28_09h06.29.234,vbt_B2_day2,2022.2.4,Win32,60.5107104,55987,,,,,,,-0.205555556,-0.262037065,1,0,0,0.867,0,5,5,2,1,c,images/br_c.png,images/cb_c.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,55987,2023-09-28_09h06.29.234,vbt_B2_day2,2022.2.4,Win32,60.5107104,55987,,,,,,,-0.205555556,-0.262037065,1,0,0,5.1171,0,6,6,10,1,k,images/br_k.png,images/cb_k.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,55987,2023-09-28_09h06.29.234,vbt_B2_day2,2022.2.4,Win32,60.5107104,55987,,,,,,,-0.205555556,-0.262037065,1,0,0,2.8667,0,7,7,9,1,j,images/br_j.png,images/cb_j.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,55987,2023-09-28_09h06.29.234,vbt_B2_day2,2022.2.4,Win32,60.5107104,55987,,,,,,,-0.205555556,-0.262037065,1,0,0,0.6334,0,8,8,17,1,r,images/br_r.png,images/cb_r.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,55987,2023-09-28_09h06.29.234,vbt_B2_day2,2022.2.4,Win32,60.5107104,55987,,,,,,,-0.205555556,-0.262037065,1,0,0,2.5,0,9,9,24,1,y,images/br_y.png,images/cb_y.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,55987,2023-09-28_09h06.29.234,vbt_B2_day2,2022.2.4,Win32,60.5107104,55987,,,,,,,-0.162036981,-0.263888889,1,0,0,2.2669,0,10,10,19,1,t,images/br_t.png,images/cb_t.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,55987,2023-09-28_09h06.29.234,vbt_B2_day2,2022.2.4,Win32,60.5107104,55987,,,,,,,-0.162036981,-0.263888889,1,0,0,3.8,0,11,11,5,1,f,images/br_f.png,images/cb_f.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,55987,2023-09-28_09h06.29.234,vbt_B2_day2,2022.2.4,Win32,60.5107104,55987,,,,,,,-0.162036981,-0.263888889,1,0,0,0.7498,0,12,12,6,1,g,images/br_g.png,images/cb_g.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,55987,2023-09-28_09h06.29.234,vbt_B2_day2,2022.2.4,Win32,60.5107104,55987,,,,,,,-0.162036981,-0.263888889,1,0,0,5.9829,0,13,13,3,1,d,images/br_d.png,images/cb_d.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,55987,2023-09-28_09h06.29.234,vbt_B2_day2,2022.2.4,Win32,60.5107104,55987,,,,,,,-0.111111111,-0.353703732,1,0,0,1.6007,0,14,14,4,1,e,images/br_e.png,images/cb_e.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
