welcome_mouse.x,welcome_mouse.y,welcome_mouse.leftButton,welcome_mouse.midButton,welcome_mouse.rightButton,welcome_mouse.time,"ID",date,expName,psychopyVersion,OS,frameRate,participant,refresh_mouse.x,refresh_mouse.y,refresh_mouse.leftButton,refresh_mouse.midButton,refresh_mouse.rightButton,refresh_mouse.time,braille_mouse.x,braille_mouse.y,braille_mouse.leftButton,braille_mouse.midButton,braille_mouse.rightButton,braille_mouse.time,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,nlLet,brLet,cbLet,trainInstr_mouse.x,trainInstr_mouse.y,trainInstr_mouse.leftButton,trainInstr_mouse.midButton,trainInstr_mouse.rightButton,trainInstr_mouse.time,translation_key.keys,translation_key.corr,translation_key.rt,word_rsp.text,word_mouse.x,word_mouse.y,word_mouse.leftButton,word_mouse.midButton,word_mouse.rightButton,word_mouse.time,train_loop.thisRepN,train_loop.thisTrialN,train_loop.thisN,train_loop.thisIndex,train_loop.ran,nlWrd,brWrd,cbWrd,test,testResp,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,testInstr_mouse.x,testInstr_mouse.y,testInstr_mouse.leftButton,testInstr_mouse.midButton,testInstr_mouse.rightButton,test_mouse.x,test_mouse.y,test_mouse.leftButton,test_mouse.midButton,test_mouse.rightButton,test_response.text,test_loop.thisRepN,test_loop.thisTrialN,test_loop.thisN,test_loop.thisIndex,test_loop.ran
-0.130555556,-0.214814815,1,0,0,1.7168,,2023-09-06_17h51.01.465,vbt_B2_day2,2022.2.4,Win32,60.0528465,55756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,2023-09-06_17h51.01.465,vbt_B2_day2,2022.2.4,Win32,60.0528465,55756,-0.130555556,-0.214814815,1,0,0,0.5374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,2023-09-06_17h51.01.465,vbt_B2_day2,2022.2.4,Win32,60.0528465,55756,,,,,,,-0.130555556,-0.214814815,1,0,0,0.5002,0,0,0,1,1,b,images/br_b.png,images/cb_b.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,2023-09-06_17h51.01.465,vbt_B2_day2,2022.2.4,Win32,60.0528465,55756,,,,,,,-0.130555556,-0.214814815,1,0,0,0.3006,0,1,1,23,1,x,images/br_x.png,images/cb_x.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,2023-09-06_17h51.01.465,vbt_B2_day2,2022.2.4,Win32,60.0528465,55756,,,,,,,-0.130555556,-0.214814815,1,0,0,0.6332,0,2,2,11,1,l,images/br_l.png,images/cb_l.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,2023-09-06_17h51.01.465,vbt_B2_day2,2022.2.4,Win32,60.0528465,55756,,,,,,,-0.130555556,-0.214814815,1,0,0,1.0159,0,3,3,16,1,q,images/br_q.png,images/cb_q.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,2023-09-06_17h51.01.465,vbt_B2_day2,2022.2.4,Win32,60.0528465,55756,,,,,,,-0.130555556,-0.214814815,1,0,0,0.2169,0,4,4,4,1,e,images/br_e.png,images/cb_e.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,2023-09-06_17h51.01.465,vbt_B2_day2,2022.2.4,Win32,60.0528465,55756,,,,,,,-0.130555556,-0.214814815,1,0,0,0.1162,0,5,5,14,1,o,images/br_o.png,images/cb_o.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,2023-09-06_17h51.01.465,vbt_B2_day2,2022.2.4,Win32,60.0528465,55756,,,,,,,-0.130555556,-0.214814815,1,0,0,0.15,0,6,6,0,1,a,images/br_a.png,images/cb_a.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,2023-09-06_17h51.01.465,vbt_B2_day2,2022.2.4,Win32,60.0528465,55756,,,,,,,-0.130555556,-0.214814815,1,0,0,0.6003,0,7,7,21,1,v,images/br_v.png,images/cb_v.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,2023-09-06_17h51.01.465,vbt_B2_day2,2022.2.4,Win32,60.0528465,55756,,,,,,,-0.130555556,-0.214814815,1,0,0,0.7163,0,8,8,6,1,g,images/br_g.png,images/cb_g.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,2023-09-06_17h51.01.465,vbt_B2_day2,2022.2.4,Win32,60.0528465,55756,,,,,,,-0.130555556,-0.214814815,1,0,0,0.1,0,9,9,7,1,h,images/br_h.png,images/cb_h.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
