welcome_mouse.x,welcome_mouse.y,welcome_mouse.leftButton,welcome_mouse.midButton,welcome_mouse.rightButton,welcome_mouse.time,"ID",date,expName,psychopyVersion,OS,frameRate,refresh_mouse.x,refresh_mouse.y,refresh_mouse.leftButton,refresh_mouse.midButton,refresh_mouse.rightButton,refresh_mouse.time,braille_mouse.x,braille_mouse.y,braille_mouse.leftButton,braille_mouse.midButton,braille_mouse.rightButton,braille_mouse.time,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,nlLet,brLet,cbLet,trainInstr_mouse.x,trainInstr_mouse.y,trainInstr_mouse.leftButton,trainInstr_mouse.midButton,trainInstr_mouse.rightButton,trainInstr_mouse.time,translation_key.keys,translation_key.corr,translation_key.rt,word_rsp.text,word_mouse.x,word_mouse.y,word_mouse.leftButton,word_mouse.midButton,word_mouse.rightButton,word_mouse.time,train_loop.thisRepN,train_loop.thisTrialN,train_loop.thisN,train_loop.thisIndex,train_loop.ran,nlWrd,brWrd,cbWrd,test,testResp,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,testInstr_mouse.x,testInstr_mouse.y,testInstr_mouse.leftButton,testInstr_mouse.midButton,testInstr_mouse.rightButton,test_mouse.x,test_mouse.y,test_mouse.leftButton,test_mouse.midButton,test_mouse.rightButton,test_response.text,test_loop.thisRepN,test_loop.thisTrialN,test_loop.thisN,test_loop.thisIndex,test_loop.ran
0.017391304,-0.132608696,1,0,0,7.888,00017,2023-08-17_18h40.35.346,vbt_B2_day2,2022.2.4,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,00017,2023-08-17_18h40.35.346,vbt_B2_day2,2022.2.4,MacIntel,62.5,-0.002173913,-0.047826087,1,0,0,4.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,00017,2023-08-17_18h40.35.346,vbt_B2_day2,2022.2.4,MacIntel,62.5,,,,,,,0.033695652,-0.148913043,1,0,0,0.901,0,0,0,5,1,f,images/br_f.png,images/cb_f.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,00017,2023-08-17_18h40.35.346,vbt_B2_day2,2022.2.4,MacIntel,62.5,,,,,,,0.013043478,-0.142391304,1,0,0,5.217,0,1,1,9,1,j,images/br_j.png,images/cb_j.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,00017,2023-08-17_18h40.35.346,vbt_B2_day2,2022.2.4,MacIntel,62.5,,,,,,,0.013043478,-0.166304348,1,0,0,0.25,0,2,2,16,1,q,images/br_q.png,images/cb_q.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,00017,2023-08-17_18h40.35.346,vbt_B2_day2,2022.2.4,MacIntel,62.5,,,,,,,0.013043478,-0.166304348,1,0,0,0.067,0,3,3,0,1,a,images/br_a.png,images/cb_a.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,00017,2023-08-17_18h40.35.346,vbt_B2_day2,2022.2.4,MacIntel,62.5,,,,,,,0.013043478,-0.166304348,1,0,0,0.25,0,4,4,3,1,d,images/br_d.png,images/cb_d.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,00017,2023-08-17_18h40.35.346,vbt_B2_day2,2022.2.4,MacIntel,62.5,,,,,,,0.013043478,-0.164130435,1,0,0,0.016,0,5,5,15,1,p,images/br_p.png,images/cb_p.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,00017,2023-08-17_18h40.35.346,vbt_B2_day2,2022.2.4,MacIntel,62.5,,,,,,,0.004347826,-0.226086957,1,0,0,0.684,0,6,6,18,1,s,images/br_s.png,images/cb_s.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,00017,2023-08-17_18h40.35.346,vbt_B2_day2,2022.2.4,MacIntel,62.5,,,,,,,0.007608696,-0.19673913,1,0,0,0.184,0,7,7,8,1,i,images/br_i.png,images/cb_i.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
