welcome_mouse.x,welcome_mouse.y,welcome_mouse.leftButton,welcome_mouse.midButton,welcome_mouse.rightButton,welcome_mouse.time,"ID",date,expName,psychopyVersion,OS,frameRate,refresh_mouse.x,refresh_mouse.y,refresh_mouse.leftButton,refresh_mouse.midButton,refresh_mouse.rightButton,refresh_mouse.time,braille_mouse.x,braille_mouse.y,braille_mouse.leftButton,braille_mouse.midButton,braille_mouse.rightButton,braille_mouse.time,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,nlLet,brLet,cbLet,trainInstr_mouse.x,trainInstr_mouse.y,trainInstr_mouse.leftButton,trainInstr_mouse.midButton,trainInstr_mouse.rightButton,trainInstr_mouse.time,translation_key.keys,translation_key.corr,translation_key.rt,testResp,word_rsp.text,word_mouse.x,word_mouse.y,word_mouse.leftButton,word_mouse.midButton,word_mouse.rightButton,word_mouse.time,train_loop.thisRepN,train_loop.thisTrialN,train_loop.thisN,train_loop.thisIndex,train_loop.ran,nlWrd,brWrd,cbWrd,test,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,testInstr_mouse.x,testInstr_mouse.y,testInstr_mouse.leftButton,testInstr_mouse.midButton,testInstr_mouse.rightButton,test_mouse.x,test_mouse.y,test_mouse.leftButton,test_mouse.midButton,test_mouse.rightButton,test_response.text,test_loop.thisRepN,test_loop.thisTrialN,test_loop.thisN,test_loop.thisIndex,test_loop.ran
0.126851908,0.170370356,1,0,0,10.0937,00067,2023-10-18_14h35.27.900,vbt_B2_day2,2022.2.4,Win32,60.27000964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,00067,2023-10-18_14h35.27.900,vbt_B2_day2,2022.2.4,Win32,60.27000964,0.076851908,0.319444444,1,0,0,16.2446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,00067,2023-10-18_14h35.27.900,vbt_B2_day2,2022.2.4,Win32,60.27000964,,,,,,,0.075925954,0.333796289,1,0,0,35.9863,0,0,0,22,1,w,images/br_w.png,images/cb_w.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,00067,2023-10-18_14h35.27.900,vbt_B2_day2,2022.2.4,Win32,60.27000964,,,,,,,0.075925954,0.333796289,1,0,0,0.9834,0,1,1,2,1,c,images/br_c.png,images/cb_c.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,00067,2023-10-18_14h35.27.900,vbt_B2_day2,2022.2.4,Win32,60.27000964,,,,,,,0.075925954,0.333796289,1,0,0,0.3018,0,2,2,12,1,m,images/br_m.png,images/cb_m.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,00067,2023-10-18_14h35.27.900,vbt_B2_day2,2022.2.4,Win32,60.27000964,,,,,,,0.075925954,0.333796289,1,0,0,0.8419,0,3,3,19,1,t,images/br_t.png,images/cb_t.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,00067,2023-10-18_14h35.27.900,vbt_B2_day2,2022.2.4,Win32,60.27000964,,,,,,,0.075925954,0.333796289,1,0,0,4.1834,0,4,4,5,1,f,images/br_f.png,images/cb_f.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,00067,2023-10-18_14h35.27.900,vbt_B2_day2,2022.2.4,Win32,60.27000964,,,,,,,0.075925954,0.333796289,1,0,0,0.5835,0,5,5,21,1,v,images/br_v.png,images/cb_v.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,00067,2023-10-18_14h35.27.900,vbt_B2_day2,2022.2.4,Win32,60.27000964,,,,,,,0.075925954,0.333796289,1,0,0,0.9668,0,6,6,6,1,g,images/br_g.png,images/cb_g.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,00067,2023-10-18_14h35.27.900,vbt_B2_day2,2022.2.4,Win32,60.27000964,,,,,,,0.030092621,0.333333333,1,0,0,11.7543,0,7,7,7,1,h,images/br_h.png,images/cb_h.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,00067,2023-10-18_14h35.27.900,vbt_B2_day2,2022.2.4,Win32,60.27000964,,,,,,,0.169444444,-0.021759288,1,0,0,1.2832,0,8,8,24,1,y,images/br_y.png,images/cb_y.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,00067,2023-10-18_14h35.27.900,vbt_B2_day2,2022.2.4,Win32,60.27000964,,,,,,,0.169444444,-0.021759288,1,0,0,0.1499,0,9,9,11,1,l,images/br_l.png,images/cb_l.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,00067,2023-10-18_14h35.27.900,vbt_B2_day2,2022.2.4,Win32,60.27000964,,,,,,,0.174074131,-0.017592621,1,0,0,0.2001,0,10,10,23,1,x,images/br_x.png,images/cb_x.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,00067,2023-10-18_14h35.27.900,vbt_B2_day2,2022.2.4,Win32,60.27000964,,,,,,,0.174074131,-0.017592621,1,0,0,2.2833,0,11,11,1,1,b,images/br_b.png,images/cb_b.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,00067,2023-10-18_14h35.27.900,vbt_B2_day2,2022.2.4,Win32,60.27000964,,,,,,,0.174074131,-0.017592621,1,0,0,0.0668,0,12,12,17,1,r,images/br_r.png,images/cb_r.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,00067,2023-10-18_14h35.27.900,vbt_B2_day2,2022.2.4,Win32,60.27000964,,,,,,,0.174074131,-0.017592621,1,0,0,3.7996,0,13,13,0,1,a,images/br_a.png,images/cb_a.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,00067,2023-10-18_14h35.27.900,vbt_B2_day2,2022.2.4,Win32,60.27000964,,,,,,,0.176388889,-0.054629644,1,0,0,1.5833,0,14,14,16,1,q,images/br_q.png,images/cb_q.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,00067,2023-10-18_14h35.27.900,vbt_B2_day2,2022.2.4,Win32,60.27000964,,,,,,,0.176388889,-0.054629644,1,0,0,0.3502,0,15,15,8,1,i,images/br_i.png,images/cb_i.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,00067,2023-10-18_14h35.27.900,vbt_B2_day2,2022.2.4,Win32,60.27000964,,,,,,,0.181944444,0.000925912,1,0,0,1.9662,0,16,16,4,1,e,images/br_e.png,images/cb_e.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,00067,2023-10-18_14h35.27.900,vbt_B2_day2,2022.2.4,Win32,60.27000964,,,,,,,0.217592621,0.036111111,1,0,0,0.7,0,17,17,25,1,z,images/br_z.png,images/cb_z.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,00067,2023-10-18_14h35.27.900,vbt_B2_day2,2022.2.4,Win32,60.27000964,,,,,,,0.217592621,0.036111111,1,0,0,7.6956,0,18,18,9,1,j,images/br_j.png,images/cb_j.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,00067,2023-10-18_14h35.27.900,vbt_B2_day2,2022.2.4,Win32,60.27000964,,,,,,,0.228240797,0.048148134,1,0,0,0.3833,0,19,19,18,1,s,images/br_s.png,images/cb_s.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,00067,2023-10-18_14h35.27.900,vbt_B2_day2,2022.2.4,Win32,60.27000964,,,,,,,0.228240797,0.048148134,1,0,0,0.4334,0,20,20,15,1,p,images/br_p.png,images/cb_p.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,00067,2023-10-18_14h35.27.900,vbt_B2_day2,2022.2.4,Win32,60.27000964,,,,,,,0.228240797,0.048148134,1,0,0,7.5498,0,21,21,10,1,k,images/br_k.png,images/cb_k.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,00067,2023-10-18_14h35.27.900,vbt_B2_day2,2022.2.4,Win32,60.27000964,,,,,,,0.280092621,0.265740734,1,0,0,1.3,0,22,22,3,1,d,images/br_d.png,images/cb_d.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,00067,2023-10-18_14h35.27.900,vbt_B2_day2,2022.2.4,Win32,60.27000964,,,,,,,0.280092621,0.265740734,1,0,0,0.2167,0,23,23,20,1,u,images/br_u.png,images/cb_u.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,00067,2023-10-18_14h35.27.900,vbt_B2_day2,2022.2.4,Win32,60.27000964,,,,,,,0.280092621,0.265740734,1,0,0,0.2663,0,24,24,14,1,o,images/br_o.png,images/cb_o.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
