welcome_mouse.x,welcome_mouse.y,welcome_mouse.leftButton,welcome_mouse.midButton,welcome_mouse.rightButton,welcome_mouse.time,"ID",date,expName,psychopyVersion,OS,frameRate,refresh_mouse.x,refresh_mouse.y,refresh_mouse.leftButton,refresh_mouse.midButton,refresh_mouse.rightButton,refresh_mouse.time,braille_mouse.x,braille_mouse.y,braille_mouse.leftButton,braille_mouse.midButton,braille_mouse.rightButton,braille_mouse.time,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,nlLet,brLet,cbLet,trainInstr_mouse.x,trainInstr_mouse.y,trainInstr_mouse.leftButton,trainInstr_mouse.midButton,trainInstr_mouse.rightButton,trainInstr_mouse.time,translation_key.keys,translation_key.corr,translation_key.rt,testResp,word_rsp.text,word_mouse.x,word_mouse.y,word_mouse.leftButton,word_mouse.midButton,word_mouse.rightButton,word_mouse.time,train_loop.thisRepN,train_loop.thisTrialN,train_loop.thisN,train_loop.thisIndex,train_loop.ran,nlWrd,brWrd,cbWrd,test,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,testInstr_mouse.x,testInstr_mouse.y,testInstr_mouse.leftButton,testInstr_mouse.midButton,testInstr_mouse.rightButton,test_mouse.x,test_mouse.y,test_mouse.leftButton,test_mouse.midButton,test_mouse.rightButton,test_response.text,test_loop.thisRepN,test_loop.thisTrialN,test_loop.thisN,test_loop.thisIndex,test_loop.ran
-0.194444444,-0.274305556,1,0,0,4.5339,00114,2023-12-08_23h28.35.524,vbt_B2_day2,2022.2.4,Win32,47.92485383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,00114,2023-12-08_23h28.35.524,vbt_B2_day2,2022.2.4,Win32,47.92485383,-0.194444444,-0.274305556,1,0,0,14.8063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,00114,2023-12-08_23h28.35.524,vbt_B2_day2,2022.2.4,Win32,47.92485383,,,,,,,-0.194444444,-0.274305556,1,0,0,1.7508,0,0,0,17,1,r,images/br_r.png,images/cb_r.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,00114,2023-12-08_23h28.35.524,vbt_B2_day2,2022.2.4,Win32,47.92485383,,,,,,,-0.194444444,-0.274305556,1,0,0,1.9039,0,1,1,8,1,i,images/br_i.png,images/cb_i.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,00114,2023-12-08_23h28.35.524,vbt_B2_day2,2022.2.4,Win32,47.92485383,,,,,,,-0.194444444,-0.274305556,1,0,0,0.5624,0,2,2,21,1,v,images/br_v.png,images/cb_v.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,00114,2023-12-08_23h28.35.524,vbt_B2_day2,2022.2.4,Win32,47.92485383,,,,,,,-0.194444444,-0.274305556,1,0,0,0.4798,0,3,3,1,1,b,images/br_b.png,images/cb_b.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,00114,2023-12-08_23h28.35.524,vbt_B2_day2,2022.2.4,Win32,47.92485383,,,,,,,-0.194444444,-0.274305556,1,0,0,0.0544,0,4,4,6,1,g,images/br_g.png,images/cb_g.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,00114,2023-12-08_23h28.35.524,vbt_B2_day2,2022.2.4,Win32,47.92485383,,,,,,,-0.194444444,-0.274305556,1,0,0,2.3889,0,5,5,4,1,e,images/br_e.png,images/cb_e.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,00114,2023-12-08_23h28.35.524,vbt_B2_day2,2022.2.4,Win32,47.92485383,,,,,,,-0.194444444,-0.274305556,1,0,0,0.1258,0,6,6,0,1,a,images/br_a.png,images/cb_a.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,00114,2023-12-08_23h28.35.524,vbt_B2_day2,2022.2.4,Win32,47.92485383,,,,,,,-0.194444444,-0.274305556,1,0,0,0.4796,0,7,7,10,1,k,images/br_k.png,images/cb_k.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,00114,2023-12-08_23h28.35.524,vbt_B2_day2,2022.2.4,Win32,47.92485383,,,,,,,-0.194444444,-0.274305556,1,0,0,0.1993,0,8,8,9,1,j,images/br_j.png,images/cb_j.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,00114,2023-12-08_23h28.35.524,vbt_B2_day2,2022.2.4,Win32,47.92485383,,,,,,,-0.194444444,-0.274305556,1,0,0,5.6054,0,9,9,7,1,h,images/br_h.png,images/cb_h.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,00114,2023-12-08_23h28.35.524,vbt_B2_day2,2022.2.4,Win32,47.92485383,,,,,,,-0.194444444,-0.274305556,1,0,0,0.2492,0,10,10,20,1,u,images/br_u.png,images/cb_u.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,00114,2023-12-08_23h28.35.524,vbt_B2_day2,2022.2.4,Win32,47.92485383,,,,,,,-0.194444444,-0.274305556,1,0,0,0.1467,0,11,11,12,1,m,images/br_m.png,images/cb_m.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
