nlLet,letter,readingTime,checkingTime
m,m,1.525,15.353
n,n,1.506,15.543
l,l,1.506,2.562
r,r,1.50500000000001,4.14299999999999
v,v,1.50500000000001,1.827
x,x,1.50700000000001,2.524
o,o,1.509,1.72399999999999
p,p,1.509,2.01000000000001
w,w,1.50700000000001,8.925
u,u,1.50599999999999,4.56100000000001
c,c,1.506,3.69200000000001
s,s,1.50700000000001,2.226
z,z,1.50899999999999,5.49200000000002
a,a,1.506,1.64499999999998
t,t,1.505,2.11100000000002
f,f,1.506,14.043
j,j,1.50500000000002,7.19399999999999
y,y,1.506,2.77700000000002
d,d,1.506,20.392
h,h,1.50699999999998,38.527
g,g,1.52000000000001,9.09399999999999
b,b,1.50500000000002,7.59399999999999
k,k,1.52199999999999,1.59300000000002
q,q,1.50700000000001,6.94299999999998
e,e,1.50600000000003,1.64299999999997
i,i,1.50700000000001,1.911
