nlLet,letter,readingTime,checkingTime
p,p,1.52620000000297,3.375
f,f,1.51759999999405,22.7516000000089
s,s,1.5085,7.19629999999702
a,a,1.518,4.17879999999701
j,j,1.51860000000895,2.04829999999703
g,g,1.52250000000001,5.67029999999701
d,d,1.51509999999402,14.397900000006
z,z,1.51740000000598,1.89069999998807
l,l,1.51710000000895,1.79939999999104
u,u,1.51790000000597,5.91479999999703
y,y,1.51749999999998,6.548
i,i,1.517,3.57190000000597
h,h,1.51170000000297,9.72909999999405
o,o,1.52220000000298,2.61670000000299
t,t,1.51319999998807,2.33980000001191
w,w,1.5145,8.31329999999704
k,k,1.51570000000297,3.56919999998809
m,m,1.51380000001191,5.36350000000002
c,c,1.52069999998807,1.61480000001191
e,e,1.51609999999405,1.76490000000595
n,n,1.51739999999106,3.13270000000298
r,r,1.51659999999404,1.72890000000595
b,b,1.511,5.03859999999406
x,x,1.52960000000894,2.51359999999403
v,v,1.51129999999702,3.19360000000893
q,q,1.51050000000001,1.86109999999405
