welcome_mouse.x,welcome_mouse.y,welcome_mouse.leftButton,welcome_mouse.midButton,welcome_mouse.rightButton,"ID",date,expName,psychopyVersion,OS,frameRate,trainInstr_mouse.x,trainInstr_mouse.y,trainInstr_mouse.leftButton,trainInstr_mouse.midButton,trainInstr_mouse.rightButton,translation_key.keys,translation_key.corr,translation_key.rt,word_rsp.text,trWrd_mouse.x,trWrd_mouse.y,trWrd_mouse.leftButton,trWrd_mouse.midButton,trWrd_mouse.rightButton,train_loop.thisRepN,train_loop.thisTrialN,train_loop.thisN,train_loop.thisIndex,train_loop.ran,nlWrd,brWrd,cbWrd,test,testResp,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,testInstr_mouse.x,testInstr_mouse.y,testInstr_mouse.leftButton,testInstr_mouse.midButton,testInstr_mouse.rightButton,test_mouse.x,test_mouse.y,test_mouse.leftButton,test_mouse.midButton,test_mouse.rightButton,test_response.text,test_loop.thisRepN,test_loop.thisTrialN,test_loop.thisN,test_loop.thisIndex,test_loop.ran
-0.190277778,-0.295833333,1,0,0,00114,2023-12-10_21h47.09.030,vbt_B2_day4,2022.2.4,Win32,48.11161896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,00114,2023-12-10_21h47.09.030,vbt_B2_day4,2022.2.4,Win32,48.11161896,-0.190277778,-0.295833333,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,00114,2023-12-10_21h47.09.030,vbt_B2_day4,2022.2.4,Win32,48.11161896,,,,,,down,0,1.5635,,-0.190277778,-0.295833333,1,0,0,0,0,0,126,1,kasteel,images/br_kasteel.png,images/cb_kasteel.png,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,00114,2023-12-10_21h47.09.030,vbt_B2_day4,2022.2.4,Win32,48.11161896,,,,,,down,0,6.7883,,-0.190277778,-0.295833333,1,0,0,0,1,1,196,1,nakijken,images/br_nakijken.png,images/cb_nakijken.png,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,00114,2023-12-10_21h47.09.030,vbt_B2_day4,2022.2.4,Win32,48.11161896,,,,,,down,0,0.1296,,-0.190277778,-0.295833333,1,0,0,0,2,2,46,1,jagen,images/br_jagen.png,images/cb_jagen.png,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,00114,2023-12-10_21h47.09.030,vbt_B2_day4,2022.2.4,Win32,48.11161896,,,,,,down,0,0.6039,,-0.190277778,-0.295833333,1,0,0,0,3,3,14,1,rijp,images/br_rijp.png,images/cb_rijp.png,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,00114,2023-12-10_21h47.09.030,vbt_B2_day4,2022.2.4,Win32,48.11161896,,,,,,down,0,0.6498,,-0.190277778,-0.295833333,1,0,0,0,4,4,27,1,dans,images/br_dans.png,images/cb_dans.png,1,dans,,,,,,,,,,,,,,,,,,,,,
,,,,,00114,2023-12-10_21h47.09.030,vbt_B2_day4,2022.2.4,Win32,48.11161896,,,,,,down,0,0.3215,,-0.190277778,-0.295833333,1,0,0,0,5,5,71,1,bever,images/br_bever.png,images/cb_bever.png,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,00114,2023-12-10_21h47.09.030,vbt_B2_day4,2022.2.4,Win32,48.11161896,,,,,,down,0,1.5426,,-0.190277778,-0.295833333,1,0,0,0,6,6,163,1,schuilen,images/br_schuilen.png,images/cb_schuilen.png,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,00114,2023-12-10_21h47.09.030,vbt_B2_day4,2022.2.4,Win32,48.11161896,,,,,,down,0,0.318,,-0.190277778,-0.295833333,1,0,0,0,7,7,61,1,groen,images/br_groen.png,images/cb_groen.png,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,00114,2023-12-10_21h47.09.030,vbt_B2_day4,2022.2.4,Win32,48.11161896,,,,,,down,0,5.6125,,-0.190277778,-0.295833333,1,0,0,0,8,8,185,1,mijnheer,images/br_mijnheer.png,images/cb_mijnheer.png,1,,,,,,,,,,,,,,,,,,,,,,
,,,,,00114,2023-12-10_21h47.09.030,vbt_B2_day4,2022.2.4,Win32,48.11161896,,,,,,down,0,0.0426,,-0.190277778,-0.295833333,1,0,0,0,9,9,59,1,kring,images/br_kring.png,images/cb_kring.png,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,00114,2023-12-10_21h47.09.030,vbt_B2_day4,2022.2.4,Win32,48.11161896,,,,,,down,0,0.7104,,-0.190277778,-0.295833333,1,0,0,0,10,10,161,1,attentie,images/br_attentie.png,images/cb_attentie.png,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,00114,2023-12-10_21h47.09.030,vbt_B2_day4,2022.2.4,Win32,48.11161896,,,,,,down,0,1.0257,,-0.190277778,-0.295833333,1,0,0,0,11,11,190,1,goedkoop,images/br_goedkoop.png,images/cb_goedkoop.png,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,00114,2023-12-10_21h47.09.030,vbt_B2_day4,2022.2.4,Win32,48.11161896,,,,,,down,0,0.3345,,-0.190277778,-0.295833333,1,0,0,0,12,12,122,1,waarvan,images/br_waarvan.png,images/cb_waarvan.png,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,00114,2023-12-10_21h47.09.030,vbt_B2_day4,2022.2.4,Win32,48.11161896,,,,,,down,0,0.0006,,-0.190277778,-0.295833333,1,0,0,0,13,13,93,1,waarop,images/br_waarop.png,images/cb_waarop.png,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,00114,2023-12-10_21h47.09.030,vbt_B2_day4,2022.2.4,Win32,48.11161896,,,,,,down,0,0.6299,,-0.190277778,-0.295833333,1,0,0,0,14,14,11,1,mode,images/br_mode.png,images/cb_mode.png,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,00114,2023-12-10_21h47.09.030,vbt_B2_day4,2022.2.4,Win32,48.11161896,,,,,,down,0,3.7715,,-0.190277778,-0.295833333,1,0,0,0,15,15,98,1,kreeft,images/br_kreeft.png,images/cb_kreeft.png,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,00114,2023-12-10_21h47.09.030,vbt_B2_day4,2022.2.4,Win32,48.11161896,,,,,,down,0,2.3973,,-0.190277778,-0.295833333,1,0,0,0,16,16,2,1,jaar,images/br_jaar.png,images/cb_jaar.png,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,00114,2023-12-10_21h47.09.030,vbt_B2_day4,2022.2.4,Win32,48.11161896,,,,,,down,0,0.9828,,-0.190277778,-0.295833333,1,0,0,0,17,17,160,1,daarheen,images/br_daarheen.png,images/cb_daarheen.png,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,00114,2023-12-10_21h47.09.030,vbt_B2_day4,2022.2.4,Win32,48.11161896,,,,,,down,0,0.0483,,-0.190277778,-0.295833333,1,0,0,0,18,18,74,1,graaf,images/br_graaf.png,images/cb_graaf.png,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,00114,2023-12-10_21h47.09.030,vbt_B2_day4,2022.2.4,Win32,48.11161896,,,,,,down,0,0.0635,,-0.190277778,-0.295833333,1,0,0,0,19,19,132,1,grappen,images/br_grappen.png,images/cb_grappen.png,0,,,,,,,,,,,,,,,,,,,,,,
