welcome_mouse.x,welcome_mouse.y,welcome_mouse.leftButton,welcome_mouse.midButton,welcome_mouse.rightButton,"ID",date,expName,psychopyVersion,OS,frameRate,trainInstr_mouse.x,trainInstr_mouse.y,trainInstr_mouse.leftButton,trainInstr_mouse.midButton,trainInstr_mouse.rightButton,translation_key.keys,translation_key.corr,translation_key.rt,testResp,word_rsp.text,trWrd_mouse.x,trWrd_mouse.y,trWrd_mouse.leftButton,trWrd_mouse.midButton,trWrd_mouse.rightButton,train_loop.thisRepN,train_loop.thisTrialN,train_loop.thisN,train_loop.thisIndex,train_loop.ran,nlWrd,brWrd,cbWrd,test,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,testInstr_mouse.x,testInstr_mouse.y,testInstr_mouse.leftButton,testInstr_mouse.midButton,testInstr_mouse.rightButton,test_mouse.x,test_mouse.y,test_mouse.leftButton,test_mouse.midButton,test_mouse.rightButton,test_response.text,test_loop.thisRepN,test_loop.thisTrialN,test_loop.thisN,test_loop.thisIndex,test_loop.ran
-0.2,-0.266666667,1,0,0,00036,2023-09-29_20h06.09.758,vbt_B2_day4,2022.2.4,Win32,60.54001695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,00036,2023-09-29_20h06.09.758,vbt_B2_day4,2022.2.4,Win32,60.54001695,-0.2,-0.266666667,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,00036,2023-09-29_20h06.09.758,vbt_B2_day4,2022.2.4,Win32,60.54001695,,,,,,down,0,3.5129,da,,0.508333333,-0.05,1,0,0,0,0,0,27,1,dans,images/br_dans.png,images/cb_dans.png,1,,,,,,,,,,,,,,,,,,,,,
,,,,,00036,2023-09-29_20h06.09.758,vbt_B2_day4,2022.2.4,Win32,60.54001695,,,,,,down,0,18.7029,,,0.009259288,-0.000925954,1,0,0,0,1,1,191,1,opheffen,images/br_opheffen.png,images/cb_opheffen.png,0,,,,,,,,,,,,,,,,,,,,,
,,,,,00036,2023-09-29_20h06.09.758,vbt_B2_day4,2022.2.4,Win32,60.54001695,,,,,,down,0,1.4174,,,0.009259288,-0.000925954,1,0,0,0,2,2,153,1,vervoer,images/br_vervoer.png,images/cb_vervoer.png,0,,,,,,,,,,,,,,,,,,,,,
,,,,,00036,2023-09-29_20h06.09.758,vbt_B2_day4,2022.2.4,Win32,60.54001695,,,,,,down,0,3.8332,,,0.138888889,0.037962935,1,0,0,0,3,3,53,1,baron,images/br_baron.png,images/cb_baron.png,0,,,,,,,,,,,,,,,,,,,,,
,,,,,00036,2023-09-29_20h06.09.758,vbt_B2_day4,2022.2.4,Win32,60.54001695,,,,,,down,0,3.3157,lever,,0.157407464,0.061111111,1,0,0,0,4,4,66,1,lever,images/br_lever.png,images/cb_lever.png,1,,,,,,,,,,,,,,,,,,,,,
,,,,,00036,2023-09-29_20h06.09.758,vbt_B2_day4,2022.2.4,Win32,60.54001695,,,,,,down,0,1.5361,,,0.157407464,0.061111111,1,0,0,0,5,5,195,1,middelen,images/br_middelen.png,images/cb_middelen.png,0,,,,,,,,,,,,,,,,,,,,,
,,,,,00036,2023-09-29_20h06.09.758,vbt_B2_day4,2022.2.4,Win32,60.54001695,,,,,,down,0,0.4538,,,0.157407464,0.061111111,1,0,0,0,6,6,158,1,innemen,images/br_innemen.png,images/cb_innemen.png,0,,,,,,,,,,,,,,,,,,,,,
,,,,,00036,2023-09-29_20h06.09.758,vbt_B2_day4,2022.2.4,Win32,60.54001695,,,,,,down,0,4.6674,,,0.157407464,0.061111111,1,0,0,0,7,7,130,1,keihard,images/br_keihard.png,images/cb_keihard.png,0,,,,,,,,,,,,,,,,,,,,,
