welcome_mouse.x,welcome_mouse.y,welcome_mouse.leftButton,welcome_mouse.midButton,welcome_mouse.rightButton,"ID",date,expName,psychopyVersion,OS,frameRate,trainInstr_mouse.x,trainInstr_mouse.y,trainInstr_mouse.leftButton,trainInstr_mouse.midButton,trainInstr_mouse.rightButton,translation_key.keys,translation_key.corr,translation_key.rt,word_rsp.text,trWrd_mouse.x,trWrd_mouse.y,trWrd_mouse.leftButton,trWrd_mouse.midButton,trWrd_mouse.rightButton,train_loop.thisRepN,train_loop.thisTrialN,train_loop.thisN,train_loop.thisIndex,train_loop.ran,nlWrd,brWrd,cbWrd,test,testResp,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,testInstr_mouse.x,testInstr_mouse.y,testInstr_mouse.leftButton,testInstr_mouse.midButton,testInstr_mouse.rightButton,test_mouse.x,test_mouse.y,test_mouse.leftButton,test_mouse.midButton,test_mouse.rightButton,test_response.text,test_loop.thisRepN,test_loop.thisTrialN,test_loop.thisN,test_loop.thisIndex,test_loop.ran
0.269444444,-0.266666667,1,0,0,00102,2023-11-13_13h37.06.809,vbt_B2_day4,2022.2.4,Win32,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,00102,2023-11-13_13h37.06.809,vbt_B2_day4,2022.2.4,Win32,60.0024001,0.290740741,-0.25462963,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,00102,2023-11-13_13h37.06.809,vbt_B2_day4,2022.2.4,Win32,60.0024001,,,,,,down,0,1.5835,,0.138888889,-0.025,1,0,0,0,0,0,71,1,bever,images/br_bever.png,images/cb_bever.png,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,00102,2023-11-13_13h37.06.809,vbt_B2_day4,2022.2.4,Win32,60.0024001,,,,,,down,0,4.2853,,0.171296296,-0.043518519,1,0,0,0,1,1,46,1,jagen,images/br_jagen.png,images/cb_jagen.png,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,00102,2023-11-13_13h37.06.809,vbt_B2_day4,2022.2.4,Win32,60.0024001,,,,,,down,0,1.7317,,0.214814815,-0.058333333,1,0,0,0,2,2,160,1,daarheen,images/br_daarheen.png,images/cb_daarheen.png,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,00102,2023-11-13_13h37.06.809,vbt_B2_day4,2022.2.4,Win32,60.0024001,,,,,,down,0,2.8549,,0.210185185,-0.05,1,0,0,0,3,3,141,1,knielen,images/br_knielen.png,images/cb_knielen.png,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,00102,2023-11-13_13h37.06.809,vbt_B2_day4,2022.2.4,Win32,60.0024001,,,,,,down,0,0.4176,,-0.022222222,-0.077777778,1,0,0,0,4,4,1,1,zaal,images/br_zaal.png,images/cb_zaal.png,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,00102,2023-11-13_13h37.06.809,vbt_B2_day4,2022.2.4,Win32,60.0024001,,,,,,down,0,1.4825,,0.148148148,-0.086111111,1,0,0,0,5,5,86,1,woning,images/br_woning.png,images/cb_woning.png,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,00102,2023-11-13_13h37.06.809,vbt_B2_day4,2022.2.4,Win32,60.0024001,,,,,,down,0,0.3246,,0.1,-0.059259259,1,0,0,0,6,6,55,1,praat,images/br_praat.png,images/cb_praat.png,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,00102,2023-11-13_13h37.06.809,vbt_B2_day4,2022.2.4,Win32,60.0024001,,,,,,down,0,1.71,,0.143518519,-0.049074074,1,0,0,0,7,7,117,1,kennis,images/br_kennis.png,images/cb_kennis.png,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,00102,2023-11-13_13h37.06.809,vbt_B2_day4,2022.2.4,Win32,60.0024001,,,,,,down,0,6.725,,-0.152777778,-0.461111111,1,0,0,0,8,8,134,1,geliefd,images/br_geliefd.png,images/cb_geliefd.png,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,00102,2023-11-13_13h37.06.809,vbt_B2_day4,2022.2.4,Win32,60.0024001,,,,,,down,0,3.9188,,0.139814815,-0.010185185,1,0,0,0,9,9,154,1,aflopen,images/br_aflopen.png,images/cb_aflopen.png,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,00102,2023-11-13_13h37.06.809,vbt_B2_day4,2022.2.4,Win32,60.0024001,,,,,,down,0,1.0078,,0.172222222,-0.040740741,1,0,0,0,10,10,195,1,middelen,images/br_middelen.png,images/cb_middelen.png,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,00102,2023-11-13_13h37.06.809,vbt_B2_day4,2022.2.4,Win32,60.0024001,,,,,,down,0,2.297,,0.17037037,-0.030555556,1,0,0,0,11,11,78,1,leren,images/br_leren.png,images/cb_leren.png,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,00102,2023-11-13_13h37.06.809,vbt_B2_day4,2022.2.4,Win32,60.0024001,,,,,,down,0,1.4498,,0.187962963,-0.027777778,1,0,0,0,12,12,65,1,parel,images/br_parel.png,images/cb_parel.png,1,parel,,,,,,,,,,,,,,,,,,,,,
,,,,,00102,2023-11-13_13h37.06.809,vbt_B2_day4,2022.2.4,Win32,60.0024001,,,,,,down,0,0.8684,,0.102777778,-0.010185185,1,0,0,0,13,13,34,1,vorm,images/br_vorm.png,images/cb_vorm.png,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,00102,2023-11-13_13h37.06.809,vbt_B2_day4,2022.2.4,Win32,60.0024001,,,,,,down,0,0.5171,,-0.247222222,0.011111111,1,0,0,0,14,14,194,1,driemaal,images/br_driemaal.png,images/cb_driemaal.png,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,00102,2023-11-13_13h37.06.809,vbt_B2_day4,2022.2.4,Win32,60.0024001,,,,,,down,0,0.3164,,-0.247222222,0.011111111,1,0,0,0,15,15,190,1,goedkoop,images/br_goedkoop.png,images/cb_goedkoop.png,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,00102,2023-11-13_13h37.06.809,vbt_B2_day4,2022.2.4,Win32,60.0024001,,,,,,down,0,12.1781,,-0.276851852,-0.001851852,1,0,0,0,16,16,145,1,invloed,images/br_invloed.png,images/cb_invloed.png,1,invloed,,,,,,,,,,,,,,,,,,,,,
,,,,,00102,2023-11-13_13h37.06.809,vbt_B2_day4,2022.2.4,Win32,60.0024001,,,,,,down,0,7.3203,,0.143518519,-0.022222222,1,0,0,0,17,17,111,1,ticket,images/br_ticket.png,images/cb_ticket.png,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,00102,2023-11-13_13h37.06.809,vbt_B2_day4,2022.2.4,Win32,60.0024001,,,,,,down,0,2.4507,,0.2,-0.082407407,1,0,0,0,18,18,188,1,strekken,images/br_strekken.png,images/cb_strekken.png,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,00102,2023-11-13_13h37.06.809,vbt_B2_day4,2022.2.4,Win32,60.0024001,,,,,,down,0,0.1842,,-0.110185185,-0.038888889,1,0,0,0,19,19,112,1,lukken,images/br_lukken.png,images/cb_lukken.png,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,00102,2023-11-13_13h37.06.809,vbt_B2_day4,2022.2.4,Win32,60.0024001,,,,,,down,0,3.0328,,-0.141666667,-0.016666667,1,0,0,0,20,20,169,1,oprotten,images/br_oprotten.png,images/cb_oprotten.png,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,00102,2023-11-13_13h37.06.809,vbt_B2_day4,2022.2.4,Win32,60.0024001,,,,,,down,0,0.1693,,-0.139814815,-0.012962963,1,0,0,0,21,21,23,1,zout,images/br_zout.png,images/cb_zout.png,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,00102,2023-11-13_13h37.06.809,vbt_B2_day4,2022.2.4,Win32,60.0024001,,,,,,down,0,1.1866,,-0.138888889,-0.012962963,1,0,0,0,22,22,192,1,schaamte,images/br_schaamte.png,images/cb_schaamte.png,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,00102,2023-11-13_13h37.06.809,vbt_B2_day4,2022.2.4,Win32,60.0024001,,,,,,down,0,6.5981,,-0.678703704,-0.499074074,1,0,0,0,23,23,161,1,attentie,images/br_attentie.png,images/cb_attentie.png,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,00102,2023-11-13_13h37.06.809,vbt_B2_day4,2022.2.4,Win32,60.0024001,,,,,,down,0,3.8071,,-0.168518519,-0.011111111,1,0,0,0,24,24,148,1,smullen,images/br_smullen.png,images/cb_smullen.png,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,00102,2023-11-13_13h37.06.809,vbt_B2_day4,2022.2.4,Win32,60.0024001,,,,,,down,0,7.9186,,-0.002777778,0.067592593,1,0,0,0,25,25,102,1,legaal,images/br_legaal.png,images/cb_legaal.png,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,00102,2023-11-13_13h37.06.809,vbt_B2_day4,2022.2.4,Win32,60.0024001,,,,,,down,0,0.1747,,0.087962963,0.026851852,1,0,0,0,26,26,18,1,blik,images/br_blik.png,images/cb_blik.png,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,00102,2023-11-13_13h37.06.809,vbt_B2_day4,2022.2.4,Win32,60.0024001,,,,,,down,0,1.6859,,0.244444444,-0.067592593,1,0,0,0,27,27,129,1,verhaal,images/br_verhaal.png,images/cb_verhaal.png,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,00102,2023-11-13_13h37.06.809,vbt_B2_day4,2022.2.4,Win32,60.0024001,,,,,,down,0,2.5521,,0.171296296,-0.096296296,1,0,0,0,28,28,183,1,getuigen,images/br_getuigen.png,images/cb_getuigen.png,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,00102,2023-11-13_13h37.06.809,vbt_B2_day4,2022.2.4,Win32,60.0024001,,,,,,down,0,9.6869,,0.074074074,-0.001851852,1,0,0,0,29,29,70,1,ijdel,images/br_ijdel.png,images/cb_ijdel.png,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,00102,2023-11-13_13h37.06.809,vbt_B2_day4,2022.2.4,Win32,60.0024001,,,,,,down,0,4.4188,,0.057407407,-0.056481481,1,0,0,0,30,30,49,1,laken,images/br_laken.png,images/cb_laken.png,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,00102,2023-11-13_13h37.06.809,vbt_B2_day4,2022.2.4,Win32,60.0024001,,,,,,down,0,8.1402,,0.12037037,-0.037962963,1,0,0,0,31,31,180,1,openbaar,images/br_openbaar.png,images/cb_openbaar.png,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,00102,2023-11-13_13h37.06.809,vbt_B2_day4,2022.2.4,Win32,60.0024001,,,,,,down,0,1.4542,,0.099074074,-0.024074074,1,0,0,0,32,32,99,1,koffie,images/br_koffie.png,images/cb_koffie.png,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,00102,2023-11-13_13h37.06.809,vbt_B2_day4,2022.2.4,Win32,60.0024001,,,,,,down,0,0.6408,,0.018518519,-0.098148148,1,0,0,0,33,33,17,1,taal,images/br_taal.png,images/cb_taal.png,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,00102,2023-11-13_13h37.06.809,vbt_B2_day4,2022.2.4,Win32,60.0024001,,,,,,down,0,4.7576,,-0.024074074,-0.092592593,1,0,0,0,34,34,184,1,aandelen,images/br_aandelen.png,images/cb_aandelen.png,1,aandelen,,,,,,,,,,,,,,,,,,,,,
,,,,,00102,2023-11-13_13h37.06.809,vbt_B2_day4,2022.2.4,Win32,60.0024001,,,,,,down,0,1.5255,,-0.012962963,-0.07962963,1,0,0,0,35,35,153,1,vervoer,images/br_vervoer.png,images/cb_vervoer.png,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,00102,2023-11-13_13h37.06.809,vbt_B2_day4,2022.2.4,Win32,60.0024001,,,,,,down,0,0.4334,,0.04537037,-0.097222222,1,0,0,0,36,36,42,1,bleek,images/br_bleek.png,images/cb_bleek.png,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,00102,2023-11-13_13h37.06.809,vbt_B2_day4,2022.2.4,Win32,60.0024001,,,,,,down,0,3.251,,0.2,-0.085185185,1,0,0,0,37,37,170,1,schatten,images/br_schatten.png,images/cb_schatten.png,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,00102,2023-11-13_13h37.06.809,vbt_B2_day4,2022.2.4,Win32,60.0024001,,,,,,down,0,0.6671,,0.161111111,-0.071296296,1,0,0,0,38,38,181,1,toegeven,images/br_toegeven.png,images/cb_toegeven.png,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,00102,2023-11-13_13h37.06.809,vbt_B2_day4,2022.2.4,Win32,60.0024001,,,,,,down,0,3.8537,,0.076851852,-0.005555556,1,0,0,0,39,39,60,1,jasje,images/br_jasje.png,images/cb_jasje.png,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,00102,2023-11-13_13h37.06.809,vbt_B2_day4,2022.2.4,Win32,60.0024001,,,,,,down,0,2.2468,,0.132407407,-0.060185185,1,0,0,0,40,40,110,1,zuster,images/br_zuster.png,images/cb_zuster.png,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,00102,2023-11-13_13h37.06.809,vbt_B2_day4,2022.2.4,Win32,60.0024001,,,,,,down,0,0.3925,,0.12962963,-0.052777778,1,0,0,0,41,41,56,1,traag,images/br_traag.png,images/cb_traag.png,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,00102,2023-11-13_13h37.06.809,vbt_B2_day4,2022.2.4,Win32,60.0024001,,,,,,down,0,2.7738,,0.199074074,-0.053703704,1,0,0,0,42,42,167,1,eenhoorn,images/br_eenhoorn.png,images/cb_eenhoorn.png,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,00102,2023-11-13_13h37.06.809,vbt_B2_day4,2022.2.4,Win32,60.0024001,,,,,,down,0,7.4591,,0.131481481,-0.053703704,1,0,0,0,43,43,162,1,uitdelen,images/br_uitdelen.png,images/cb_uitdelen.png,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,00102,2023-11-13_13h37.06.809,vbt_B2_day4,2022.2.4,Win32,60.0024001,,,,,,down,0,0.6119,,-0.035185185,-0.1,1,0,0,0,44,44,31,1,poes,images/br_poes.png,images/cb_poes.png,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,00102,2023-11-13_13h37.06.809,vbt_B2_day4,2022.2.4,Win32,60.0024001,,,,,,down,0,6.2781,,0.030555556,-0.127777778,1,0,0,0,45,45,108,1,excuus,images/br_excuus.png,images/cb_excuus.png,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,00102,2023-11-13_13h37.06.809,vbt_B2_day4,2022.2.4,Win32,60.0024001,,,,,,down,0,0.3871,,0.122222222,-0.116666667,1,0,0,0,46,46,93,1,waarop,images/br_waarop.png,images/cb_waarop.png,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,00102,2023-11-13_13h37.06.809,vbt_B2_day4,2022.2.4,Win32,60.0024001,,,,,,down,0,3.2171,,0.162962963,-0.066666667,1,0,0,0,47,47,175,1,heengaan,images/br_heengaan.png,images/cb_heengaan.png,0,,,,,,,,,,,,,,,,,,,,,,
