welcome_mouse.x,welcome_mouse.y,welcome_mouse.leftButton,welcome_mouse.midButton,welcome_mouse.rightButton,"ID",date,expName,psychopyVersion,OS,frameRate,participant,trainInstr_mouse.x,trainInstr_mouse.y,trainInstr_mouse.leftButton,trainInstr_mouse.midButton,trainInstr_mouse.rightButton,translation_key.keys,translation_key.corr,translation_key.rt,word_rsp.text,trWrd_mouse.x,trWrd_mouse.y,trWrd_mouse.leftButton,trWrd_mouse.midButton,trWrd_mouse.rightButton,train_loop.thisRepN,train_loop.thisTrialN,train_loop.thisN,train_loop.thisIndex,train_loop.ran,nlWrd,brWrd,cbWrd,test,testResp,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,testInstr_mouse.x,testInstr_mouse.y,testInstr_mouse.leftButton,testInstr_mouse.midButton,testInstr_mouse.rightButton,test_mouse.x,test_mouse.y,test_mouse.leftButton,test_mouse.midButton,test_mouse.rightButton,test_response.text,test_loop.thisRepN,test_loop.thisTrialN,test_loop.thisN,test_loop.thisIndex,test_loop.ran
-0.136111111,-0.230555556,1,0,0,,2023-09-08_16h57.41.947,vbt_B2_day4,2022.2.4,Win32,60.4924082,55756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2023-09-08_16h57.41.947,vbt_B2_day4,2022.2.4,Win32,60.4924082,55756,-0.136111111,-0.230555556,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2023-09-08_16h57.41.947,vbt_B2_day4,2022.2.4,Win32,60.4924082,55756,,,,,,down,0,11.6199,,-0.136111111,-0.230555556,1,0,0,0,0,0,123,1,hiervan,images/br_hiervan.png,images/cb_hiervan.png,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2023-09-08_16h57.41.947,vbt_B2_day4,2022.2.4,Win32,60.4924082,55756,,,,,,down,0,0.2156,,-0.136111111,-0.230555556,1,0,0,0,1,1,36,1,vuur,images/br_vuur.png,images/cb_vuur.png,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2023-09-08_16h57.41.947,vbt_B2_day4,2022.2.4,Win32,60.4924082,55756,,,,,,down,0,1.8326,,-0.136111111,-0.230555556,1,0,0,0,2,2,86,1,woning,images/br_woning.png,images/cb_woning.png,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2023-09-08_16h57.41.947,vbt_B2_day4,2022.2.4,Win32,60.4924082,55756,,,,,,down,0,1.5499,,-0.136111111,-0.230555556,1,0,0,0,3,3,142,1,snuiven,images/br_snuiven.png,images/cb_snuiven.png,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2023-09-08_16h57.41.947,vbt_B2_day4,2022.2.4,Win32,60.4924082,55756,,,,,,down,0,1.7571,,-0.136111111,-0.230555556,1,0,0,0,4,4,106,1,zingen,images/br_zingen.png,images/cb_zingen.png,1,zingen,,,,,,,,,,,,,,,,,,,,,
,,,,,,2023-09-08_16h57.41.947,vbt_B2_day4,2022.2.4,Win32,60.4924082,55756,,,,,,down,0,0.6337,,-0.136111111,-0.230555556,1,0,0,0,5,5,112,1,lukken,images/br_lukken.png,images/cb_lukken.png,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2023-09-08_16h57.41.947,vbt_B2_day4,2022.2.4,Win32,60.4924082,55756,,,,,,down,0,2.6494,,-0.136111111,-0.230555556,1,0,0,0,6,6,5,1,blad,images/br_blad.png,images/cb_blad.png,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2023-09-08_16h57.41.947,vbt_B2_day4,2022.2.4,Win32,60.4924082,55756,,,,,,down,0,1.9575,,-0.136111111,-0.230555556,1,0,0,0,7,7,138,1,akkoord,images/br_akkoord.png,images/cb_akkoord.png,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2023-09-08_16h57.41.947,vbt_B2_day4,2022.2.4,Win32,60.4924082,55756,,,,,,down,0,6.3665,,-0.136111111,-0.230555556,1,0,0,0,8,8,176,1,techniek,images/br_techniek.png,images/cb_techniek.png,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2023-09-08_16h57.41.947,vbt_B2_day4,2022.2.4,Win32,60.4924082,55756,,,,,,down,0,1.0832,,-0.136111111,-0.230555556,1,0,0,0,9,9,108,1,excuus,images/br_excuus.png,images/cb_excuus.png,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2023-09-08_16h57.41.947,vbt_B2_day4,2022.2.4,Win32,60.4924082,55756,,,,,,down,0,2.1518,,-0.136111111,-0.230555556,1,0,0,0,10,10,148,1,smullen,images/br_smullen.png,images/cb_smullen.png,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2023-09-08_16h57.41.947,vbt_B2_day4,2022.2.4,Win32,60.4924082,55756,,,,,,down,0,1.766,,-0.136111111,-0.230555556,1,0,0,0,11,11,143,1,hechten,images/br_hechten.png,images/cb_hechten.png,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2023-09-08_16h57.41.947,vbt_B2_day4,2022.2.4,Win32,60.4924082,55756,,,,,,down,0,58.522,,-0.136111111,-0.230555556,1,0,0,0,12,12,187,1,opkijken,images/br_opkijken.png,images/cb_opkijken.png,1,opkijken,,,,,,,,,,,,,,,,,,,,,
,,,,,,2023-09-08_16h57.41.947,vbt_B2_day4,2022.2.4,Win32,60.4924082,55756,,,,,,down,0,3.7151,,-0.136111111,-0.230555556,1,0,0,0,13,13,66,1,lever,images/br_lever.png,images/cb_lever.png,1,lever,,,,,,,,,,,,,,,,,,,,,
