nlLet,letter,readingTime,checkingTime
r,r,1.51629999999702,1.75009999999404
h,h,1.51710000000894,3.0655
z,z,1.51720000000298,1.86639999999106
y,y,1.51610000000894,15.2988999999911
x,x,1.51720000000297,1.9165
d,d,1.51690000000596,4.64889999999106
b,b,1.51700000000001,1.91660000000893
i,i,1.51619999998809,2.03360000000893
k,k,1.51579999999703,1.83490000000596
u,u,1.51569999998807,2.08290000000596
j,j,1.51709999999404,2.08280000001191
c,c,1.51689999999107,1.99970000000297
w,w,1.51609999999404,1.71720000000298
s,s,1.51600000000001,2.01640000000596
t,t,1.51739999999106,2.24900000000001
l,l,1.51720000000297,1.71600000000001
f,f,1.51740000000595,2.11570000000299
n,n,1.51729999999702,1.66579999999702
g,g,1.51709999999403,2.167
e,e,1.51600000000001,1.70010000000893
a,a,1.51609999999404,2.04960000000895
v,v,1.51729999999701,1.70009999999405
p,p,1.51579999999703,1.64990000000594
m,m,1.51750000000001,1.61540000000596
o,o,1.51779999999701,2.13220000000297
q,q,1.51729999999702,2.63289999999108
