nlWrd,test,testResp,score,word,readingTime,checkingTime,tested,writingTime,attempts
parel,0,,0,parel,6.51309999996424,1.43120000004768,0,NaN,
woning,0,,0,woning,10.9155,1.69420000004769,0,NaN,
goedkoop,0,,0,goedkoop,8.65240000003575,1.24269999998809,0,NaN,
ziek,0,,0,ziek,3.99869999998809,1.11039999997615,0,NaN,
aanraden,0,,0,aanraden,5.34389999997616,1.24869999998808,0,NaN,
vorm,0,,0,vorm,8.03230000001192,1.22039999997617,0,NaN,
geduld,1,geduld,1,geduld,NaN,7.56109999996423,1,8.04819999998809,
bever,0,,0,bever,22.7163999999761,3.34219999998808,0,NaN,
waarvan,0,,0,waarvan,7.29379999995231,1.03740000003577,0,NaN,
strekken,0,,0,strekken,7.81269999998807,4.5635,0,NaN,
slak,0,,0,slak,5.26650000000001,1.52219999998806,0,NaN,
steel,0,,0,steel,3.60009999996424,1.22560000002386,0,NaN,
techniek,0,,0,techniek,14.3515999999642,0.808400000035761,0,NaN,
muziek,0,,0,muziek,4.70100000000002,0.955999999999989,0,NaN,
feestdag,0,,0,feestdag,5.81210000002386,1.01399999999998,0,NaN,
stoom,0,,0,stoom,4.26360000002384,0.628599999964223,0,NaN,
zweven,0,,0,zweven,9.7165,0.993899999976151,0,NaN,
mand,0,,0,mand,5.41439999997615,0.878600000023823,0,NaN,
blik,0,,0,blik,8.22980000001195,0.962100000023838,0,NaN,
opkomen,0,,0,opkomen,16.7165,0.893600000023866,0,NaN,
joggen,1,joggen,1,joggen,NaN,7.56209999996423,1,8.19919999998808,
bisschop,0,,0,bisschop,11.0641999999881,1.01100000000002,0,NaN,
waarop,0,,0,waarop,30.6188000000119,1.06169999998809,0,NaN,
praat,0,,0,praat,4.5175999999642,0.789800000011951,0,NaN,
geit,0,,0,geit,4.39939999997614,0.871399999976177,0,NaN,
volop,0,,0,volop,5.19940000003578,0.928699999988055,0,NaN,
knielen,1,knielen,1,knielen,NaN,2.27760000002382,1,8.8836999999881,
excuus,0,,0,excuus,16.7486000000239,1.14400000000001,0,NaN,
heengaan,0,,0,heengaan,9.01369999998803,2.06239999997615,0,NaN,
gerucht,0,,0,gerucht,19.3816000000239,1.9785,0,NaN,
afval,0,,0,afval,9.46590000003579,0.710999999999956,0,NaN,
koffie,0,,0,koffie,15.6143000000119,0.757300000011924,0,NaN,
vervoer,0,,0,vervoer,12.1156999999881,1.54270000004766,0,NaN,
site,1,site,1,site,NaN,1.1453000000119,1,6.48280000001193,
seizoen,0,,0,seizoen,5.49780000001192,1.25909999996423,0,NaN,
stal,0,,0,stal,3.16759999996424,0.893900000035728,0,NaN,
openbaar,1,openbaar,1,openbaar,NaN,1.1261999999881,1,17.6983000000119,
uitdelen,0,,0,uitdelen,13.9521999999881,4.9738999999762,0,NaN,
traag,0,,0,traag,4.74699999999996,0.59699999999998,0,NaN,
huisdier,0,,0,huisdier,9.6925,0.998500000000035,0,NaN,
wagon,0,,0,wagon,10,0.608000000000061,0,NaN,
beseffen,0,,0,beseffen,8.26530000001185,0.825799999952324,0,NaN,
afnemen,0,,0,afnemen,4.58130000001188,0.84230000001196,0,NaN,
kabel,0,,0,kabel,13.349,5.11370000004763,0,NaN,
ticket,0,,0,ticket,7.05090000003577,1.49329999995234,0,NaN,
weeshuis,0,,0,weeshuis,10.578699999988,0.780699999988087,0,NaN,
aandelen,0,,0,aandelen,17.9323999999762,1.27690000003577,0,NaN,
tekst,0,,0,tekst,10.4278999999761,0.796100000023785,0,NaN,
koppen,0,,0,koppen,24.4626000000238,6.39269999998805,0,NaN,
maling,0,,0,maling,10.3644000000357,0.929099999964251,0,NaN,
prikken,0,,0,prikken,8.77959999996426,0.774700000047687,0,NaN,
geheim,0,,0,geheim,12.0663999999762,9.67740000003573,0,NaN,
vlek,0,,0,vlek,5.18119999998805,0.575800000012009,0,NaN,
moes,0,,0,moes,21.8483000000119,4.22709999996425,0,NaN,
groen,1,groen,1,groen,NaN,1.23180000001184,1,6.78110000002391,
schuilen,0,,0,schuilen,33.481300000012,0.508099999964202,0,NaN,
maken,0,,0,maken,7.46550000000002,0.658500000000004,0,NaN,
akkoord,0,,0,akkoord,4.5646000000238,0.742799999952354,0,NaN,
laken,0,,0,laken,4.04620000004763,1.98769999998808,0,NaN,
vreten,0,,0,vreten,6.03060000002381,0.727799999952367,0,NaN,
uitlaat,0,,0,uitlaat,41.3254999999999,20.2363999999762,0,NaN,
poes,0,,0,poes,48.8141000000239,0.646899999976085,0,NaN,
trekker,0,,0,trekker,11.0975,0.945799999952328,0,NaN,
mist,1,mist,1,mist,NaN,1.06239999997615,1,4.81019999998807,
doodmoe,0,,0,doodmoe,5.26949999999999,0.840100000023881,0,NaN,
gezond,0,,0,gezond,8.84719999998811,0.728900000035765,0,NaN,
woestijn,0,,0,woestijn,8.46500000000003,1.74149999999997,0,NaN,
opheffen,0,,0,opheffen,7.93060000002379,0.744000000000028,0,NaN,
geld,0,,0,geld,4.34909999996421,0.538400000035836,0,NaN,
kleren,0,,0,kleren,4.18049999999994,0.692899999976134,0,NaN,
middelen,0,,0,middelen,9.21159999996428,0.597200000047678,0,NaN,
verhaal,0,,0,verhaal,18.4668000000119,0.538399999976036,0,NaN,
ijdel,0,,0,ijdel,14.0491000000238,0.977099999964366,0,NaN,
klimmen,0,,0,klimmen,18.0949000000358,0.647699999988163,0,NaN,
aarzelen,0,,0,aarzelen,7.78059999996412,0.577300000011974,0,NaN,
schaamte,0,,0,schaamte,8.73160000002395,1.01079999995227,0,NaN,
palm,0,,0,palm,7.79330000001187,0.548399999976255,0,NaN,
toegeven,1,toegeven,1,toegeven,NaN,0.674700000047551,1,12.3175999999644,
spanning,0,,0,spanning,6.21439999997619,0.892999999999802,0,NaN,
leek,0,,0,leek,3.46489999997607,0.660600000023805,0,NaN,
gegeven,0,,0,gegeven,3.31549999999993,0.505499999999984,0,NaN,
eetlust,0,,0,eetlust,3.59780000001183,0.771699999988186,0,NaN,
loyaal,0,,0,loyaal,5.64450000000011,0.823699999988094,0,NaN,
voorraad,0,,0,voorraad,4.93049999999994,0.805300000012039,0,NaN,
flirt,1,flirt,1,flirt,NaN,0.981699999988223,1,10.4638000000118,
hier,0,,0,hier,14.8486000000239,0.876999999999953,0,NaN,
stiekem,0,,0,stiekem,5.72919999998794,0.493100000024015,0,NaN,
graaf,0,,0,graaf,4.86519999998791,0.844099999964328,0,NaN,
schatten,0,,0,schatten,6.69830000001184,0.542600000023867,0,NaN,
liefje,0,,0,liefje,4.06619999998816,3.02449999999999,0,NaN,
schep,0,,0,schep,4.94760000002384,1.00900000000001,0,NaN,
totaal,0,,0,totaal,9.03409999996416,3.37810000002378,0,NaN,
boeien,0,,0,boeien,9.71230000001196,24.5143999999761,0,NaN,
kasteel,0,,0,kasteel,25.7431999999881,1.12940000003573,0,NaN,
vullen,0,,0,vullen,5.98060000002374,0.476800000011963,0,NaN,
lever,0,,0,lever,4.81489999997598,0.559699999988197,0,NaN,
soda,0,,0,soda,6.1102999999523,1.38000000000011,0,NaN,
zaal,0,,0,zaal,4.51310000002377,0.708099999964361,0,NaN,
apparaat,0,,0,apparaat,42.6834999999999,0.62700000000018,0,NaN,
knaap,1,knaap,1,knaap,NaN,1.23320000004765,1,6.41019999998821,
uien,0,,0,uien,7.21139999997604,1.89499999999998,0,NaN,
jasje,1,jasje,1,jasje,NaN,0.611400000035701,1,9.08509999996431,
maaltijd,0,,0,maaltijd,6.50490000003583,1.41119999998796,0,NaN,
knie,0,,0,knie,3.62699999999995,0.544499999999971,0,NaN,
bleek,0,,0,bleek,4.35080000001199,0.859399999976176,0,NaN,
snoep,0,,0,snoep,5.96000000000004,0.578500000000076,0,NaN,
staren,1,staren,1,staren,NaN,7.5775000000001,1,10.6477999999522,
nakijken,0,,0,nakijken,22.7301000000239,0.979299999952445,0,NaN,
wegen,0,,0,wegen,8.0159000000358,0.693499999999858,0,NaN,
bijkomen,1,bijkomen,1,bijkomen,NaN,1.31340000003593,1,10.1293999999762,
attentie,0,,0,attentie,7.77650000000017,0.796799999952327,0,NaN,
oprotten,0,,0,oprotten,11.5803000000119,0.646099999964235,0,NaN,
driemaal,0,,0,driemaal,10.8986000000236,0.647800000012012,0,NaN,
grappen,0,,0,grappen,9.36299999999983,0.656799999952455,0,NaN,
baas,0,,0,baas,2.91670000004751,0.559199999988095,0,NaN,
mode,0,,0,mode,5.22950000000014,0.510299999952167,0,NaN,
keihard,0,,0,keihard,15.846,1.14380000001188,0,NaN,
innemen,0,,0,innemen,5.35419999998817,2.15840000003573,0,NaN,
besmet,0,,0,besmet,9.02709999996432,0.909999999999854,0,NaN,
zwart,0,,0,zwart,5.58360000002381,0.692899999976134,0,NaN,
getuigen,1,getuigen,1,getuigen,NaN,1.0301999999881,1,8.81480000001193,
