subject,script,column1,column2,stimuli,session,correlation,p_value,degrees_of_freedom
sub-00047,cb,score,length,all,4,0.35355339059327373,0.1262116099538717,18
sub-00047,cb,score,frequency,all,4,0.05971763128251718,0.8025162628525659,18
sub-00047,cb,score,old20,all,4,0.25294006903731076,0.2819428118853671,18
sub-00047,cb,writingTime,length,all,4,-0.13424971883396591,0.572557166982639,18
sub-00047,cb,writingTime,frequency,all,4,0.048238471809637966,0.8399517222003035,18
sub-00047,cb,writingTime,old20,all,4,-0.22811413006685005,0.33339157352948856,18
sub-00048,cb,score,length,all,2,3.5665786850516695e-19,1.0,18
sub-00048,cb,score,frequency,all,2,0.15935391303037572,0.5021736104537724,18
sub-00048,cb,score,old20,all,2,0.01980372749152622,0.9339549282898456,18
sub-00048,cb,writingTime,length,all,2,0.3684699703898812,0.10991353603917135,18
sub-00048,cb,writingTime,frequency,all,2,-0.14538565357287137,0.5408136516452009,18
sub-00048,cb,writingTime,old20,all,2,0.41349497966604515,0.06994967534309446,18
sub-00048,cb,score,length,all,3,-0.35355339059327373,0.1262116099538717,18
sub-00048,cb,score,frequency,all,3,-0.45857324718743825,0.041991350489148316,18
sub-00048,cb,score,old20,all,3,-0.05703540971248542,0.8112295094473789,18
sub-00048,cb,writingTime,length,all,3,0.2165865969252143,0.35904293073368154,18
sub-00048,cb,writingTime,frequency,all,3,0.8261396316394541,7.197986375242378e-06,18
sub-00048,cb,writingTime,old20,all,3,0.1995919655638103,0.39885633220020583,18
sub-00048,cb,score,length,all,4,0.35355339059327373,0.1262116099538717,18
sub-00048,cb,score,frequency,all,4,0.09823390683769477,0.6803195064736357,18
sub-00048,cb,score,old20,all,4,0.591766504799977,0.005985925237387496,18
sub-00048,cb,writingTime,length,all,4,-0.12042124813485325,0.6130597158603004,18
sub-00048,cb,writingTime,frequency,all,4,-0.15375882027812332,0.51748913053663,18
sub-00048,cb,writingTime,old20,all,4,-0.09602551655918196,0.6871537245458528,18
sub-00049,cb,score,length,all,2,-0.1178511301977579,0.6207127332746671,18
sub-00049,cb,score,frequency,all,2,0.20608377869734085,0.38337035989002266,18
sub-00049,cb,score,old20,all,2,-0.20141904262895588,0.39446353597680317,18
sub-00049,cb,writingTime,length,all,2,0.6889394035745876,0.0007809791619310194,18
sub-00049,cb,writingTime,frequency,all,2,-0.1807352128951022,0.445737174402715,18
sub-00049,cb,writingTime,old20,all,2,0.7698816041772435,7.194454594206377e-05,18
sub-00049,cb,score,length,all,3,-0.23570226039551584,0.31711321812807236,18
sub-00049,cb,score,frequency,all,3,0.07550639681474046,0.7517109838181616,18
sub-00049,cb,score,old20,all,3,-0.038023606474990194,0.8735472439371521,18
sub-00049,cb,writingTime,length,all,3,0.4394447989165389,0.052542215973294705,18
sub-00049,cb,writingTime,frequency,all,3,-0.19886417925003924,0.40061359357468385,18
sub-00049,cb,writingTime,old20,all,3,0.31591177289358774,0.1748180062008045,18
sub-00049,cb,score,length,all,4,-0.32444284226152514,0.16282885489702595,18
sub-00049,cb,score,frequency,all,4,0.08174505629149668,0.731891911705975,18
sub-00049,cb,score,old20,all,4,-0.17668358267084922,0.456170037149012,18
sub-00049,cb,writingTime,length,all,4,0.1848312763232392,0.43531757492153567,18
sub-00049,cb,writingTime,frequency,all,4,0.08610701854768937,0.7181304061510528,18
sub-00049,cb,writingTime,old20,all,4,0.22400867305263022,0.3424001796249987,18
sub-00050,br,score,length,all,2,,,18
sub-00050,br,score,frequency,all,2,,,18
sub-00050,br,score,old20,all,2,,,18
sub-00050,br,writingTime,length,all,2,0.8019797107237734,2.1128686327294054e-05,18
sub-00050,br,writingTime,frequency,all,2,-0.27589988302918883,0.239019356077341,18
sub-00050,br,writingTime,old20,all,2,0.7476721989023385,0.00015085726463666242,18
sub-00050,br,score,length,all,3,,,18
sub-00050,br,score,frequency,all,3,,,18
sub-00050,br,score,old20,all,3,,,18
sub-00050,br,writingTime,length,all,3,0.23373180071570065,0.3212937425867053,18
sub-00050,br,writingTime,frequency,all,3,-0.16027469950483517,0.4996743227093979,18
sub-00050,br,writingTime,old20,all,3,0.5023553535715748,0.023992175153875903,18
sub-00050,br,score,length,all,4,,,18
sub-00050,br,score,frequency,all,4,,,18
sub-00050,br,score,old20,all,4,,,18
sub-00050,br,writingTime,length,all,4,0.10067394708053597,0.6727962338166786,18
sub-00050,br,writingTime,frequency,all,4,-0.09787428235666702,0.6814308045682617,18
sub-00050,br,writingTime,old20,all,4,0.4025019393189161,0.0785031163156724,18
sub-00051,cb,score,length,all,2,,,18
