subject,script,column1,column2,stimuli,session,correlation,p_value,degrees_of_freedom
sub-00026,br,readingTime,frequency,all,2,-0.0160076184145964,0.8315761339612803,177
sub-00026,br,readingTime,old20,all,2,0.21466588669756193,0.003906304920144291,177
sub-00026,br,readingTime,length,all,3,0.08149009027837527,0.2781743610506789,177
sub-00026,br,readingTime,frequency,all,3,-0.052069881927214366,0.48878865113108544,177
sub-00026,br,readingTime,old20,all,3,0.06404735268685946,0.39434348095563304,177
sub-00026,br,readingTime,length,all,4,0.07637649011573276,0.3123035051241025,175
sub-00026,br,readingTime,frequency,all,4,-0.0350055939225071,0.6436788999740903,175
sub-00026,br,readingTime,old20,all,4,-0.047365119435573276,0.5312895698828333,175
sub-00029,br,readingTime,length,all,2,-0.03754282331501407,0.6198162005322093,175
sub-00029,br,readingTime,frequency,all,2,-0.007469257663931314,0.921400833827357,175
sub-00029,br,readingTime,old20,all,2,-0.025400184266884666,0.7371820685132632,175
sub-00029,br,readingTime,length,all,3,0.05393703269659905,0.47331550326183075,177
sub-00029,br,readingTime,frequency,all,3,-0.04644505310787663,0.5369891129311607,177
sub-00029,br,readingTime,old20,all,3,-0.004682467446486545,0.9503967200042381,177
sub-00029,br,readingTime,length,all,4,-0.08129240847266589,0.2779879157501471,178
sub-00029,br,readingTime,frequency,all,4,-0.008809090270283714,0.9065706197819461,178
sub-00029,br,readingTime,old20,all,4,0.041233337035226754,0.5826053808346453,178
sub-00033,br,readingTime,length,all,2,0.4387893352141399,7.214872717270212e-10,178
sub-00033,br,readingTime,frequency,all,2,-0.0729583333154672,0.33039563998290256,178
sub-00033,br,readingTime,old20,all,2,0.28589653533842224,0.00010003683129167035,178
sub-00033,br,readingTime,length,all,3,0.3619228152875676,5.970806579410091e-07,178
sub-00033,br,readingTime,frequency,all,3,-0.06655672160940596,0.37469354826367407,178
sub-00033,br,readingTime,old20,all,3,0.3152785181799883,1.6259343921959384e-05,178
sub-00033,br,readingTime,length,all,4,0.36705115063322186,4.3280425088592904e-07,177
sub-00033,br,readingTime,frequency,all,4,-0.0767151053625617,0.30740010255054107,177
sub-00033,br,readingTime,old20,all,4,0.4036397062178548,2.11011977663146e-08,177
sub-00035,cb,readingTime,length,all,2,0.17400479417424847,0.01983177004063721,177
sub-00035,cb,readingTime,frequency,all,2,-0.024303271957910943,0.7467517724195658,177
sub-00035,cb,readingTime,old20,all,2,0.11481555615833519,0.12590999815663195,177
sub-00035,cb,readingTime,length,all,3,0.04379381574686618,0.5605021130071297,177
sub-00035,cb,readingTime,frequency,all,3,0.2921682272490885,7.232619858216384e-05,177
sub-00035,cb,readingTime,old20,all,3,0.0946812496096431,0.20741393680484524,177
sub-00035,cb,readingTime,length,all,4,0.03203577190035463,0.6703148201000777,177
sub-00035,cb,readingTime,frequency,all,4,-0.09414957515190418,0.20998842912474575,177
sub-00035,cb,readingTime,old20,all,4,0.03171734811897921,0.6734028801339382,177
sub-00036,cb,readingTime,length,all,2,-0.020834976217852637,0.7819105246066522,177
sub-00036,cb,readingTime,frequency,all,2,-0.018758787310949633,0.8031758178868372,177
sub-00036,cb,readingTime,old20,all,2,0.06567146911406002,0.38243842253772187,177
sub-00036,cb,readingTime,length,all,3,-0.11520779784098385,0.12355085487393887,178
sub-00036,cb,readingTime,frequency,all,3,0.004793689368407925,0.9490766079630083,178
sub-00036,cb,readingTime,old20,all,3,-0.10595132413620258,0.15690124250970292,178
sub-00036,cb,readingTime,length,all,4,0.05807304954876853,0.44131019853320796,176
sub-00036,cb,readingTime,frequency,all,4,-0.03801975726269621,0.6143630128231614,176
sub-00036,cb,readingTime,old20,all,4,-0.005821030378298899,0.9385314775480872,176
sub-00045,br,readingTime,length,all,2,0.1091357027899573,0.14473912202196895,178
sub-00045,br,readingTime,frequency,all,2,-0.03455094633278224,0.6451877387674921,178
sub-00045,br,readingTime,old20,all,2,0.10771708155800584,0.15006573277067287,178
sub-00045,br,readingTime,length,all,3,0.18234964440677043,0.01456172421157809,177
sub-00045,br,readingTime,frequency,all,3,-0.0887895053122701,0.23723100894422156,177
sub-00045,br,readingTime,old20,all,3,0.20669168148236342,0.005502985886974557,177
sub-00045,br,readingTime,length,all,4,0.050724432449728116,0.498892067452828,178
sub-00045,br,readingTime,frequency,all,4,-0.08487834323578658,0.257266894151473,178
sub-00045,br,readingTime,old20,all,4,0.08964079968463061,0.2314275272332852,178
sub-00046,br,readingTime,length,all,2,0.21175266830182482,0.004906300538877328,173
sub-00046,br,readingTime,frequency,all,2,0.16182045973837317,0.03239814368884807,173
sub-00046,br,readingTime,old20,all,2,0.3135484197304045,2.3875604398717568e-05,173
sub-00046,br,readingTime,length,all,3,0.18809096350334997,0.015548762234423835,163
sub-00046,br,readingTime,frequency,all,3,-0.0946026924420749,0.22679039370338494,163
sub-00046,br,readingTime,old20,all,3,0.20671417558016866,0.007723108214764055,163
sub-00046,br,readingTime,length,all,4,0.03843639616020005,0.6427869968338048,146
sub-00046,br,readingTime,frequency,all,4,-0.061935349350057324,0.4545773713079638,146
sub-00046,br,readingTime,old20,all,4,0.0703828592508836,0.3953032935532587,146
sub-00047,cb,readingTime,length,all,2,0.3242286772261582,1.0698993374785792e-05,175
sub-00047,cb,readingTime,frequency,all,2,-0.06587868058233241,0.3836472353263325,175
sub-00047,cb,readingTime,old20,all,2,0.2352447555558971,0.0016220825084195623,175
sub-00047,cb,readingTime,length,all,3,0.2221411884069241,0.0027255038487137,178
sub-00047,cb,readingTime,frequency,all,3,-0.03695456839079642,0.6223576135118128,178
sub-00047,cb,readingTime,old20,all,3,0.1468766124332754,0.049124229536173826,178
sub-00047,cb,readingTime,length,all,4,0.19516849975369174,0.009036184197802381,176
sub-00047,cb,readingTime,frequency,all,4,0.024493916444158256,0.7455322826312204,176
sub-00047,cb,readingTime,old20,all,4,0.10163399661842058,0.17704432389116784,176
sub-00048,cb,readingTime,length,all,2,0.23771510754034716,0.001799768538471832,168
sub-00048,cb,readingTime,frequency,all,2,-0.02654317924195122,0.7311562216102865,168
sub-00048,cb,readingTime,old20,all,2,0.23884004657998661,0.0017089577732755752,168
sub-00048,cb,readingTime,length,all,3,-0.02383296171700281,0.7514906757390185,177
sub-00048,cb,readingTime,frequency,all,3,0.01737200787399087,0.8174618305918866,177
sub-00048,cb,readingTime,old20,all,3,-0.07448662724348218,0.32170568267455696,177
sub-00048,cb,readingTime,length,all,4,0.1202962715520027,0.11176286229150097,174
sub-00048,cb,readingTime,frequency,all,4,-0.047025442430622504,0.5354154082472937,174
sub-00048,cb,readingTime,old20,all,4,0.06323405908695363,0.40442087456421505,174
sub-00049,cb,readingTime,length,all,2,0.3417039294831642,2.6714589972169395e-06,178
sub-00049,cb,readingTime,frequency,all,2,0.016697564558758708,0.8239432375580611,178
sub-00049,cb,readingTime,old20,all,2,0.19607909194870782,0.008339460751482564,178
sub-00049,cb,readingTime,length,all,3,0.2538274950042041,0.0005855680123645238,178
sub-00049,cb,readingTime,frequency,all,3,-0.02095392252237601,0.7800924969569766,178
sub-00049,cb,readingTime,old20,all,3,0.20119205645144964,0.006764531645406639,178
sub-00049,cb,readingTime,length,all,4,0.08043660419468442,0.28309513700411687,178
sub-00049,cb,readingTime,frequency,all,4,-0.028770816792849725,0.7014297025923474,178
sub-00049,cb,readingTime,old20,all,4,0.08412218412178801,0.26154535613493385,178
sub-00050,br,readingTime,length,all,2,0.43388759354261036,1.1670125105096457e-09,178
sub-00050,br,readingTime,frequency,all,2,0.07424272111281992,0.3219302816857907,178
sub-00050,br,readingTime,old20,all,2,0.45682245430388346,1.1499203159480283e-10,178
sub-00050,br,readingTime,length,all,3,0.5246963445491053,4.016308708328936e-14,178
sub-00050,br,readingTime,frequency,all,3,-0.0745079354128987,0.32019990559420747,178
sub-00050,br,readingTime,old20,all,3,0.5532902838904559,7.972654019743975e-16,178
sub-00050,br,readingTime,length,all,4,0.3928286574041243,4.910929521181657e-08,178
sub-00050,br,readingTime,frequency,all,4,-0.08110152954408875,0.2791216078424156,178
sub-00050,br,readingTime,old20,all,4,0.3206849733842305,1.1390246726476842e-05,178
sub-00051,cb,readingTime,length,all,2,0.21001958169884258,0.004659058676809081,178
sub-00051,cb,readingTime,frequency,all,2,0.0004469960926538646,0.9952483845788848,178
sub-00051,cb,readingTime,old20,all,2,0.24092729900003657,0.0011220562949594988,178
sub-00051,cb,readingTime,length,all,3,0.19257597610091462,0.009598514694281413,178
sub-00051,cb,readingTime,frequency,all,3,0.03995227253660016,0.5943836336044581,178
sub-00051,cb,readingTime,old20,all,3,0.1336390115182723,0.07369609725497425,178
sub-00051,cb,readingTime,length,all,4,0.11204797859928214,0.13535765519695891,177
sub-00051,cb,readingTime,frequency,all,4,-0.04233531133316924,0.5736445665510076,177
sub-00051,cb,readingTime,old20,all,4,0.11897859465565885,0.11266831676943047,177
sub-00053,cb,readingTime,length,all,2,0.3519893942863354,1.2628868704746928e-06,178
sub-00053,cb,readingTime,frequency,all,2,-0.07283133967531476,0.33124034235744354,178
sub-00053,cb,readingTime,old20,all,2,0.4426924818101452,4.892541665734473e-10,178
sub-00053,cb,readingTime,length,all,3,0.25487995502311905,0.0005544765993347098,178
sub-00053,cb,readingTime,frequency,all,3,-0.03339854965191831,0.6562539493332813,178
sub-00053,cb,readingTime,old20,all,3,0.319020039188781,1.2718958072178218e-05,178
sub-00053,cb,readingTime,length,all,4,0.10564513681487883,0.15810998049302435,178
sub-00053,cb,readingTime,frequency,all,4,-0.03076877404620138,0.681785688188362,178
sub-00053,cb,readingTime,old20,all,4,0.1550918423331932,0.03762884499075741,178
sub-00054,cb,readingTime,length,all,2,0.3965937062809955,3.557913023758629e-08,178
sub-00054,cb,readingTime,frequency,all,2,-0.10408158208401533,0.164391666919758,178
sub-00054,cb,readingTime,old20,all,2,0.4239124840007099,3.0334306990248196e-09,178
sub-00054,cb,readingTime,length,all,3,0.2940573640302501,6.158465019247389e-05,178
sub-00054,cb,readingTime,frequency,all,3,-0.040061530568813404,0.5933749042068804,178
sub-00054,cb,readingTime,old20,all,3,0.3013710103211055,3.937080459915711e-05,178
sub-00054,cb,readingTime,length,all,4,0.3706423364317433,3.0287869877294585e-07,178
sub-00054,cb,readingTime,frequency,all,4,-0.11439689033210274,0.1262329213348656,178
sub-00054,cb,readingTime,old20,all,4,0.4345564305167542,1.09338781871915e-09,178
sub-00055,cb,readingTime,length,all,2,0.20641205841396265,0.0057043126069274705,176
sub-00055,cb,readingTime,frequency,all,2,-0.01777034809256342,0.8138716881650202,176
sub-00055,cb,readingTime,old20,all,2,0.19421583321389885,0.009385323168493213,176
sub-00055,cb,readingTime,length,all,3,0.10187899057071499,0.18100302305680258,172
sub-00055,cb,readingTime,frequency,all,3,-0.09124088589603759,0.23116069345446177,172
sub-00055,cb,readingTime,old20,all,3,0.20408941656391735,0.006908739964980028,172
sub-00055,cb,readingTime,length,all,4,0.22821638700539998,0.0020611306056881364,178
sub-00055,cb,readingTime,frequency,all,4,-0.05726533864942335,0.4451238272683134,178
sub-00055,cb,readingTime,old20,all,4,0.1331263925456552,0.07481884646527732,178
sub-00056,cb,readingTime,length,all,2,0.4116665238897386,9.399644676239937e-09,178
sub-00056,cb,readingTime,frequency,all,2,-0.03461540565405688,0.6445710159894217,178
sub-00056,cb,readingTime,old20,all,2,0.3783278301106832,1.6374905667135536e-07,178
sub-00056,cb,readingTime,length,all,3,0.27346326543801214,0.00020369556602881455,178
sub-00056,cb,readingTime,frequency,all,3,-0.06317384382337848,0.39950632771269207,178
sub-00056,cb,readingTime,old20,all,3,0.20672846970052128,0.005363129188568262,178
sub-00056,cb,readingTime,length,all,4,0.2651028977122121,0.00032250680755436807,178
sub-00056,cb,readingTime,frequency,all,4,-0.08643469180716352,0.24861304875107096,178
sub-00056,cb,readingTime,old20,all,4,0.21839445509092806,0.0032264798547035085,178
sub-00058,br,readingTime,length,all,2,0.31334665057293604,1.843375767320225e-05,178
sub-00058,br,readingTime,frequency,all,2,-0.1040353990869545,0.1645800037904487,178
sub-00058,br,readingTime,old20,all,2,0.3149949953544618,1.656253291279847e-05,178
sub-00058,br,readingTime,length,all,3,0.2980951664012467,4.8177950446029744e-05,178
sub-00058,br,readingTime,frequency,all,3,-0.08599924602338177,0.251013680331472,178
sub-00058,br,readingTime,old20,all,3,0.3812082235979966,1.295065117393134e-07,178
sub-00058,br,readingTime,length,all,4,0.3356801999670793,4.092617339506241e-06,178
sub-00058,br,readingTime,frequency,all,4,-0.004450105049018471,0.9527221041218858,178
sub-00058,br,readingTime,old20,all,4,0.4253147035435429,2.6572220567408754e-09,178
sub-00059,br,readingTime,length,all,2,0.5123756751826501,1.946732120042584e-13,178
sub-00059,br,readingTime,frequency,all,2,0.017471237427311156,0.8159275808404594,178
sub-00059,br,readingTime,old20,all,2,0.4911076396327844,2.568405747763833e-12,178
sub-00059,br,readingTime,length,all,3,0.36533309849275164,4.589678959601652e-07,178
sub-00059,br,readingTime,frequency,all,3,0.0005800502821971137,0.9938340292830005,178
sub-00059,br,readingTime,old20,all,3,0.4089639060474694,1.1991791137113571e-08,178
sub-00059,br,readingTime,length,all,4,0.1239465063065193,0.09737190901342672,178
sub-00059,br,readingTime,frequency,all,4,-0.04091963547442305,0.5854795866337597,178
sub-00059,br,readingTime,old20,all,4,0.16283036921957694,0.028964024585758533,178
sub-00060,br,readingTime,length,all,2,0.18909942947193165,0.011239317391607107,177
sub-00060,br,readingTime,frequency,all,2,0.38068631350308235,1.4654595689782736e-07,177
sub-00060,br,readingTime,old20,all,2,0.1491103317155638,0.04635623247233139,177
sub-00060,br,readingTime,length,all,3,0.18556821758450373,0.012630733798645129,178
sub-00060,br,readingTime,frequency,all,3,-0.04095406723066898,0.5851637961913068,178
sub-00060,br,readingTime,old20,all,3,0.11755920198833858,0.11602270825587523,178
sub-00060,br,readingTime,length,all,4,0.09203314750747627,0.21916119255817926,178
sub-00060,br,readingTime,frequency,all,4,-0.03097002119128975,0.6798185550470935,178
sub-00060,br,readingTime,old20,all,4,0.035692361807389605,0.6343032376112119,178
sub-00062,br,readingTime,length,all,2,0.016955865879155704,0.8212650312007641,178
sub-00062,br,readingTime,frequency,all,2,-0.0396497684986098,0.597180561389985,178
sub-00062,br,readingTime,old20,all,2,-0.07608684747856441,0.3100234302740387,178
sub-00062,br,readingTime,length,all,3,0.014846875722605287,0.8431898670264609,178
sub-00062,br,readingTime,frequency,all,3,-0.020321608148135852,0.7865667673924309,178
sub-00062,br,readingTime,old20,all,3,0.01916045366359739,0.7984937163274198,178
sub-00062,br,readingTime,length,all,4,-0.12487587045640482,0.09486832189543383,178
sub-00062,br,readingTime,frequency,all,4,-0.02869846908554802,0.7021448508244184,178
sub-00062,br,readingTime,old20,all,4,-0.08723774846314479,0.24422762426667854,178
sub-00063,br,readingTime,length,all,2,0.49101637988041663,2.5960084714137797e-12,178
sub-00063,br,readingTime,frequency,all,2,-0.08706828761459323,0.24514852236948642,178
sub-00063,br,readingTime,old20,all,2,0.43358384819337115,1.2020095989621923e-09,178
sub-00063,br,readingTime,length,all,3,0.48095319470974884,8.277418462643534e-12,178
sub-00063,br,readingTime,frequency,all,3,-0.12425446048829152,0.09653658338845006,178
sub-00063,br,readingTime,old20,all,3,0.4458175888102689,3.5720600305895647e-10,178
sub-00063,br,readingTime,length,all,4,0.4449726534040907,3.8903820474002876e-10,178
sub-00063,br,readingTime,frequency,all,4,-0.1035187117115937,0.16669808059821933,178
sub-00063,br,readingTime,old20,all,4,0.42642040576445533,2.3927442381878963e-09,178
sub-00065,br,readingTime,length,all,2,0.2866028837651709,9.597909379397744e-05,178
sub-00065,br,readingTime,frequency,all,2,-0.07119240306460384,0.3422658551817762,178
sub-00065,br,readingTime,old20,all,2,0.27137043947533795,0.00022884499496326016,178
sub-00065,br,readingTime,length,all,3,0.4435210073606983,4.5024601181688214e-10,178
sub-00065,br,readingTime,frequency,all,3,-0.04747924304034227,0.5267857840979515,178
sub-00065,br,readingTime,old20,all,3,0.4228954666614752,3.337940295399059e-09,178
sub-00065,br,readingTime,length,all,4,0.42936836525113375,1.8059171648205177e-09,178
sub-00065,br,readingTime,frequency,all,4,-0.0978105124950968,0.19146485681043568,178
sub-00065,br,readingTime,old20,all,4,0.3491422569978479,1.5580860272158475e-06,178
sub-00066,cb,readingTime,length,all,2,0.3318141214928195,5.356282201744274e-06,178
sub-00066,cb,readingTime,frequency,all,2,0.046301485102379816,0.5371008244342024,178
sub-00066,cb,readingTime,old20,all,2,0.35450918116804797,1.0468392829203418e-06,178
sub-00066,cb,readingTime,length,all,3,0.22288396275345998,0.0027094760093411712,177
sub-00066,cb,readingTime,frequency,all,3,-0.07505197117319322,0.3180363369498029,177
sub-00066,cb,readingTime,old20,all,3,0.23811381001893892,0.0013286377457031686,177
sub-00066,cb,readingTime,length,all,4,0.1870316620117946,0.011935816939872427,178
sub-00066,cb,readingTime,frequency,all,4,0.06732798343521203,0.36917161045286717,178
sub-00066,cb,readingTime,old20,all,4,0.17110063091507996,0.0216458830727263,178
sub-00067,cb,readingTime,length,all,2,0.2182586276228122,0.0035179070571232725,175
sub-00067,cb,readingTime,frequency,all,2,-0.0208272116160979,0.7831974230471977,175
sub-00067,cb,readingTime,old20,all,2,0.17491576184695043,0.019880470852476618,175
sub-00067,cb,readingTime,length,all,3,0.10302443486869226,0.1687432403353568,178
sub-00067,cb,readingTime,frequency,all,3,-0.029708160786141285,0.6921880758242531,178
sub-00067,cb,readingTime,old20,all,3,0.11365803831250561,0.1287156065956676,178
sub-00067,cb,readingTime,length,all,4,-0.019073943025037385,0.7993842280629888,178
sub-00067,cb,readingTime,frequency,all,4,0.08384272800326267,0.2631388328852236,178
sub-00067,cb,readingTime,old20,all,4,0.0314593145248133,0.6750448808103681,178
sub-00068,cb,readingTime,length,all,2,-0.002640590146331141,0.9720943148305452,176
sub-00068,cb,readingTime,frequency,all,2,-0.06730762044012883,0.3720275598354566,176
sub-00068,cb,readingTime,old20,all,2,0.0028314264021917215,0.970078468435119,176
sub-00068,cb,readingTime,length,all,3,0.13632726151870359,0.06881060256864702,177
sub-00068,cb,readingTime,frequency,all,3,-0.017350135632690823,0.8176876447449415,177
sub-00068,cb,readingTime,old20,all,3,0.12815262309227482,0.08733804161300981,177
sub-00068,cb,readingTime,length,all,4,-0.008964088902714737,0.904934369824177,178
sub-00068,cb,readingTime,frequency,all,4,-0.024477725539232997,0.7443001770358524,178
sub-00068,cb,readingTime,old20,all,4,0.014419657265924436,0.8476464805655728,178
sub-00069,cb,readingTime,length,all,2,0.3720098493931098,2.717987505236824e-07,178
sub-00069,cb,readingTime,frequency,all,2,-0.08801339839933348,0.24004327629388306,178
sub-00069,cb,readingTime,old20,all,2,0.3163099756905493,1.520000667969635e-05,178
sub-00069,cb,readingTime,length,all,3,0.1977360097608758,0.007796714343844106,178
sub-00069,cb,readingTime,frequency,all,3,0.1946250704224215,0.008843082977226179,178
sub-00069,cb,readingTime,old20,all,3,0.21915334023156832,0.003118753643138502,178
sub-00069,cb,readingTime,length,all,4,0.20847009679837333,0.0049794904596837325,178
sub-00069,cb,readingTime,frequency,all,4,0.015122293795105046,0.8403194171026045,178
sub-00069,cb,readingTime,old20,all,4,0.33642190188836746,3.8850818033757e-06,178
sub-00070,cb,readingTime,length,all,2,0.022894126184231024,0.7616356735487031,176
sub-00070,cb,readingTime,frequency,all,2,-0.03671371975476436,0.6265877054625099,176
sub-00070,cb,readingTime,old20,all,2,0.022539254284792726,0.7652219813251153,176
sub-00070,cb,readingTime,length,all,3,-0.03682037003216191,0.6236230760485858,178
sub-00070,cb,readingTime,frequency,all,3,0.008798922924181718,0.9066779656427907,178
sub-00070,cb,readingTime,old20,all,3,0.010776756621660107,0.8858303639420109,178
sub-00070,cb,readingTime,length,all,4,-0.06175818386549532,0.4128240488520247,176
sub-00070,cb,readingTime,frequency,all,4,0.12220160614921224,0.10416630531179512,176
sub-00070,cb,readingTime,old20,all,4,-0.08604137464662776,0.25346786287257345,176
sub-00071,cb,readingTime,length,all,2,0.3056448374157232,3.0144012675851276e-05,178
