subject,script,column1,column2,stimuli,repetition,correlation,p_value,degrees_of_freedom
sub-00054,cb,readingTime,frequency,all,2,-0.14223505142811899,0.4882298747735102,24
sub-00054,cb,checkingTime,frequency,all,2,0.14537818656404278,0.4785681867976467,24
sub-00054,cb,readingTime,frequency,all,3,0.36668098422184037,0.06539684849380215,24
sub-00054,cb,checkingTime,frequency,all,3,-0.19637077815616152,0.3363215752520555,24
sub-00054,cb,readingTime,frequency,all,4,0.1538140238182569,0.4531285248251019,24
sub-00054,cb,checkingTime,frequency,all,4,-0.2539631307675028,0.21059767527563328,24
sub-00054,cb,readingTime,frequency,all,5,0.09966615729275946,0.628091385577934,24
sub-00054,cb,checkingTime,frequency,all,5,-0.14301476276144198,0.48582397885498263,24
sub-00054,cb,readingTime,frequency,all,6,-0.2525726923705436,0.21319168274995337,24
sub-00054,cb,checkingTime,frequency,all,6,-0.21964514467107002,0.280976864569179,24
sub-00054,cb,readingTime,frequency,all,7,-0.21635859568883495,0.28841824577186326,24
sub-00054,cb,checkingTime,frequency,all,7,-0.14147127666750245,0.49059241258569786,24
sub-00055,cb,readingTime,frequency,all,1,0.04887522890480312,0.8125788674168997,24
sub-00055,cb,checkingTime,frequency,all,1,0.16474714604116883,0.4212513430747535,24
sub-00055,cb,readingTime,frequency,all,2,-0.09559914466072626,0.6422505468987239,24
sub-00055,cb,checkingTime,frequency,all,2,-0.05161350231768851,0.8022768641091556,24
sub-00055,cb,readingTime,frequency,all,3,-0.2176379525216398,0.2855068967642804,24
sub-00055,cb,checkingTime,frequency,all,3,-0.09286279576171225,0.6518463926171858,24
sub-00055,cb,readingTime,frequency,all,4,0.2524480427599649,0.2134252788282655,24
sub-00055,cb,checkingTime,frequency,all,4,0.2049048986651427,0.31531338060442426,24
sub-00055,cb,readingTime,frequency,all,5,0.08096677906439423,0.6941766982869516,24
sub-00055,cb,checkingTime,frequency,all,5,-0.2818624594200937,0.16301233073794408,24
sub-00055,cb,readingTime,frequency,all,6,-0.10253128158947734,0.6181925352216837,24
sub-00055,cb,checkingTime,frequency,all,6,-0.24244967388200933,0.23272769190632195,24
sub-00055,cb,readingTime,frequency,all,7,-0.08076711553223097,0.6948952841143259,24
sub-00055,cb,checkingTime,frequency,all,7,-0.07752012871879622,0.7066167669900569,24
sub-00056,cb,readingTime,frequency,all,1,0.23098495863185178,0.25624627218271173,24
sub-00056,cb,checkingTime,frequency,all,1,-0.23624210223171113,0.245277166838791,24
sub-00056,cb,readingTime,frequency,all,2,-0.18675800499519307,0.36096806904051754,24
sub-00056,cb,checkingTime,frequency,all,2,-0.15444962696422623,0.4512411934303494,24
sub-00056,cb,readingTime,frequency,all,3,-0.20315185775562167,0.3195614573483718,24
sub-00056,cb,checkingTime,frequency,all,3,-0.23216789467891358,0.25375071830855217,24
sub-00056,cb,readingTime,frequency,all,4,0.07577061646405495,0.7129597315592009,24
sub-00056,cb,checkingTime,frequency,all,4,-0.09221399301198001,0.6541296258130211,24
sub-00056,cb,readingTime,frequency,all,5,-0.1446426242397191,0.48082043022600973,24
sub-00056,cb,checkingTime,frequency,all,5,-0.3491849911712541,0.08038603860510196,24
sub-00056,cb,readingTime,frequency,all,6,0.04113076262293554,0.8418747521874816,24
sub-00056,cb,checkingTime,frequency,all,6,-0.24879785840157365,0.22034254394772929,24
sub-00056,cb,readingTime,frequency,all,7,0.13376871397258505,0.5147358107339622,24
sub-00056,cb,checkingTime,frequency,all,7,0.252721112912027,0.21291376474275142,24
sub-00058,br,readingTime,frequency,all,1,-0.05207817797989943,0.8005317876243727,24
sub-00058,br,checkingTime,frequency,all,1,-0.08678350660266067,0.6733575324573524,24
sub-00058,br,readingTime,frequency,all,2,0.09279570967042541,0.6520823374198574,24
sub-00058,br,checkingTime,frequency,all,2,-0.15402563583323406,0.4524997109942181,24
sub-00058,br,readingTime,frequency,all,3,-0.2596602385108688,0.2001926502004634,24
sub-00058,br,checkingTime,frequency,all,3,0.04082576038429886,0.8430329888561252,24
sub-00058,br,readingTime,frequency,all,4,-0.22861288580138375,0.26129837185666177,24
sub-00058,br,checkingTime,frequency,all,4,-0.08152875750903121,0.6921555295212357,24
sub-00058,br,readingTime,frequency,all,5,0.14884110440065168,0.46803785553366695,24
sub-00058,br,checkingTime,frequency,all,5,-0.07820664011378353,0.7041329504299078,24
sub-00058,br,readingTime,frequency,all,6,0.11885059586938704,0.5630800876538322,24
sub-00058,br,checkingTime,frequency,all,6,-0.09399585536831367,0.6478663140697324,24
sub-00058,br,readingTime,frequency,all,7,-0.22219163409888873,0.2752957897371291,24
sub-00058,br,checkingTime,frequency,all,7,-0.25407542054380894,0.21038912378278196,24
sub-00059,br,readingTime,frequency,all,1,-0.35841121169849005,0.07218700898856333,24
sub-00059,br,checkingTime,frequency,all,1,-0.1413486085286299,0.4909723896903851,24
sub-00059,br,readingTime,frequency,all,2,0.046556491353031464,0.8213263563266631,24
sub-00059,br,checkingTime,frequency,all,2,0.23629211856021784,0.24517431151017918,24
sub-00059,br,readingTime,frequency,all,3,-0.09542797249705964,0.6428491985932809,24
sub-00059,br,checkingTime,frequency,all,3,0.06300770051913217,0.7597716967778558,24
sub-00059,br,readingTime,frequency,all,4,-0.13531248085429814,0.5098511055836388,24
sub-00059,br,checkingTime,frequency,all,4,0.09011767189041074,0.6615275329999855,24
sub-00059,br,readingTime,frequency,all,5,-0.11613171806236856,0.5721062969508571,24
sub-00059,br,checkingTime,frequency,all,5,-0.06068112761280464,0.768400112622508,24
sub-00059,br,readingTime,frequency,all,6,0.13972143746541177,0.4960266844656907,24
sub-00059,br,checkingTime,frequency,all,6,-0.21690356966694085,0.28717580261914283,24
sub-00059,br,readingTime,frequency,all,7,-0.006734569010265065,0.9739528221031638,24
sub-00059,br,checkingTime,frequency,all,7,-0.26703255646115365,0.18725718829085378,24
sub-00060,br,readingTime,frequency,all,1,-0.056509625895298655,0.7839375202359773,24
sub-00060,br,checkingTime,frequency,all,1,-0.15444916045801788,0.45124257712439997,24
sub-00060,br,readingTime,frequency,all,2,0.07354457309143252,0.7210572751830973,24
sub-00060,br,checkingTime,frequency,all,2,-0.30648291691157836,0.1278033956997722,24
sub-00060,br,readingTime,frequency,all,3,-0.13677682772581617,0.5052387774731675,24
sub-00060,br,checkingTime,frequency,all,3,-0.2424007784430699,0.23282484236566658,24
sub-00060,br,readingTime,frequency,all,4,-0.10432141114932547,0.6120403545125517,24
sub-00060,br,checkingTime,frequency,all,4,0.1962524624007771,0.33661861719749486,24
sub-00060,br,readingTime,frequency,all,5,0.16010502459449524,0.434632970819818,24
sub-00060,br,checkingTime,frequency,all,5,-0.1684282185794638,0.4108030487325519,24
sub-00060,br,readingTime,frequency,all,6,0.18591457053078278,0.3631799142840969,24
sub-00060,br,checkingTime,frequency,all,6,-0.24590052336340856,0.22593909273139903,24
sub-00060,br,readingTime,frequency,all,7,0.2225503011122186,0.274501562186886,24
sub-00060,br,checkingTime,frequency,all,7,-0.09067241656992661,0.6595667944597456,24
sub-00062,br,readingTime,frequency,all,1,0.19839288246589953,0.33126932935244113,24
sub-00062,br,checkingTime,frequency,all,1,-0.41151699427490224,0.03673489523718576,24
sub-00062,br,readingTime,frequency,all,2,0.19799160869793675,0.33226824351161727,24
sub-00062,br,checkingTime,frequency,all,2,-0.0884562594468969,0.6674127444186271,24
sub-00062,br,readingTime,frequency,all,3,0.392721604096984,0.04719287995251106,24
sub-00062,br,checkingTime,frequency,all,3,-0.11235877019826251,0.5847372688796936,24
sub-00062,br,readingTime,frequency,all,4,0.19463204090970146,0.34070270352353427,24
sub-00062,br,checkingTime,frequency,all,4,-0.012046324973631154,0.9534256695198737,24
sub-00062,br,readingTime,frequency,all,5,0.1676436071620167,0.4130179080131296,24
sub-00062,br,checkingTime,frequency,all,5,-0.03913882130830178,0.8494447666165532,24
sub-00062,br,readingTime,frequency,all,6,0.033340529821925986,0.8715518751478448,24
sub-00062,br,checkingTime,frequency,all,6,-0.015569590421677942,0.9398252402922698,24
sub-00062,br,readingTime,frequency,all,7,0.491423800138714,0.010785891831353237,24
sub-00062,br,checkingTime,frequency,all,7,0.05391034264474633,0.7936602948711511,24
sub-00063,br,readingTime,frequency,all,1,-0.011252205240792467,0.9564929993917922,24
sub-00063,br,checkingTime,frequency,all,1,0.0721992893076584,0.7259652247252351,24
sub-00063,br,readingTime,frequency,all,2,-0.1635828103700719,0.4245862758384068,24
sub-00063,br,checkingTime,frequency,all,2,0.07436826827216161,0.7180575028731244,24
sub-00063,br,readingTime,frequency,all,3,-8.44059881518989e-05,0.9996734901142108,24
sub-00063,br,checkingTime,frequency,all,3,-0.194663199560469,0.34062389282328265,24
sub-00063,br,readingTime,frequency,all,4,-0.3761765131308584,0.058219909337368585,24
sub-00063,br,checkingTime,frequency,all,4,0.11615425094081612,0.5720312280457583,24
sub-00063,br,readingTime,frequency,all,5,0.14239830492840772,0.4877256387224574,24
sub-00063,br,checkingTime,frequency,all,5,0.12608731881374366,0.5393742438503323,24
sub-00063,br,readingTime,frequency,all,6,-0.0909429681891431,0.658611325481725,24
sub-00063,br,checkingTime,frequency,all,6,-0.041004819339185324,0.8423529792787032,24
sub-00063,br,readingTime,frequency,all,7,-0.009027147595743103,0.9650904798974189,24
sub-00063,br,checkingTime,frequency,all,7,-0.28128429110745723,0.16391382366740248,24
sub-00065,br,readingTime,frequency,all,1,0.07233407651694115,0.7254730068494535,24
sub-00065,br,checkingTime,frequency,all,1,-0.22285706902806213,0.2738234225115156,24
sub-00065,br,readingTime,frequency,all,2,-0.037197877982323095,0.8568334969791432,24
sub-00065,br,checkingTime,frequency,all,2,-0.05266505044917566,0.7983291363358118,24
sub-00065,br,readingTime,frequency,all,3,0.21365813243104287,0.2946247711293801,24
sub-00065,br,checkingTime,frequency,all,3,0.11184594709578168,0.5864634044263949,24
sub-00065,br,readingTime,frequency,all,4,-0.2634440348030001,0.19347945676669384,24
sub-00065,br,checkingTime,frequency,all,4,-0.1820944569437545,0.3732968694318348,24
sub-00065,br,readingTime,frequency,all,5,-0.3936779438959083,0.046609721085783914,24
sub-00065,br,checkingTime,frequency,all,5,0.06823179144430613,0.7405004916996027,24
sub-00065,br,readingTime,frequency,all,6,-0.19930089513742727,0.32901567856101155,24
sub-00065,br,checkingTime,frequency,all,6,0.31438869933609703,0.11777124329982784,24
sub-00065,br,readingTime,frequency,all,7,-0.22567468336299476,0.2676449676173489,24
sub-00065,br,checkingTime,frequency,all,7,-0.008298442001947076,0.9679070233992204,24
sub-00066,cb,readingTime,frequency,all,1,0.2116222722159882,0.2993587698134502,24
sub-00066,cb,checkingTime,frequency,all,1,0.0114911858430633,0.9555698586775376,24
sub-00066,cb,readingTime,frequency,all,2,0.12166373505347838,0.5538092237720621,24
sub-00066,cb,checkingTime,frequency,all,2,0.010370120273326391,0.9599008048744169,24
sub-00066,cb,readingTime,frequency,all,3,0.121879176366432,0.5531021197154248,24
sub-00066,cb,checkingTime,frequency,all,3,0.2038546888427816,0.31785412524956236,24
sub-00066,cb,readingTime,frequency,all,4,-0.17298736862889852,0.3980644811567814,24
sub-00066,cb,checkingTime,frequency,all,4,-0.1662215663728134,0.4170489734373041,24
sub-00066,cb,readingTime,frequency,all,5,-0.18755829253021905,0.3588767030381561,24
sub-00066,cb,checkingTime,frequency,all,5,-0.06723634381501818,0.7441612680548209,24
sub-00066,cb,readingTime,frequency,all,6,-0.1847561413481447,0.366230713298507,24
sub-00066,cb,checkingTime,frequency,all,6,0.0032144462840347178,0.9875659443476579,24
sub-00066,cb,readingTime,frequency,all,7,0.08436786295742761,0.6819762086312988,24
sub-00066,cb,checkingTime,frequency,all,7,-0.1263491561977642,0.5385253848229145,24
sub-00067,cb,readingTime,frequency,all,1,-0.1831419363827657,0.37050668314761465,24
sub-00067,cb,checkingTime,frequency,all,1,-0.2030155863298638,0.31989313936214414,24
sub-00067,cb,readingTime,frequency,all,2,-0.10536660969888353,0.6084600653231437,24
sub-00067,cb,checkingTime,frequency,all,2,-0.20644145950760606,0.3116185899999332,24
sub-00067,cb,readingTime,frequency,all,3,0.2084081693568339,0.3069286264529419,24
sub-00067,cb,checkingTime,frequency,all,3,-0.2261231452219323,0.2666699233936889,24
sub-00067,cb,readingTime,frequency,all,4,-0.33140201017429755,0.09816127927192822,24
sub-00067,cb,checkingTime,frequency,all,4,-0.006015154475712122,0.9767345070744087,24
sub-00067,cb,readingTime,frequency,all,5,-0.26210766663487944,0.19583252005759777,24
sub-00067,cb,checkingTime,frequency,all,5,-0.18375612599090155,0.3688763103133105,24
sub-00067,cb,readingTime,frequency,all,6,0.06401840440553463,0.7560319970588345,24
sub-00067,cb,checkingTime,frequency,all,6,-0.10569660816590573,0.6073314842544972,24
sub-00067,cb,readingTime,frequency,all,7,-0.12943687564686474,0.5285627838347577,24
sub-00067,cb,checkingTime,frequency,all,7,0.10416946451934328,0.6125615674885767,24
sub-00068,cb,readingTime,frequency,all,1,-0.004857171961825019,0.9812124997323726,24
sub-00068,cb,checkingTime,frequency,all,1,-0.10210697203746416,0.6196544710288372,24
sub-00068,cb,readingTime,frequency,all,2,-0.29560435858364464,0.1426049409953688,24
sub-00068,cb,checkingTime,frequency,all,2,-0.08570136511624328,0.6772135765300062,24
sub-00068,cb,readingTime,frequency,all,3,0.14697460823810424,0.4736986695709292,24
sub-00068,cb,checkingTime,frequency,all,3,0.11194878248411952,0.5861170887639584,24
sub-00068,cb,readingTime,frequency,all,4,0.25751335395065716,0.2040715717228319,24
sub-00068,cb,checkingTime,frequency,all,4,-0.17110856466906108,0.4032867614881789,24
sub-00068,cb,readingTime,frequency,all,5,0.14904170963252333,0.4674315436211558,24
sub-00068,cb,checkingTime,frequency,all,5,-0.13995096397593154,0.4953121624674464,24
sub-00068,cb,readingTime,frequency,all,6,-0.29766462684212597,0.1397113736658923,24
sub-00068,cb,checkingTime,frequency,all,6,0.04264599735716746,0.8361254856760558,24
sub-00068,cb,readingTime,frequency,all,7,0.06929139077183515,0.7366098319405532,24
sub-00068,cb,checkingTime,frequency,all,7,-0.05424921323638401,0.7923909932528853,24
sub-00069,cb,readingTime,frequency,all,1,-0.05873897922299649,0.7756235085022594,24
sub-00069,cb,checkingTime,frequency,all,1,-0.27383541112021126,0.17584393504134868,24
sub-00069,cb,readingTime,frequency,all,2,-0.04590897903945327,0.8237728767475099,24
sub-00069,cb,checkingTime,frequency,all,2,-0.12617644409817572,0.5390852353254566,24
sub-00069,cb,readingTime,frequency,all,3,-0.01044436882778764,0.9596139292593162,24
sub-00069,cb,checkingTime,frequency,all,3,-0.1766665983805673,0.3879490084820895,24
sub-00069,cb,readingTime,frequency,all,4,0.16031710234747193,0.43401666416475554,24
sub-00069,cb,checkingTime,frequency,all,4,-0.030121417528085417,0.8838671117277818,24
sub-00069,cb,readingTime,frequency,all,5,-0.33178546599149716,0.09774939680044346,24
sub-00069,cb,checkingTime,frequency,all,5,-0.12060547151843809,0.5572885724228912,24
sub-00069,cb,readingTime,frequency,all,6,0.021850227690898796,0.9156239464789369,24
sub-00069,cb,checkingTime,frequency,all,6,0.22596669780514375,0.26700981073713503,24
sub-00069,cb,readingTime,frequency,all,7,-0.08555750411785044,0.6777268023150252,24
sub-00069,cb,checkingTime,frequency,all,7,0.2275725740980828,0.2635342381310113,24
sub-00070,cb,readingTime,frequency,all,1,-0.006794550014402083,0.9737209127789548,24
sub-00070,cb,checkingTime,frequency,all,1,-0.017301490458882712,0.9331455844657273,24
sub-00070,cb,readingTime,frequency,all,2,0.020649614363962735,0.9202452871581407,24
sub-00070,cb,checkingTime,frequency,all,2,0.049803089832725654,0.8090845529623245,24
sub-00070,cb,readingTime,frequency,all,3,-0.16548479466245486,0.41914600947404546,24
sub-00070,cb,checkingTime,frequency,all,3,-0.03123893229633322,0.8795887542810649,24
sub-00070,cb,readingTime,frequency,all,4,-0.1561193566872458,0.44630306691881205,24
sub-00070,cb,checkingTime,frequency,all,4,-0.049125659053938155,0.8116354030023167,24
sub-00070,cb,readingTime,frequency,all,5,0.09146383203837283,0.6567733333070009,24
sub-00070,cb,checkingTime,frequency,all,5,-0.13919050166188354,0.497681471534279,24
sub-00070,cb,readingTime,frequency,all,6,-0.0004656064622814053,0.9981988837607554,24
sub-00070,cb,checkingTime,frequency,all,6,-0.1044356496015231,0.6116486105112164,24
sub-00070,cb,readingTime,frequency,all,7,0.007570644787463415,0.9707204299620447,24
sub-00070,cb,checkingTime,frequency,all,7,0.1157147767707769,0.5734961382009055,24
sub-00071,cb,readingTime,frequency,all,1,0.22330877201966728,0.2728268421274327,24
sub-00071,cb,checkingTime,frequency,all,1,0.05796951684332054,0.7784904244197002,24
sub-00071,cb,readingTime,frequency,all,2,-0.34062888939092006,0.08860473307760905,24
sub-00071,cb,checkingTime,frequency,all,2,0.0058029565045983385,0.9775550427865007,24
sub-00071,cb,readingTime,frequency,all,3,0.21633602009573003,0.2884697871190831,24
sub-00071,cb,checkingTime,frequency,all,3,-0.1434148799304486,0.4845917029896437,24
sub-00071,cb,readingTime,frequency,all,4,0.2858990131352545,0.15681578632749882,24
sub-00071,cb,checkingTime,frequency,all,4,0.048653441011746956,0.8134146384025127,24
sub-00071,cb,readingTime,frequency,all,5,-0.16866761095032268,0.4101285911345808,24
sub-00071,cb,checkingTime,frequency,all,5,-0.22034369331566073,0.2794110842127302,24
sub-00071,cb,readingTime,frequency,all,6,-0.14579013817602932,0.47730917889964725,24
sub-00071,cb,checkingTime,frequency,all,6,0.012781386200605293,0.9505870306784758,24
sub-00071,cb,readingTime,frequency,all,7,0.5052731382478625,0.008464833173100782,24
sub-00071,cb,checkingTime,frequency,all,7,-0.029439521709211772,0.8864792865117643,24
sub-00074,br,readingTime,frequency,all,1,0.12070232296337487,0.5569697315218411,24
sub-00074,br,checkingTime,frequency,all,1,0.30367194043656337,0.1315160422978876,24
sub-00074,br,readingTime,frequency,all,2,0.16942859306081165,0.40798871637804346,24
sub-00074,br,checkingTime,frequency,all,2,0.00013553319305918508,0.9994757134353762,24
sub-00074,br,readingTime,frequency,all,3,-0.15590206923657382,0.446944046867469,24
sub-00074,br,checkingTime,frequency,all,3,0.16158242756158897,0.4303494164345847,24
sub-00074,br,readingTime,frequency,all,4,0.2140369975571309,0.29374900572420093,24
sub-00074,br,checkingTime,frequency,all,4,-0.04320641284652895,0.8340011548374793,24
sub-00074,br,readingTime,frequency,all,5,-0.03495108741566453,0.8654011668347468,24
sub-00074,br,checkingTime,frequency,all,5,-0.1393618707489724,0.4971470588143099,24
sub-00074,br,readingTime,frequency,all,6,-0.11089557860498543,0.5896681242360309,24
sub-00074,br,checkingTime,frequency,all,6,-0.06260603942567175,0.7612593466807356,24
sub-00074,br,readingTime,frequency,all,7,0.16916617887455404,0.40872591837076994,24
sub-00074,br,checkingTime,frequency,all,7,-0.05138588615360795,0.8031320077172095,24
sub-00076,br,readingTime,frequency,all,1,0.13138048633326666,0.522337074486942,24
sub-00076,br,checkingTime,frequency,all,1,0.09025238347710059,0.6610511960699943,24
sub-00076,br,readingTime,frequency,all,2,-0.0275580486075132,0.8936926556238145,24
sub-00076,br,checkingTime,frequency,all,2,-0.34371673701897115,0.0855686834595358,24
sub-00076,br,readingTime,frequency,all,3,-0.2690223684342338,0.1838672329846477,24
sub-00076,br,checkingTime,frequency,all,3,-0.12680747285742255,0.5370410645832566,24
sub-00076,br,readingTime,frequency,all,4,0.36387076960116177,0.0676465751372255,24
sub-00076,br,checkingTime,frequency,all,4,0.06063915472454142,0.7685560251240238,24
sub-00076,br,readingTime,frequency,all,5,-0.16620470781909621,0.4170968922615864,24
sub-00076,br,checkingTime,frequency,all,5,-0.1563410312419097,0.44564965045051086,24
sub-00076,br,readingTime,frequency,all,6,0.26995611819386656,0.18229119801587781,24
sub-00076,br,checkingTime,frequency,all,6,0.4126864266848636,0.036150979508621284,24
sub-00076,br,readingTime,frequency,all,7,-0.41827783026981263,0.03346058675409505,24
sub-00076,br,checkingTime,frequency,all,7,0.24846915346539972,0.22097275240806763,24
sub-00077,br,readingTime,frequency,all,1,0.1299968181902697,0.5267655753122874,24
sub-00077,br,checkingTime,frequency,all,1,0.04750128139209965,0.817759542394878,24
sub-00077,br,readingTime,frequency,all,2,0.1538219258563825,0.4531050352984585,24
sub-00077,br,checkingTime,frequency,all,2,-0.20844269308040383,0.3068466914824289,24
sub-00077,br,readingTime,frequency,all,3,-0.11211808291359679,0.5855471342653841,24
sub-00077,br,checkingTime,frequency,all,3,-0.12596471775271353,0.5397719236541241,24
sub-00077,br,readingTime,frequency,all,4,-0.26620825755175564,0.18867407879273093,24
sub-00077,br,checkingTime,frequency,all,4,0.03574400702853292,0.8623757908558165,24
sub-00077,br,readingTime,frequency,all,5,-0.12472004098670408,0.5438170267010753,24
sub-00077,br,checkingTime,frequency,all,5,0.18907499326278532,0.35493276791315065,24
sub-00077,br,readingTime,frequency,all,6,-0.1735223913646415,0.3965843527835739,24
sub-00077,br,checkingTime,frequency,all,6,-0.008852961955417741,0.9657636945982518,24
sub-00077,br,readingTime,frequency,all,7,-0.2730629445458926,0.17711487992479819,24
sub-00077,br,checkingTime,frequency,all,7,-0.22824695460999878,0.26208343741624596,24
sub-00079,br,readingTime,frequency,all,1,-0.0009419273957373329,0.9963563294421645,24
sub-00079,br,checkingTime,frequency,all,1,0.3346406016728871,0.09472312111721895,24
sub-00079,br,readingTime,frequency,all,2,0.13604156866872139,0.5075520860358247,24
sub-00079,br,checkingTime,frequency,all,2,0.08798968113061334,0.6690689698843698,24
sub-00079,br,readingTime,frequency,all,3,0.07754064946559427,0.7065424798229869,24
sub-00079,br,checkingTime,frequency,all,3,-0.21860478369512046,0.28331912154930405,24
sub-00079,br,readingTime,frequency,all,4,0.22703894716017234,0.2646859020537929,24
sub-00079,br,checkingTime,frequency,all,4,-0.08306017038501551,0.6866582066534124,24
sub-00079,br,readingTime,frequency,all,5,0.020900566322593465,0.9192791220931341,24
sub-00079,br,checkingTime,frequency,all,5,0.32778635925288285,0.10210897482166961,24
sub-00079,br,readingTime,frequency,all,6,-0.24112842741487797,0.23536234696297986,24
sub-00079,br,checkingTime,frequency,all,6,0.12143547913346042,0.5545588385539616,24
sub-00079,br,readingTime,frequency,all,7,0.07728986918316372,0.7074505088574261,24
sub-00079,br,checkingTime,frequency,all,7,-0.04447996772033975,0.8291778094652817,24
sub-00080,br,readingTime,frequency,all,1,-0.18168214923525214,0.37439846941907506,24
sub-00080,br,checkingTime,frequency,all,1,-0.11170068702935006,0.586952743621749,24
sub-00080,br,readingTime,frequency,all,2,0.34421665210014235,0.08508464724425467,24
sub-00080,br,checkingTime,frequency,all,2,-0.1926396499882972,0.34576480686519306,24
sub-00080,br,readingTime,frequency,all,3,-0.19169104886161248,0.34819060876838803,24
sub-00080,br,checkingTime,frequency,all,3,0.12054121289623833,0.5575001616422857,24
sub-00080,br,readingTime,frequency,all,4,0.4154492826769706,0.03480081661258658,24
sub-00080,br,checkingTime,frequency,all,4,-0.19302018413896285,0.3447945290759638,24
sub-00080,br,readingTime,frequency,all,5,-0.1540934249207405,0.4522983705479454,24
sub-00080,br,checkingTime,frequency,all,5,-0.12515718473547205,0.5423947368942416,24
sub-00080,br,readingTime,frequency,all,6,-0.12009292558736352,0.5589772884256303,24
sub-00080,br,checkingTime,frequency,all,6,-0.2188477423540529,0.28277102278781396,24
sub-00080,br,readingTime,frequency,all,7,0.03974229005741024,0.8471499886253346,24
sub-00080,br,checkingTime,frequency,all,7,0.13633805289763035,0.5066186469053451,24
sub-00081,br,readingTime,frequency,all,1,0.02028163560936052,0.9216622042948599,24
sub-00081,br,checkingTime,frequency,all,1,-0.11287618130362499,0.5829979348684173,24
sub-00081,br,readingTime,frequency,all,2,-0.2204012709078926,0.2792822735505537,24
sub-00081,br,checkingTime,frequency,all,2,0.19439564539036552,0.3413009832313225,24
sub-00081,br,readingTime,frequency,all,3,-0.2697218614883771,0.1826857056300925,24
sub-00081,br,checkingTime,frequency,all,3,0.10977327074958113,0.5934623328942799,24
sub-00081,br,readingTime,frequency,all,4,-0.17509457385270016,0.3922529766992277,24
sub-00081,br,checkingTime,frequency,all,4,0.07683812317514868,0.7090871799222481,24
sub-00081,br,readingTime,frequency,all,5,-0.28035804616072296,0.1653653620362051,24
sub-00081,br,checkingTime,frequency,all,5,-0.04431874670546822,0.8297880738825011,24
sub-00081,br,readingTime,frequency,all,6,-0.05240022536942373,0.7993228935760135,24
sub-00081,br,checkingTime,frequency,all,6,-0.07609921690228348,0.7117669377689682,24
sub-00081,br,readingTime,frequency,all,7,-0.06575530032877729,0.7496178385204528,24
sub-00081,br,checkingTime,frequency,all,7,-0.008411335280724661,0.9674706505850816,24
sub-00082,br,readingTime,frequency,all,1,-0.06801704593081764,0.7412897600716455,24
sub-00082,br,checkingTime,frequency,all,1,0.13417582222699406,0.5134454548217587,24
sub-00082,br,readingTime,frequency,all,2,0.5436289106973987,0.004099260144209056,24
sub-00082,br,checkingTime,frequency,all,2,0.12132621049714734,0.5549178517516205,24
sub-00082,br,readingTime,frequency,all,3,-0.08067642653042742,0.6952217571633472,24
sub-00082,br,checkingTime,frequency,all,3,-0.1115736467479007,0.587380850653217,24
sub-00082,br,readingTime,frequency,all,4,-0.25323364349320354,0.21195593188038883,24
sub-00082,br,checkingTime,frequency,all,4,0.09104983850931872,0.6582340502282527,24
sub-00082,br,readingTime,frequency,all,5,-0.047133116493710187,0.8191490392893576,24
sub-00082,br,checkingTime,frequency,all,5,-0.16009668739930963,0.4346572087093382,24
sub-00082,br,readingTime,frequency,all,6,0.03062147045286146,0.8819522814545505,24
sub-00082,br,checkingTime,frequency,all,6,-0.028033993462965354,0.8918671329799192,24
sub-00082,br,readingTime,frequency,all,7,0.2511468895348405,0.21587398939577385,24
sub-00082,br,checkingTime,frequency,all,7,-0.14210330771282043,0.4886369792697458,24
sub-00083,br,readingTime,frequency,all,1,0.039890908590316645,0.8465850303328936,24
sub-00083,br,checkingTime,frequency,all,1,0.3144045047820277,0.11775178418320939,24
sub-00083,br,readingTime,frequency,all,2,0.12537192841064787,0.5416966837969296,24
sub-00083,br,checkingTime,frequency,all,2,0.5709776295851479,0.0023161338183703304,24
sub-00083,br,readingTime,frequency,all,3,-0.13665622995992055,0.5056178514363474,24
sub-00083,br,checkingTime,frequency,all,3,0.14073112431482468,0.4928873551321313,24
sub-00083,br,readingTime,frequency,all,4,0.32310035852435404,0.10739968997033349,24
sub-00083,br,checkingTime,frequency,all,4,0.2880818473932058,0.15353541555888273,24
sub-00083,br,readingTime,frequency,all,5,0.07715431438392534,0.7079414900097065,24
sub-00083,br,checkingTime,frequency,all,5,0.15915463926960843,0.4374006306077606,24
sub-00083,br,readingTime,frequency,all,6,-0.046757428146676536,0.8205674786691156,24
sub-00083,br,checkingTime,frequency,all,6,0.38957001660588914,0.04915538197614268,24
sub-00083,br,readingTime,frequency,all,7,-0.13730328726856258,0.5035856039536019,24
sub-00083,br,checkingTime,frequency,all,7,0.36244383733163454,0.06881147332921594,24
sub-00084,br,readingTime,frequency,all,1,-0.011673195131138172,0.9548668256475255,24
sub-00084,br,checkingTime,frequency,all,1,-0.0677211196668541,0.7423778148294649,24
sub-00084,br,readingTime,frequency,all,2,0.3584021720299732,0.07219471556713071,24
sub-00084,br,checkingTime,frequency,all,2,-0.08330598620028885,0.6857772343650659,24
sub-00084,br,readingTime,frequency,all,3,0.1543574630816072,0.4515146023676972,24
sub-00084,br,checkingTime,frequency,all,3,-0.09098893660500823,0.6584490370957414,24
sub-00084,br,readingTime,frequency,all,4,0.17267797721755487,0.39892182499407836,24
sub-00084,br,checkingTime,frequency,all,4,0.1258457330982598,0.5401580042577382,24
sub-00084,br,readingTime,frequency,all,5,0.08386157201051032,0.6837875599348728,24
