subject,script,column1,column2,stimuli,repetition,correlation,p_value,degrees_of_freedom
sub-00033,br,readingTime,frequency,all,7,0.3185093771466702,0.11277750928243055,24
sub-00033,br,checkingTime,frequency,all,7,-0.016374085716761546,0.9367219134878536,24
sub-00035,cb,readingTime,frequency,all,1,0.22285814683633526,0.2738210418043101,24
sub-00035,cb,checkingTime,frequency,all,1,0.3429530320563839,0.08631214715092556,24
sub-00035,cb,readingTime,frequency,all,2,-0.008813170930435623,0.9659174872070947,24
sub-00035,cb,checkingTime,frequency,all,2,-0.20324915782983777,0.3193247597422063,24
sub-00035,cb,readingTime,frequency,all,3,0.2522846995749981,0.2137316490765207,24
sub-00035,cb,checkingTime,frequency,all,3,-0.03890593231897276,0.8503306814169302,24
sub-00035,cb,readingTime,frequency,all,4,-0.06911177287889826,0.7372689150688065,24
sub-00035,cb,checkingTime,frequency,all,4,-0.06537313237618014,0.7510277676284032,24
sub-00035,cb,readingTime,frequency,all,5,0.2906124589202631,0.1497938626059141,24
sub-00035,cb,checkingTime,frequency,all,5,0.2482975888989415,0.2213021637846162,24
sub-00035,cb,readingTime,frequency,all,6,-0.012319948700580575,0.9523689306570406,24
sub-00035,cb,checkingTime,frequency,all,6,-0.1418069234449899,0.48955346912656444,24
sub-00035,cb,readingTime,frequency,all,7,-0.23886386685668437,0.23992381814143718,24
sub-00035,cb,checkingTime,frequency,all,7,-0.2163409795270824,0.2884584639607225,24
sub-00036,cb,readingTime,frequency,all,1,-0.16054911630133853,0.4333429638564513,24
sub-00036,cb,checkingTime,frequency,all,1,-0.06682225254998644,0.7456856961554625,24
sub-00036,cb,readingTime,frequency,all,2,0.0834914691576639,0.6851127517325168,24
sub-00036,cb,checkingTime,frequency,all,2,0.013741209129577641,0.9468813018686115,24
sub-00036,cb,readingTime,frequency,all,3,0.10636356013679456,0.6050532110941369,24
sub-00036,cb,checkingTime,frequency,all,3,0.23476258750050508,0.2483325071547287,24
sub-00036,cb,readingTime,frequency,all,4,-0.2793248426608418,0.16699517029494185,24
sub-00036,cb,checkingTime,frequency,all,4,-0.2010613307600626,0.3246729178324649,24
sub-00036,cb,readingTime,frequency,all,5,-0.19435743300864528,0.34139775178596565,24
sub-00036,cb,checkingTime,frequency,all,5,0.3285925857585782,0.1012186350051329,24
sub-00036,cb,readingTime,frequency,all,6,-0.053484150163287406,0.7952574027120902,24
sub-00036,cb,checkingTime,frequency,all,6,-0.3511321149064271,0.0785994124093637,24
sub-00036,cb,readingTime,frequency,all,7,-0.19377907749513754,0.34286437820501003,24
sub-00036,cb,checkingTime,frequency,all,7,0.17691368715719355,0.38727497491955976,24
sub-00045,br,readingTime,frequency,all,1,-0.01559696729024889,0.939719620181255,24
sub-00045,br,checkingTime,frequency,all,1,0.22746067113363344,0.2637754765382758,24
sub-00045,br,readingTime,frequency,all,2,-0.18834185061277975,0.35683597872013567,24
sub-00045,br,checkingTime,frequency,all,2,-0.22583195760968247,0.26730276176622997,24
sub-00045,br,readingTime,frequency,all,3,-0.16308761470464028,0.4260089973332501,24
sub-00045,br,checkingTime,frequency,all,3,-0.10080579780655911,0.6241463613374568,24
sub-00045,br,readingTime,frequency,all,4,-0.005425297550315811,0.9790154441974753,24
sub-00045,br,checkingTime,frequency,all,4,-0.1075435253890272,0.601031324814498,24
sub-00045,br,readingTime,frequency,all,5,0.1529012475048638,0.455846160127019,24
sub-00045,br,checkingTime,frequency,all,5,-0.1444005687948243,0.48156276771803364,24
sub-00045,br,readingTime,frequency,all,6,0.2311740880837622,0.2558462121833784,24
sub-00045,br,checkingTime,frequency,all,6,-0.1921707982630206,0.34696251132431133,24
sub-00045,br,readingTime,frequency,all,7,-0.024322750581388303,0.9061154003155947,24
sub-00045,br,checkingTime,frequency,all,7,-0.1533475391160881,0.4545163324040614,24
sub-00046,br,readingTime,frequency,all,1,-0.15686491229703636,0.44410746785174593,24
sub-00046,br,checkingTime,frequency,all,1,0.20436303251704135,0.3166227394555161,24
sub-00046,br,readingTime,frequency,all,2,0.3591032306237913,0.07159891144391828,24
sub-00046,br,checkingTime,frequency,all,2,-0.15304916926228673,0.4554051666742383,24
sub-00046,br,readingTime,frequency,all,3,0.14884466489940545,0.4680270906825693,24
sub-00046,br,checkingTime,frequency,all,3,0.01543648811656824,0.9403387638099749,24
sub-00046,br,readingTime,frequency,all,4,-0.13359910258555796,0.5152738699646939,24
sub-00046,br,checkingTime,frequency,all,4,-0.044863985009910366,0.8277245910422977,24
sub-00046,br,readingTime,frequency,all,5,-0.09646553727241713,0.6392237974769491,24
sub-00046,br,checkingTime,frequency,all,5,-0.21060496276049373,0.30174201626028485,24
sub-00046,br,readingTime,frequency,all,6,0.0017030025823155952,0.9934123005686716,24
sub-00046,br,checkingTime,frequency,all,6,-0.2024105620825195,0.3213682998294197,24
sub-00046,br,readingTime,frequency,all,7,0.2623415120537886,0.19541935754744033,24
sub-00046,br,checkingTime,frequency,all,7,-0.13968810004244747,0.4961305075206272,24
sub-00047,cb,readingTime,frequency,all,1,-0.35872749472694754,0.0719177651449953,24
sub-00047,cb,checkingTime,frequency,all,1,0.5747024448559268,0.002134696774826735,24
sub-00047,cb,readingTime,frequency,all,2,-0.1212881749780818,0.5550428462528827,24
sub-00047,cb,checkingTime,frequency,all,2,-0.09953116412058241,0.6285593453971687,24
sub-00047,cb,readingTime,frequency,all,3,0.027389607879682448,0.8943388496078463,24
sub-00047,cb,checkingTime,frequency,all,3,-0.08522983878640353,0.6788962745168012,24
sub-00047,cb,readingTime,frequency,all,4,0.032055064659435986,0.8764662972586316,24
sub-00047,cb,checkingTime,frequency,all,4,-0.2554087992262042,0.20792337682721795,24
sub-00047,cb,readingTime,frequency,all,5,0.6417294561983279,0.0004099374482952606,24
sub-00047,cb,checkingTime,frequency,all,5,-0.12758269271981923,0.5345348007630764,24
sub-00047,cb,readingTime,frequency,all,6,0.014507810408122561,0.9439223409362649,24
sub-00047,cb,checkingTime,frequency,all,6,-0.23333823473878024,0.2512973710301346,24
sub-00047,cb,readingTime,frequency,all,7,-0.03495343682356003,0.8653921999460563,24
sub-00047,cb,checkingTime,frequency,all,7,-0.21378190098038413,0.2943384941250565,24
sub-00048,cb,readingTime,frequency,all,1,-0.154814580803023,0.45015940041862923,24
sub-00048,cb,checkingTime,frequency,all,1,-0.006061981287487844,0.9765534383364094,24
sub-00048,cb,readingTime,frequency,all,2,-0.1762311729665618,0.3891384324177634,24
sub-00048,cb,checkingTime,frequency,all,2,-0.24834695140686786,0.22120735191174223,24
sub-00048,cb,readingTime,frequency,all,3,-0.09757672613103216,0.6353500710344431,24
sub-00048,cb,checkingTime,frequency,all,3,-0.21302079811572877,0.2961016910097876,24
sub-00048,cb,readingTime,frequency,all,4,-0.034596320340745064,0.8667553772908967,24
sub-00048,cb,checkingTime,frequency,all,4,-0.08580314049325809,0.6768505763652448,24
sub-00048,cb,readingTime,frequency,all,5,-0.22937421238900543,0.2596699089288515,24
sub-00048,cb,checkingTime,frequency,all,5,-0.060963935778521286,0.7673498221936739,24
sub-00048,cb,readingTime,frequency,all,6,0.3813757993808346,0.0545584262679609,24
sub-00048,cb,checkingTime,frequency,all,6,0.21940366794742794,0.2815194228745744,24
sub-00048,cb,readingTime,frequency,all,7,-0.09293799445871112,0.6515819541874913,24
sub-00048,cb,checkingTime,frequency,all,7,0.04788182267308393,0.8163238986679275,24
sub-00049,cb,readingTime,frequency,all,1,-0.08475620071815287,0.680588017861782,24
sub-00049,cb,checkingTime,frequency,all,1,-0.06966445003595598,0.7352415221725175,24
sub-00049,cb,readingTime,frequency,all,2,0.24286406080080503,0.23190542612239368,24
sub-00049,cb,checkingTime,frequency,all,2,0.10632256886964248,0.605193131661494,24
sub-00049,cb,readingTime,frequency,all,3,0.19794972178852113,0.33237261988663824,24
sub-00049,cb,checkingTime,frequency,all,3,-0.15077094223153686,0.46222202533119294,24
sub-00049,cb,readingTime,frequency,all,4,0.21688003915578574,0.2872293780333546,24
sub-00049,cb,checkingTime,frequency,all,4,0.15555243038883695,0.4479764804494106,24
sub-00049,cb,readingTime,frequency,all,5,-0.10776076372640772,0.6002921062078583,24
sub-00049,cb,checkingTime,frequency,all,5,0.18783856921411438,0.3581459539652144,24
sub-00049,cb,readingTime,frequency,all,6,-0.21563824369160026,0.29006571489054545,24
sub-00049,cb,checkingTime,frequency,all,6,-0.2856174745824569,0.15724247496893207,24
sub-00049,cb,readingTime,frequency,all,7,0.38125614593608537,0.05464061828233105,24
sub-00049,cb,checkingTime,frequency,all,7,-0.12978794293643622,0.5274356460242635,24
sub-00050,br,readingTime,frequency,all,1,-0.09930030615511384,0.6293599484985473,24
sub-00050,br,checkingTime,frequency,all,1,-0.2657304717875463,0.18949872477700536,24
sub-00050,br,readingTime,frequency,all,2,0.11318704556222493,0.5819540180395104,24
sub-00050,br,checkingTime,frequency,all,2,-0.35933404514510736,0.07140357765265005,24
sub-00050,br,readingTime,frequency,all,3,0.23784274105623399,0.2419996006780081,24
sub-00050,br,checkingTime,frequency,all,3,-0.22378595491208106,0.27177657140831557,24
sub-00050,br,readingTime,frequency,all,4,-0.09580564408499592,0.6415286322959044,24
sub-00050,br,checkingTime,frequency,all,4,0.1963538027344341,0.33636418381728506,24
sub-00050,br,readingTime,frequency,all,5,-0.07719202079538309,0.7078049055047411,24
sub-00050,br,checkingTime,frequency,all,5,-0.20361335290186525,0.31843975177789086,24
sub-00050,br,readingTime,frequency,all,6,-0.2675941620371926,0.18629606363679832,24
sub-00050,br,checkingTime,frequency,all,6,0.04859592553167139,0.8136314084880888,24
sub-00050,br,readingTime,frequency,all,7,0.07838820462972332,0.7034765375224687,24
sub-00050,br,checkingTime,frequency,all,7,-0.2819720188817216,0.1628418982610355,24
sub-00051,cb,readingTime,frequency,all,1,-0.3237957900664607,0.1066019410781671,24
sub-00051,cb,checkingTime,frequency,all,1,-0.006690708050069801,0.9741224065257401,24
sub-00051,cb,readingTime,frequency,all,2,-0.5238951165212947,0.006014679424998809,24
sub-00051,cb,checkingTime,frequency,all,2,-0.03813219279256446,0.8532752677981401,24
sub-00051,cb,readingTime,frequency,all,3,0.12491755354762164,0.5431741853427171,24
sub-00051,cb,checkingTime,frequency,all,3,-0.06222110233975342,0.7626858307689155,24
sub-00051,cb,readingTime,frequency,all,4,0.1382354538037482,0.5006650118306857,24
sub-00051,cb,checkingTime,frequency,all,4,-0.17951082908358273,0.3802307539707751,24
sub-00051,cb,readingTime,frequency,all,5,0.1724829353046919,0.39946283303140573,24
sub-00051,cb,checkingTime,frequency,all,5,-0.21513234545436388,0.29122625693939586,24
sub-00051,cb,readingTime,frequency,all,6,0.1686609955802662,0.41014722081981536,24
sub-00051,cb,checkingTime,frequency,all,6,-0.3049689082419147,0.12979345166540843,24
sub-00051,cb,readingTime,frequency,all,7,-0.2972725875854741,0.14025869357366388,24
sub-00051,cb,checkingTime,frequency,all,7,-0.011276049180864656,0.9564008919051192,24
sub-00053,cb,readingTime,frequency,all,1,-0.1430839659879994,0.4856107342073506,24
sub-00053,cb,checkingTime,frequency,all,1,-0.03363408079596393,0.87043025350823,24
sub-00053,cb,readingTime,frequency,all,2,-0.19816086615035128,0.3318466792424163,24
sub-00053,cb,checkingTime,frequency,all,2,-0.035890224250361535,0.8618181056597192,24
sub-00053,cb,readingTime,frequency,all,3,-0.06872895133440238,0.7386742290802935,24
sub-00053,cb,checkingTime,frequency,all,3,0.33239902451232967,0.09709304304557098,24
sub-00053,cb,readingTime,frequency,all,4,0.061895002508792804,0.7638948688795417,24
sub-00053,cb,checkingTime,frequency,all,4,0.18611709766241077,0.3626480789606408,24
sub-00053,cb,readingTime,frequency,all,5,0.11474928849910455,0.5767202545098166,24
sub-00053,cb,checkingTime,frequency,all,5,0.2987920026693394,0.138146034545845,24
sub-00053,cb,readingTime,frequency,all,6,0.2491364945417296,0.21969455770932456,24
sub-00053,cb,checkingTime,frequency,all,6,-0.3205463446564817,0.1103674508348128,24
sub-00053,cb,readingTime,frequency,all,7,0.03944638418460109,0.8482750635069561,24
sub-00053,cb,checkingTime,frequency,all,7,0.3063624032636975,0.12796098398568642,24
sub-00054,cb,readingTime,frequency,all,1,-0.311365517927344,0.12153685419399385,24
sub-00054,cb,checkingTime,frequency,all,1,-0.04396356972777085,0.8311328518769119,24
