nlLet,letter,readingTime,checkingTime
p,p,1.51079999998212,1.61480000001192
n,n,1.50990000000596,1.61709999999404
j,j,1.50390000000596,1.7305
x,x,1.50029999998212,1.58599999999999
d,d,1.5055,1.51220000001788
w,w,1.50459999999404,1.90829999998212
t,t,1.50480000001192,1.70069999998808
q,q,1.50590000000596,1.56309999999404
z,z,1.51120000001789,1.8295
v,v,1.50609999999404,1.745
k,k,1.50409999999404,1.641
b,b,1.50259999999404,1.60110000002385
f,f,1.51069999998808,1.61330000001192
i,i,1.5075,1.55419999998809
e,e,1.51319999998807,1.593
s,s,1.505,1.84280000001192
l,l,1.5125,1.94709999999404
m,m,1.50380000001192,2.16590000000596
h,h,1.51559999999404,2.38109999999403
r,r,1.50480000001193,1.64239999997616
o,o,1.50410000002384,2.26229999998212
a,a,1.50820000001788,1.80919999998808
y,y,1.50690000000596,1.64719999998808
u,u,1.5085,2.57109999999405
g,g,1.50940000000595,1.66200000000001
c,c,1.51049999999999,2.16909999999405
