nlLet,letter,readingTime,checkingTime
r,r,1.516899999991054,6.56810000000894
x,x,1.5235000000000127,3.4879999999999995
b,b,1.5289999999999964,5.585299999997019
n,n,1.5150000000000006,9.654299999997022
a,a,1.5127999999970143,3.916799999997025
h,h,1.516999999999996,6.2736000000089405
d,d,1.5097999999970142,7.426700000002981
u,u,1.515500000000003,3.9897000000029834
v,v,1.5071999999880887,7.359499999999983
e,e,1.508499999999998,6.725100000008922
j,j,1.5075000000000216,6.883499999999998
g,g,1.5168999999910397,5.142700000003003
w,w,1.5086000000089257,5.915899999991069
t,t,1.516799999997005,5.3077000000029955
m,m,1.5097000000029652,6.192599999994059
f,f,1.5078000000119118,6.725500000000011
q,q,1.5089999999999861,5.724099999994053
c,c,1.5087999999969952,3.9632999999970195
o,o,1.504000000000019,6.146300000011905
p,p,1.5028999999910582,8.527299999997041
k,k,1.506800000011907,4.781299999997032
i,i,1.502200000002972,7.4433999999910725
s,s,1.5072000000029675,6.893000000000001
y,y,1.5079000000059466,7.176899999991065
z,z,1.5060000000000002,5.891900000006018
l,l,1.508299999997007,3.245999999999981
