nlWrd,test,testResp,score,word,readingTime,checkingTime,tested,writingTime
parel,1.0,parel,True,parel,,0.6124999999999972,1,6.297700000002983
eetlust,1.0,eetlust,True,aanzoek,5.362099999994037,0.8324000000059613,0,
wegen,1.0,wegen,True,loyaal,4.645700000002982,0.9645999999940358,0,
lever,1.0,lever,True,eetlust,,0.7662000000029678,1,5.927500000000009
zwart,1.0,zwart,True,steek,4.72920000000299,0.7322999999970108,0,
invloed,1.0,invloed,True,snuiven,4.062400000005951,0.5998999999910666,0,
mijnheer,1.0,mijnheer,True,slapen,4.44669999998807,0.7482000000029814,0,
zingen,1.0,zingen,True,hiervan,6.393299999997026,0.6659000000059621,0,
maling,1.0,maling,True,kaal,3.8963999999910612,0.582600000008938,0,
wijlen,1.0,wijlen,True,woestijn,5.427800000011928,0.43339999999105316,0,
aandelen,1.0,aandelen,True,prikken,6.393600000008931,0.766299999997031,0,
opkomen,1.0,opkomen,True,afval,4.7287000000029735,0.4497000000029914,0,
komisch,1.0,komisch,True,excuus,4.345700000002978,0.4328999999910508,0,
leuk,1.0,leuk,True,oceaan,4.362799999997023,0.6502999999970172,0,
plek,1.0,plek,True,bever,3.629700000002984,0.6160999999940486,0,
dans,1.0,dans,True,wegen,,0.7982000000029643,1,4.762599999994052
opkijken,1.0,opkijken,True,vullen,3.928299999997023,0.8319000000059589,0,
voorraad,1.0,voorraad,True,driemaal,6.627100000008937,0.7162999999970339,0,
zweven,1.0,zweven,True,mist,3.6633999999910714,1.3651000000089368,0,
jurk,1.0,jurk,True,lever,,0.4330999999940559,1,4.4456000000089375
,,,,diep,4.911199999988099,0.7996000000089225,0,
,,,,mijn,3.912000000000006,0.7002999999970143,0,
,,,,maaltijd,4.346599999994055,0.59880000001192,0,
,,,,taal,3.7795999999940477,0.8160000000000025,0,
,,,,volop,4.812200000002974,0.5827999999970359,0,
,,,,zwart,,0.4165000000000134,1,4.7123999999910495
,,,,blijven,4.328299999997029,0.5160999999940543,0,
,,,,uitlaat,4.612400000005977,0.5271999999880563,0,
,,,,spanning,6.141199999988061,0.641400000005973,0,
,,,,stoom,3.7588999999910584,0.8084000000059746,0,
,,,,vlek,3.5582999999970184,0.7230000000000132,0,
,,,,uitdelen,5.708400000005952,0.5575999999940393,0,
,,,,toeval,4.408200000002978,0.52379999999701,0,
,,,,kasteel,5.857700000002978,1.623500000000007,0,
,,,,gegeven,4.941399999991063,0.6084000000059575,0,
,,,,stemming,4.658200000003006,0.9738999999910334,0,
,,,,graaf,4.892799999996981,0.7390000000000327,0,
,,,,apparaat,5.524900000005971,0.5584999999999809,0,
,,,,bisschop,8.971400000005985,0.49049999999999727,0,
,,,,koffie,4.691399999991063,0.6249000000059368,0,
,,,,invloed,,0.49220000000298114,1,5.708500000000015
,,,,waarvan,4.691099999994037,0.3564000000059764,0,
,,,,klauw,5.024599999993995,0.4064999999999941,0,
,,,,hechten,6.840399999991064,0.623200000002953,0,
,,,,kabel,3.67530000001193,0.40589999999104975,0,
,,,,sufferd,6.007399999991037,0.5727999999970166,0,
,,,,boeien,5.042799999997044,0.5586000000089371,0,
,,,,mijnheer,,0.47649999999998727,1,7.854600000008929
,,,,dubbel,5.258700000002989,0.5885999999940168,0,
,,,,afnemen,6.173799999997016,0.7056000000089853,0,
,,,,stiekem,4.657299999997008,0.6402999999970689,0,
,,,,maken,4.058700000003,0.623200000002953,0,
,,,,geheim,5.025299999997003,0.5225999999940427,0,
,,,,twijfel,6.588200000002985,0.41620000000301616,0,
,,,,zingen,,0.41639999999102884,1,6.543400000005988
,,,,rijp,6.2099999999999795,1.0320999999940454,0,
,,,,doodmoe,4.694000000000017,0.7492000000029861,0,
,,,,baron,4.529700000002947,0.5495000000000232,0,
,,,,heilig,3.8625000000000114,0.6324999999999932,0,
,,,,vreten,4.195200000002956,0.6160999999940486,0,
,,,,piste,3.9133000000119296,0.8494999999999777,0,
,,,,kring,5.044500000000028,0.58299999999997,0,
,,,,snoep,3.9960000000000377,0.465900000005945,0,
,,,,lukken,4.213200000002985,0.582599999994045,0,
,,,,gedicht,5.310400000005927,0.3498999999910666,0,
,,,,poes,3.678700000003005,0.9329999999999927,0,
,,,,maling,,0.46629999999703386,1,4.445400000005918
,,,,totaal,4.5959000000059405,0.5157999999970002,0,
,,,,kennis,4.6462000000029775,0.49909999999403,0,
,,,,waarop,3.9784000000059905,0.7492999999969925,0,
,,,,flits,4.512700000003008,0.6492000000029634,0,
