subject,script,repetition,letter,readingTime,checkingTime
sub-00004,cb,7,z,1.515900000095371,1.539899999856971
sub-00004,cb,7,c,1.5092999999523045,3.4985000000000355
sub-00004,cb,7,i,1.5177000000476255,1.6329000000954466
sub-00004,cb,7,m,1.5167000000476492,1.762099999904649
sub-00004,cb,7,j,1.5205999999045616,2.4808000001908113
sub-00004,cb,7,w,1.5188999998568988,1.6437999999523072
sub-00004,cb,7,o,1.5058000001907883,4.913000000000011
sub-00004,cb,7,n,1.5178999998569225,2.237400000095363
sub-00004,cb,7,u,1.5140999999046016,1.6434000000954256
sub-00004,cb,7,e,1.505700000047682,2.4133999998568925
sub-00004,cb,7,d,1.518299999952319,1.965300000190723
sub-00004,cb,7,x,1.5187999999523072,1.628399999857038
sub-00004,cb,7,q,1.5190000000000057,2.619100000143021
sub-00004,cb,7,r,1.512099999904649,3.919999999999959
sub-00004,cb,7,h,1.515900000095371,1.7647000000476964
sub-00004,cb,7,t,1.518599999904609,2.267799999952331
sub-00004,cb,7,s,1.514799999952288,2.584400000095457
sub-00004,cb,7,g,1.514900000095281,2.9825000000000728
sub-00004,cb,7,v,1.5179999999999154,2.3152999999523445
sub-00004,cb,7,y,1.5152000000476846,2.2338999998569307
sub-00004,cb,7,a,1.5160000000000764,2.6346000001429957
sub-00004,cb,7,k,1.5145999999045898,2.7399000000954175
sub-00004,cb,7,l,1.510199999809288,2.814999999999941
sub-00004,cb,7,f,1.518600000143124,3.11539999985689
sub-00004,cb,7,p,1.518100000143022,5.479399999857037
sub-00004,cb,7,b,1.5191000001429984,3.79979999995237
sub-00008,br,1,d,1.5358999999761664,11.50430000001191
sub-00008,br,1,g,1.5079000000059608,5.75800000000001
sub-00008,br,1,h,1.51009999999404,7.740300000011928
sub-00008,br,1,v,1.5096999999880722,5.971300000011922
sub-00008,br,1,u,1.5098999999761418,2.808200000017905
sub-00008,br,1,e,1.509900000005956,5.222099999994043
sub-00008,br,1,l,1.5111999999880652,10.371499999999996
sub-00008,br,1,i,1.5074999999999932,4.057900000005958
sub-00008,br,1,s,1.513300000011924,4.751000000000005
sub-00008,br,1,q,1.5110999999940589,1.8605999999940368
sub-00008,br,1,x,1.5270999999940216,5.521200000017899
sub-00008,br,1,y,1.506899999976156,5.273700000017868
sub-00008,br,1,r,1.5095999999940375,2.4070000000000107
sub-00008,br,1,w,1.5109999999999957,4.273300000011915
sub-00008,br,1,n,1.51309999999404,3.7865999999940527
sub-00008,br,1,t,1.5135999999940282,3.2225999999940314
sub-00008,br,1,k,1.5268000000119455,3.6363000000119143
sub-00008,br,1,p,1.5112999999821,3.1040000000000134
sub-00008,br,1,f,1.5105000000000075,12.290200000017876
sub-00008,br,1,m,1.5113999999761631,3.556200000017867
sub-00008,br,1,o,1.510900000005961,2.454499999999996
sub-00008,br,1,b,1.510899999976175,3.3892000000178655
sub-00008,br,1,c,1.5114000000059775,2.12319999998806
sub-00008,br,1,z,1.5068000000119357,2.709199999988101
sub-00008,br,1,j,1.5074999999999932,8.075699999988046
sub-00008,br,1,a,1.509999999999991,3.973500000000002
sub-00008,br,2,s,1.5060000000000286,43.72260000002382
sub-00008,br,2,i,1.509999999999991,5.494199999988098
sub-00008,br,2,y,1.5040999999940254,9.345800000011934
sub-00008,br,2,u,1.5040999999940254,6.074599999994064
sub-00008,br,2,r,1.5089000000059514,6.641199999988089
sub-00008,br,2,t,1.5077000000179055,6.143400000005954
sub-00008,br,2,x,1.5039999999999625,5.545099999994079
sub-00008,br,2,b,1.5084000000059632,7.0560999999939895
sub-00008,br,2,p,1.5092999999821473,5.723700000017857
sub-00008,br,2,v,1.5095000000000027,13.510699999988104
sub-00008,br,2,n,1.50740000000593,6.924099999994041
sub-00008,br,2,d,1.5080000000000382,5.407800000011889
sub-00008,br,2,h,1.5092999999821473,4.021500000000003
sub-00008,br,2,f,1.5112000000178796,7.058299999982125
sub-00008,br,2,g,1.50920000001787,11.272599999994044
sub-00008,br,2,q,1.5095000000000027,4.620900000005918
sub-00008,br,2,z,1.5136999999880911,4.42349999999999
sub-00008,br,2,e,1.5099000000059846,3.4884999999999877
sub-00008,br,2,c,1.5116999999880818,5.40500000000003
sub-00008,br,2,k,1.5095000000000027,7.323800000011886
sub-00008,br,2,o,1.5103000000119096,3.605099999994082
sub-00008,br,2,a,1.5100999999939972,11.94080000001196
sub-00008,br,2,j,1.5100999999939972,22.45700000000005
sub-00008,br,2,w,1.5061999999880982,6.943300000011845
sub-00008,br,2,m,1.5241999999881273,6.390400000005911
sub-00008,br,2,l,1.5085000000000264,1.956800000011981
sub-00008,br,3,p,1.5100999999939404,24.206400000006056
sub-00008,br,3,y,1.508599999993976,5.558499999999981
sub-00008,br,3,w,1.5060000000000855,5.843900000005874
sub-00008,br,3,z,1.50569999998811,4.977199999988102
sub-00008,br,3,t,1.5067000000178723,4.860099999994077
sub-00008,br,3,m,1.506900000005885,2.543400000006045
sub-00008,br,3,f,1.5049999999999957,4.144099999993955
sub-00008,br,3,x,1.5057999999821732,16.510600000023828
sub-00008,br,3,r,1.5054999999999836,11.70609999999408
sub-00008,br,3,s,1.5095000000000027,5.062000000000012
sub-00008,br,3,j,1.50469999998802,4.841800000011972
sub-00008,br,3,i,1.509099999993964,3.1405999999940377
sub-00008,br,3,v,1.509599999994066,6.107600000023808
sub-00008,br,3,b,1.507799999982126,10.458300000011944
sub-00008,br,3,c,1.5090000000000146,3.522199999988061
sub-00008,br,3,a,1.5109000000060178,6.174400000005903
sub-00008,br,3,h,1.510499999999979,4.920099999994022
sub-00008,br,3,d,1.5105999999940425,2.4060000000000628
sub-00008,br,3,q,1.5105999999940425,9.925100000023804
sub-00008,br,3,o,1.507899999976189,5.610200000017926
sub-00008,br,3,l,1.5065999999940232,3.890800000011836
sub-00008,br,3,e,1.511099999994144,2.6224999999999454
sub-00008,br,3,u,1.5085999999940896,6.477199999987988
sub-00008,br,3,n,1.5067000000178723,5.841299999982198
sub-00008,br,3,k,1.5079999999999243,4.072200000017915
sub-00008,br,3,g,1.5109000000060178,8.391199999988089
sub-00008,br,4,w,1.509999999999991,5.32259999999394
sub-00008,br,4,n,1.5085999999940896,5.039999999999964
sub-00008,br,4,b,1.5120000000000573,6.121900000005894
sub-00008,br,4,f,1.505500000000097,6.593800000011925
sub-00008,br,4,d,1.5114000000058925,3.953299999982164
sub-00008,br,4,u,1.51299999999992,8.672500000000014
sub-00008,br,4,j,1.5105000000000928,4.055099999994013
sub-00008,br,4,p,1.5086000000237618,5.310699999988174
sub-00008,br,4,a,1.5054999999999836,5.240400000005934
sub-00008,br,4,t,1.5087999999821022,5.174499999999966
sub-00008,br,4,k,1.5091000000238637,17.774199999988127
sub-00008,br,4,x,1.5090000000000146,4.306900000005953
sub-00008,br,4,r,1.5102999999820668,110.36890000000597
sub-00008,br,4,g,1.5095000000000027,5.074300000011931
sub-00008,br,4,c,1.50750000000005,4.757799999982126
sub-00008,br,4,h,1.50910000002375,4.7943999999762354
sub-00008,br,4,q,1.5051000000238446,183.87029999998208
sub-00008,br,4,s,1.5074999999999363,6.05880000001207
sub-00008,br,4,m,1.5069999999998345,65.20269999998823
sub-00008,br,4,i,1.5110999999940304,4.774800000011965
sub-00008,br,4,l,1.5060999999939213,2.7790999999940595
sub-00008,br,4,e,1.5038000000120064,4.607999999999947
sub-00008,br,4,o,1.509499999999889,4.489800000011883
sub-00008,br,4,y,1.5075000000001637,6.242799999982026
sub-00008,br,4,v,1.5090999999940775,8.825600000023769
sub-00008,br,4,z,1.5073999999763146,5.578700000017761
sub-00008,br,5,h,1.50649999999996,4.957000000000107
sub-00008,br,5,k,1.5065999999940232,4.492699999987963
sub-00008,br,5,s,1.5084000000060769,4.573800000011943
sub-00008,br,5,q,1.5090000000000146,6.496499999999969
sub-00008,br,5,y,1.504299999982095,12.774100000023736
sub-00008,br,5,m,1.5085999999942032,4.791099999994003
sub-00008,br,5,e,1.5078000000119118,9.525899999976218
sub-00008,br,5,j,1.508700000017825,6.891499999999951
sub-00008,br,5,o,1.5076999999880627,4.806500000000142
sub-00008,br,5,l,1.5098000000118643,4.391499999999951
sub-00008,br,5,f,1.5090000000000146,7.022799999982226
sub-00008,br,5,i,1.5104000000058022,3.739400000006071
sub-00008,br,5,a,1.5109999999999673,6.12219999998797
sub-00008,br,5,b,1.510600000023942,4.504799999982197
sub-00008,br,5,v,1.512300000011919,4.971299999981966
sub-00008,br,5,w,1.5103000000119664,5.9586999999880845
sub-00008,br,5,g,1.509999999999991,10.571200000017823
sub-00008,br,5,p,1.5064000000061242,5.877399999975978
sub-00008,br,5,z,1.5046000000238564,6.729099999994105
sub-00008,br,5,t,1.5066999999880863,6.242200000017874
sub-00008,br,5,u,1.507099999994125,5.477499999999964
sub-00008,br,5,n,1.5234000000059496,5.3064999999999145
sub-00008,br,5,x,1.507899999976189,3.658000000000129
sub-00008,br,5,d,1.5097000000178014,5.507000000000062
sub-00008,br,5,c,1.507799999982126,3.6917000000178177
sub-00008,br,5,r,1.5081999999881646,4.691900000005944
sub-00008,br,6,e,1.509999999999991,4.341999999999871
sub-00008,br,6,p,1.5066999999880863,6.426600000023882
sub-00008,br,6,j,1.50649999999996,20.641000000000076
sub-00008,br,6,z,1.5080000000000382,4.325699999988046
sub-00008,br,6,t,1.5054999999999836,5.294699999988097
sub-00008,br,6,y,1.5068000000119357,9.558800000011844
sub-00008,br,6,c,1.507299999982024,4.143599999994194
sub-00008,br,6,x,1.5058000000119591,6.077599999993936
sub-00008,br,6,o,1.5055999999940468,4.326100000023871
sub-00008,br,6,h,1.5061999999879845,3.908099999994192
sub-00008,br,6,w,1.5104999999998654,5.177000000000135
sub-00008,br,6,i,1.5047000000179196,3.290899999976091
sub-00008,br,6,d,1.51010000002384,16.122699999988072
sub-00008,br,6,n,1.5081999999879372,10.325200000017958
sub-00008,br,6,s,1.5080000000000382,5.375199999988126
sub-00008,br,6,v,1.508599999993976,4.659100000023955
sub-00008,br,6,k,1.5074999999999363,5.9621999999881155
sub-00008,br,6,a,1.5203000000119573,7.824099999993905
sub-00008,br,6,g,1.5090999999940775,5.825199999988172
sub-00008,br,6,b,1.508499999999913,10.440600000023778
sub-00008,br,6,l,1.509199999988141,4.039999999999964
sub-00008,br,6,q,1.5095999999939522,7.722500000000082
sub-00008,br,6,r,1.510900000005904,4.139800000011974
sub-00008,br,6,f,1.5102999999821805,4.305000000000064
sub-00008,br,6,u,1.511599999993905,5.02230000001191
sub-00008,br,6,m,1.5115000000000691,21.690400000005862
sub-00008,br,7,i,1.5074000000061003,2.7928999999760435
sub-00008,br,7,a,1.507100000023911,7.423000000000002
sub-00008,br,7,n,1.510799999982055,6.340099999993981
sub-00008,br,7,l,1.5108000000120685,4.17169999998805
sub-00008,br,7,v,1.5104000000060296,4.389499999999998
sub-00008,br,7,g,1.510300000011739,4.939099999994141
sub-00008,br,7,o,1.508499999999913,5.2430000000001655
sub-00008,br,7,t,1.5065999999940232,4.673900000005915
sub-00008,br,7,s,1.5119000000058804,4.687699999988126
sub-00008,br,7,w,1.5090000000000146,5.139800000011974
sub-00008,br,7,p,1.510900000005904,5.288999999999987
sub-00008,br,7,c,1.510099999994054,46.840999999999894
sub-00008,br,7,x,1.506099999994149,4.226699999988114
sub-00008,br,7,u,1.5061000000237073,4.061099999994212
sub-00008,br,7,m,1.5074999999999363,4.407099999993989
sub-00008,br,7,r,1.5078000000119118,4.459799999982124
sub-00008,br,7,b,1.5069000000059989,3.225500000000011
sub-00008,br,7,z,1.5071999999879608,4.610300000012103
sub-00008,br,7,y,1.5061999999879845,7.743600000023889
sub-00008,br,7,d,1.505099999993945,5.312900000006039
sub-00008,br,7,h,1.5060999999939213,4.8055000000001655
sub-00008,br,7,e,1.5097999999820786,4.205999999999904
sub-00008,br,7,f,1.5108000000120685,10.357599999993909
sub-00008,br,7,q,1.5072000000179742,9.523799999981977
sub-00008,br,7,j,1.5087000000180524,4.742099999994025
sub-00008,br,7,k,1.508699999988039,4.6133000000118045
sub-00014,cb,1,i,1.540700000017864,2.7124999999999773
sub-00014,cb,1,p,1.5101999999881173,7.151300000011929
sub-00014,cb,1,t,1.5097999999820786,12.555800000011914
sub-00014,cb,1,e,1.5151999999881127,5.167200000017829
sub-00014,cb,1,v,1.5099000000059275,3.0897999999821195
sub-00014,cb,1,a,1.5105000000000928,2.906300000011925
sub-00014,cb,1,j,1.5097999999820786,7.590300000011894
sub-00014,cb,1,x,1.5073000000119237,3.275799999982155
sub-00014,cb,1,m,1.5103000000118527,3.671699999988164
sub-00014,cb,1,d,1.5093000000118764,2.675299999982144
sub-00014,cb,1,z,1.5054999999999836,2.8111000000238846
sub-00014,cb,1,q,1.5092999999820904,1.82830000001195
sub-00014,cb,1,u,1.5181999999880418,6.8940000000000055
sub-00014,cb,1,y,1.5070999999940111,3.9261000000238937
sub-00014,cb,1,o,1.5071999999880743,4.642400000005978
sub-00014,cb,1,s,1.5084000000059632,1.6589999999999918
sub-00014,cb,1,b,1.505099999993945,1.809900000005996
sub-00014,cb,1,f,1.5081999999880509,3.009599999994066
sub-00014,cb,1,l,1.5048000000119828,4.161699999988059
sub-00014,cb,1,k,1.5074999999999363,6.908700000017916
sub-00014,cb,1,r,1.506099999994035,2.414699999988102
sub-00014,cb,1,c,1.5185999999940805,3.423600000023839
sub-00014,cb,1,n,1.51119999998798,2.3425000000000864
sub-00014,cb,1,h,1.5074000000058732,2.309199999988095
sub-00014,cb,1,w,1.5059000000060223,2.174400000005903
sub-00014,cb,1,g,1.5084000000059632,2.0473999999761645
sub-00014,cb,2,s,1.5188000000119928,5.028599999993958
sub-00014,cb,2,g,1.503900000005956,2.57830000001195
sub-00014,cb,2,k,1.5053999999761345,2.380300000011971
sub-00014,cb,2,y,1.5024999999999409,2.0125999999941087
sub-00014,cb,2,c,1.5040999999939686,2.045500000000061
sub-00014,cb,2,a,1.5037000000178296,2.009999999999991
sub-00014,cb,2,v,1.5072999999821377,1.814800000011928
sub-00014,cb,2,r,1.5189000000059425,3.51219999998807
sub-00014,cb,2,b,1.5027000000179669,5.692299999982083
sub-00014,cb,2,o,1.507900000005975,2.4325000000000045
sub-00014,cb,2,i,1.5170999999940022,6.895999999999958
sub-00014,cb,2,q,1.5049999999999957,3.956300000011993
sub-00014,cb,2,m,1.510099999994054,1.9750000000000227
sub-00014,cb,2,p,1.5068000000118218,2.9596999999881746
sub-00014,cb,2,z,1.5071999999880743,2.0421000000237655
sub-00014,cb,2,l,1.50750000000005,1.592699999988099
sub-00014,cb,2,n,1.5070999999940111,2.332700000017894
sub-00014,cb,2,j,1.51789999997618,1.7582000000178368
sub-00014,cb,2,e,1.5094000000059395,2.8071999999881427
sub-00014,cb,2,d,1.508499999999913,2.34050000000002
sub-00014,cb,2,t,1.5084000000059632,2.02619999998808
sub-00014,cb,2,f,1.5089000000059514,1.739599999994084
sub-00014,cb,2,w,1.5093000000118764,2.908199999988142
sub-00014,cb,2,x,1.5082000000178368,2.492199999988088
sub-00014,cb,2,u,1.5085000000000264,1.8808000000118457
sub-00014,cb,2,h,1.5187999999822068,1.6417000000178632
sub-00014,cb,3,q,1.5083999999761772,2.1079999999999472
sub-00014,cb,3,s,1.509700000017915,2.4389000000059013
sub-00014,cb,3,r,1.5090999999940775,1.848400000005995
sub-00014,cb,3,c,1.5019999999999527,13.49059999999406
sub-00014,cb,3,i,1.5097999999820786,2.1314000000060105
sub-00014,cb,3,l,1.518800000011879,4.522799999982112
sub-00014,cb,3,v,1.509600000023852,2.339199999988068
sub-00014,cb,3,w,1.511000000000081,2.1234000000058586
sub-00014,cb,3,z,1.509599999994066,2.1248000000119873
sub-00014,cb,3,o,1.5078999999760754,2.3736000000238846
sub-00014,cb,3,u,1.5097999999820786,2.007099999994125
sub-00014,cb,3,m,1.509999999999991,2.4713000000118654
sub-00014,cb,3,f,1.511900000005994,1.9812999999820704
sub-00014,cb,3,p,1.5188000000119928,2.505999999999972
sub-00014,cb,3,y,1.5103000000119664,1.7218999999761309
sub-00014,cb,3,x,1.5112000000178796,1.6061999999880072
sub-00014,cb,3,e,1.511000000000081,24.773099999993978
sub-00014,cb,3,d,1.5104000000060296,4.940700000017841
sub-00014,cb,3,k,1.5087999999821022,1.5653000000119164
sub-00014,cb,3,a,1.5170000000000528,2.044099999994046
sub-00014,cb,3,j,1.4888000000119064,1.7723999999761872
sub-00014,cb,3,h,1.5133000000118957,1.764199999988023
sub-00014,cb,3,g,1.5016000000239274,2.1085999999939986
sub-00014,cb,3,n,1.5087999999821022,2.470700000017928
sub-00014,cb,3,t,1.5114000000058925,1.6537999999821975
sub-00014,cb,3,b,1.5132000000178325,1.8607999999820777
sub-00014,cb,4,h,1.521900000005985,2.2576999999880627
sub-00014,cb,4,j,1.50930000001199,2.922099999993975
sub-00014,cb,4,d,1.5115999999940186,2.0043000000119946
sub-00014,cb,4,q,1.51219999998807,2.0715000000000146
sub-00014,cb,4,c,1.5112000000178796,1.8032999999820731
sub-00014,cb,4,p,1.51400000000001,1.8479000000060068
sub-00014,cb,4,x,1.5180999999939786,2.6708000000119227
sub-00014,cb,4,o,1.5125999999941089,1.8029999999999973
sub-00014,cb,4,a,1.5137000000178205,17.92050000000006
sub-00014,cb,4,k,1.510899999976118,2.3799999999999955
sub-00014,cb,4,l,1.5214999999999463,1.8372000000179016
sub-00014,cb,4,v,1.5110999999940304,2.753599999994094
sub-00014,cb,4,n,1.5120999999941205,2.6059000000059314
sub-00014,cb,4,y,1.5109999999999673,2.138599999994085
sub-00014,cb,4,i,1.5113000000119428,1.6229000000057567
sub-00014,cb,4,t,1.5104000000060296,1.9335999999941575
sub-00014,cb,4,b,1.517400000005864,2.685799999982237
sub-00014,cb,4,r,1.51299999999992,1.7298000000118918
sub-00014,cb,4,u,1.5045999999940705,2.601199999988012
sub-00014,cb,4,g,1.5168000000119264,2.2680999999940923
sub-00014,cb,4,s,1.5110999999940304,3.527200000017956
sub-00014,cb,4,f,1.508599999993976,3.235099999993963
sub-00014,cb,4,w,1.5143000000118718,2.4032999999822096
sub-00014,cb,4,m,1.513800000011997,3.218400000005886
sub-00014,cb,4,e,1.5137999999822114,1.9384999999999764
sub-00014,cb,4,z,1.512300000011919,4.937400000005937
sub-00014,cb,5,q,1.507799999982126,1.624200000017936
sub-00014,cb,5,y,1.5135999999938576,1.6820999999940796
