subject,script,session,woord,tested,response,score,readingTime,checkingTime,writingTime
sub-00050,br,3,oprotten,0,,False,4.246499999999969,0.5488000000044622,
sub-00050,br,3,groen,1,groen,True,,0.5993999999985817,4.212899999998513
sub-00050,br,3,baron,0,,False,3.396799999997029,0.4995000000000118,
sub-00050,br,3,palm,0,,False,3.996499999999969,0.7326000000015256,
sub-00050,br,3,huisdier,0,,False,7.576300000004494,0.532899999998449,
sub-00050,br,3,ticket,0,,False,6.19500000000005,0.3654999999999972,
sub-00050,br,3,gegeven,0,,False,3.414599999994038,0.6982000000029984,
sub-00050,br,3,praat,0,,False,3.0312999999970316,1.0317999999970198,
sub-00050,br,3,zaal,0,,False,2.9471000000014556,0.7659999999999627,
sub-00050,br,3,staren,1,staren,True,,0.3982999999969934,4.147100000001501
sub-00050,br,3,zout,1,zout,True,,0.4820000000000846,3.663499999999999
sub-00050,br,3,nodig,0,,False,4.162399999998456,0.5166000000015174,
sub-00050,br,3,prikken,0,,False,4.229800000004502,0.3991999999955169,
sub-00050,br,3,uitlaat,0,,False,4.712199999995619,0.5829000000059068,
sub-00050,br,3,leuk,0,,False,4.062800000004472,0.632699999995566,
sub-00050,br,3,opzicht,0,,False,5.244899999998552,0.5660000000000309,
sub-00050,br,3,woede,0,,False,4.445900000005963,0.8156999999955588,
sub-00050,br,3,taal,0,,False,3.513699999995538,0.6660000000000537,
sub-00050,br,3,waarbij,0,,False,11.255900000005909,0.949299999997038,
sub-00050,br,3,slagen,0,,False,3.5628999999985353,0.5330000000000155,
sub-00050,br,3,mist,1,mist,True,,0.3996000000015556,3.7287999999970225
sub-00050,br,3,kanjer,0,,False,3.879100000001472,0.4661999999955242,
sub-00050,br,3,ziek,0,,False,3.1797999999970443,0.4662999999970907,
sub-00050,br,3,geld,0,,False,4.029299999997079,0.6661000000015065,
sub-00050,br,3,doodmoe,0,,False,5.528399999998442,0.7818000000045231,
sub-00050,br,3,aanraden,0,,False,4.596600000001445,0.6152999999969779,
sub-00050,br,3,woning,0,,False,3.5803999999984626,0.8986999999955287,
sub-00050,br,3,klimmen,0,,False,3.4631000000014183,0.9321000000014692,
sub-00050,br,3,grappen,0,,False,6.210300000004395,1.714899999998579,
sub-00050,br,3,tekst,0,,False,4.496100000001547,1.314700000002972,
sub-00050,br,3,eetlust,0,,False,3.846499999999992,1.8646000000015872,
sub-00050,br,3,zwart,0,,False,4.712300000004461,1.2486000000014883,
sub-00050,br,3,nakijken,0,,False,4.82839999999851,1.9317000000029336,
sub-00050,br,3,liefje,0,,False,4.961300000004485,2.7308999999985417,
sub-00050,br,3,hechten,1,hechten,True,,0.7661999999955924,7.0756000000014865
sub-00050,br,3,woestijn,0,,False,4.828799999997045,0.5992999999970152,
sub-00050,br,3,jurk,0,,False,4.3122000000029175,0.4986000000014883,
sub-00050,br,3,openbaar,1,openbaar,True,,0.66599999999994,6.211000000000013
sub-00050,br,3,waken,0,,False,2.581100000001584,1.015399999998408,
sub-00050,br,3,kaal,0,,False,3.7806000000015274,1.0643999999985,
sub-00050,br,3,wegen,0,,False,3.9802000000030375,1.1319999999999482,
sub-00050,br,3,geduld,1,geduld,True,,0.7160000000000082,6.144299999996974
sub-00050,br,3,kring,0,,False,4.795500000000061,0.7659000000058995,
sub-00050,br,3,kreeft,0,,False,4.079399999998486,0.6827000000030239,
sub-00050,br,3,waarvan,0,,False,4.512399999998479,0.4328999999985399,
sub-00050,br,3,dans,0,,False,3.4635000000000673,0.8993999999984226,
sub-00050,br,3,schat,0,,False,3.5797999999970216,1.0831000000015365,
sub-00050,br,3,innemen,0,,False,5.610399999998549,3.346899999998527,
sub-00050,br,3,bedoelen,0,,False,6.01029999999696,2.0824000000060323,
sub-00050,br,3,ijdel,0,,False,5.444899999998597,0.8824999999999363,
sub-00050,br,3,laken,0,,False,2.96260000000143,0.6663999999984753,
sub-00050,br,3,blijven,1,blijven,True,,0.965300000004504,4.429299999997056
sub-00050,br,3,daarheen,0,,False,5.212099999994052,0.5491000000015447,
sub-00050,br,3,vuur,0,,False,3.7963999999984703,1.032000000000039,
sub-00050,br,3,vullen,0,,False,3.3470000000000937,0.9328000000044768,
sub-00050,br,3,joggen,1,joggen,True,,0.6317999999969288,4.08020000000306
sub-00050,br,3,legaal,1,legaal,True,,0.6327000000030694,4.195299999997019
sub-00050,br,3,heengaan,0,,False,4.3293999999986,0.765399999998408,
sub-00050,br,3,vreten,0,,False,4.912100000001487,1.4987999999970043,
sub-00050,br,3,invloed,0,,False,5.594800000004511,0.4998999999985472,
sub-00050,br,3,koppen,0,,False,4.395199999995498,1.1152000000030284,
sub-00050,br,3,lever,0,,False,2.963700000003086,1.8316000000014585,
sub-00050,br,3,klauw,0,,False,3.5630999999940514,1.1990000000000691,
sub-00050,br,3,aanzien,0,,False,6.860799999996971,0.9819999999999708,
sub-00050,br,3,kleren,0,,False,3.563199999995504,0.5995000000000346,
sub-00050,br,3,poes,0,,False,4.130100000001448,0.6163999999985208,
sub-00050,br,3,parel,0,,False,3.6807000000029575,0.7993999999985135,
sub-00050,br,3,redding,0,,False,6.942799999997078,0.6828999999985399,
sub-00050,br,3,geliefd,0,,False,4.26299999999992,1.0150000000001,
sub-00050,br,3,steel,0,,False,4.378199999995559,0.7828000000044995,
sub-00050,br,3,rechten,0,,False,4.612199999995482,0.4828000000044312,
sub-00050,br,3,mijnheer,0,,False,7.192999999999984,0.6157999999969661,
sub-00050,br,3,zweven,0,,False,3.630300000004467,0.948699999995597,
sub-00050,br,3,traag,0,,False,3.029700000003004,0.8155999999939922,
sub-00050,br,3,bloeien,0,,False,3.26299999999992,0.6995000000000573,
sub-00050,br,3,boeien,0,,False,3.4967999999970516,0.6989999999999554,
sub-00050,br,3,snoep,0,,False,3.7472000000029766,0.6156000000015638,
sub-00050,br,3,akkoord,0,,False,3.696299999997109,0.765399999998408,
sub-00050,br,3,trekker,0,,False,3.4463999999985617,1.4154999999999518,
sub-00050,br,3,dubbel,0,,False,4.463499999999954,0.8646000000014737,
sub-00050,br,3,plek,0,,False,2.6984999999999673,0.9481999999954952,
sub-00050,br,3,slapen,0,,False,4.244500000000016,1.3822000000029675,
sub-00050,br,3,wijlen,0,,False,5.827499999999873,0.6150000000000091,
sub-00050,br,3,jasje,1,jasje,True,,0.4822000000028765,4.678799999997182
sub-00050,br,3,gezond,0,,False,3.329800000004525,0.8651000000013482,
sub-00050,br,3,jagen,0,,False,3.113300000004301,0.7992999999971744,
sub-00050,br,3,sufferd,0,,False,6.093499999999949,0.5328000000044995,
sub-00050,br,3,spanning,0,,False,5.128799999997,0.4331000000015592,
sub-00050,br,3,attentie,0,,False,4.796000000000049,0.4321000000013555,
sub-00050,br,3,gedicht,0,,False,3.962599999994154,0.716100000001461,
sub-00050,br,3,vlek,0,,False,3.778699999995524,0.5328000000044995,
sub-00050,br,3,kabel,0,,False,3.613399999998592,0.6824999999998909,
sub-00050,br,3,techniek,0,,False,6.760899999998628,0.6154999999998836,
sub-00050,br,3,stoom,0,,False,6.094199999995681,2.081700000002911,
sub-00050,br,3,rijp,0,,False,4.560899999998355,0.8490000000001601,
sub-00050,br,3,toeval,0,,False,4.53070000000298,0.6972999999970853,
sub-00050,br,3,lust,0,,False,2.6808000000046377,0.5823999999984153,
sub-00050,br,3,heilig,0,,False,4.978699999995342,0.4830000000001746,
sub-00050,br,3,mijn,0,,False,3.929700000003095,0.682599999993954,
sub-00050,br,3,weigeren,0,,False,5.5281000000015865,0.515999999999849,
sub-00050,br,3,geit,0,,False,2.9311000000016065,0.6153999999985444,
sub-00050,br,3,knaap,1,knaap,True,,0.4310999999938758,3.614600000001701
sub-00050,br,3,mode,0,,False,2.81339999999841,0.96550000000002,
sub-00050,br,3,aarzelen,0,,False,2.830199999995557,0.6829999999999927,
sub-00050,br,3,voorraad,0,,False,3.5287999999968633,0.6661000000015065,
sub-00050,br,3,anarchie,0,,False,5.593600000001516,0.6162999999969543,
sub-00050,br,3,steek,0,,False,3.547100000001592,0.6820000000000164,
sub-00050,br,3,stof,1,stof,True,,0.5660000000000309,3.979100000001381
sub-00050,br,3,flits,0,,False,4.145999999999958,2.1313000000045577,
sub-00050,br,3,totaal,0,,False,3.1467000000029657,0.6838999999986299,
sub-00050,br,3,muziek,0,,False,3.5121999999955733,0.6324999999999363,
sub-00050,br,3,site,1,site,True,,0.5660000000000309,6.527599999993981
sub-00050,br,3,uien,0,,False,3.34699999999998,0.7488999999984571,
sub-00050,br,3,geheim,0,,False,5.861099999994167,0.7328000000043176,
sub-00050,br,3,blad,0,,False,3.645499999999856,0.832800000004454,
sub-00050,br,3,gerucht,0,,False,4.628899999998339,0.6661999999955697,
sub-00050,br,3,bisschop,0,,False,10.05810000000156,4.911599999993996,
sub-00050,br,3,lokken,0,,False,3.0475000000001273,0.6321999999954642,
sub-00050,br,3,uitdelen,0,,False,6.094000000000051,1.0819000000058168,
sub-00050,br,3,getuigen,1,getuigen,True,,0.4823999999985062,4.545899999998483
sub-00050,br,3,leek,0,,False,2.863499999999931,0.632300000004534,
sub-00050,br,3,samen,0,,False,7.094000000000051,0.7984999999998763,
sub-00050,br,3,hiervan,0,,False,6.826999999999998,0.4329999999999927,
sub-00050,br,3,diep,0,,False,4.677899999998544,0.6162999999969543,
sub-00050,br,4,parel,1,parel,True,,0.6124999999999972,6.297700000002983
sub-00050,br,4,aanzoek,0,,False,5.362099999994037,0.8324000000059613,
sub-00050,br,4,loyaal,0,,False,4.645700000002982,0.9645999999940358,
sub-00050,br,4,eetlust,1,eetlust,True,,0.7662000000029678,5.927500000000009
sub-00050,br,4,steek,0,,False,4.72920000000299,0.7322999999970108,
sub-00050,br,4,snuiven,0,,False,4.062400000005951,0.5998999999910666,
sub-00050,br,4,slapen,0,,False,4.44669999998807,0.7482000000029814,
sub-00050,br,4,hiervan,0,,False,6.393299999997026,0.6659000000059621,
sub-00050,br,4,kaal,0,,False,3.896399999991061,0.582600000008938,
sub-00050,br,4,woestijn,0,,False,5.427800000011928,0.4333999999910531,
sub-00050,br,4,prikken,0,,False,6.393600000008931,0.766299999997031,
sub-00050,br,4,afval,0,,False,4.7287000000029735,0.4497000000029914,
sub-00050,br,4,excuus,0,,False,4.345700000002978,0.4328999999910508,
sub-00050,br,4,oceaan,0,,False,4.362799999997023,0.6502999999970172,
sub-00050,br,4,bever,0,,False,3.629700000002984,0.6160999999940486,
sub-00050,br,4,wegen,1,wegen,True,,0.7982000000029643,4.762599999994052
sub-00050,br,4,vullen,0,,False,3.928299999997023,0.8319000000059589,
sub-00050,br,4,driemaal,0,,False,6.627100000008937,0.7162999999970339,
sub-00050,br,4,mist,0,,False,3.6633999999910714,1.3651000000089368,
sub-00050,br,4,lever,1,lever,True,,0.4330999999940559,4.4456000000089375
sub-00050,br,4,diep,0,,False,4.911199999988099,0.7996000000089225,
sub-00050,br,4,mijn,0,,False,3.912000000000006,0.7002999999970143,
sub-00050,br,4,maaltijd,0,,False,4.346599999994055,0.59880000001192,
sub-00050,br,4,taal,0,,False,3.779599999994048,0.8160000000000025,
sub-00050,br,4,volop,0,,False,4.812200000002974,0.5827999999970359,
sub-00050,br,4,zwart,1,zwart,True,,0.4165000000000134,4.7123999999910495
sub-00050,br,4,blijven,0,,False,4.328299999997029,0.5160999999940543,
sub-00050,br,4,uitlaat,0,,False,4.612400000005977,0.5271999999880563,
sub-00050,br,4,spanning,0,,False,6.141199999988061,0.641400000005973,
sub-00050,br,4,stoom,0,,False,3.7588999999910584,0.8084000000059746,
sub-00050,br,4,vlek,0,,False,3.5582999999970184,0.7230000000000132,
sub-00050,br,4,uitdelen,0,,False,5.708400000005952,0.5575999999940393,
sub-00050,br,4,toeval,0,,False,4.408200000002978,0.52379999999701,
sub-00050,br,4,kasteel,0,,False,5.857700000002978,1.623500000000007,
sub-00050,br,4,gegeven,0,,False,4.941399999991063,0.6084000000059575,
sub-00050,br,4,stemming,0,,False,4.658200000003006,0.9738999999910334,
sub-00050,br,4,graaf,0,,False,4.892799999996981,0.7390000000000327,
sub-00050,br,4,apparaat,0,,False,5.524900000005971,0.5584999999999809,
sub-00050,br,4,bisschop,0,,False,8.971400000005985,0.4904999999999972,
sub-00050,br,4,koffie,0,,False,4.691399999991063,0.6249000000059368,
sub-00050,br,4,invloed,1,invloed,True,,0.4922000000029811,5.708500000000015
sub-00050,br,4,waarvan,0,,False,4.691099999994037,0.3564000000059764,
sub-00050,br,4,klauw,0,,False,5.024599999993995,0.4064999999999941,
sub-00050,br,4,hechten,0,,False,6.840399999991064,0.623200000002953,
sub-00050,br,4,kabel,0,,False,3.67530000001193,0.4058999999910497,
sub-00050,br,4,sufferd,0,,False,6.007399999991037,0.5727999999970166,
sub-00050,br,4,boeien,0,,False,5.042799999997044,0.5586000000089371,
sub-00050,br,4,mijnheer,1,mijnheer,True,,0.4764999999999872,7.854600000008929
sub-00050,br,4,dubbel,0,,False,5.258700000002989,0.5885999999940168,
sub-00050,br,4,afnemen,0,,False,6.173799999997016,0.7056000000089853,
sub-00050,br,4,stiekem,0,,False,4.657299999997008,0.6402999999970689,
sub-00050,br,4,maken,0,,False,4.058700000003,0.623200000002953,
sub-00050,br,4,geheim,0,,False,5.025299999997003,0.5225999999940427,
sub-00050,br,4,twijfel,0,,False,6.588200000002985,0.4162000000030161,
sub-00050,br,4,zingen,1,zingen,True,,0.4163999999910288,6.543400000005988
sub-00050,br,4,rijp,0,,False,6.2099999999999795,1.0320999999940454,
sub-00050,br,4,doodmoe,0,,False,4.694000000000017,0.7492000000029861,
sub-00050,br,4,baron,0,,False,4.529700000002947,0.5495000000000232,
sub-00050,br,4,heilig,0,,False,3.8625000000000114,0.6324999999999932,
sub-00050,br,4,vreten,0,,False,4.195200000002956,0.6160999999940486,
sub-00050,br,4,piste,0,,False,3.9133000000119296,0.8494999999999777,
sub-00050,br,4,kring,0,,False,5.044500000000028,0.58299999999997,
sub-00050,br,4,snoep,0,,False,3.9960000000000377,0.465900000005945,
sub-00050,br,4,lukken,0,,False,4.213200000002985,0.582599999994045,
sub-00050,br,4,gedicht,0,,False,5.310400000005927,0.3498999999910666,
sub-00050,br,4,poes,0,,False,3.678700000003005,0.9329999999999928,
sub-00050,br,4,maling,1,maling,True,,0.4662999999970338,4.445400000005918
sub-00050,br,4,totaal,0,,False,4.5959000000059405,0.5157999999970002,
sub-00050,br,4,kennis,0,,False,4.6462000000029775,0.49909999999403,
sub-00050,br,4,waarop,0,,False,3.9784000000059905,0.7492999999969925,
sub-00050,br,4,flits,0,,False,4.512700000003008,0.6492000000029634,
sub-00050,br,4,traag,0,,False,3.779700000003004,0.7000999999940518,
sub-00050,br,4,site,0,,False,4.062799999997026,0.5316000000089502,
sub-00050,br,4,kleren,0,,False,4.711299999996982,0.46640000000599,
sub-00050,br,4,schep,0,,False,4.096300000011922,0.832099999994,
sub-00050,br,4,vervoer,0,,False,4.545599999994067,0.6327000000029557,
sub-00050,br,4,strikken,0,,False,5.346500000000049,0.4648999999910188,
sub-00050,br,4,opheffen,0,,False,4.3289000000059445,0.4827999999970416,
sub-00050,br,4,toegeven,0,,False,3.86370000000295,0.5487000000030093,
sub-00050,br,4,vuur,0,,False,4.212299999996958,0.4664999999999963,
sub-00050,br,4,gezond,0,,False,3.9632999999969343,0.5819999999999936,
sub-00050,br,4,joggen,0,,False,5.112200000002986,0.7157000000030393,
sub-00050,br,4,weigeren,0,,False,4.778799999996977,0.5493000000119537,
sub-00050,br,4,kreeft,0,,False,4.062700000002906,0.5163999999911084,
sub-00050,br,4,schuilen,0,,False,6.42720000000304,2.8809000000059086,
sub-00050,br,4,redding,0,,False,9.024800000011965,0.5663999999910629,
sub-00050,br,4,blad,0,,False,3.679799999997044,0.5660999999939804,
sub-00050,br,4,aarzelen,0,,False,5.328200000002994,0.6162000000030048,
sub-00050,br,4,anarchie,0,,False,5.295000000000073,0.632900000005975,
sub-00050,br,4,hier,0,,False,3.912700000003042,0.8661999999879981,
sub-00050,br,4,palm,0,,False,4.296299999997018,0.5154999999999745,
sub-00050,br,4,liefje,0,,False,5.744700000002922,0.5330000000000155,
sub-00050,br,4,akkoord,0,,False,3.896099999994022,0.6990999999940186,
sub-00050,br,4,techniek,0,,False,6.876500000000078,0.4664999999999963,
sub-00050,br,4,huisdier,0,,False,8.092800000011948,0.4988999999910675,
sub-00050,br,4,bedoelen,0,,False,6.160799999997039,0.8659999999999854,
sub-00050,br,4,weeshuis,0,,False,4.346200000003023,1.2820999999939886,
sub-00050,br,4,stof,0,,False,3.911799999997015,0.7825000000000273,
sub-00050,br,4,schat,0,,False,3.680399999991096,0.5994000000059714,
sub-00050,br,4,wagon,0,,False,3.9463999999910584,0.7157999999969888,
sub-00050,br,4,wijlen,1,wijlen,True,,0.632900000005975,5.560299999997028
sub-00050,br,4,strak,0,,False,3.7967000000030566,0.4657999999969888,
sub-00050,br,4,geluid,0,,False,4.39460000000895,0.5830999999940332,
sub-00050,br,4,soda,0,,False,4.811500000000024,0.5492999999970607,
sub-00050,br,4,aflopen,0,,False,4.246200000003,0.4992999999969925,
sub-00050,br,4,zout,0,,False,4.046200000002955,0.5660999999940941,
sub-00050,br,4,geduld,0,,False,3.945900000005963,0.7160000000000082,
sub-00050,br,4,openbaar,0,,False,21.763499999999908,0.9157999999970344,
sub-00050,br,4,aandelen,1,aandelen,True,,0.3826000000088925,3.8629999999999423
sub-00050,br,4,innemen,0,,False,5.911700000002952,0.882099999994125,
sub-00050,br,4,seizoen,0,,False,4.545299999997042,0.5995000000000346,
sub-00050,br,4,tekst,0,,False,3.6298000000119823,0.5332999999969843,
sub-00050,br,4,keihard,0,,False,5.81060000000889,0.6152999999970916,
sub-00050,br,4,opkomen,1,opkomen,True,,0.3985000000000127,3.530099999994036
sub-00050,br,4,komisch,1,komisch,True,,0.5315000000000509,5.262700000002951
sub-00050,br,4,opzicht,0,,False,3.7958000000119223,0.4832999999970297,
sub-00050,br,4,aanraden,0,,False,4.710999999999899,0.5328999999910593,
sub-00050,br,4,jaar,0,,False,5.128500000000031,0.5210999999940213,
sub-00050,br,4,stal,0,,False,4.445799999997121,0.4494000000058804,
sub-00050,br,4,mode,0,,False,4.079599999994002,0.5993000000119082,
sub-00050,br,4,zaal,0,,False,4.212900000006016,0.4827999999970416,
sub-00050,br,4,leuk,1,leuk,True,,0.5158999999910066,4.030100000008929
sub-00050,br,4,mand,0,,False,5.045299999997042,0.5160999999940259,
sub-00050,br,4,bleek,0,,False,4.1128999999911,0.5657000000029484,
sub-00050,br,4,oprotten,0,,False,3.9629999999999654,0.466299999996977,
sub-00050,br,4,waken,0,,False,4.8620999999940295,0.7827000000030466,
sub-00050,br,4,geliefd,0,,False,4.895700000002989,0.6824000000059414,
sub-00050,br,4,legaal,0,,False,3.696600000008857,0.5327999999971098,
sub-00050,br,4,bijkomen,0,,False,6.094200000002957,0.5827999999970643,
sub-00050,br,4,besmet,0,,False,3.630100000008952,0.5495999999940295,
sub-00050,br,4,jagen,0,,False,4.812099999993961,0.4990999999940868,
sub-00050,br,4,strekken,0,,False,5.895900000006009,0.6317000000029793,
sub-00050,br,4,gebit,0,,False,5.144999999999982,0.5826999999881082,
sub-00050,br,4,goedkoop,0,,False,3.962299999996958,0.5658999999910748,
sub-00050,br,4,knaap,0,,False,4.011599999994019,0.4827000000029784,
sub-00050,br,4,verhaal,0,,False,4.562299999997094,0.6329999999999245,
sub-00050,br,4,mening,0,,False,4.3125,0.4997000000029175,
sub-00050,br,4,blik,0,,False,3.71279999999706,0.6494000000059259,
sub-00050,br,4,schaamte,0,,False,5.779600000008941,0.5327000000030466,
sub-00050,br,4,praat,0,,False,4.978599999994003,0.58299999999997,
sub-00050,br,4,ziek,0,,False,4.011799999997038,0.5330000000000155,
sub-00050,br,4,plek,1,plek,True,,1.049000000000092,5.828100000008931
sub-00050,br,4,ticket,0,,False,7.309700000002977,0.6659000000059905,
sub-00050,br,4,attentie,0,,False,5.495299999997087,0.4983999999909656,
sub-00050,br,4,klimmen,0,,False,4.07940000000599,0.5328999999910593,
sub-00050,br,4,dans,1,dans,True,,0.4497999999970261,3.9615999999939504
sub-00050,br,4,knielen,0,,False,3.713799999997036,0.5654000000059796,
sub-00050,br,4,nakijken,0,,False,5.095600000008972,0.5491999999879909,
sub-00050,br,4,kust,0,,False,3.66309999999396,0.5830000000000837,
sub-00050,br,4,rechten,0,,False,4.529099999993946,0.4993000000119991,
sub-00050,br,4,geit,0,,False,3.895399999991014,0.6496000000089452,
sub-00050,br,4,koppen,0,,False,4.094700000002945,0.7164999999999964,
sub-00050,br,4,groen,0,,False,4.6951000000088925,0.4829999999999472,
sub-00050,br,4,leek,0,,False,3.8467999999970743,0.4323000000118782,
sub-00050,br,4,daarheen,0,,False,6.46070000000293,0.499599999994075,
sub-00050,br,4,feestdag,0,,False,9.124600000008968,1.2814999999999372,
sub-00050,br,4,jasje,0,,False,4.645200000003001,0.5662000000029366,
sub-00050,br,4,moes,0,,False,4.130499999999984,0.7650999999940495,
sub-00050,br,4,muziek,0,,False,4.050599999994006,0.7542999999971016,
sub-00050,br,4,heengaan,0,,False,4.493300000011914,0.6055000000000064,
sub-00050,br,4,vinger,0,,False,6.123200000002953,0.4902999999970916,
sub-00050,br,4,gerucht,0,,False,4.525700000002985,0.6239000000059605,
sub-00050,br,4,geld,0,,False,3.8260999999938576,0.5392000000031203,
sub-00050,br,4,woede,0,,False,4.793299999997089,0.6759999999999309,
sub-00050,br,4,opkijken,1,opkijken,True,,0.6092000000030566,4.026499999999942
sub-00050,br,4,voorraad,1,voorraad,True,,0.4432000000028893,4.277099999994107
sub-00050,br,4,zweven,1,zweven,True,,0.5579999999999927,4.109799999996994
sub-00050,br,4,leren,0,,False,4.0414999999998145,0.4757999999972071,
sub-00050,br,4,jurk,1,jurk,True,,0.5086000000087552,4.773700000003146
sub-00050,br,4,kanjer,0,,False,3.6620000000000346,0.7879000000059477,
sub-00050,br,4,eenhoorn,0,,False,5.224500000000035,0.8079999999999927,
sub-00050,br,4,getuigen,0,,False,7.473499999999831,0.7393000000120082,
sub-00050,br,4,samen,0,,False,4.409200000003011,0.7402000000029147,
sub-00050,br,4,steel,0,,False,4.059200000002875,2.3052000000029693,
sub-00050,br,4,laken,0,,False,3.643499999999904,0.5736000000090371,
sub-00050,br,4,knie,0,,False,4.010799999997062,0.7232999999971526,
sub-00050,br,4,staren,0,,False,4.392900000005966,0.6565999999938867,
sub-00050,br,4,slagen,0,,False,3.660000000000082,0.6240000000000236,
sub-00050,br,4,schatten,0,,False,5.107800000011821,0.6905000000001564,
sub-00050,br,4,aanzien,0,,False,5.093499999999949,0.5742000000029748,
sub-00050,br,4,vorm,0,,False,3.7930999999941832,0.9227999999970962,
sub-00050,br,4,ijdel,0,,False,4.160299999997051,0.5889000000058786,
sub-00050,br,4,waarbij,0,,False,4.9739000000058695,3.2713999999912176,
sub-00050,br,4,nodig,0,,False,3.6768999999910648,0.5392999999971835,
sub-00050,br,4,baai,0,,False,4.060200000002851,0.7561000000091553,
sub-00050,br,4,uien,0,,False,4.891800000011926,0.5399999999999636,
sub-00050,br,4,lust,0,,False,3.5435999999940577,0.7562999999970543,
sub-00050,br,4,middelen,0,,False,4.908900000006042,0.7059999999999036,
sub-00050,br,4,smullen,0,,False,3.5779999999999745,0.6722999999972217,
sub-00050,br,4,flirt,0,,False,3.843799999996918,2.738200000002962,
sub-00050,br,4,zuster,0,,False,8.489099999993869,1.4409000000059675,
sub-00050,br,4,trekker,0,,False,4.925400000005993,1.223400000005995,
sub-00050,br,4,grappen,0,,False,4.4087999999972,0.7574000000058732,
sub-00050,br,4,woning,0,,False,4.476499999999987,0.5885000000000673,
sub-00050,br,4,lokken,0,,False,4.293099999994183,0.6897999999969215,
sub-00050,br,4,bloeien,0,,False,4.692500000000109,0.7558999999910156,
sub-00050,br,4,beseffen,0,,False,3.74630000001207,0.5873999999910211,
sub-00050,br,4,baas,0,,False,3.992100000008804,0.7066999999881318,
sub-00050,br,4,laag,0,,False,4.307500000000118,1.7720999999939977,
sub-00050,br,4,slak,0,,False,3.7754999999999654,0.7937000000031276,
sub-00051,cb,2,klauw,0,,False,24.90299999999999,3.2930000000000064,
sub-00051,cb,2,site,0,,False,4.548999999999978,1.2800000000000296,
sub-00051,cb,2,strekken,0,,False,7.216000000000008,0.8139999999999645,
sub-00051,cb,2,heengaan,0,,False,14.698000000000036,1.030999999999949,
sub-00051,cb,2,aandelen,0,,False,8.848000000000013,1.0299999999999727,
sub-00051,cb,2,mening,0,,False,7.0470000000000255,0.811999999999955,
sub-00051,cb,2,stiekem,1,stiekem,True,,1.4460000000000264,8.649999999999977
sub-00051,cb,2,strak,0,,False,4.581999999999937,0.9700000000000272,
sub-00051,cb,2,blik,1,blik,True,,1.3120000000000118,4.385999999999967
sub-00051,cb,2,flirt,0,,False,8.913000000000011,0.6970000000000027,
sub-00051,cb,2,seizoen,0,,False,10.01400000000001,0.7309999999999945,
sub-00051,cb,2,klimmen,0,,False,4.566000000000031,0.6800000000000068,
sub-00051,cb,2,afval,0,,False,13.91999999999996,4.145000000000039,
sub-00051,cb,2,geduld,0,,False,20.396000000000015,0.5,
sub-00051,cb,2,samen,0,,False,3.949000000000012,0.4459999999999695,
sub-00051,cb,2,praat,0,,False,5.0330000000000155,0.5799999999999841,
sub-00051,cb,2,grappen,0,,False,4.149000000000001,0.6809999999999832,
sub-00051,cb,2,maken,0,,False,4.42999999999995,0.6650000000000205,
sub-00051,cb,2,oprotten,0,,False,6.565999999999974,0.5459999999999923,
sub-00051,cb,2,nakijken,0,,False,9.74799999999999,5.447000000000003,
sub-00051,cb,2,bedoelen,0,,False,12.065999999999974,4.446000000000026,
sub-00051,cb,2,mist,0,,False,5.514999999999986,0.4959999999999809,
sub-00051,cb,2,rechten,0,,False,13.58299999999997,0.6280000000000427,
sub-00051,cb,2,schuilen,0,,False,7.002999999999986,0.4770000000000323,
sub-00051,cb,2,uien,0,,False,5.18300000000005,0.3789999999999622,
sub-00051,cb,2,laken,0,,False,4.16599999999994,0.5779999999999745,
sub-00051,cb,2,graaf,0,,False,5.298999999999978,0.363999999999919,
sub-00051,cb,2,attentie,0,,False,6.864999999999895,2.879000000000019,
sub-00051,cb,2,kust,0,,False,6.380999999999972,0.5299999999999727,
sub-00051,cb,2,mode,0,,False,6.828999999999951,0.4140000000001009,
sub-00051,cb,2,parel,0,,False,9.614000000000033,2.0639999999999645,
sub-00051,cb,2,lokken,0,,False,5.115000000000009,0.3460000000000036,
sub-00051,cb,2,legaal,0,,False,9.050000000000068,0.8460000000000036,
sub-00051,cb,2,uitdelen,0,,False,11.448999999999955,0.5810000000000173,
sub-00051,cb,2,doodmoe,0,,False,7.383000000000038,0.3969999999999345,
sub-00051,cb,2,aanraden,0,,False,9.583999999999946,0.5299999999999727,
sub-00051,cb,2,strikken,0,,False,4.84699999999998,0.51400000000001,
sub-00051,cb,2,bloeien,0,,False,6.881999999999948,0.3790000000000191,
sub-00051,cb,2,weeshuis,0,,False,9.132000000000062,0.4119999999999209,
sub-00051,cb,2,steel,0,,False,2.947999999999979,0.4650000000000318,
sub-00051,cb,2,leek,0,,False,5.41700000000003,0.4619999999999891,
sub-00051,cb,2,hier,0,,False,11.432999999999993,4.846000000000004,
sub-00051,cb,2,gedicht,0,,False,13.949999999999932,5.596000000000004,
sub-00051,cb,2,slak,0,,False,3.2659999999999627,0.8440000000000509,
sub-00051,cb,2,soda,0,,False,5.264999999999986,0.4959999999999809,
sub-00051,cb,2,stemming,0,,False,5.649000000000001,2.294999999999959,
sub-00051,cb,2,afnemen,0,,False,5.26400000000001,0.5960000000000036,
sub-00051,cb,2,toeval,0,,False,22.466999999999985,0.4800000000000182,
