subject,script,ses-1_test-accuracy,ses-1_test-reading,ses-1_test-writing,ses-1_train-reading,ses-1_train-checking,ses-2_test-accuracy,ses-2_test-reading,ses-2_test-writing,ses-2_train-accuracy,ses-2_train-reading,ses-2_train-checking,ses-2_train-writing,ses-2_ref-reading,ses-2_ref-checking,ses-3_test-accuracy,ses-3_test-reading,ses-3_test-writing,ses-3_train-accuracy,ses-3_train-reading,ses-3_train-checking,ses-3_train-writing,ses-4_test-accuracy,ses-4_test-reading,ses-4_test-writing,ses-4_train-accuracy,ses-4_train-reading,ses-4_train-checking,ses-4_train-writing
00026,br,0.05,5.990103333329705,5.118878333335086,1.5065263736259469,6.002063736264197,0.4666666666666667,5.991843333333729,3.828066666668633,0.9,7.249094413406032,2.5406075376896635,13.161039999999113,1.506773076923996,2.9307423076916184,0.4576271186440678,5.991389830510012,3.545038983049527,0.85,5.189651396646175,1.788590452262349,13.5869050000012,0.4666666666666667,5.99838333333333,4.61733333333334,0.9,6.511644067796613,3.1453197969543183,17.614950000000043
00029,br,0.04,5.986678000006691,12.649850000002402,1.513226373625328,3.2488598901111976,0.075,5.990945000010697,9.515782500007742,0.7,3.7173915254187464,2.2044893401044328,34.66024999997616,1.51295769231136,2.8361384615347935,0.09523809523809523,5.9907452380997865,2.665307142862221,0.7,3.3001659217893136,1.1354954773894474,50.9307300000012,0.1951219512195122,5.988158536602829,3.670136585369325,0.15,4.456662777773541,0.9365010000050005,15.735419999992871
00033,br,0.5254237288135594,5.988335593220531,6.689472881355911,1.5188357142856348,5.015050549450653,0.8333333333333334,5.989289999997072,2.7239283333341064,0.95,9.3630733333346,1.5247590000005034,8.866400000002958,1.5172230769246817,2.1497461538452365,0.9333333333333333,5.988706666665803,2.075700000001484,1.0,7.9598599999988995,2.894681000001435,8.374464999996103,0.9666666666666667,5.9917050000022,2.1163183333327122,1.0,6.234740782122371,1.7481587939702592,6.07099000000657
00035,cb,0.6949152542372882,5.988969491525225,12.102437288135723,1.5173060439559751,7.301768131868207,0.6779661016949152,5.988232203390036,9.424013559322217,0.9,8.894627932960798,3.9272924623114878,12.007634999999791,1.5186192307690018,11.583411538461654,0.7758620689655172,5.987008620689447,7.542905172413769,0.95,6.7060726256984395,3.285404522613063,13.298829999999674,0.6440677966101694,5.987422033898383,7.43770169491456,0.95,6.0372184357533225,2.12772562814111,10.357390000000564
00036,cb,0.0,5.992027777776629,2.026137037039988,1.5153692307685092,2.034610439561063,0.0,5.994440740740962,2.451837037037914,0.1,3.398613407820626,1.0788824120631257,10.794924999999964,1.51473846154488,1.9233115384555786,0.19148936170212766,5.994182978715032,2.8306893617105073,0.4,2.7320255555550235,0.6194990000033392,10.80866999998987,0.35,5.992026666666584,3.0169033333334405,0.5,5.464967415730336,1.2619101010101428,9.602780000000179
00045,br,0.15,6.004044999976959,4.48391000001432,1.5143681318720625,2.8409423076883775,0.6666666666666666,5.987241666662673,2.5956433333396944,0.9,7.936237222215859,0.9231095000147803,8.501689999973781,1.5104653846300597,6.388207692293017,0.6949152542372882,5.987240677979032,2.3859118644100064,0.9,6.655946927362311,0.7819492462364244,8.376835000002385,0.85,5.988143333339712,1.9581566666523713,0.9,8.926994999995495,0.6761095000040612,7.519985000026239
00046,br,0.36666666666666664,5.997248333330928,6.579344999992865,1.5099285714252975,7.4047340659368155,0.7368421052631579,5.995807017541793,3.5183210526328,1.0,14.62490914286136,1.6901210256393144,9.113180000013108,1.5171999999926624,2.292042307697811,0.7222222222222222,5.996409259272948,3.91694999998368,1.0,14.513494545451811,1.1604735135194368,11.873414999997578,0.5964912280701754,5.991077192971684,3.136598245618555,0.95,10.320534459458017,5.290577976192,7.453254999989241
00047,cb,0.5344827586206896,5.9984103448236965,12.278146551724149,1.5097961538460267,7.276882967033225,0.8333333333333334,5.998283333334302,3.095043333334684,1.0,10.52599774011414,1.1053817258888843,11.144659999996426,1.5106423077010218,3.201715384607129,0.8666666666666667,5.9979349999964295,2.814181666670235,0.95,10.994646111110496,1.4941844999978136,8.829584999993447,0.8813559322033898,5.998383050848911,2.3059152542352455,0.9,9.278667977527624,0.8741595959585224,12.844474999997008
00048,cb,0.5,5.988637500007253,13.607728571423447,1.5098010989014945,5.555231318680793,0.6333333333333333,5.968305000003193,6.375635000002421,0.95,8.93542176470968,1.942172105262788,21.55334999999995,1.5137576923003544,3.3622923076978113,0.6346153846153846,5.9880307692266115,5.204924999995858,0.8,9.96637039106251,2.2618030150727404,16.872720000010723,0.7457627118644068,5.991718644063339,3.9960711864424656,0.8,9.122856249999252,1.8650994897959285,19.88444000000957
00049,cb,0.4666666666666667,5.998866666666648,6.52260000000003,1.5094395604395652,3.6936978021977973,0.5833333333333334,5.999233333333344,4.47161666666666,0.9,8.731188888888875,1.1197100000000035,9.61180000000004,1.50465384615385,3.2797692307692263,0.8166666666666667,5.999649999999974,3.378750000000029,0.9,7.650666666666666,0.7644650000000037,9.773100000000017,0.9166666666666666,5.999283333333354,2.7862166666666326,0.95,6.277755555555541,0.9707150000000138,7.130899999999883
