sub,ses,nlWrd,readingTime
00004,003,mijnheer,14.881499999999988
00004,003,ijdel,8.181900000095368
00004,003,kasteel,4.732700000047686
00004,003,feestdag,9.08270000004768
00004,003,heilig,13.298700000047688
00004,003,eenhoorn,4.347499999999997
00004,003,traag,3.5313999998569443
00004,003,kreeft,4.903899999856918
00004,003,kaal,5.090000000000032
00004,003,snuiven,
00004,003,leren,4.8104999999999905
00004,003,baai,3.636400000095364
00004,003,leuk,2.9090999999046403
00004,003,bijkomen,
00004,003,stemming,6.21550000000002
00004,003,schep,3.882999999999982
00004,003,tekst,5.266099999904611
00004,003,flirt,
00004,003,hiervan,16.08099999999996
00004,003,waarvan,5.166799999952332
00004,003,mening,8.649700000047687
00004,003,vorm,4.549900000095363
00004,003,leek,3.3332999999523167
00004,003,woede,3.3662000000476837
00004,003,geit,4.349400000095386
00004,003,joggen,
00004,003,invloed,8.46179999995229
00004,003,stiekem,4.410500000000013
00004,003,daarheen,9.119599999904665
00004,003,wegen,3.755500000000041
00004,003,gedicht,8.429499999999962
00004,003,prikken,5.83259999990463
00004,003,plek,3.096200000047702
00004,003,apparaat,5.782400000095379
00004,003,lukken,3.466000000000008
00004,003,schatten,5.662900000095362
00004,003,seizoen,7.196400000095366
00004,003,dans,9.015499999999976
00004,003,koffie,4.931799999952318
00004,003,aflopen,7.978999999999985
00004,003,sufferd,9.988
00004,003,geluid,4.932400000095356
00004,003,kanjer,5.879799999952411
00004,003,vreten,14.511399999856962
00004,003,schat,3.739300000190724
00004,003,vervoer,4.79040000009536
00004,003,excuus,5.232000000000085
00004,003,lust,5.373000000000047
00004,003,opzicht,5.398099999904616
00004,003,bleek,3.149200000047699
00004,003,uitlaat,5.131599999904552
00004,003,koppen,4.715299999952322
00004,003,hier,5.081600000143112
00004,003,piste,2.9157999999522417
00004,003,toegeven,
00004,003,stof,
00004,003,twijfel,12.858799999952224
00004,003,slapen,5.104800000190721
00004,003,toeval,5.078299999952264
00004,003,innemen,7.747799999952235
00004,003,trekker,9.931099999904632
00004,003,strekken,10.846799999952282
00004,003,driemaal,14.29509999990455
00004,003,flits,11.061599999904615
00004,003,huisdier,10.862799999952358
00004,003,ziek,4.865299999952299
00004,003,attentie,9.431699999809323
00004,003,gezond,7.846499999999992
00004,003,palm,7.823400000095376
00004,003,jaar,9.008700000047725
00004,003,soda,7.431200000047738
00004,003,steel,2.963899999856949
00004,003,poes,3.839500000000044
00004,003,woning,4.978300000190757
00004,003,groen,
00004,003,smullen,7.493499999999926
00004,003,bedoelen,9.596200000047702
00004,003,kennis,4.979400000095438
00004,003,bever,13.431200000047625
00004,003,staren,
00004,003,heengaan,5.229100000143035
00004,003,wijlen,5.998499999999922
00004,003,klauw,7.982599999904551
00004,003,afval,12.625099999904592
00004,003,samen,12.180999999999926
00004,003,kust,9.892099999904644
00004,003,maken,11.748500000000035
00004,003,liefje,8.097999999999956
00004,003,aanraden,7.475399999856904
00004,003,slak,3.024499999999989
00004,003,nakijken,18.578799999952253
00004,003,opheffen,12.730799999952296
00004,003,totaal,5.615599999904589
00004,003,blik,3.9731000001429497
00004,003,aandelen,7.592100000143091
00004,003,laag,3.141899999856946
00004,003,zwart,8.19129999995232
00004,003,kabel,6.246599999904674
00004,003,klimmen,5.33270000004768
00004,003,vinger,5.882099999904767
00004,003,snoep,9.691399999856912
00004,003,knie,14.076599999904602
00004,003,anarchie,11.113699999809342
00004,003,boeien,7.97920000004774
00004,003,voorraad,13.081100000143124
00004,003,lokken,3.3134999999999764
00004,003,aanzien,7.1577000000477256
00004,003,mist,
00004,003,afnemen,10.73189999985675
00004,003,aarzelen,4.41540000009536
00004,003,keihard,11.113900000095557
00004,003,dubbel,6.082599999904687
00004,003,blijven,
00004,003,blad,2.9992999999522
00004,003,parel,4.573000000000093
00004,003,zweven,10.430500000000166
00004,003,weeshuis,6.107300000190662
00004,003,geliefd,5.547099999904503
00004,003,oprotten,3.643100000143022
00004,003,laken,4.306100000143033
00004,003,slagen,3.272700000047734
00004,003,openbaar,
00004,003,kleren,6.847899999856963
00004,003,komisch,8.29879999995228
00004,003,jurk,18.579699999809236
00004,003,waken,5.7074000000952765
00004,003,mand,5.640400000095269
00004,003,vlek,3.306800000190833
00004,003,zingen,6.257000000000062
00004,003,moes,3.323399999856747
00004,003,baron,6.582900000095378
00004,003,wagon,6.230199999809429
00004,003,geld,4.888299999952324
00004,003,maling,9.783500000000004
00004,003,strikken,5.781500000000051
00004,003,weigeren,10.914099999904463
00004,003,lever,3.564599999904658
00004,003,steek,3.3917999999523545
00004,003,stal,2.824000000000069
00004,003,rijp,4.707699999809165
00004,003,waarop,5.163299999952187
00004,003,uitdelen,10.097799999952484
00004,003,woestijn,12.29639999985693
00004,003,muziek,5.099099999904638
00004,003,ticket,6.399399999856996
00004,003,besmet,12.289799999952264
00004,003,middelen,6.732700000047771
00004,003,site,
00004,003,aanzoek,6.581799999952409
00004,003,vuur,3.3092000000476673
00004,003,gebit,4.8745999999046035
00004,003,jasje,
00004,003,zuster,11.073200000047564
00004,003,mode,3.1399000000953947
00004,003,redding,7.239000000000033
00004,003,jagen,9.113700000047857
00004,003,getuigen,
00004,003,nodig,9.698100000143086
00004,003,spanning,7.448899999856849
00004,003,techniek,13.78079999995225
00004,003,knielen,
00004,003,strak,3.838000000000193
00004,003,eetlust,6.108599999904527
00004,003,bisschop,5.965600000143013
00004,003,zout,
00004,003,loyaal,7.565499999999929
00004,003,praat,3.4803999998568997
00004,003,mijn,3.603799999952344
00004,003,geduld,
00004,003,kring,5.788700000047584
00004,003,gegeven,4.548800000190795
00004,003,schuilen,7.11649999999986
00004,003,bloeien,5.10479999995232
00004,003,baas,3.583200000047782
00004,003,stoom,3.1462999999523618
00004,003,knaap,
00004,003,verhaal,5.260200000047689
00004,003,zaal,6.681799999952318
00004,003,opkijken,5.164599999904567
00004,003,gerucht,9.294000000000096
00004,003,maaltijd,7.279999999999973
00004,003,hechten,
00004,003,legaal,
00004,003,taal,3.099200000047631
00004,003,diep,4.049599999904785
00004,003,akkoord,10.081899999857114
00004,003,beseffen,4.3745000000001255
00004,003,schaamte,5.498600000143142
00004,003,waarbij,7.315400000095224
00004,003,volop,3.9829999999999472
00004,003,oceaan,7.648700000047711
00004,003,grappen,3.49940000009542
00004,003,uien,3.69920000004754
00004,004,stof,5.406599999904628
00004,004,schat,3.6561000001430486
00004,004,goedkoop,3.5664000000953635
00004,004,aarzelen,4.6785
00004,004,jasje,5.760300000190739
00004,004,waken,5.646100000143051
00004,004,loyaal,3.5442999999523153
00004,004,praat,3.98279999995232
00004,004,blad,3.9444000000953703
00004,004,leek,4.196100000143048
00004,004,uitlaat,7.248700000047691
00004,004,schep,3.749100000143045
00004,004,zwart,
00004,004,schatten,4.546700000047707
00004,004,jurk,
00004,004,kring,5.647900000095348
00004,004,geduld,6.246999999999986
00004,004,snuiven,10.611000000000018
00004,004,keihard,13.776999999999989
00004,004,seizoen,4.2822000000476805
00004,004,parel,
00004,004,afval,6.379600000143029
00004,004,akkoord,3.9808999998569448
00004,004,kennis,4.047200000047695
00004,004,palm,4.163700000047697
00004,004,besmet,8.49780000019075
00004,004,opzicht,6.8629999999999995
00004,004,spanning,5.4782999999522985
00004,004,laag,3.545500000000004
00004,004,middelen,7.096700000047662
00004,004,kleren,4.512099999904592
00004,004,slagen,4.046299999952282
00004,004,woede,6.031499999999994
00004,004,stemming,14.658099999904664
00004,004,aandelen,
00004,004,gebit,3.714499999999987
00004,004,poes,3.613800000190736
00004,004,woestijn,5.563800000190724
00004,004,beseffen,7.925900000095396
00004,004,laken,4.22969999980927
00004,004,maaltijd,3.764900000095338
00004,004,mijnheer,
00004,004,vreten,6.648799999952303
00004,004,kabel,6.944299999952307
00004,004,strekken,5.559600000143064
00004,004,mand,6.629100000143069
00004,004,baai,6.532199999809279
00004,004,graaf,4.864700000047662
00004,004,jagen,8.312899999856938
00004,004,mist,4.9632000000477206
00004,004,opheffen,6.860399999856952
00004,004,liefje,4.21360000014306
00004,004,mode,4.782400000095379
00004,004,wegen,
00004,004,bloeien,4.181399999856922
00004,004,lokken,4.913299999952301
00004,004,maken,4.646999999999991
00004,004,kanjer,5.033299999952362
00004,004,slak,4.046899999856919
00004,004,dans,
00004,004,gegeven,3.93909999990467
00004,004,heengaan,5.024199999809298
00004,004,tekst,5.19570000004768
00004,004,komisch,
00004,004,schuilen,4.1053999998569
00004,004,leuk,
00004,004,eetlust,
00004,004,doodmoe,4.303799999952275
00004,004,nodig,7.682299999952306
00004,004,mening,5.963700000047766
00004,004,zuster,4.815599999904634
00004,004,waarop,4.627999999999929
00004,004,steel,3.697999999999979
00004,004,stoom,3.6307999999523872
00004,004,invloed,
00004,004,prikken,15.164299999952275
00004,004,zingen,
00004,004,getuigen,7.486799999952268
00004,004,moes,5.549499999999966
00004,004,bisschop,5.178899999856981
00004,004,stiekem,5.562999999999988
00004,004,sufferd,4.545799999952237
00004,004,aanzoek,4.078700000047661
00004,004,steek,3.7307000000477046
00004,004,vuur,4.166200000047752
00004,004,innemen,14.29760000014312
00004,004,gerucht,4.645100000143088
00004,004,woning,6.162000000000035
00004,004,zout,3.979299999952332
00004,004,knielen,4.92940000009537
00004,004,vorm,4.529999999999973
00004,004,bedoelen,8.748000000000047
00004,004,excuus,4.015799999952378
00004,004,anarchie,9.347399999856975
00004,004,attentie,4.397100000143041
00004,004,plek,
00004,004,rechten,9.512499999999932
00004,004,joggen,4.96230000019068
00004,004,strak,6.680199999809247
00004,004,kasteel,6.546199999809232
00004,004,diep,6.598200000047655
00004,004,koffie,4.464199999809352
00004,004,blijven,5.0491999998091615
00004,004,openbaar,7.294700000047669
00004,004,feestdag,12.597799999952258
00004,004,vinger,4.763500000000022
00004,004,bleek,3.8379999999999654
00004,004,lust,4.490299999952299
00004,004,waarbij,6.606999999999971
00004,004,twijfel,6.6652999999522535
00004,004,lever,
00004,004,vullen,3.866200000047684
00004,004,oprotten,4.514099999904602
00004,004,apparaat,4.781700000047749
00004,004,rijp,6.181200000047738
00004,004,aanzien,5.2999999999999545
00004,004,jaar,3.912099999904626
00004,004,geit,4.0156999998092715
00004,004,opkijken,
00004,004,lukken,6.347000000000094
00004,004,oceaan,14.881199999809269
00004,004,baron,4.847800000190773
00004,004,site,8.415099999904669
00004,004,hiervan,7.464300000190747
00004,004,ziek,3.682500000000005
00004,004,muziek,4.298799999952394
00004,004,techniek,6.362600000143061
00004,004,legaal,4.480000000000018
00004,004,maling,
00004,004,stal,3.5162999999522526
00004,004,hier,3.699099999904547
00004,004,knie,3.813499999999976
00004,004,wagon,3.632499999999936
00004,004,snoep,4.11590000009528
00004,004,kaal,3.815500000000157
00004,004,opkomen,
00004,004,baas,6.213399999857074
00004,004,wijlen,
00004,004,nakijken,6.469599999904631
00004,004,mijn,3.538099999904716
00004,004,schaamte,3.632100000143055
00004,004,soda,3.999100000143244
00004,004,grappen,5.2151000001431385
00004,004,aflopen,4.596700000047576
00004,004,waarvan,4.896699999809471
00004,004,toeval,5.094799999952329
00004,004,weeshuis,6.862899999856836
00004,004,leren,5.447900000095387
00004,004,geluid,4.766200000047775
00004,004,uien,3.5636999998091596
00004,004,driemaal,10.02989999985698
00004,004,redding,9.865699999809069
00004,004,knaap,4.299899999856962
00004,004,geliefd,4.232500000000073
00004,004,eenhoorn,10.197900000095387
00004,004,totaal,4.028799999952298
00004,004,slapen,4.542200000047842
00004,004,dubbel,4.197299999952293
00004,004,verhaal,5.365599999904589
00004,004,ticket,26.44560000014303
00004,004,taal,3.715799999952196
00004,004,uitdelen,6.39650000000006
00004,004,kust,4.9672999999522744
00004,004,huisdier,5.714500000000044
00004,004,heilig,8.282200000047624
00004,004,boeien,6.048299999952178
00004,004,bever,5.073299999952269
00004,004,aanraden,3.647800000190728
00004,004,samen,5.0642000000477765
00004,004,strikken,4.91540000009536
00004,004,gedicht,5.672799999952531
00004,004,traag,3.997699999809356
00004,004,flirt,5.04809999990448
00004,004,staren,6.813999999999851
00004,004,geheim,21.280299999952376
00004,004,trekker,5.098900000095455
00004,004,piste,4.383299999952214
00004,004,daarheen,7.462999999999965
00004,004,zaal,3.616200000047684
00004,004,kreeft,5.164999999999964
00004,004,afnemen,5.229399999856923
00004,004,klauw,5.448100000142858
00004,004,zweven,
00004,004,smullen,4.414999999999964
00004,004,bijkomen,11.491299999952387
00004,004,koppen,8.315499999999929
00004,004,blik,3.8155999999046344
00004,004,gezond,4.481500000000096
00004,004,vlek,3.6222999999524745
00004,004,ijdel,6.76489999985688
00004,004,weigeren,3.847800000190773
00004,004,groen,4.6965000000000146
00004,004,voorraad,
00004,004,hechten,11.305400000095233
00004,004,toegeven,5.41540000009536
00004,004,klimmen,3.63149999999996
00004,004,vervoer,5.565599999904634
00004,004,flits,7.649200000047813
00004,004,volop,3.5462999999522253
00004,004,geld,4.166700000047513
00008,002,uitdelen,50.36539999997615
00008,002,flits,36.697800000011966
00008,002,techniek,
00008,002,boeien,41.96639999997615
00008,002,toeval,26.903799999952412
00008,002,bijkomen,30.399300000011863
00008,002,jaar,54.894499999999766
00008,002,maken,25.546200000047747
00008,002,slapen,27.31239999997615
00008,002,eenhoorn,30.02310000002376
00008,002,wegen,19.206599999964283
00008,002,rechten,47.39920000004781
00008,002,kust,23.032600000023876
00008,002,woestijn,
00008,002,driemaal,7.80030000001193
00008,002,weigeren,18.89439999997603
00008,002,poes,10.267600000023776
00008,002,goedkoop,12.234699999988152
00008,002,totaal,20.71699999999987
00008,002,slak,19.432699999988245
00008,002,invloed,9.666199999988294
00008,002,baai,11.37709999996423
00008,002,dans,10.732399999975996
00008,002,plek,10.764599999964275
00008,002,oprotten,16.232899999976325
00008,002,staren,6.464500000000044
00008,002,ticket,61.44749999999999
00008,002,bedoelen,12.215299999952322
00008,002,taal,
00008,002,stemming,39.66540000003556
00008,002,schep,15.398000000000138
00008,002,kennis,8.415900000035663
00008,002,jagen,8.963399999976218
00008,002,slagen,
00008,002,geduld,9.682700000047817
00008,002,hier,8.049600000023702
00008,002,toegeven,34.69830000001184
00008,002,maaltijd,
00008,002,kleren,14.916199999988294
00008,002,snuiven,21.70060000002377
00008,002,steel,8.10060000002386
00008,002,snoep,18.74849999999992
00008,002,kanjer,7.91729999995232
00008,002,klauw,12.15080000001194
00008,002,aandelen,19.913499999999885
00008,002,gezond,8.834300000012036
00008,002,koppen,7.316800000011881
00008,002,mand,6.918399999976145
00008,002,mening,10.59790000003568
00008,002,piste,10.967399999976124
00008,002,woede,15.748799999952324
00008,002,vinger,9.59980000001201
00008,002,waken,8.565499999999929
00008,002,innemen,27.351800000011963
00008,002,strak,5.383499999999913
00008,002,laag,4.001400000035801
00008,002,sufferd,17.5002000000477
00008,002,feestdag,8.60060000002386
00008,002,aanraden,12.734600000023876
00008,002,gedicht,20.90219999998817
00008,002,anarchie,11.66619999998784
00008,002,bleek,22.567799999952054
00008,002,zaal,10.902399999976296
00008,002,besmet,13.26740000003565
00008,002,redding,15.647600000023886
00008,002,zuster,8.931599999963964
00008,002,wagon,14.08380000001216
00008,002,jurk,14.433500000000096
00008,002,waarbij,
00008,002,bisschop,8.449999999999818
00008,002,ziek,
00008,002,strikken,10.065200000047753
00008,002,geheim,11.533699999987675
00008,002,waarvan,14.348899999976313
00008,002,knie,5.2503000000119755
00008,002,trekker,
00008,002,eetlust,12.916599999964092
00008,002,oceaan,26.20330000001195
00008,002,doodmoe,9.43319999998812
00008,002,stof,6.449699999988297
00008,002,wijlen,11.481500000000324
00008,002,flirt,8.23419999998805
00008,002,attentie,9.433400000035816
00008,002,twijfel,10.34900000000016
00008,002,nodig,9.083399999975882
00008,002,ijdel,8.082999999999629
00008,002,kabel,12.633300000011786
00008,002,site,6.416699999987941
00008,002,nakijken,31.60039999997616
00008,002,laken,9.602899999976216
00008,002,apparaat,15.666600000023664
00008,002,mijnheer,13.234299999952327
00008,002,smullen,8.752199999988079
00008,002,keihard,20.7497999999523
00008,002,vuur,15.562299999952756
00008,002,baron,6.049600000023929
00008,002,kring,
00008,002,knaap,3.566300000012234
00008,002,groen,11.397600000023886
00008,002,vorm,10.813000000000102
00008,002,steek,
00008,002,geliefd,5.299699999988206
00008,002,tekst,
00008,002,vullen,3.650000000000091
00008,002,gebit,8.565800000012132
00008,002,parel,4.801399999976184
00008,002,stal,7.916300000011688
00008,002,akkoord,
00008,002,palm,3.599999999999909
00008,002,vreten,8.800300000012157
00008,002,gerucht,5.784300000011626
00008,002,opkijken,5.53369999998813
00008,002,schat,19.783500000000004
00008,002,seizoen,3.49790000003577
00008,002,lever,6.246400000035919
00008,002,voorraad,4.30039999997598
00008,002,opkomen,10.597499999999854
00008,002,praat,7.151499999999942
00008,002,hiervan,7.212100000023838
00008,002,koffie,
00008,002,middelen,27.45060000002377
00008,002,komisch,6.56739999997626
00008,002,bloeien,7.849199999988286
00008,002,zingen,5.015300000012303
00008,002,prikken,13.799199999988105
00008,002,geld,8.168399999975918
00008,002,weeshuis,14.901099999964115
00008,002,opheffen,6.41800000000012
00008,002,graaf,9.74499999999989
00008,002,blik,
00008,002,mijn,6.433199999988119
00008,002,geluid,9.36569999998801
00008,002,spanning,8.651400000035665
00008,002,legaal,9.334499999999936
00008,002,joggen,6.7846000000240565
00008,002,aanzoek,7.599600000023656
00008,002,maling,8.386400000035792
00008,002,jasje,10.267499999999927
00008,002,leuk,7.7335000000002765
00008,002,vervoer,15.301500000000033
00008,002,grappen,7.834199999987959
00008,002,baas,11.783199999988028
00008,002,excuus,5.978700000047411
00008,002,volop,10.98419999998805
00008,002,leek,5.9358999999763
00008,002,bever,10.281500000000053
00008,002,mode,12.162800000011885
00008,002,uien,9.916900000036094
00008,002,dubbel,6.502199999988079
00008,002,schaamte,10.684999999999944
00008,002,waarop,8.835399999975834
00008,002,kaal,6.163600000023962
00008,002,samen,15.051099999964208
00008,002,kreeft,
00008,002,vlek,7.428300000011859
00008,002,geit,
00008,002,stoom,8.567300000011983
00008,002,schuilen,7.683799999952498
00008,002,stiekem,
00008,002,aflopen,9.65069999998832
00008,002,leren,8.834899999976187
00008,002,liefje,7.865800000012314
00008,002,blijven,9.06899999999996
00008,002,mist,10.64830000001166
00008,002,schatten,23.850699999988137
00008,002,lokken,7.249700000047596
00008,002,lukken,7.547499999999673
00008,002,gegeven,24.41249999999991
00008,002,heilig,5.3008999999765365
00008,002,moes,21.233999999999924
00008,002,zweven,11.794300000011845
00008,002,zout,16.038399999976264
00008,002,loyaal,
00008,002,aanzien,18.363200000047986
00008,002,klimmen,29.682999999999993
00008,002,traag,
00008,002,woning,3.2518000000118263
00008,002,hechten,4.5933000000122775
00008,002,openbaar,8.649300000011863
00008,002,strekken,7.600199999988035
00008,002,zwart,3.8652999999521858
00008,002,afval,8.866600000023936
00008,002,opzicht,7.731699999987995
00008,002,muziek,7.1486000000236345
00008,002,aarzelen,22.965799999952196
00008,002,rijp,6.698500000000422
00008,002,afnemen,4.598699999988185
00008,002,soda,7.016800000011699
00008,002,daarheen,9.766499999999724
00008,002,diep,3.832399999976587
00008,002,beseffen,9.498699999988276
00008,002,knielen,4.501500000000306
00008,002,verhaal,6.116099999964263
00008,002,lust,6.549300000011954
00008,002,getuigen,5.215600000023642
00008,002,huisdier,
00008,002,heengaan,12.098999999999704
00008,002,uitlaat,9.398999999999887
00008,002,kasteel,3.033099999964179
00008,002,blad,4.168300000012096
00008,003,maaltijd,4.359999999999999
00008,003,aanraden,31.32569999998808
00008,003,jaar,97.78149999999997
00008,003,parel,3.0673999999761747
00008,003,dans,2.767300000011943
00008,003,opheffen,12.569899999976172
00008,003,boeien,5.269999999999982
00008,003,klimmen,3.7473000000119328
00008,003,hechten,
00008,003,knie,7.1638999999761666
00008,003,attentie,11.782799999952315
00008,003,vervoer,13.666300000011944
00008,003,aarzelen,5.863600000023837
00008,003,stof,
00008,003,blad,4.75
00008,003,diep,4.616800000011892
00008,003,ticket,3.582699999988108
00008,003,soda,4.7493000000118855
00008,003,steel,5.599500000000035
00008,003,eenhoorn,4.732899999976155
00008,003,geduld,
00008,003,grappen,3.233699999988062
00008,003,bever,14.617699999988131
00008,003,strikken,4.066400000035742
00008,003,uien,4.817899999976191
00008,003,groen,
00008,003,seizoen,18.91550000000001
00008,003,koffie,4.348300000011875
00008,003,tekst,3.517900000035752
00008,003,opzicht,12.162199999988104
00008,003,techniek,3.0483999999761977
00008,003,maken,4.631500000000017
00008,003,muziek,7.196599999964235
00008,003,kabel,4.015300000011962
00008,003,opkomen,2.91310000002386
00008,003,woestijn,3.988599999964265
00008,003,afval,5.098699999988071
00008,003,mist,
00008,003,waarbij,25.678800000011847
00008,003,nakijken,4.786200000047643
00008,003,dubbel,5.698900000035792
00008,003,laken,4.18100000000004
00008,003,lever,3.866800000011949
00008,003,rechten,4.880800000011845
00008,003,volop,4.866600000023823
00008,003,lokken,5.532600000023876
00008,003,smullen,4.595600000023865
