welcome_mouse.x,welcome_mouse.y,welcome_mouse.leftButton,welcome_mouse.midButton,welcome_mouse.rightButton,"ID",date,expName,psychopyVersion,OS,frameRate,participant,trainInstr_mouse.x,trainInstr_mouse.y,trainInstr_mouse.leftButton,trainInstr_mouse.midButton,trainInstr_mouse.rightButton,translation_key.keys,translation_key.corr,translation_key.rt,word_rsp.text,trWrd_mouse.x,trWrd_mouse.y,trWrd_mouse.leftButton,trWrd_mouse.midButton,trWrd_mouse.rightButton,train_loop.thisRepN,train_loop.thisTrialN,train_loop.thisN,train_loop.thisIndex,train_loop.ran,nlWrd,brWrd,cbWrd,test,testResp,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,testInstr_mouse.x,testInstr_mouse.y,testInstr_mouse.leftButton,testInstr_mouse.midButton,testInstr_mouse.rightButton,test_mouse.x,test_mouse.y,test_mouse.leftButton,test_mouse.midButton,test_mouse.rightButton,test_response.text,test_loop.thisRepN,test_loop.thisTrialN,test_loop.thisN,test_loop.thisIndex,test_loop.ran
-0.155555556,-0.244444444,1,0,0,,2023-09-28_09h09.19.941,vbt_B1_day4,2022.2.4,MacIntel,62.6566416,55918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2023-09-28_09h09.19.941,vbt_B1_day4,2022.2.4,MacIntel,62.6566416,55918,-0.194444444,-0.36,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2023-09-28_09h09.19.941,vbt_B1_day4,2022.2.4,MacIntel,62.6566416,55918,,,,,,down,0,1.94,,-0.8,-0.181111111,1,0,0,0,0,0,148,1,smullen,images/br_smullen.png,images/cb_smullen.png,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2023-09-28_09h09.19.941,vbt_B1_day4,2022.2.4,MacIntel,62.6566416,55918,,,,,,down,0,2.171,,-0.8,-0.181111111,1,0,0,0,1,1,44,1,flits,images/br_flits.png,images/cb_flits.png,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2023-09-28_09h09.19.941,vbt_B1_day4,2022.2.4,MacIntel,62.6566416,55918,,,,,,down,0,1.02,,-0.8,-0.181111111,1,0,0,0,2,2,25,1,plek,images/br_plek.png,images/cb_plek.png,1,plek,,,,,,,,,,,,,,,,,,,,,
,,,,,,2023-09-28_09h09.19.941,vbt_B1_day4,2022.2.4,MacIntel,62.6566416,55918,,,,,,down,0,6.301,,-0.8,-0.181111111,1,0,0,0,3,3,198,1,bedoelen,images/br_bedoelen.png,images/cb_bedoelen.png,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2023-09-28_09h09.19.941,vbt_B1_day4,2022.2.4,MacIntel,62.6566416,55918,,,,,,down,0,0.934,,-0.8,-0.181111111,1,0,0,0,4,4,88,1,boeien,images/br_boeien.png,images/cb_boeien.png,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2023-09-28_09h09.19.941,vbt_B1_day4,2022.2.4,MacIntel,62.6566416,55918,,,,,,down,0,1.257,,-0.8,-0.181111111,1,0,0,0,5,5,61,1,groen,images/br_groen.png,images/cb_groen.png,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2023-09-28_09h09.19.941,vbt_B1_day4,2022.2.4,MacIntel,62.6566416,55918,,,,,,down,0,2.802,,-0.8,-0.181111111,1,0,0,0,6,6,156,1,rechten,images/br_rechten.png,images/cb_rechten.png,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2023-09-28_09h09.19.941,vbt_B1_day4,2022.2.4,MacIntel,62.6566416,55918,,,,,,down,0,3.051,,-0.8,-0.181111111,1,0,0,0,7,7,74,1,graaf,images/br_graaf.png,images/cb_graaf.png,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2023-09-28_09h09.19.941,vbt_B1_day4,2022.2.4,MacIntel,62.6566416,55918,,,,,,down,0,0.441,,-0.8,-0.181111111,1,0,0,0,8,8,132,1,grappen,images/br_grappen.png,images/cb_grappen.png,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2023-09-28_09h09.19.941,vbt_B1_day4,2022.2.4,MacIntel,62.6566416,55918,,,,,,down,0,9.473,,-0.8,-0.181111111,1,0,0,0,9,9,142,1,snuiven,images/br_snuiven.png,images/cb_snuiven.png,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2023-09-28_09h09.19.941,vbt_B1_day4,2022.2.4,MacIntel,62.6566416,55918,,,,,,down,0,0.037,,-0.8,-0.181111111,1,0,0,0,10,10,91,1,gezond,images/br_gezond.png,images/cb_gezond.png,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2023-09-28_09h09.19.941,vbt_B1_day4,2022.2.4,MacIntel,62.6566416,55918,,,,,,down,0,2.625,,-0.8,-0.181111111,1,0,0,0,11,11,106,1,zingen,images/br_zingen.png,images/cb_zingen.png,1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2023-09-28_09h09.19.941,vbt_B1_day4,2022.2.4,MacIntel,62.6566416,55918,,,,,,down,0,16.206,,-0.8,-0.171111111,1,0,0,0,12,12,196,1,nakijken,images/br_nakijken.png,images/cb_nakijken.png,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2023-09-28_09h09.19.941,vbt_B1_day4,2022.2.4,MacIntel,62.6566416,55918,,,,,,down,0,0.676,,-0.8,-0.171111111,1,0,0,0,13,13,54,1,gebit,images/br_gebit.png,images/cb_gebit.png,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2023-09-28_09h09.19.941,vbt_B1_day4,2022.2.4,MacIntel,62.6566416,55918,,,,,,down,0,5.009,,-0.8,-0.171111111,1,0,0,0,14,14,119,1,liefje,images/br_liefje.png,images/cb_liefje.png,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2023-09-28_09h09.19.941,vbt_B1_day4,2022.2.4,MacIntel,62.6566416,55918,,,,,,down,0,59.231,,-0.8,-0.171111111,1,0,0,0,15,15,194,1,driemaal,images/br_driemaal.png,images/cb_driemaal.png,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2023-09-28_09h09.19.941,vbt_B1_day4,2022.2.4,MacIntel,62.6566416,55918,,,,,,down,0,1.753,,-0.8,-0.171111111,1,0,0,0,16,16,23,1,zout,images/br_zout.png,images/cb_zout.png,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2023-09-28_09h09.19.941,vbt_B1_day4,2022.2.4,MacIntel,62.6566416,55918,,,,,,down,0,1.623,,-0.8,-0.171111111,1,0,0,0,17,17,70,1,ijdel,images/br_ijdel.png,images/cb_ijdel.png,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2023-09-28_09h09.19.941,vbt_B1_day4,2022.2.4,MacIntel,62.6566416,55918,,,,,,down,0,8.009,,-0.8,-0.171111111,1,0,0,0,18,18,185,1,mijnheer,images/br_mijnheer.png,images/cb_mijnheer.png,1,mijnheer,,,,,,,,,,,,,,,,,,,,,
,,,,,,2023-09-28_09h09.19.941,vbt_B1_day4,2022.2.4,MacIntel,62.6566416,55918,,,,,,down,0,2.309,,-0.8,-0.171111111,1,0,0,0,19,19,3,1,mand,images/br_mand.png,images/cb_mand.png,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2023-09-28_09h09.19.941,vbt_B1_day4,2022.2.4,MacIntel,62.6566416,55918,,,,,,down,0,1.105,,-0.8,-0.171111111,1,0,0,0,20,20,123,1,hiervan,images/br_hiervan.png,images/cb_hiervan.png,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2023-09-28_09h09.19.941,vbt_B1_day4,2022.2.4,MacIntel,62.6566416,55918,,,,,,down,0,2.374,,-0.8,-0.171111111,1,0,0,0,21,21,85,1,heilig,images/br_heilig.png,images/cb_heilig.png,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2023-09-28_09h09.19.941,vbt_B1_day4,2022.2.4,MacIntel,62.6566416,55918,,,,,,down,0,4.091,,-0.8,-0.171111111,1,0,0,0,22,22,81,1,dubbel,images/br_dubbel.png,images/cb_dubbel.png,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2023-09-28_09h09.19.941,vbt_B1_day4,2022.2.4,MacIntel,62.6566416,55918,,,,,,down,0,2.493,,-0.8,-0.171111111,1,0,0,0,23,23,93,1,waarop,images/br_waarop.png,images/cb_waarop.png,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2023-09-28_09h09.19.941,vbt_B1_day4,2022.2.4,MacIntel,62.6566416,55918,,,,,,down,0,2.402,,-0.8,-0.171111111,1,0,0,0,24,24,199,1,beseffen,images/br_beseffen.png,images/cb_beseffen.png,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2023-09-28_09h09.19.941,vbt_B1_day4,2022.2.4,MacIntel,62.6566416,55918,,,,,,down,0,6.391,,-0.8,-0.171111111,1,0,0,0,25,25,49,1,laken,images/br_laken.png,images/cb_laken.png,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2023-09-28_09h09.19.941,vbt_B1_day4,2022.2.4,MacIntel,62.6566416,55918,,,,,,down,0,13.142,,-0.8,-0.171111111,1,0,0,0,26,26,15,1,soda,images/br_soda.png,images/cb_soda.png,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2023-09-28_09h09.19.941,vbt_B1_day4,2022.2.4,MacIntel,62.6566416,55918,,,,,,down,0,2.225,,-0.8,-0.171111111,1,0,0,0,27,27,86,1,woning,images/br_woning.png,images/cb_woning.png,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2023-09-28_09h09.19.941,vbt_B1_day4,2022.2.4,MacIntel,62.6566416,55918,,,,,,down,0,6,,-0.8,-0.171111111,1,0,0,0,28,28,105,1,wijlen,images/br_wijlen.png,images/cb_wijlen.png,1,wijlen,,,,,,,,,,,,,,,,,,,,,
,,,,,,2023-09-28_09h09.19.941,vbt_B1_day4,2022.2.4,MacIntel,62.6566416,55918,,,,,,down,0,1.172,,-0.8,-0.171111111,1,0,0,0,29,29,82,1,muziek,images/br_muziek.png,images/cb_muziek.png,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2023-09-28_09h09.19.941,vbt_B1_day4,2022.2.4,MacIntel,62.6566416,55918,,,,,,down,0,1.703,,-0.8,-0.171111111,1,0,0,0,30,30,141,1,knielen,images/br_knielen.png,images/cb_knielen.png,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2023-09-28_09h09.19.941,vbt_B1_day4,2022.2.4,MacIntel,62.6566416,55918,,,,,,down,0,2.522,,-0.8,-0.171111111,1,0,0,0,31,31,155,1,gerucht,images/br_gerucht.png,images/cb_gerucht.png,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2023-09-28_09h09.19.941,vbt_B1_day4,2022.2.4,MacIntel,62.6566416,55918,,,,,,down,0,39.896,,-0.8,-0.171111111,1,0,0,0,32,32,27,1,dans,images/br_dans.png,images/cb_dans.png,1,dans,,,,,,,,,,,,,,,,,,,,,
,,,,,,2023-09-28_09h09.19.941,vbt_B1_day4,2022.2.4,MacIntel,62.6566416,55918,,,,,,down,0,4.237,,-0.8,-0.171111111,1,0,0,0,33,33,158,1,innemen,images/br_innemen.png,images/cb_innemen.png,0,,,,,,,,,,,,,,,,,,,,,,
