nlLet,letter,readingTime,checkingTime
j,j,1.5255999999046281,3.0270999999046353
m,m,1.5177000000476824,6.8646000001430565
r,r,1.519599999904628,4.90040000009536
d,d,1.5175000000000125,2.464399999856937
o,o,1.5182000000476847,2.8172999999523256
h,h,1.5134999999999934,5.71670000004768
k,k,1.5180000000000007,12.402599999904638
u,u,1.514600000143048,1.643299999952319
q,q,1.5245999999046376,3.0683000001907317
w,w,1.5229999999999961,2.242199999809273
x,x,1.5138000001907272,3.15609999990464
v,v,1.5127999999523354,4.335299999952298
n,n,1.5148000001907462,2.734499999999997
s,s,1.5172999999523142,14.748500000000007
f,f,1.5195999999046137,1.5912999999523265
y,y,1.5043000001907387,2.653500000000008
p,p,1.5181999998092692,4.433900000095349
i,i,1.5157000000477012,4.834399999856942
b,b,1.5116000001430336,5.767399999856963
l,l,1.5187000000476871,8.954799999952314
g,g,1.5148000001907462,1.7752999999522956
c,c,1.5222000000476896,8.538599999904648
z,z,1.5105999999046276,4.6699999999999875
t,t,1.516999999999996,3.734600000143047
e,e,1.5132000000477035,10.685099999904622
a,a,1.516799999952326,6.060100000143052
