welcome_mouse.x,welcome_mouse.y,welcome_mouse.leftButton,welcome_mouse.midButton,welcome_mouse.rightButton,"ID",date,expName,psychopyVersion,OS,frameRate,participant,trainInstr_mouse.x,trainInstr_mouse.y,trainInstr_mouse.leftButton,trainInstr_mouse.midButton,trainInstr_mouse.rightButton,translation_key.keys,translation_key.corr,translation_key.rt,word_rsp.text,trWrd_mouse.x,trWrd_mouse.y,trWrd_mouse.leftButton,trWrd_mouse.midButton,trWrd_mouse.rightButton,train_loop.thisRepN,train_loop.thisTrialN,train_loop.thisN,train_loop.thisIndex,train_loop.ran,nlWrd,brWrd,cbWrd,test,testResp,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,testInstr_mouse.x,testInstr_mouse.y,testInstr_mouse.leftButton,testInstr_mouse.midButton,testInstr_mouse.rightButton,test_mouse.x,test_mouse.y,test_mouse.leftButton,test_mouse.midButton,test_mouse.rightButton,test_response.text,test_loop.thisRepN,test_loop.thisTrialN,test_loop.thisN,test_loop.thisIndex,test_loop.ran
-0.06759255,-0.213888875,1,0,0,53500,2023-07-21_23h00.24.744,vbt_B1_day3,2022.2.4,Win32,60.24459305,53500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,53500,2023-07-21_23h00.24.744,vbt_B1_day3,2022.2.4,Win32,60.24459305,53500,-0.06759255,-0.213888875,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,53500,2023-07-21_23h00.24.744,vbt_B1_day3,2022.2.4,Win32,60.24459305,53500,,,,,,down,0,13.7812,,0.079629616,-0.233333376,1,0,0,0,0,0,8,1,knie,images/br_knie.png,images/cb_knie.png,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,53500,2023-07-21_23h00.24.744,vbt_B1_day3,2022.2.4,Win32,60.24459305,53500,,,,,,down,0,35.0356,,0.347222222,-0.200925968,1,0,0,0,1,1,22,1,stof,images/br_stof.png,images/cb_stof.png,1,ster,,,,,,,,,,,,,,,,,,,,,
,,,,,53500,2023-07-21_23h00.24.744,vbt_B1_day3,2022.2.4,Win32,60.24459305,53500,,,,,,down,0,18.2521,,0.09629631,-0.319444444,1,0,0,0,2,2,76,1,afval,images/br_afval.png,images/cb_afval.png,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,53500,2023-07-21_23h00.24.744,vbt_B1_day3,2022.2.4,Win32,60.24459305,53500,,,,,,down,0,22.0369,,-0.051851838,-0.079629651,1,0,0,0,3,3,45,1,piste,images/br_piste.png,images/cb_piste.png,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,53500,2023-07-21_23h00.24.744,vbt_B1_day3,2022.2.4,Win32,60.24459305,53500,,,,,,down,0,14.0906,,0.175925926,-0.162962949,1,0,0,0,4,4,59,1,kring,images/br_kring.png,images/cb_kring.png,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,53500,2023-07-21_23h00.24.744,vbt_B1_day3,2022.2.4,Win32,60.24459305,53500,,,,,,down,0,9.0005,,0.259259259,-0.280555584,1,0,0,0,5,5,20,1,site,images/br_site.png,images/cb_site.png,1,site,,,,,,,,,,,,,,,,,,,,,
,,,,,53500,2023-07-21_23h00.24.744,vbt_B1_day3,2022.2.4,Win32,60.24459305,53500,,,,,,down,0,14.7221,,0.281481496,-0.200925968,1,0,0,0,6,6,158,1,innemen,images/br_innemen.png,images/cb_innemen.png,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,53500,2023-07-21_23h00.24.744,vbt_B1_day3,2022.2.4,Win32,60.24459305,53500,,,,,,down,0,10.6227,,0.281481496,-0.200925968,1,0,0,0,7,7,33,1,vlek,images/br_vlek.png,images/cb_vlek.png,0,,,,,,,,,,,,,,,,,,,,,,
