welcome_mouse.x,welcome_mouse.y,welcome_mouse.leftButton,welcome_mouse.midButton,welcome_mouse.rightButton,"ID",date,expName,psychopyVersion,OS,frameRate,participant,trainInstr_mouse.x,trainInstr_mouse.y,trainInstr_mouse.leftButton,trainInstr_mouse.midButton,trainInstr_mouse.rightButton,translation_key.keys,translation_key.corr,translation_key.rt,word_rsp.text,trWrd_mouse.x,trWrd_mouse.y,trWrd_mouse.leftButton,trWrd_mouse.midButton,trWrd_mouse.rightButton,train_loop.thisRepN,train_loop.thisTrialN,train_loop.thisN,train_loop.thisIndex,train_loop.ran,nlWrd,brWrd,cbWrd,test,testResp,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,testInstr_mouse.x,testInstr_mouse.y,testInstr_mouse.leftButton,testInstr_mouse.midButton,testInstr_mouse.rightButton,test_mouse.x,test_mouse.y,test_mouse.leftButton,test_mouse.midButton,test_mouse.rightButton,test_response.text,test_loop.thisRepN,test_loop.thisTrialN,test_loop.thisN,test_loop.thisIndex,test_loop.ran
-0.127777778,-0.152777778,1,0,0,55009,2023-07-30_15h03.58.092,vbt_B1_day3,2022.2.4,Win32,60.42661188,55009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,55009,2023-07-30_15h03.58.092,vbt_B1_day3,2022.2.4,Win32,60.42661188,55009,-0.015740741,0.065740741,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,55009,2023-07-30_15h03.58.092,vbt_B1_day3,2022.2.4,Win32,60.42661188,55009,,,,,,down,0,7.6936,,0.02962963,-0.003703704,1,0,0,0,0,0,3,1,mand,images/br_mand.png,images/cb_mand.png,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,55009,2023-07-30_15h03.58.092,vbt_B1_day3,2022.2.4,Win32,60.42661188,55009,,,,,,down,0,6.7712,,0.12962963,-0.000925926,1,0,0,0,1,1,164,1,anarchie,images/br_anarchie.png,images/cb_anarchie.png,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,55009,2023-07-30_15h03.58.092,vbt_B1_day3,2022.2.4,Win32,60.42661188,55009,,,,,,down,0,4.5674,,0.102777778,-0.00462963,1,0,0,0,2,2,134,1,geliefd,images/br_geliefd.png,images/cb_geliefd.png,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,55009,2023-07-30_15h03.58.092,vbt_B1_day3,2022.2.4,Win32,60.42661188,55009,,,,,,down,0,13.362,,0.024074074,-0.005555556,1,0,0,0,3,3,52,1,wagon,images/br_wagon.png,images/cb_wagon.png,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,55009,2023-07-30_15h03.58.092,vbt_B1_day3,2022.2.4,Win32,60.42661188,55009,,,,,,down,0,123.1174,,0.026851852,-0.172222222,1,0,0,0,4,4,81,1,dubbel,images/br_dubbel.png,images/cb_dubbel.png,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,55009,2023-07-30_15h03.58.092,vbt_B1_day3,2022.2.4,Win32,60.42661188,55009,,,,,,down,0,4.1665,,0.128703704,-0.136111111,1,0,0,0,5,5,22,1,stof,images/br_stof.png,images/cb_stof.png,1,stof,,,,,,,,,,,,,,,,,,,,,
,,,,,55009,2023-07-30_15h03.58.092,vbt_B1_day3,2022.2.4,Win32,60.42661188,55009,,,,,,down,0,5.0761,,0.103703704,-0.021296296,1,0,0,0,6,6,191,1,opheffen,images/br_opheffen.png,images/cb_opheffen.png,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,55009,2023-07-30_15h03.58.092,vbt_B1_day3,2022.2.4,Win32,60.42661188,55009,,,,,,down,0,2.4512,,0.024074074,-0.012037037,1,0,0,0,7,7,74,1,graaf,images/br_graaf.png,images/cb_graaf.png,0,,,,,,,,,,,,,,,,,,,,,,
