welcome_mouse.x,welcome_mouse.y,welcome_mouse.leftButton,welcome_mouse.midButton,welcome_mouse.rightButton,"ID",date,expName,psychopyVersion,OS,frameRate,trainInstr_mouse.x,trainInstr_mouse.y,trainInstr_mouse.leftButton,trainInstr_mouse.midButton,trainInstr_mouse.rightButton,translation_key.keys,translation_key.corr,translation_key.rt,testResp,word_rsp.text,trWrd_mouse.x,trWrd_mouse.y,trWrd_mouse.leftButton,trWrd_mouse.midButton,trWrd_mouse.rightButton,train_loop.thisRepN,train_loop.thisTrialN,train_loop.thisN,train_loop.thisIndex,train_loop.ran,nlWrd,brWrd,cbWrd,test,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,testInstr_mouse.x,testInstr_mouse.y,testInstr_mouse.leftButton,testInstr_mouse.midButton,testInstr_mouse.rightButton,test_mouse.x,test_mouse.y,test_mouse.leftButton,test_mouse.midButton,test_mouse.rightButton,test_response.text,test_loop.thisRepN,test_loop.thisTrialN,test_loop.thisN,test_loop.thisIndex,test_loop.ran
-0.149999972,-0.255555541,1,0,0,00029,2023-09-11_23h37.14.660,vbt_B1_day3,2022.2.4,Win32,58.356676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,00029,2023-09-11_23h37.14.660,vbt_B1_day3,2022.2.4,Win32,58.356676,-0.149999972,-0.255555541,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,00029,2023-09-11_23h37.14.660,vbt_B1_day3,2022.2.4,Win32,58.356676,,,,,,down,0,21.1533,.e.t,,-0.149999972,-0.255555541,1,0,0,0,0,0,21,1,mist,images/br_mist.png,images/cb_mist.png,1,,,,,,,,,,,,,,,,,,,,,
,,,,,00029,2023-09-11_23h37.14.660,vbt_B1_day3,2022.2.4,Win32,58.356676,,,,,,down,0,0.3062,,,-0.149999972,-0.255555541,1,0,0,0,1,1,0,1,slak,images/br_slak.png,images/cb_slak.png,0,,,,,,,,,,,,,,,,,,,,,
,,,,,00029,2023-09-11_23h37.14.660,vbt_B1_day3,2022.2.4,Win32,58.356676,,,,,,down,0,7.1229,,,-0.151851866,-0.255555541,1,0,0,0,2,2,107,1,maling,images/br_maling.png,images/cb_maling.png,0,,,,,,,,,,,,,,,,,,,,,
,,,,,00029,2023-09-11_23h37.14.660,vbt_B1_day3,2022.2.4,Win32,58.356676,,,,,,down,0,32.8505,clempit,,-0.151851866,-0.255555541,1,0,0,0,3,3,140,1,blijven,images/br_blijven.png,images/cb_blijven.png,1,,,,,,,,,,,,,,,,,,,,,
,,,,,00029,2023-09-11_23h37.14.660,vbt_B1_day3,2022.2.4,Win32,58.356676,,,,,,down,0,60.4066,,,-0.151851866,-0.255555541,1,0,0,0,4,4,3,1,mand,images/br_mand.png,images/cb_mand.png,0,,,,,,,,,,,,,,,,,,,,,
,,,,,00029,2023-09-11_23h37.14.660,vbt_B1_day3,2022.2.4,Win32,58.356676,,,,,,down,0,6.8227,,,-0.151851866,-0.255555541,1,0,0,0,5,5,175,1,heengaan,images/br_heengaan.png,images/cb_heengaan.png,0,,,,,,,,,,,,,,,,,,,,,
,,,,,00029,2023-09-11_23h37.14.660,vbt_B1_day3,2022.2.4,Win32,58.356676,,,,,,down,0,2.8502,,,-0.151851866,-0.255555541,1,0,0,0,6,6,198,1,bedoelen,images/br_bedoelen.png,images/cb_bedoelen.png,0,,,,,,,,,,,,,,,,,,,,,
,,,,,00029,2023-09-11_23h37.14.660,vbt_B1_day3,2022.2.4,Win32,58.356676,,,,,,down,0,0.1109,,,-0.151851866,-0.255555541,1,0,0,0,7,7,50,1,stoom,images/br_stoom.png,images/cb_stoom.png,0,,,,,,,,,,,,,,,,,,,,,
,,,,,00029,2023-09-11_23h37.14.660,vbt_B1_day3,2022.2.4,Win32,58.356676,,,,,,down,0,0.1875,,,-0.151851866,-0.255555541,1,0,0,0,8,8,6,1,diep,images/br_diep.png,images/cb_diep.png,0,,,,,,,,,,,,,,,,,,,,,
,,,,,00029,2023-09-11_23h37.14.660,vbt_B1_day3,2022.2.4,Win32,58.356676,,,,,,down,0,0.2715,,,-0.151851866,-0.255555541,1,0,0,0,9,9,64,1,wegen,images/br_wegen.png,images/cb_wegen.png,0,,,,,,,,,,,,,,,,,,,,,
,,,,,00029,2023-09-11_23h37.14.660,vbt_B1_day3,2022.2.4,Win32,58.356676,,,,,,down,0,1.124,,,-0.151851866,-0.255555541,1,0,0,0,10,10,132,1,grappen,images/br_grappen.png,images/cb_grappen.png,0,,,,,,,,,,,,,,,,,,,,,
,,,,,00029,2023-09-11_23h37.14.660,vbt_B1_day3,2022.2.4,Win32,58.356676,,,,,,down,0,1.1684,,,-0.151851866,-0.255555541,1,0,0,0,11,11,120,1,klimmen,images/br_klimmen.png,images/cb_klimmen.png,0,,,,,,,,,,,,,,,,,,,,,
,,,,,00029,2023-09-11_23h37.14.660,vbt_B1_day3,2022.2.4,Win32,58.356676,,,,,,down,0,0.9546,,,-0.151851866,-0.255555541,1,0,0,0,12,12,5,1,blad,images/br_blad.png,images/cb_blad.png,0,,,,,,,,,,,,,,,,,,,,,
,,,,,00029,2023-09-11_23h37.14.660,vbt_B1_day3,2022.2.4,Win32,58.356676,,,,,,down,0,0.1526,,,-0.151851866,-0.255555541,1,0,0,0,13,13,151,1,aanzoek,images/br_aanzoek.png,images/cb_aanzoek.png,0,,,,,,,,,,,,,,,,,,,,,
,,,,,00029,2023-09-11_23h37.14.660,vbt_B1_day3,2022.2.4,Win32,58.356676,,,,,,down,0,18.0595,oktart,,-0.151851866,-0.255555541,1,0,0,0,14,14,101,1,staren,images/br_staren.png,images/cb_staren.png,1,,,,,,,,,,,,,,,,,,,,,
,,,,,00029,2023-09-11_23h37.14.660,vbt_B1_day3,2022.2.4,Win32,58.356676,,,,,,down,0,0.3442,,,-0.151851866,-0.255555541,1,0,0,0,15,15,33,1,vlek,images/br_vlek.png,images/cb_vlek.png,0,,,,,,,,,,,,,,,,,,,,,
,,,,,00029,2023-09-11_23h37.14.660,vbt_B1_day3,2022.2.4,Win32,58.356676,,,,,,down,0,3.5205,,,-0.151851866,-0.255555541,1,0,0,0,16,16,184,1,aandelen,images/br_aandelen.png,images/cb_aandelen.png,0,,,,,,,,,,,,,,,,,,,,,
,,,,,00029,2023-09-11_23h37.14.660,vbt_B1_day3,2022.2.4,Win32,58.356676,,,,,,down,0,0.4794,,,-0.151851866,-0.255555541,1,0,0,0,17,17,37,1,mijn,images/br_mijn.png,images/cb_mijn.png,0,,,,,,,,,,,,,,,,,,,,,
,,,,,00029,2023-09-11_23h37.14.660,vbt_B1_day3,2022.2.4,Win32,58.356676,,,,,,down,0,13.0527,.lar.,,-0.151851866,-0.255555541,1,0,0,0,18,18,63,1,flirt,images/br_flirt.png,images/cb_flirt.png,1,,,,,,,,,,,,,,,,,,,,,
,,,,,00029,2023-09-11_23h37.14.660,vbt_B1_day3,2022.2.4,Win32,58.356676,,,,,,down,0,4.1372,,,-0.151851866,-0.255555541,1,0,0,0,19,19,127,1,doodmoe,images/br_doodmoe.png,images/cb_doodmoe.png,0,,,,,,,,,,,,,,,,,,,,,
,,,,,00029,2023-09-11_23h37.14.660,vbt_B1_day3,2022.2.4,Win32,58.356676,,,,,,down,0,7.6492,knaap,,-0.151851866,-0.255555541,1,0,0,0,20,20,62,1,knaap,images/br_knaap.png,images/cb_knaap.png,1,,,,,,,,,,,,,,,,,,,,,
,,,,,00029,2023-09-11_23h37.14.660,vbt_B1_day3,2022.2.4,Win32,58.356676,,,,,,down,0,0.778,,,-0.151851866,-0.255555541,1,0,0,0,21,21,11,1,mode,images/br_mode.png,images/cb_mode.png,0,,,,,,,,,,,,,,,,,,,,,
,,,,,00029,2023-09-11_23h37.14.660,vbt_B1_day3,2022.2.4,Win32,58.356676,,,,,,down,0,0.1122,,,-0.151851866,-0.255555541,1,0,0,0,22,22,80,1,kanjer,images/br_kanjer.png,images/cb_kanjer.png,0,,,,,,,,,,,,,,,,,,,,,
,,,,,00029,2023-09-11_23h37.14.660,vbt_B1_day3,2022.2.4,Win32,58.356676,,,,,,down,0,0.536,,,-0.151851866,-0.255555541,1,0,0,0,23,23,126,1,kasteel,images/br_kasteel.png,images/cb_kasteel.png,0,,,,,,,,,,,,,,,,,,,,,
,,,,,00029,2023-09-11_23h37.14.660,vbt_B1_day3,2022.2.4,Win32,58.356676,,,,,,down,0,0.4358,,,-0.151851866,-0.255555541,1,0,0,0,24,24,139,1,stiekem,images/br_stiekem.png,images/cb_stiekem.png,0,,,,,,,,,,,,,,,,,,,,,
,,,,,00029,2023-09-11_23h37.14.660,vbt_B1_day3,2022.2.4,Win32,58.356676,,,,,,down,0,0.3,,,-0.151851866,-0.255555541,1,0,0,0,25,25,145,1,invloed,images/br_invloed.png,images/cb_invloed.png,0,,,,,,,,,,,,,,,,,,,,,
,,,,,00029,2023-09-11_23h37.14.660,vbt_B1_day3,2022.2.4,Win32,58.356676,,,,,,down,0,0.2732,,,-0.151851866,-0.255555541,1,0,0,0,26,26,19,1,geit,images/br_geit.png,images/cb_geit.png,0,,,,,,,,,,,,,,,,,,,,,
,,,,,00029,2023-09-11_23h37.14.660,vbt_B1_day3,2022.2.4,Win32,58.356676,,,,,,down,0,0.2018,,,-0.151851866,-0.255555541,1,0,0,0,27,27,144,1,eetlust,images/br_eetlust.png,images/cb_eetlust.png,0,,,,,,,,,,,,,,,,,,,,,
,,,,,00029,2023-09-11_23h37.14.660,vbt_B1_day3,2022.2.4,Win32,58.356676,,,,,,down,0,92.8488,snuiven,,-0.151851866,-0.255555541,1,0,0,0,28,28,142,1,snuiven,images/br_snuiven.png,images/cb_snuiven.png,1,,,,,,,,,,,,,,,,,,,,,
,,,,,00029,2023-09-11_23h37.14.660,vbt_B1_day3,2022.2.4,Win32,58.356676,,,,,,down,0,163.8221,zout,,-0.151851866,-0.255555541,1,0,0,0,29,29,23,1,zout,images/br_zout.png,images/cb_zout.png,1,,,,,,,,,,,,,,,,,,,,,
,,,,,00029,2023-09-11_23h37.14.660,vbt_B1_day3,2022.2.4,Win32,58.356676,,,,,,down,0,18.262,knielen,,-0.151851866,-0.255555541,1,0,0,0,30,30,141,1,knielen,images/br_knielen.png,images/cb_knielen.png,1,,,,,,,,,,,,,,,,,,,,,
,,,,,00029,2023-09-11_23h37.14.660,vbt_B1_day3,2022.2.4,Win32,58.356676,,,,,,down,0,0.0663,,,-0.151851866,-0.255555541,1,0,0,0,31,31,161,1,attentie,images/br_attentie.png,images/cb_attentie.png,0,,,,,,,,,,,,,,,,,,,,,
,,,,,00029,2023-09-11_23h37.14.660,vbt_B1_day3,2022.2.4,Win32,58.356676,,,,,,down,0,0.0253,,,-0.151851866,-0.255555541,1,0,0,0,32,32,97,1,loyaal,images/br_loyaal.png,images/cb_loyaal.png,0,,,,,,,,,,,,,,,,,,,,,
,,,,,00029,2023-09-11_23h37.14.660,vbt_B1_day3,2022.2.4,Win32,58.356676,,,,,,down,0,0.3057,,,-0.151851866,-0.255555541,1,0,0,0,33,33,108,1,excuus,images/br_excuus.png,images/cb_excuus.png,0,,,,,,,,,,,,,,,,,,,,,
,,,,,00029,2023-09-11_23h37.14.660,vbt_B1_day3,2022.2.4,Win32,58.356676,,,,,,down,0,4.6081,,,-0.151851866,-0.255555541,1,0,0,0,34,34,14,1,rijp,images/br_rijp.png,images/cb_rijp.png,0,,,,,,,,,,,,,,,,,,,,,
,,,,,00029,2023-09-11_23h37.14.660,vbt_B1_day3,2022.2.4,Win32,58.356676,,,,,,down,0,0.4751,,,-0.151851866,-0.255555541,1,0,0,0,35,35,156,1,rechten,images/br_rechten.png,images/cb_rechten.png,0,,,,,,,,,,,,,,,,,,,,,
,,,,,00029,2023-09-11_23h37.14.660,vbt_B1_day3,2022.2.4,Win32,58.356676,,,,,,down,0,1.3514,,,-0.151851866,-0.255555541,1,0,0,0,36,36,68,1,schat,images/br_schat.png,images/cb_schat.png,0,,,,,,,,,,,,,,,,,,,,,
,,,,,00029,2023-09-11_23h37.14.660,vbt_B1_day3,2022.2.4,Win32,58.356676,,,,,,down,0,0.5911,,,-0.151851866,-0.255555541,1,0,0,0,37,37,114,1,vullen,images/br_vullen.png,images/cb_vullen.png,0,,,,,,,,,,,,,,,,,,,,,
,,,,,00029,2023-09-11_23h37.14.660,vbt_B1_day3,2022.2.4,Win32,58.356676,,,,,,down,0,1.1062,,,-0.151851866,-0.255555541,1,0,0,0,38,38,53,1,baron,images/br_baron.png,images/cb_baron.png,0,,,,,,,,,,,,,,,,,,,,,
,,,,,00029,2023-09-11_23h37.14.660,vbt_B1_day3,2022.2.4,Win32,58.356676,,,,,,down,0,69.4487,jasje,,-0.151851866,-0.255555541,1,0,0,0,39,39,60,1,jasje,images/br_jasje.png,images/cb_jasje.png,1,,,,,,,,,,,,,,,,,,,,,
,,,,,00029,2023-09-11_23h37.14.660,vbt_B1_day3,2022.2.4,Win32,58.356676,,,,,,down,0,0.1298,,,-0.151851866,-0.255555541,1,0,0,0,40,40,106,1,zingen,images/br_zingen.png,images/cb_zingen.png,0,,,,,,,,,,,,,,,,,,,,,
,,,,,00029,2023-09-11_23h37.14.660,vbt_B1_day3,2022.2.4,Win32,58.356676,,,,,,down,0,0.3075,,,-0.151851866,-0.255555541,1,0,0,0,41,41,155,1,gerucht,images/br_gerucht.png,images/cb_gerucht.png,0,,,,,,,,,,,,,,,,,,,,,
,,,,,00029,2023-09-11_23h37.14.660,vbt_B1_day3,2022.2.4,Win32,58.356676,,,,,,down,0,0.3591,,,-0.151851866,-0.255555541,1,0,0,0,42,42,179,1,woestijn,images/br_woestijn.png,images/cb_woestijn.png,0,,,,,,,,,,,,,,,,,,,,,
,,,,,00029,2023-09-11_23h37.14.660,vbt_B1_day3,2022.2.4,Win32,58.356676,,,,,,down,0,0.2497,,,-0.151851866,-0.255555541,1,0,0,0,43,43,77,1,woede,images/br_woede.png,images/cb_woede.png,0,,,,,,,,,,,,,,,,,,,,,
,,,,,00029,2023-09-11_23h37.14.660,vbt_B1_day3,2022.2.4,Win32,58.356676,,,,,,down,0,1.3099,,,-0.151851866,-0.255555541,1,0,0,0,44,44,174,1,stemming,images/br_stemming.png,images/cb_stemming.png,0,,,,,,,,,,,,,,,,,,,,,
