welcome_mouse.x,welcome_mouse.y,welcome_mouse.leftButton,welcome_mouse.midButton,welcome_mouse.rightButton,"ID",date,expName,psychopyVersion,OS,frameRate,trainInstr_mouse.x,trainInstr_mouse.y,trainInstr_mouse.leftButton,trainInstr_mouse.midButton,trainInstr_mouse.rightButton,translation_key.keys,translation_key.corr,translation_key.rt,word_rsp.text,trWrd_mouse.x,trWrd_mouse.y,trWrd_mouse.leftButton,trWrd_mouse.midButton,trWrd_mouse.rightButton,train_loop.thisRepN,train_loop.thisTrialN,train_loop.thisN,train_loop.thisIndex,train_loop.ran,nlWrd,brWrd,cbWrd,test,testResp,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,testInstr_mouse.x,testInstr_mouse.y,testInstr_mouse.leftButton,testInstr_mouse.midButton,testInstr_mouse.rightButton,test_mouse.x,test_mouse.y,test_mouse.leftButton,test_mouse.midButton,test_mouse.rightButton,test_response.text,test_loop.thisRepN,test_loop.thisTrialN,test_loop.thisN,test_loop.thisIndex,test_loop.ran
-0.166666667,-0.250925912,1,0,0,00045,2023-10-09_18h44.47.248,vbt_B1_day3,2022.2.4,Win32,59.99160118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,00045,2023-10-09_18h44.47.248,vbt_B1_day3,2022.2.4,Win32,59.99160118,-0.166666667,-0.250925912,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,00045,2023-10-09_18h44.47.248,vbt_B1_day3,2022.2.4,Win32,59.99160118,,,,,,down,0,3.9284,,-0.166666667,-0.250925912,1,0,0,0,0,0,164,1,anarchie,images/br_anarchie.png,images/cb_anarchie.png,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,00045,2023-10-09_18h44.47.248,vbt_B1_day3,2022.2.4,Win32,59.99160118,,,,,,down,0,1.2714,,-0.166666667,-0.250925912,1,0,0,0,1,1,19,1,geit,images/br_geit.png,images/cb_geit.png,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,00045,2023-10-09_18h44.47.248,vbt_B1_day3,2022.2.4,Win32,59.99160118,,,,,,down,0,0.9828,,-0.166666667,-0.250925912,1,0,0,0,2,2,38,1,baai,images/br_baai.png,images/cb_baai.png,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,00045,2023-10-09_18h44.47.248,vbt_B1_day3,2022.2.4,Win32,59.99160118,,,,,,down,0,8.1305,,-0.166666667,-0.250925912,1,0,0,0,3,3,101,1,staren,images/br_staren.png,images/cb_staren.png,1,staren,,,,,,,,,,,,,,,,,,,,,
,,,,,00045,2023-10-09_18h44.47.248,vbt_B1_day3,2022.2.4,Win32,59.99160118,,,,,,down,0,5.5166,,-0.166666667,-0.250925912,1,0,0,0,4,4,142,1,snuiven,images/br_snuiven.png,images/cb_snuiven.png,1,snuiven,,,,,,,,,,,,,,,,,,,,,
,,,,,00045,2023-10-09_18h44.47.248,vbt_B1_day3,2022.2.4,Win32,59.99160118,,,,,,down,0,4.3745,,-0.166666667,-0.250925912,1,0,0,0,5,5,16,1,ziek,images/br_ziek.png,images/cb_ziek.png,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,00045,2023-10-09_18h44.47.248,vbt_B1_day3,2022.2.4,Win32,59.99160118,,,,,,down,0,3.5829,,-0.166666667,-0.250925912,1,0,0,0,6,6,63,1,flirt,images/br_flirt.png,images/cb_flirt.png,1,flirt,,,,,,,,,,,,,,,,,,,,,
,,,,,00045,2023-10-09_18h44.47.248,vbt_B1_day3,2022.2.4,Win32,59.99160118,,,,,,down,0,4.1126,,-0.166666667,-0.250925912,1,0,0,0,7,7,93,1,waarop,images/br_waarop.png,images/cb_waarop.png,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,00045,2023-10-09_18h44.47.248,vbt_B1_day3,2022.2.4,Win32,59.99160118,,,,,,down,0,5.8327,,-0.166666667,-0.250925912,1,0,0,0,8,8,30,1,uien,images/br_uien.png,images/cb_uien.png,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,00045,2023-10-09_18h44.47.248,vbt_B1_day3,2022.2.4,Win32,59.99160118,,,,,,down,0,7.1736,,-0.166666667,-0.250925912,1,0,0,0,9,9,192,1,schaamte,images/br_schaamte.png,images/cb_schaamte.png,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,00045,2023-10-09_18h44.47.248,vbt_B1_day3,2022.2.4,Win32,59.99160118,,,,,,down,0,5.9423,,-0.166666667,-0.250925912,1,0,0,0,10,10,167,1,eenhoorn,images/br_eenhoorn.png,images/cb_eenhoorn.png,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,00045,2023-10-09_18h44.47.248,vbt_B1_day3,2022.2.4,Win32,59.99160118,,,,,,down,0,3.8017,,-0.166666667,-0.250925912,1,0,0,0,11,11,80,1,kanjer,images/br_kanjer.png,images/cb_kanjer.png,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,00045,2023-10-09_18h44.47.248,vbt_B1_day3,2022.2.4,Win32,59.99160118,,,,,,down,0,4.8283,,-0.166666667,-0.250925912,1,0,0,0,12,12,140,1,blijven,images/br_blijven.png,images/cb_blijven.png,1,blijven,,,,,,,,,,,,,,,,,,,,,
,,,,,00045,2023-10-09_18h44.47.248,vbt_B1_day3,2022.2.4,Win32,59.99160118,,,,,,down,0,7.1902,,-0.166666667,-0.250925912,1,0,0,0,13,13,169,1,oprotten,images/br_oprotten.png,images/cb_oprotten.png,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,00045,2023-10-09_18h44.47.248,vbt_B1_day3,2022.2.4,Win32,59.99160118,,,,,,down,0,6.8736,,-0.166666667,-0.250925912,1,0,0,0,14,14,123,1,hiervan,images/br_hiervan.png,images/cb_hiervan.png,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,00045,2023-10-09_18h44.47.248,vbt_B1_day3,2022.2.4,Win32,59.99160118,,,,,,down,0,6.4412,,-0.166666667,-0.250925912,1,0,0,0,15,15,194,1,driemaal,images/br_driemaal.png,images/cb_driemaal.png,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,00045,2023-10-09_18h44.47.248,vbt_B1_day3,2022.2.4,Win32,59.99160118,,,,,,down,0,2.6138,,-0.166666667,-0.250925912,1,0,0,0,16,16,52,1,wagon,images/br_wagon.png,images/cb_wagon.png,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,00045,2023-10-09_18h44.47.248,vbt_B1_day3,2022.2.4,Win32,59.99160118,,,,,,down,0,4.4612,,-0.166666667,-0.250925912,1,0,0,0,17,17,69,1,waken,images/br_waken.png,images/cb_waken.png,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,00045,2023-10-09_18h44.47.248,vbt_B1_day3,2022.2.4,Win32,59.99160118,,,,,,down,0,6.4587,,-0.166666667,-0.250925912,1,0,0,0,18,18,27,1,dans,images/br_dans.png,images/cb_dans.png,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,00045,2023-10-09_18h44.47.248,vbt_B1_day3,2022.2.4,Win32,59.99160118,,,,,,down,0,6.4071,,-0.166666667,-0.250925912,1,0,0,0,19,19,61,1,groen,images/br_groen.png,images/cb_groen.png,1,groen,,,,,,,,,,,,,,,,,,,,,
,,,,,00045,2023-10-09_18h44.47.248,vbt_B1_day3,2022.2.4,Win32,59.99160118,,,,,,down,0,3.6281,,-0.166666667,-0.250925912,1,0,0,0,20,20,82,1,muziek,images/br_muziek.png,images/cb_muziek.png,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,00045,2023-10-09_18h44.47.248,vbt_B1_day3,2022.2.4,Win32,59.99160118,,,,,,down,0,3.3858,,-0.166666667,-0.250925912,1,0,0,0,21,21,6,1,diep,images/br_diep.png,images/cb_diep.png,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,00045,2023-10-09_18h44.47.248,vbt_B1_day3,2022.2.4,Win32,59.99160118,,,,,,down,0,5.934,,-0.166666667,-0.250925912,1,0,0,0,22,22,8,1,knie,images/br_knie.png,images/cb_knie.png,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,00045,2023-10-09_18h44.47.248,vbt_B1_day3,2022.2.4,Win32,59.99160118,,,,,,down,0,0.6924,,-0.166666667,-0.250925912,1,0,0,0,23,23,28,1,stal,images/br_stal.png,images/cb_stal.png,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,00045,2023-10-09_18h44.47.248,vbt_B1_day3,2022.2.4,Win32,59.99160118,,,,,,down,0,4.7095,,-0.166666667,-0.250925912,1,0,0,0,24,24,83,1,mening,images/br_mening.png,images/cb_mening.png,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,00045,2023-10-09_18h44.47.248,vbt_B1_day3,2022.2.4,Win32,59.99160118,,,,,,down,0,3.7459,,-0.166666667,-0.250925912,1,0,0,0,25,25,104,1,zweven,images/br_zweven.png,images/cb_zweven.png,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,00045,2023-10-09_18h44.47.248,vbt_B1_day3,2022.2.4,Win32,59.99160118,,,,,,down,0,2.7232,,-0.166666667,-0.250925912,1,0,0,0,26,26,137,1,trekker,images/br_trekker.png,images/cb_trekker.png,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,00045,2023-10-09_18h44.47.248,vbt_B1_day3,2022.2.4,Win32,59.99160118,,,,,,down,0,6.3169,,-0.166666667,-0.250925912,1,0,0,0,27,27,113,1,koppen,images/br_koppen.png,images/cb_koppen.png,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,00045,2023-10-09_18h44.47.248,vbt_B1_day3,2022.2.4,Win32,59.99160118,,,,,,down,0,1.1988,,-0.166666667,-0.250925912,1,0,0,0,28,28,73,1,volop,images/br_volop.png,images/cb_volop.png,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,00045,2023-10-09_18h44.47.248,vbt_B1_day3,2022.2.4,Win32,59.99160118,,,,,,down,0,1.6151,,-0.166666667,-0.250925912,1,0,0,0,29,29,89,1,slapen,images/br_slapen.png,images/cb_slapen.png,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,00045,2023-10-09_18h44.47.248,vbt_B1_day3,2022.2.4,Win32,59.99160118,,,,,,down,0,2.5959,,-0.166666667,-0.250925912,1,0,0,0,30,30,7,1,geld,images/br_geld.png,images/cb_geld.png,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,00045,2023-10-09_18h44.47.248,vbt_B1_day3,2022.2.4,Win32,59.99160118,,,,,,down,0,2.0386,,-0.166666667,-0.250925912,1,0,0,0,31,31,25,1,plek,images/br_plek.png,images/cb_plek.png,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,00045,2023-10-09_18h44.47.248,vbt_B1_day3,2022.2.4,Win32,59.99160118,,,,,,down,0,3.3234,,-0.166666667,-0.250925912,1,0,0,0,32,32,11,1,mode,images/br_mode.png,images/cb_mode.png,0,,,,,,,,,,,,,,,,,,,,,,
