welcome_mouse.x,welcome_mouse.y,welcome_mouse.leftButton,welcome_mouse.midButton,welcome_mouse.rightButton,welcome_mouse.time,"ID",date,expName,psychopyVersion,OS,frameRate,participant,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.time,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.time,train_mouse.x,train_mouse.y,train_mouse.leftButton,train_mouse.midButton,train_mouse.rightButton,train_mouse.time,braille_mouse.x,braille_mouse.y,braille_mouse.leftButton,braille_mouse.midButton,braille_mouse.rightButton,braille_mouse.time,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,nlLet,brLet,cbLet,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,testInstr_mouse.x,testInstr_mouse.y,testInstr_mouse.leftButton,testInstr_mouse.midButton,testInstr_mouse.rightButton,test_mouse.x,test_mouse.y,test_mouse.leftButton,test_mouse.midButton,test_mouse.rightButton,test_response.text,testResp,test_loop.thisRepN,test_loop.thisTrialN,test_loop.thisN,test_loop.thisIndex,test_loop.ran,nlWrd,brWrd,cbWrd
0.326904297,-0.102412499,1,0,0,20.7938,,2023-07-24_10h46.00.545,vbt_B2_day1,2022.2.4,Linux armv8l,59.87665409,52204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,2023-07-24_10h46.00.545,vbt_B2_day1,2022.2.4,Linux armv8l,59.87665409,52204,0.428466797,-0.078608788,1,0,0,11.8771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,2023-07-24_10h46.00.545,vbt_B2_day1,2022.2.4,Linux armv8l,59.87665409,52204,,,,,,,0.463700019,-0.213429599,1,0,0,25.3253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,2023-07-24_10h46.00.545,vbt_B2_day1,2022.2.4,Linux armv8l,59.87665409,52204,,,,,,,,,,,,,0.57742886,-0.078663932,1,0,0,20.7276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,2023-07-24_10h46.00.545,vbt_B2_day1,2022.2.4,Linux armv8l,59.87665409,52204,,,,,,,,,,,,,,,,,,,0.596471829,-0.017872916,1,0,0,2.3894,0,0,0,1,1,b,images/br_b.png,images/cb_b.png,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,2023-07-24_10h46.00.545,vbt_B2_day1,2022.2.4,Linux armv8l,59.87665409,52204,,,,,,,,,,,,,,,,,,,0.691686673,0.040476693,1,0,0,4.6907,0,1,1,18,1,s,images/br_s.png,images/cb_s.png,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,2023-07-24_10h46.00.545,vbt_B2_day1,2022.2.4,Linux armv8l,59.87665409,52204,,,,,,,,,,,,,,,,,,,0.757808092,0.040720834,1,0,0,3.7861,0,2,2,3,1,d,images/br_d.png,images/cb_d.png,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,2023-07-24_10h46.00.545,vbt_B2_day1,2022.2.4,Linux armv8l,59.87665409,52204,,,,,,,,,,,,,,,,,,,0.772090318,0.057322396,1,0,0,3.4751,0,3,3,6,1,g,images/br_g.png,images/cb_g.png,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,2023-07-24_10h46.00.545,vbt_B2_day1,2022.2.4,Linux armv8l,59.87665409,52204,,,,,,,,,,,,,,,,,,,0.765213691,0.049509896,1,0,0,5.0402,0,4,4,11,1,l,images/br_l.png,images/cb_l.png,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,2023-07-24_10h46.00.545,vbt_B2_day1,2022.2.4,Linux armv8l,59.87665409,52204,,,,,,,,,,,,,,,,,,,0.682165188,-0.117970573,1,0,0,2.6159,0,5,5,23,1,x,images/br_x.png,images/cb_x.png,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,2023-07-24_10h46.00.545,vbt_B2_day1,2022.2.4,Linux armv8l,59.87665409,52204,,,,,,,,,,,,,,,,,,,0.544103665,-0.037892448,1,0,0,0.6122,0,6,6,20,1,u,images/br_u.png,images/cb_u.png,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,2023-07-24_10h46.00.545,vbt_B2_day1,2022.2.4,Linux armv8l,59.87665409,52204,,,,,,,,,,,,,,,,,,,0.703324042,-0.021535026,1,0,0,3.8275,0,7,7,15,1,p,images/br_p.png,images/cb_p.png,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,2023-07-24_10h46.00.545,vbt_B2_day1,2022.2.4,Linux armv8l,59.87665409,52204,,,,,,,,,,,,,,,,,,,0.680578274,0.046336068,1,0,0,0.1881,0,8,8,9,1,j,images/br_j.png,images/cb_j.png,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,2023-07-24_10h46.00.545,vbt_B2_day1,2022.2.4,Linux armv8l,59.87665409,52204,,,,,,,,,,,,,,,,,,,0.71390347,0.107127084,1,0,0,0.2144,0,9,9,0,1,a,images/br_a.png,images/cb_a.png,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,2023-07-24_10h46.00.545,vbt_B2_day1,2022.2.4,Linux armv8l,59.87665409,52204,,,,,,,,,,,,,,,,,,,0.664180162,0.078562631,1,0,0,0.2178,0,10,10,19,1,t,images/br_t.png,images/cb_t.png,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,2023-07-24_10h46.00.545,vbt_B2_day1,2022.2.4,Linux armv8l,59.87665409,52204,,,,,,,,,,,,,,,,,,,0.635086738,-0.086232291,1,0,0,1.3236,0,11,11,4,1,e,images/br_e.png,images/cb_e.png,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,2023-07-24_10h46.00.545,vbt_B2_day1,2022.2.4,Linux armv8l,59.87665409,52204,,,,,,,,,,,,,,,,,,,0.524002753,-0.002247916,1,0,0,1.2441,0,12,12,21,1,v,images/br_v.png,images/cb_v.png,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,2023-07-24_10h46.00.545,vbt_B2_day1,2022.2.4,Linux armv8l,59.87665409,52204,,,,,,,,,,,,,,,,,,,0.537756009,0.026560677,1,0,0,0.1864,0,13,13,13,1,n,images/br_n.png,images/cb_n.png,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,2023-07-24_10h46.00.545,vbt_B2_day1,2022.2.4,Linux armv8l,59.87665409,52204,,,,,,,,,,,,,,,,,,,0.573197089,0.040476693,1,0,0,0.3491,0,14,14,5,1,f,images/br_f.png,images/cb_f.png,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,2023-07-24_10h46.00.545,vbt_B2_day1,2022.2.4,Linux armv8l,59.87665409,52204,,,,,,,,,,,,,,,,,,,0.558385891,0.012400521,1,0,0,2.9028,0,15,15,14,1,o,images/br_o.png,images/cb_o.png,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,2023-07-24_10h46.00.545,vbt_B2_day1,2022.2.4,Linux armv8l,59.87665409,52204,,,,,,,,,,,,,,,,,,,0.493322415,-0.109913932,1,0,0,3.2563,0,16,16,22,1,w,images/br_w.png,images/cb_w.png,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,2023-07-24_10h46.00.545,vbt_B2_day1,2022.2.4,Linux armv8l,59.87665409,52204,,,,,,,,,,,,,,,,,,,0.590653144,-0.013478385,1,0,0,1.6722,0,17,17,25,1,z,images/br_z.png,images/cb_z.png,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,2023-07-24_10h46.00.545,vbt_B2_day1,2022.2.4,Linux armv8l,59.87665409,52204,,,,,,,,,,,,,,,,,,,0.628739081,-0.095997916,1,0,0,0.4984,0,18,18,10,1,k,images/br_k.png,images/cb_k.png,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,2023-07-24_10h46.00.545,vbt_B2_day1,2022.2.4,Linux armv8l,59.87665409,52204,,,,,,,,,,,,,,,,,,,0.600174628,-0.101857291,1,0,0,0.1739,0,19,19,17,1,r,images/br_r.png,images/cb_r.png,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,2023-07-24_10h46.00.545,vbt_B2_day1,2022.2.4,Linux armv8l,59.87665409,52204,,,,,,,,,,,,,,,,,,,0.643021308,0.011668099,1,0,0,1.1043,0,20,20,16,1,q,images/br_q.png,images/cb_q.png,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,2023-07-24_10h46.00.545,vbt_B2_day1,2022.2.4,Linux armv8l,59.87665409,52204,,,,,,,,,,,,,,,,,,,0.637202623,-0.107228385,1,0,0,1.3979,0,21,21,2,1,c,images/br_c.png,images/cb_c.png,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,2023-07-24_10h46.00.545,vbt_B2_day1,2022.2.4,Linux armv8l,59.87665409,52204,,,,,,,,,,,,,,,,,,,0.576899889,0.018748177,1,0,0,1.0174,0,22,22,8,1,i,images/br_i.png,images/cb_i.png,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,2023-07-24_10h46.00.545,vbt_B2_day1,2022.2.4,Linux armv8l,59.87665409,52204,,,,,,,,,,,,,,,,,,,0.583247545,-0.006642448,1,0,0,0.6398,0,23,23,12,1,m,images/br_m.png,images/cb_m.png,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,2023-07-24_10h46.00.545,vbt_B2_day1,2022.2.4,Linux armv8l,59.87665409,52204,,,,,,,,,,,,,,,,,,,0.312414127,-0.093312369,1,0,0,1.0223,0,24,24,7,1,h,images/br_h.png,images/cb_h.png,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,2023-07-24_10h46.00.545,vbt_B2_day1,2022.2.4,Linux armv8l,59.87665409,52204,,,,,,,,,,,,,,,,,,,0.576370917,-0.085011588,1,0,0,0.5841,0,25,25,24,1,y,images/br_y.png,images/cb_y.png,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,2023-07-24_10h46.00.545,vbt_B2_day1,2022.2.4,Linux armv8l,59.87665409,52204,,,,,,,,,,,,,,,,,,,0.546748522,-0.108204948,1,0,0,2.0539,1,0,26,7,1,h,images/br_h.png,images/cb_h.png,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,2023-07-24_10h46.00.545,vbt_B2_day1,2022.2.4,Linux armv8l,59.87665409,52204,,,,,,,,,,,,,,,,,,,0.54992235,-0.035451041,1,0,0,1.172,1,1,27,9,1,j,images/br_j.png,images/cb_j.png,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,2023-07-24_10h46.00.545,vbt_B2_day1,2022.2.4,Linux armv8l,59.87665409,52204,,,,,,,,,,,,,,,,,,,0.628739081,-0.048634635,1,0,0,0.3653,1,2,28,16,1,q,images/br_q.png,images/cb_q.png,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,2023-07-24_10h46.00.545,vbt_B2_day1,2022.2.4,Linux armv8l,59.87665409,52204,,,,,,,,,,,,,,,,,,,0.637731595,-0.107960807,1,0,0,1.755,1,3,29,21,1,v,images/br_v.png,images/cb_v.png,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,2023-07-24_10h46.00.545,vbt_B2_day1,2022.2.4,Linux armv8l,59.87665409,52204,,,,,,,,,,,,,,,,,,,0.61234097,-0.135060416,1,0,0,0.3553,1,4,30,11,1,l,images/br_l.png,images/cb_l.png,,,,,,,,,,,,,,,,,,,,,,,,,
