welcome_mouse.x,welcome_mouse.y,welcome_mouse.leftButton,welcome_mouse.midButton,welcome_mouse.rightButton,welcome_mouse.time,"ID",date,expName,psychopyVersion,OS,frameRate,participant,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.time,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.time,train_mouse.x,train_mouse.y,train_mouse.leftButton,train_mouse.midButton,train_mouse.rightButton,train_mouse.time,braille_mouse.x,braille_mouse.y,braille_mouse.leftButton,braille_mouse.midButton,braille_mouse.rightButton,braille_mouse.time,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,nlLet,brLet,cbLet,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,testInstr_mouse.x,testInstr_mouse.y,testInstr_mouse.leftButton,testInstr_mouse.midButton,testInstr_mouse.rightButton,test_mouse.x,test_mouse.y,test_mouse.leftButton,test_mouse.midButton,test_mouse.rightButton,test_response.text,testResp,test_loop.thisRepN,test_loop.thisTrialN,test_loop.thisN,test_loop.thisIndex,test_loop.ran,nlWrd,brWrd,cbWrd
-0.127777778,0.033333333,1,0,0,2.106,,2023-09-05_10h27.20.523,vbt_B2_day1,2022.2.4,Win32,60.52902367,55756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,2023-09-05_10h27.20.523,vbt_B2_day1,2022.2.4,Win32,60.52902367,55756,-0.127777778,0.033333333,1,0,0,1.412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,2023-09-05_10h27.20.523,vbt_B2_day1,2022.2.4,Win32,60.52902367,55756,,,,,,,-0.083333333,-0.010185185,1,0,0,36.4876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,2023-09-05_10h27.20.523,vbt_B2_day1,2022.2.4,Win32,60.52902367,55756,,,,,,,,,,,,,-0.083333333,-0.010185185,1,0,0,30.6141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,2023-09-05_10h27.20.523,vbt_B2_day1,2022.2.4,Win32,60.52902367,55756,,,,,,,,,,,,,,,,,,,-0.083333333,-0.010185185,1,0,0,11.9947,0,0,0,24,1,y,images/br_y.png,images/cb_y.png,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,2023-09-05_10h27.20.523,vbt_B2_day1,2022.2.4,Win32,60.52902367,55756,,,,,,,,,,,,,,,,,,,-0.083333333,-0.010185185,1,0,0,20.7394,0,1,1,0,1,a,images/br_a.png,images/cb_a.png,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,2023-09-05_10h27.20.523,vbt_B2_day1,2022.2.4,Win32,60.52902367,55756,,,,,,,,,,,,,,,,,,,-0.083333333,-0.010185185,1,0,0,7.9628,0,2,2,9,1,j,images/br_j.png,images/cb_j.png,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,2023-09-05_10h27.20.523,vbt_B2_day1,2022.2.4,Win32,60.52902367,55756,,,,,,,,,,,,,,,,,,,-0.083333333,-0.010185185,1,0,0,11.911,0,3,3,25,1,z,images/br_z.png,images/cb_z.png,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,2023-09-05_10h27.20.523,vbt_B2_day1,2022.2.4,Win32,60.52902367,55756,,,,,,,,,,,,,,,,,,,-0.083333333,-0.010185185,1,0,0,15.6755,0,4,4,23,1,x,images/br_x.png,images/cb_x.png,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,2023-09-05_10h27.20.523,vbt_B2_day1,2022.2.4,Win32,60.52902367,55756,,,,,,,,,,,,,,,,,,,-0.083333333,-0.010185185,1,0,0,21.5726,0,5,5,7,1,h,images/br_h.png,images/cb_h.png,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,2023-09-05_10h27.20.523,vbt_B2_day1,2022.2.4,Win32,60.52902367,55756,,,,,,,,,,,,,,,,,,,-0.083333333,-0.010185185,1,0,0,23.9886,0,6,6,6,1,g,images/br_g.png,images/cb_g.png,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,2023-09-05_10h27.20.523,vbt_B2_day1,2022.2.4,Win32,60.52902367,55756,,,,,,,,,,,,,,,,,,,-0.083333333,-0.010185185,1,0,0,16.9416,0,7,7,20,1,u,images/br_u.png,images/cb_u.png,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,2023-09-05_10h27.20.523,vbt_B2_day1,2022.2.4,Win32,60.52902367,55756,,,,,,,,,,,,,,,,,,,-0.083333333,-0.010185185,1,0,0,24.4713,0,8,8,15,1,p,images/br_p.png,images/cb_p.png,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,2023-09-05_10h27.20.523,vbt_B2_day1,2022.2.4,Win32,60.52902367,55756,,,,,,,,,,,,,,,,,,,-0.083333333,-0.010185185,0,1,0,49.8586,0,9,9,18,1,s,images/br_s.png,images/cb_s.png,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,2023-09-05_10h27.20.523,vbt_B2_day1,2022.2.4,Win32,60.52902367,55756,,,,,,,,,,,,,,,,,,,-0.083333333,-0.010185185,1,0,0,27.1031,0,10,10,19,1,t,images/br_t.png,images/cb_t.png,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,2023-09-05_10h27.20.523,vbt_B2_day1,2022.2.4,Win32,60.52902367,55756,,,,,,,,,,,,,,,,,,,-0.083333333,-0.010185185,1,0,0,49.6087,0,11,11,17,1,r,images/br_r.png,images/cb_r.png,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,2023-09-05_10h27.20.523,vbt_B2_day1,2022.2.4,Win32,60.52902367,55756,,,,,,,,,,,,,,,,,,,-0.083333333,-0.010185185,1,0,0,11.894,0,12,12,13,1,n,images/br_n.png,images/cb_n.png,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,2023-09-05_10h27.20.523,vbt_B2_day1,2022.2.4,Win32,60.52902367,55756,,,,,,,,,,,,,,,,,,,-0.083333333,-0.010185185,1,0,0,22.0222,0,13,13,10,1,k,images/br_k.png,images/cb_k.png,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,2023-09-05_10h27.20.523,vbt_B2_day1,2022.2.4,Win32,60.52902367,55756,,,,,,,,,,,,,,,,,,,-0.083333333,-0.010185185,1,0,0,7.5793,0,14,14,14,1,o,images/br_o.png,images/cb_o.png,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,2023-09-05_10h27.20.523,vbt_B2_day1,2022.2.4,Win32,60.52902367,55756,,,,,,,,,,,,,,,,,,,-0.083333333,-0.010185185,1,0,0,5.1804,0,15,15,12,1,m,images/br_m.png,images/cb_m.png,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,2023-09-05_10h27.20.523,vbt_B2_day1,2022.2.4,Win32,60.52902367,55756,,,,,,,,,,,,,,,,,,,-0.083333333,-0.010185185,1,0,0,13.8932,0,16,16,3,1,d,images/br_d.png,images/cb_d.png,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,2023-09-05_10h27.20.523,vbt_B2_day1,2022.2.4,Win32,60.52902367,55756,,,,,,,,,,,,,,,,,,,-0.083333333,-0.010185185,1,0,0,5.7966,0,17,17,11,1,l,images/br_l.png,images/cb_l.png,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,2023-09-05_10h27.20.523,vbt_B2_day1,2022.2.4,Win32,60.52902367,55756,,,,,,,,,,,,,,,,,,,-0.083333333,-0.010185185,1,0,0,74.4796,0,18,18,16,1,q,images/br_q.png,images/cb_q.png,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,2023-09-05_10h27.20.523,vbt_B2_day1,2022.2.4,Win32,60.52902367,55756,,,,,,,,,,,,,,,,,,,-0.083333333,-0.010185185,1,0,0,7.1795,0,19,19,21,1,v,images/br_v.png,images/cb_v.png,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,2023-09-05_10h27.20.523,vbt_B2_day1,2022.2.4,Win32,60.52902367,55756,,,,,,,,,,,,,,,,,,,-0.083333333,-0.010185185,1,0,0,3.1986,0,20,20,4,1,e,images/br_e.png,images/cb_e.png,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,2023-09-05_10h27.20.523,vbt_B2_day1,2022.2.4,Win32,60.52902367,55756,,,,,,,,,,,,,,,,,,,-0.083333333,-0.010185185,1,0,0,14.5927,0,21,21,2,1,c,images/br_c.png,images/cb_c.png,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,2023-09-05_10h27.20.523,vbt_B2_day1,2022.2.4,Win32,60.52902367,55756,,,,,,,,,,,,,,,,,,,-0.083333333,-0.010185185,1,0,0,16.0587,0,22,22,22,1,w,images/br_w.png,images/cb_w.png,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,2023-09-05_10h27.20.523,vbt_B2_day1,2022.2.4,Win32,60.52902367,55756,,,,,,,,,,,,,,,,,,,-0.083333333,-0.010185185,1,0,0,9.2285,0,23,23,5,1,f,images/br_f.png,images/cb_f.png,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,2023-09-05_10h27.20.523,vbt_B2_day1,2022.2.4,Win32,60.52902367,55756,,,,,,,,,,,,,,,,,,,-0.083333333,-0.010185185,1,0,0,44.6775,0,24,24,1,1,b,images/br_b.png,images/cb_b.png,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,2023-09-05_10h27.20.523,vbt_B2_day1,2022.2.4,Win32,60.52902367,55756,,,,,,,,,,,,,,,,,,,-0.083333333,-0.010185185,1,0,0,12.9602,0,25,25,8,1,i,images/br_i.png,images/cb_i.png,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,2023-09-05_10h27.20.523,vbt_B2_day1,2022.2.4,Win32,60.52902367,55756,,,,,,,,,,,,,,,,,,,-0.083333333,-0.010185185,1,0,0,2.0988,1,0,26,8,1,i,images/br_i.png,images/cb_i.png,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,2023-09-05_10h27.20.523,vbt_B2_day1,2022.2.4,Win32,60.52902367,55756,,,,,,,,,,,,,,,,,,,-0.083333333,-0.010185185,1,0,0,10.7446,1,1,27,13,1,n,images/br_n.png,images/cb_n.png,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,2023-09-05_10h27.20.523,vbt_B2_day1,2022.2.4,Win32,60.52902367,55756,,,,,,,,,,,,,,,,,,,-0.083333333,-0.010185185,1,0,0,6.4638,1,2,28,23,1,x,images/br_x.png,images/cb_x.png,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,2023-09-05_10h27.20.523,vbt_B2_day1,2022.2.4,Win32,60.52902367,55756,,,,,,,,,,,,,,,,,,,-0.083333333,-0.010185185,1,0,0,10.4448,1,3,29,20,1,u,images/br_u.png,images/cb_u.png,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,2023-09-05_10h27.20.523,vbt_B2_day1,2022.2.4,Win32,60.52902367,55756,,,,,,,,,,,,,,,,,,,-0.083333333,-0.010185185,1,0,0,1.5991,1,4,30,4,1,e,images/br_e.png,images/cb_e.png,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,2023-09-05_10h27.20.523,vbt_B2_day1,2022.2.4,Win32,60.52902367,55756,,,,,,,,,,,,,,,,,,,-0.083333333,-0.010185185,1,0,0,11.1947,1,5,31,24,1,y,images/br_y.png,images/cb_y.png,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,2023-09-05_10h27.20.523,vbt_B2_day1,2022.2.4,Win32,60.52902367,55756,,,,,,,,,,,,,,,,,,,-0.083333333,-0.010185185,1,0,0,2.1154,1,6,32,12,1,m,images/br_m.png,images/cb_m.png,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,2023-09-05_10h27.20.523,vbt_B2_day1,2022.2.4,Win32,60.52902367,55756,,,,,,,,,,,,,,,,,,,-0.083333333,-0.010185185,1,0,0,10.7277,1,7,33,1,1,b,images/br_b.png,images/cb_b.png,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,2023-09-05_10h27.20.523,vbt_B2_day1,2022.2.4,Win32,60.52902367,55756,,,,,,,,,,,,,,,,,,,-0.083333333,-0.010185185,1,0,0,3.898,1,8,34,3,1,d,images/br_d.png,images/cb_d.png,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,2023-09-05_10h27.20.523,vbt_B2_day1,2022.2.4,Win32,60.52902367,55756,,,,,,,,,,,,,,,,,,,-0.083333333,-0.010185185,1,0,0,6.7299,1,9,35,21,1,v,images/br_v.png,images/cb_v.png,,,,,,,,,,,,,,,,,,,,,,,,,
