nlWrd,test,testResp,score,word,readingTime,checkingTime,tested,writingTime,attempts
mist,0,,0,mist,7.04060000002383,2.05079999995232,0,NaN,
trekker,1,trekker,1,trekker,NaN,1.86639999997615,1,9.64820000004769,
wijlen,0,,0,wijlen,14.4008999999762,2.10399999999998,0,NaN,
schatten,0,,0,schatten,6.34999999999999,1.02019999992848,0,NaN,
ziek,1,ziek,1,ziek,NaN,2.9938000000715,1,9.01760000002386,
blik,1,blik,1,blik,NaN,1.53129999995232,1,6.19510000002384,
bijkomen,0,,0,bijkomen,10.6327000000477,2.63970000004772,0,NaN,
moes,0,,0,moes,7.13340000009532,1.63179999995236,0,NaN,
leren,0,,0,leren,5.21639999997615,1.90800000000002,0,NaN,
zweven,0,,0,zweven,5.33289999997618,2.23639999997613,0,NaN,
mand,0,,0,mand,4.24950000000001,1.40160000002385,0,NaN,
klimmen,0,,0,klimmen,5.21680000007154,1.17560000002385,0,NaN,
laag,0,,0,laag,3.28339999997615,0.785800000071561,0,NaN,
knie,0,,0,knie,3.20019999992849,0.861499999999978,0,NaN,
opkijken,0,,0,opkijken,8.36070000004764,1.2765,0,NaN,
zwart,0,,0,zwart,6.02800000000002,1.12639999997617,0,NaN,
bever,0,,0,bever,5.1133999999762,1.02699999999999,0,NaN,
palm,0,,0,palm,4.19420000004772,0.754500000000007,0,NaN,
geit,1,geit,1,geit,NaN,1.15759999990462,1,10.1327000000477,
wegen,0,,0,wegen,4.34699999999998,0.905899999976157,0,NaN,
bloeien,0,,0,bloeien,9.91510000002387,0.906699999928435,0,NaN,
koffie,1,koffie,1,koffie,NaN,0.774100000023793,1,7.4665,
weigeren,0,,0,weigeren,6.23440000009538,2.70259999990463,0,NaN,
verhaal,0,,0,verhaal,9.80010000002386,3.22489999997617,0,NaN,
baai,0,,0,baai,4.28339999997621,3.73999999999995,0,NaN,
leek,0,,0,leek,3.41639999997614,0.636500000000012,0,NaN,
bisschop,0,,0,bisschop,9.99919999992846,1.68920000004766,0,NaN,
stoom,0,,0,stoom,3.64889999997615,1.07100000000003,0,NaN,
kanjer,0,,0,kanjer,13.2666000000239,0.939899999976149,0,NaN,
dans,0,,0,dans,4.73229999995232,0.585899999976107,0,NaN,
staren,0,,0,staren,4.74929999995231,0.73960000002387,0,NaN,
rechten,0,,0,rechten,8.49850000000004,2.36589999997614,0,NaN,
baron,0,,0,baron,3.68970000004771,0.551999999999964,0,NaN,
huisdier,1,huisdier,1,huisdier,NaN,0.766100000023869,1,11.9831999999284,
attentie,0,,0,attentie,6.34960000002383,1.49110000002383,0,NaN,
zuster,0,,0,zuster,7.90120000004771,0.688999999999965,0,NaN,
hier,0,,0,hier,4.31650000000002,0.582199999928491,0,NaN,
zaal,0,,0,zaal,3.86689999997611,3.18579999995222,0,NaN,
lokken,0,,0,lokken,3.5501000000238,23.5982999999524,0,NaN,
kasteel,0,,0,kasteel,4.48260000002381,6.87930000007157,0,NaN,
volop,0,,0,volop,4.76140000009536,1.14550000000008,0,NaN,
schep,0,,0,schep,5.91529999995237,1.38149999999996,0,NaN,
waken,0,,0,waken,3.91560000002391,1.01969999992843,0,NaN,
aandelen,0,,0,aandelen,5.74880000007158,5.28609999990465,0,NaN,
invloed,0,,0,invloed,7.48279999995225,6.93310000002384,0,NaN,
woestijn,1,woestijn,1,woestijn,NaN,1.36599999999999,1,8.90049999999997,
redding,0,,0,redding,6.79979999995226,1.45210000002385,0,NaN,
lust,0,,0,lust,3.33260000002383,1.93679999995231,0,NaN,
besmet,0,,0,besmet,29.3496000000238,7.66519999992852,0,NaN,
kust,0,,0,kust,3.59939999997607,0.593200000047773,0,NaN,
tekst,1,tekst,1,tekst,NaN,28.6687999999524,1,6.92680000007147,
gebit,0,,0,gebit,6.20960000002378,2.149,0,NaN,
geliefd,0,,0,geliefd,6.86780000007161,0.936099999904627,0,NaN,
klauw,0,,0,klauw,4.36569999992855,0.0267000000476401,0,NaN,
heilig,0,,0,heilig,10.0432000000477,6.5216999999285,0,NaN,
waarbij,1,waarbij,1,waarbij,NaN,2.46489999997618,1,9.12879999995232,
nakijken,0,,0,nakijken,7.29890000009539,0.855699999928447,0,NaN,
techniek,1,techniek,1,techniek,NaN,0.907800000071575,1,10.4158999999761,
liefje,0,,0,liefje,4.16689999997618,3.43639999997617,0,NaN,
lukken,0,,0,lukken,6.51750000000004,3.41490000009537,0,NaN,
eetlust,0,,0,eetlust,5.98299999999995,0.822100000023852,0,NaN,
feestdag,0,,0,feestdag,25.2163999999761,0.552299999952311,0,NaN,
vreten,0,,0,vreten,5.35089999997615,0.824100000023805,0,NaN,
gezond,0,,0,gezond,12.8833999999762,0.83630000007156,0,NaN,
anarchie,0,,0,anarchie,6.39960000002384,1.80139999997618,0,NaN,
steel,0,,0,steel,2.96689999997614,0.749299999952314,0,NaN,
mode,0,,0,mode,4.81639999997617,0.671000000000049,0,NaN,
sufferd,0,,0,sufferd,6.03340000009541,0.849899999976174,0,NaN,
geduld,0,,0,geduld,6.96689999997614,1.32500000000005,0,NaN,
mijnheer,0,,0,mijnheer,15.5995,1.54610000002378,0,NaN,
kreeft,1,kreeft,1,kreeft,NaN,0.948800000071515,1,7.87929999995231,
seizoen,0,,0,seizoen,6.63339999997618,0.935500000000047,0,NaN,
stemming,0,,0,stemming,5.31700000000001,0.705600000023765,0,NaN,
twijfel,0,,0,twijfel,5.85009999990473,0.902499999999918,0,NaN,
middelen,0,,0,middelen,6.14949999999999,0.799700000047665,0,NaN,
maaltijd,1,maaltijd,1,maaltijd,NaN,1.17029999995236,1,6.36649999999997,
totaal,0,,0,totaal,7.01599999999996,1.73580000007155,0,NaN,
mening,0,,0,mening,5.44920000004765,2.37319999992849,0,NaN,
kring,1,kring,1,kring,NaN,0.986400000095387,1,7.03319999992846,
bedoelen,0,,0,bedoelen,7.33289999997623,1.10930000007147,0,NaN,
laken,0,,0,laken,5.67789999997615,1.67560000002379,0,NaN,
waarvan,0,,0,waarvan,6.61520000004771,0.844099999904643,0,NaN,
taal,1,taal,1,taal,NaN,1.06589999997607,1,4.01370000004772,
parel,0,,0,parel,4.89699999999993,0.945100000023899,0,NaN,
opkomen,0,,0,opkomen,7.45889999997621,0.945600000023774,0,NaN,
bleek,0,,0,bleek,5.59589999997638,0.84050000000002,0,NaN,
toegeven,0,,0,toegeven,5.51060000002394,1.6601000000237,0,NaN,
graaf,0,,0,graaf,5.08039999997618,1.56089999997607,0,NaN,
zout,0,,0,zout,4.04410000002372,0.588200000047664,0,NaN,
schaamte,0,,0,schaamte,4.30999999999995,0.747499999999945,0,NaN,
vullen,0,,0,vullen,3.32670000004759,0.595100000023876,0,NaN,
boeien,0,,0,boeien,3.46029999995221,1.96080000007146,0,NaN,
plek,0,,0,plek,3.32839999997623,0.651000000000067,0,NaN,
steek,1,steek,1,steek,NaN,6.13110000002393,1,4.89479999995228,
legaal,0,,0,legaal,3.77779999995232,0.663399999976036,0,NaN,
nodig,0,,0,nodig,4.7795000000001,0.875999999999976,0,NaN,
vlek,0,,0,vlek,3.54649999999992,2.6908000000717,0,NaN,
stal,0,,0,stal,4.46069999992847,0.541500000000042,0,NaN,
vorm,0,,0,vorm,3.81269999992855,4.96739999997612,0,NaN,
stiekem,1,stiekem,1,stiekem,NaN,0.682499999999891,1,6.61189999997623,
kaal,0,,0,kaal,2.61389999997596,0.766899999976204,0,NaN,
traag,1,traag,1,traag,NaN,1.04940000009537,1,5.62779999995223,
hiervan,0,,0,hiervan,10.9102000000476,0.764399999976149,0,NaN,
slapen,0,,0,slapen,4.70929999995224,0.815200000047753,0,NaN,
oceaan,0,,0,oceaan,16.8590999999046,0.944999999999936,0,NaN,
kleren,0,,0,kleren,4.04279999995242,0.72720000004756,0,NaN,
komisch,0,,0,komisch,6.7647000000477,1.10110000002373,0,NaN,
loyaal,1,,0,loyaal,NaN,2.43049999999994,1,3.14650000000006,
vuur,0,,0,vuur,4.14720000004763,0.793299999952296,0,NaN,
poes,0,,0,poes,4.5957000000476,0.727799999952367,0,NaN,
leuk,0,,0,leuk,4.01249999999982,0.586999999999989,0,NaN,
ticket,0,,0,ticket,8.31089999997607,0.616500000000087,0,NaN,
stof,0,,0,stof,4.52889999997615,0.526299999952244,0,NaN,
knaap,0,,0,knaap,4.01210000002379,0.594600000023775,0,NaN,
koppen,0,,0,koppen,4.58060000002388,0.596299999952407,0,NaN,
aanzoek,0,,0,aanzoek,3.72779999995237,0.689299999952254,0,NaN,
woede,0,,0,woede,4.17849999999999,0.678299999952287,0,NaN,
excuus,0,,0,excuus,8.37739999997621,0.780999999999949,0,NaN,
blad,0,,0,blad,3.38219999992839,0.510900000095262,0,NaN,
strikken,0,,0,strikken,6.55889999997612,0.630499999999984,0,NaN,
hechten,0,,0,hechten,15.4927000000475,0.697000000000116,0,NaN,
geheim,0,,0,geheim,4.86210000002393,0.645700000047555,0,NaN,
aflopen,0,,0,aflopen,7.17750000000001,0.828899999976102,0,NaN,
gedicht,0,,0,gedicht,5.096,0.678600000023835,0,NaN,
grappen,0,,0,grappen,3.62770000004775,3.77610000002392,0,NaN,
strekken,0,,0,strekken,4.54520000004777,0.812999999999874,0,NaN,
jasje,0,,0,jasje,7.7956999999285,1.17930000007141,0,NaN,
wagon,0,,0,wagon,5.71050000000014,0.743099999904643,0,NaN,
schat,0,,0,schat,9.44639999997617,3.72760000002404,0,NaN,
uitlaat,0,,0,uitlaat,5.09509999990473,0.578500000000076,0,NaN,
heengaan,0,,0,heengaan,7.37960000002386,0.794399999976122,0,NaN,
weeshuis,0,,0,weeshuis,7.24260000002391,1.03399999999988,0,NaN,
gerucht,0,,0,gerucht,5.0282999999522,0.929200000047786,0,NaN,
strak,0,,0,strak,4.14609999990466,0.843499999999949,0,NaN,
zingen,0,,0,zingen,5.12720000004788,1.02970000004757,0,NaN,
uitdelen,0,,0,uitdelen,5.04700000000003,0.845899999976155,0,NaN,
knielen,0,,0,knielen,3.87489999997615,0.690700000047627,0,NaN,
jagen,0,,0,jagen,4.88179999995236,1.00150000000008,0,NaN,
openbaar,0,,0,openbaar,7.59680000007165,0.781699999928378,0,NaN,
eenhoorn,0,,0,eenhoorn,5.96379999995247,1.1418000000715,0,NaN,
oprotten,0,,0,oprotten,4.34479999995233,0.912400000095431,0,NaN,
schuilen,0,,0,schuilen,5.69119999992859,0.751200000047675,0,NaN,
aanraden,0,,0,aanraden,5.27700000000004,1.27729999995222,0,NaN,
gegeven,0,,0,gegeven,3.39449999999988,1.01160000002392,0,NaN,
geld,0,,0,geld,3.21260000002371,3.56919999992851,0,NaN,
doodmoe,0,,0,doodmoe,6.19510000002379,0.610799999952405,0,NaN,
maken,0,,0,maken,4.6271000000238,0.929399999976113,0,NaN,
afval,0,,0,afval,4.69799999999987,0.611300000071651,0,NaN,
uien,0,,0,uien,6.41189999997619,0.664999999999964,0,NaN,
baas,0,,0,baas,3.24599999999987,0.677899999976262,0,NaN,
aanzien,0,,0,aanzien,2.90869999992833,5.75030000007155,0,NaN,
snoep,0,,0,snoep,3.31089999997607,0.680199999928618,0,NaN,
aarzelen,0,,0,aarzelen,3.88180000007151,0.796000000000049,0,NaN,
diep,0,,0,diep,4.532100000024,0.719499999999925,0,NaN,
blijven,0,,0,blijven,4.13020000004758,1.01169999992862,0,NaN,
voorraad,0,,0,voorraad,5.74350000000004,1.86229999995226,0,NaN,
kennis,0,,0,kennis,4.47729999995227,1.83239999997613,0,NaN,
joggen,0,,0,joggen,4.37820000004785,1.078399999976,0,NaN,
jurk,0,,0,jurk,3.66180000007148,0.840799999952424,0,NaN,
opheffen,0,,0,opheffen,6.34820000004765,1.24679999995237,0,NaN,
keihard,0,,0,keihard,10.8285999999046,1.06310000002372,0,NaN,
slak,0,,0,slak,2.87649999999985,2.84790000009548,0,NaN,
mijn,0,,0,mijn,4.38179999995236,0.845100000023876,0,NaN,
snuiven,0,,0,snuiven,4.8438999999762,1.1603000000714,0,NaN,
prikken,0,,0,prikken,4.47980000007169,6.31769999992844,0,NaN,
samen,0,,0,samen,2.87860000002388,0.665899999976091,0,NaN,
woning,0,,0,woning,4.84579999995231,2.26199999999994,0,NaN,
maling,0,,0,maling,4.77829999995242,0.796200000047747,0,NaN,
soda,0,,0,soda,3.56100000000015,1.26389999997605,0,NaN,
spanning,0,,0,spanning,6.45960000002378,10.2645,0,NaN,
groen,0,,0,groen,5.65139999997609,0.49870000004762,0,NaN,
driemaal,0,,0,driemaal,5.51160000002392,0.729200000047513,0,NaN,
opzicht,0,,0,opzicht,10.1772999999523,1.16289999997616,0,NaN,
lever,0,,0,lever,3.64610000002381,0.593100000023924,0,NaN,
praat,0,,0,praat,3.71350000000007,0.779800000071418,0,NaN,
kabel,0,,0,kabel,5.82870000004777,1.27939999997625,0,NaN,
flirt,0,,0,flirt,7.39599999999996,2.11410000002388,0,NaN,
afnemen,0,,0,afnemen,9.59290000009537,0.723399999975982,0,NaN,
daarheen,0,,0,daarheen,7.23219999992853,1.71550000000002,0,NaN,
apparaat,0,,0,apparaat,5.37820000004763,0.696399999976165,0,NaN,
waarop,0,,0,waarop,3.94929999995225,0.716300000071669,0,NaN,
muziek,0,,0,muziek,6.4833999999762,1.07549999999992,0,NaN,
geluid,0,,0,geluid,3.83229999995228,0.850899999976264,0,NaN,
dubbel,0,,0,dubbel,4.66629999995212,1.45839999997634,0,NaN,
piste,0,,0,piste,5.36660000002394,0.740499999999884,0,NaN,
goedkoop,0,,0,goedkoop,5.08379999995236,0.953999999999951,0,NaN,
smullen,0,,0,smullen,5.88250000000016,1.33819999992829,0,NaN,
flits,0,,0,flits,6.53310000002375,0.827999999999975,0,NaN,
akkoord,1,akkoord,1,akkoord,NaN,1.03009999990468,1,6.49299999999994,
ijdel,0,,0,ijdel,7.17889999997601,0.730199999928573,0,NaN,
innemen,0,,0,innemen,7.48270000004777,1.06659999990461,0,NaN,
toeval,0,,0,toeval,5.54990000009525,0.686000000000149,0,NaN,
vervoer,0,,0,vervoer,7.03259999990451,0.559500000000071,0,NaN,
site,0,,0,site,3.28310000002375,0.992899999976316,0,NaN,
slagen,1,slagen,1,slagen,NaN,1.0145,1,6.97570000004771,
beseffen,0,,0,beseffen,8.23359999990475,26.9244000000954,0,NaN,
vinger,0,,0,vinger,7.28330000007145,0.557599999904824,0,NaN,
rijp,0,,0,rijp,5.14999999999986,0.609100000024,0,NaN,
jaar,0,,0,jaar,3.66360000002373,0.500099999904705,0,NaN,
getuigen,0,,0,getuigen,6.36670000004779,0.771699999928387,0,NaN,
