nlLet,letter,readingTime,checkingTime
x,x,1.5075,2.06520000001788
m,m,1.50740000000596,1.73579999998212
k,k,1.50070000001788,2.32619999998808
v,v,1.508,1.88140000000596
j,j,1.501,2.29840000000596
u,u,1.50759999999404,1.63869999998808
o,o,1.50090000000596,1.7775
n,n,1.50040000000596,1.60440000000596
w,w,1.50079999998212,1.715
a,a,1.50140000000596,1.61759999999404
e,e,1.50720000001788,1.56699999999999
r,r,1.50319999998808,1.687
p,p,1.50059999999404,1.71280000001192
q,q,1.50279999998212,2.81060000002384
i,i,1.503,1.90809999999405
c,c,1.50229999998211,1.514
y,y,1.50740000000596,1.56009999999405
g,g,1.50270000001788,1.56240000000595
z,z,1.50059999999404,1.89359999999404
l,l,1.50290000000597,4.43569999998807
s,s,1.50270000001788,1.94189999997616
h,h,1.50330000001193,1.92349999999999
d,d,1.50059999999404,1.85859999999404
t,t,1.50330000001193,1.65709999999403
b,b,1.50290000000597,1.52759999999404
f,f,1.50070000001789,8.23929999998211
